Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,275.3,237.1,1.134,false
1,262.7,237.2,1.182,false
2,269.4,237.0,1.225,false
3,279.9,237.0,1.281,false
4,289.8,237.0,1.284,false
5,290.4,236.8,1.3,false
6,298.9,237.1,1.32,false
7,299.2,236.9,1.34,false
8,308.5,237.1,1.338,false
9,308.4,237.0,1.351,false
10,308.6,236.9,1.355,false
11,308.9,236.9,1.368,false
12,309.4,237.0,1.36,false
13,309.9,236.8,1.379,false
14,315.6,236.9,1.355,false
15,315.3,236.6,1.367,false
16,315.4,236.7,1.373,false
17,315.5,236.8,1.37,false
18,315.3,236.5,1.388,false
19,315.4,236.6,1.368,false
20,315.7,236.7,1.37,false
21,315.7,236.6,1.364,false
22,315.4,236.6,1.342,false
23,315.3,236.8,1.329,false
24,315.2,236.6,1.366,false
25,315.2,236.6,1.371,false
26,315.1,236.8,1.369,false
27,315.2,236.8,1.363,false
28,315.3,236.7,1.371,false
29,315.4,236.9,1.36,false
30,315.4,236.9,1.378,false
31,315.5,236.8,1.336,false
32,315.2,236.9,1.368,false
33,315.4,236.7,1.369,false
34,315.3,236.8,1.372,false
35,315.4,237.0,1.369,false
36,315.3,236.8,1.373,false
37,315.5,236.9,1.354,false
38,315.5,237.0,1.371,false
39,315.6,236.7,1.378,false
40,315.7,236.9,1.365,false
41,315.9,237.0,1.366,false
42,315.8,236.6,1.355,false
43,315.8,236.9,1.373,false
44,315.8,236.9,1.37,false
45,315.8,236.7,1.38,false
46,316.0,236.7,1.376,false
47,316.1,236.9,1.377,false
48,316.2,236.7,1.374,false
49,316.2,236.7,1.384,false
50,316.4,236.7,1.377,false
51,316.5,236.6,1.377,false
52,316.3,236.7,1.346,false
53,316.2,236.9,1.357,false
54,316.1,236.7,1.39,false
55,316.3,236.9,1.35,false
56,316.4,236.9,1.376,false
57,316.3,236.8,1.381,false
58,316.5,236.9,1.366,false
59,316.4,237.0,1.377,false
60,316.4,237.1,1.378,false
61,316.5,237.1,1.376,false
62,316.6,236.9,1.351,false
63,316.4,236.8,1.376,false
64,316.5,237.0,1.374,false
65,316.3,236.9,1.389,false
66,316.5,236.8,1.353,false
67,316.2,236.9,1.376,false
68,316.3,237.2,1.381,false
69,316.4,237.2,1.376,false
70,316.5,237.0,1.393,false
71,316.5,237.0,1.375,false
72,316.5,237.0,1.364,false
73,316.5,237.1,1.378,false
74,316.6,237.2,1.368,false
75,316.6,237.1,1.38,false
76,316.7,237.1,1.36,false
77,316.7,236.7,1.382,false
78,316.8,237.0,1.378,false
79,316.9,237.1,1.377,false
80,316.8,237.1,1.382,false
81,317.1,236.9,1.382,false
82,317.2,237.0,1.36,false
83,317.1,237.0,1.361,false
84,317.0,237.1,1.374,false
85,317.0,236.8,1.381,false
86,317.0,237.0,1.401,false
87,317.0,237.0,1.381,false
88,317.0,236.8,1.376,false
89,317.1,237.1,1.376,false
90,317.2,236.8,1.386,false
91,317.4,236.9,1.379,false
92,317.3,236.7,1.351,false
93,317.4,236.8,1.382,false
94,317.5,236.9,1.382,false
95,317.7,236.7,1.381,false
96,317.4,237.0,1.386,false
97,317.5,236.7,1.382,false
98,317.6,236.8,1.379,false
99,317.9,236.8,1.369,false
100,317.6,236.9,1.381,false
101,317.7,236.8,1.379,false
102,317.5,237.0,1.335,false
103,317.4,236.8,1.384,false
104,317.2,236.9,1.384,false
105,317.4,236.8,1.377,false
106,317.5,236.9,1.377,false
107,317.5,236.7,1.378,false
108,317.6,236.8,1.382,false
109,317.6,236.8,1.384,false
110,317.7,236.9,1.383,false
111,317.9,236.8,1.373,false
112,317.7,236.7,1.345,false
113,317.5,236.8,1.353,false
114,317.6,236.7,1.377,false
115,317.5,236.6,1.359,false
116,317.4,236.8,1.36,false
117,317.4,236.5,1.383,false
118,317.4,236.8,1.379,false
119,317.4,236.5,1.383,false
120,317.4,236.7,1.385,false
121,317.5,236.6,1.382,false
122,317.8,236.8,1.369,false
123,317.7,236.6,1.386,false
124,317.8,236.6,1.381,false
125,317.8,236.5,1.38,false
126,317.7,236.6,1.388,false
127,317.9,236.5,1.382,false
128,318.1,236.6,1.388,false
129,318.2,236.3,1.392,false
130,318.3,236.5,1.385,false
131,318.3,236.6,1.383,false
132,318.4,236.7,1.331,false
133,318.1,236.5,1.382,false
134,318.1,236.7,1.385,false
135,318.1,236.6,1.378,false
136,318.1,236.7,1.386,false
137,318.1,236.5,1.382,false
138,318.0,236.7,1.384,false
139,318.2,236.4,1.386,false
140,318.3,236.5,1.401,false
141,318.3,236.7,1.384,false
142,318.4,236.6,1.382,false
143,318.3,236.7,1.366,false
144,318.3,236.8,1.38,false
145,318.5,236.7,1.383,false
146,318.5,236.9,1.384,false
147,318.6,236.7,1.373,false
148,318.6,236.9,1.379,false
149,318.5,236.9,1.384,false
150,318.5,236.7,1.397,false
151,318.6,237.0,1.382,false
152,318.7,236.7,1.366,false
153,318.6,237.0,1.378,false
154,318.5,236.9,1.38,false
155,318.6,236.9,1.38,false
156,318.5,237.0,1.367,false
157,318.6,236.8,1.387,false
158,318.8,237.0,1.373,false
159,318.7,237.0,1.38,false
160,318.7,236.9,1.384,false
161,318.7,236.9,1.402,false
162,318.9,236.8,1.382,false
163,318.8,237.0,1.384,false
164,318.8,236.7,1.383,false
165,318.8,236.9,1.383,false
166,318.7,236.8,1.379,false
167,318.7,236.7,1.377,false
168,318.7,236.7,1.38,false
169,318.8,236.7,1.383,false
170,318.8,236.8,1.386,false
171,318.9,236.7,1.38,false
172,318.8,237.0,1.388,false
173,318.9,237.0,1.376,false
174,318.8,236.8,1.401,false
175,318.9,237.0,1.388,false
176,318.7,237.1,1.384,false
177,318.8,236.9,1.384,false
178,318.9,236.9,1.388,false
179,319.0,236.8,1.382,false
180,318.9,237.0,1.388,false
181,319.0,236.9,1.373,false
182,319.0,236.7,1.385,false
183,318.9,236.9,1.386,false
184,318.9,236.8,1.387,false
185,319.0,236.8,1.386,false
186,319.0,237.0,1.385,false
187,319.1,236.8,1.418,false
188,319.1,236.7,1.388,false
189,319.1,237.0,1.379,false
190,318.9,236.9,1.378,false
191,319.0,236.9,1.381,false
192,318.8,236.8,1.381,false
193,318.8,236.7,1.386,false
194,319.0,236.9,1.386,false
195,319.2,236.8,1.348,false
196,319.1,236.8,1.383,false
197,319.1,236.6,1.385,false
198,319.2,236.6,1.387,false
199,319.0,236.7,1.411,false
200,319.3,236.6,1.39,false
201,319.4,236.8,1.38,false
202,319.3,236.8,1.383,false
203,319.3,236.7,1.397,false
204,319.4,236.9,1.385,false
205,319.5,236.7,1.404,false
206,319.6,236.8,1.389,false
207,319.6,236.8,1.387,false
208,319.4,236.6,1.373,false
209,319.1,236.6,1.388,false
210,319.2,236.7,1.356,false
211,319.1,236.7,1.383,false
212,319.2,236.9,1.387,false
213,319.2,236.7,1.389,false
214,319.3,236.7,1.384,false
215,319.4,237.0,1.378,false
216,319.5,236.7,1.388,false
217,319.7,236.9,1.385,false
218,319.7,236.9,1.401,false
219,319.9,236.7,1.383,false
220,319.7,236.9,1.387,false
221,319.5,236.9,1.382,false
222,319.4,236.8,1.389,false
223,319.3,237.0,1.385,false
224,319.3,236.8,1.383,false
225,319.3,236.8,1.381,false
226,319.4,236.9,1.385,false
227,319.3,236.8,1.389,false
228,319.3,237.0,1.383,false
229,319.5,236.7,1.388,false
230,319.5,237.1,1.383,false
231,319.5,236.9,1.379,false
232,319.4,236.8,1.37,false
233,319.1,236.9,1.406,false
234,319.2,236.8,1.39,false
235,319.4,236.8,1.389,false
236,319.3,236.9,1.372,false
237,319.4,237.0,1.387,false
238,319.3,236.9,1.388,false
239,319.4,236.8,1.383,false
240,319.5,236.9,1.39,false
241,319.7,237.0,1.383,false
242,319.6,237.0,1.388,false
243,319.6,236.8,1.391,false
244,319.6,236.9,1.392,false
245,319.8,236.9,1.386,false
246,319.8,237.1,1.381,false
247,319.6,236.8,1.389,false
248,319.7,236.8,1.386,false
249,319.8,237.1,1.386,false
250,320.0,237.0,1.383,false
251,320.0,236.9,1.4,false
252,320.0,237.1,1.373,false
253,319.5,237.1,1.365,false
254,314.3,236.9,1.361,false
255,314.4,236.9,1.359,false
256,314.2,237.1,1.373,false
257,314.3,237.0,1.357,false
258,314.2,237.0,1.369,false
259,314.1,237.0,1.376,false
260,314.0,237.2,1.353,false
261,314.4,237.0,1.365,false
262,314.5,236.9,1.367,false
263,314.5,237.1,1.371,false
264,314.4,237.1,1.349,false
265,314.7,236.9,1.374,false
266,314.7,237.0,1.332,false
267,314.2,237.0,1.36,false
268,313.9,237.1,1.363,false
269,314.2,236.9,1.374,false
