Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,270.0,237.2,1.316,false
1,282.7,237.2,1.107,false
2,255.2,237.4,1.152,false
3,267.0,237.2,1.196,false
4,275.9,237.4,1.233,false
5,284.3,237.2,1.264,false
6,295.0,237.3,1.286,false
7,295.5,237.2,1.308,false
8,302.0,237.3,1.319,false
9,302.3,237.1,1.338,false
10,308.2,237.4,1.351,false
11,308.3,237.1,1.351,false
12,308.7,237.3,1.328,false
13,308.9,237.0,1.361,false
14,309.5,237.2,1.348,false
15,310.0,237.3,1.362,false
16,310.3,237.3,1.329,false
17,310.5,237.5,1.358,false
18,310.9,237.4,1.357,false
19,311.5,237.6,1.367,false
20,311.9,237.5,1.371,false
21,312.0,237.5,1.372,false
22,312.6,237.5,1.366,false
23,313.0,237.5,1.366,false
24,313.1,237.7,1.365,false
25,313.4,237.9,1.342,false
26,306.0,237.7,1.355,false
27,315.7,237.7,1.359,false
28,315.6,237.9,1.37,false
29,315.7,237.9,1.366,false
30,315.6,237.8,1.375,false
31,315.8,237.6,1.371,false
32,315.9,237.8,1.371,false
33,316.0,237.8,1.372,false
34,316.1,237.7,1.372,false
35,316.2,237.9,1.371,false
36,316.2,237.9,1.374,false
37,316.2,237.7,1.369,false
38,316.3,237.8,1.367,false
39,316.3,237.9,1.362,false
40,316.3,237.7,1.366,false
41,316.1,237.9,1.368,false
42,316.0,237.9,1.373,false
43,316.1,238.0,1.371,false
44,316.3,237.9,1.367,false
45,316.3,237.9,1.355,false
46,316.0,238.1,1.343,false
47,316.1,237.9,1.385,false
48,316.4,238.1,1.371,false
49,316.4,237.9,1.356,false
50,316.1,237.9,1.368,false
51,316.1,238.1,1.386,false
52,316.2,238.0,1.367,false
53,316.3,237.9,1.357,false
54,316.4,238.0,1.367,false
55,316.5,237.9,1.372,false
56,316.1,237.7,1.369,false
57,316.2,237.8,1.368,false
58,316.3,238.0,1.372,false
59,316.4,237.9,1.372,false
60,316.4,238.0,1.37,false
61,316.5,238.1,1.369,false
62,316.5,237.9,1.364,false
63,316.5,238.0,1.369,false
64,316.5,238.0,1.369,false
65,316.6,238.0,1.371,false
66,316.5,238.1,1.359,false
67,316.4,238.1,1.366,false
68,316.3,238.1,1.374,false
69,316.6,238.0,1.37,false
70,316.6,238.1,1.371,false
71,316.4,238.1,1.367,false
72,316.5,238.0,1.37,false
73,316.5,238.3,1.373,false
74,316.7,238.1,1.372,false
75,316.8,238.1,1.364,false
76,316.6,238.0,1.365,false
77,316.7,238.0,1.354,false
78,316.7,238.2,1.374,false
79,316.9,238.0,1.372,false
80,317.0,238.2,1.372,false
81,317.0,237.9,1.37,false
82,317.0,238.3,1.376,false
83,317.1,238.3,1.373,false
84,317.2,238.2,1.361,false
85,317.3,238.2,1.369,false
86,317.3,238.4,1.341,false
87,317.1,238.3,1.373,false
88,317.2,238.4,1.368,false
89,317.3,238.3,1.373,false
90,317.4,238.2,1.351,false
91,317.2,238.2,1.371,false
92,317.3,238.2,1.368,false
93,317.5,238.2,1.373,false
94,317.5,238.1,1.373,false
95,317.5,238.0,1.371,false
96,317.6,238.1,1.337,false
97,317.4,238.0,1.374,false
98,317.6,237.9,1.375,false
99,317.6,237.9,1.37,false
100,317.4,237.9,1.372,false
101,317.5,238.0,1.372,false
102,317.6,238.0,1.375,false
103,317.7,238.0,1.381,false
104,317.4,237.9,1.375,false
105,317.5,237.9,1.375,false
106,317.5,238.0,1.377,false
107,317.7,237.8,1.353,false
108,317.7,237.6,1.377,false
109,317.8,237.7,1.374,false
110,311.6,237.6,1.38,false
111,318.9,237.5,1.377,false
112,318.8,237.5,1.396,false
113,319.0,237.8,1.364,false
114,318.6,237.7,1.37,false
115,318.5,237.6,1.372,false
116,318.1,237.6,1.358,false
117,318.1,237.6,1.376,false
118,318.0,237.5,1.379,false
119,318.2,237.5,1.373,false
120,318.2,237.3,1.382,false
121,318.4,237.5,1.376,false
122,318.2,237.3,1.376,false
123,318.3,237.3,1.353,false
124,318.1,237.6,1.376,false
125,318.2,237.7,1.362,false
126,318.2,237.6,1.346,false
127,317.7,237.6,1.367,false
128,312.0,237.7,1.34,false
129,312.2,237.7,1.341,false
130,311.8,237.7,1.327,false
131,311.6,237.6,1.35,false
132,311.5,237.8,1.302,false
133,311.4,237.8,1.303,false
134,304.5,237.8,1.303,false
135,304.6,237.8,1.369,false
136,311.7,237.5,1.377,false
137,312.1,237.5,1.344,false
138,311.9,237.7,1.338,false
139,312.2,237.7,1.367,false
140,312.6,237.9,1.362,false
141,312.8,238.2,1.354,false
142,313.0,238.3,1.349,false
143,307.3,238.3,1.4,false
144,307.5,238.0,1.345,false
145,307.8,238.0,1.34,false
146,308.0,238.2,1.339,false
147,308.4,238.4,1.365,false
148,308.9,238.4,1.361,false
149,309.4,238.4,1.346,false
150,309.7,238.4,1.377,false
151,310.1,238.3,1.343,false
152,310.3,238.4,1.346,false
153,310.3,238.5,1.346,false
154,310.4,238.7,1.322,false
155,310.6,238.7,1.347,false
156,310.7,238.6,1.331,false
157,310.8,238.6,1.31,false
158,310.6,238.6,1.352,false
159,310.4,238.5,1.333,false
160,310.2,238.4,1.351,false
161,310.4,238.6,1.335,false
162,310.5,238.4,1.329,false
163,310.2,238.5,1.329,false
164,310.3,238.5,1.36,false
165,310.2,238.4,1.361,false
166,315.4,238.4,1.345,false
167,315.1,238.3,1.37,false
168,315.6,238.4,1.378,false
169,316.1,238.5,1.255,false
170,304.1,238.5,1.393,false
171,320.7,238.5,1.374,false
172,320.5,238.6,1.374,false
173,320.3,238.4,1.377,false
174,320.1,238.5,1.374,false
175,319.9,238.5,1.375,false
176,319.7,238.5,1.381,false
177,319.7,238.6,1.372,false
178,319.6,238.6,1.376,false
179,319.5,238.7,1.376,false
180,319.5,238.7,1.371,false
181,319.5,238.6,1.37,false
182,319.4,238.6,1.375,false
183,319.4,238.6,1.377,false
184,319.3,238.3,1.378,false
185,319.3,238.3,1.374,false
186,319.2,238.4,1.359,false
187,319.2,238.3,1.38,false
188,319.3,238.4,1.372,false
189,319.2,238.3,1.392,false
190,319.3,238.3,1.374,false
191,319.3,238.4,1.376,false
192,319.3,238.5,1.369,false
193,319.2,238.6,1.374,false
194,319.2,238.6,1.374,false
195,319.2,238.6,1.372,false
196,319.0,238.6,1.37,false
197,319.1,238.6,1.368,false
198,319.1,238.5,1.369,false
199,319.1,238.5,1.378,false
200,319.1,238.4,1.384,false
201,319.0,238.5,1.377,false
202,319.1,238.7,1.396,false
203,319.3,238.7,1.377,false
204,319.3,238.6,1.381,false
205,319.5,238.6,1.383,false
206,319.5,238.5,1.38,false
207,319.4,238.6,1.374,false
208,319.6,238.6,1.382,false
209,319.6,238.7,1.376,false
210,319.6,238.8,1.369,false
211,319.3,238.8,1.377,false
212,319.3,238.8,1.371,false
213,319.3,238.9,1.378,false
214,319.4,238.6,1.377,false
215,319.6,238.6,1.377,false
216,313.6,238.7,1.374,false
217,320.2,238.6,1.377,false
218,320.0,238.7,1.38,false
219,320.0,238.6,1.379,false
220,319.9,238.7,1.382,false
221,319.9,238.8,1.377,false
222,320.1,238.8,1.376,false
223,320.0,238.8,1.379,false
224,319.9,238.7,1.38,false
225,320.0,238.8,1.376,false
226,319.9,237.0,1.348,false
227,319.7,237.1,1.379,false
228,319.7,237.3,1.386,false
229,319.8,237.3,1.375,false
230,319.7,237.0,1.39,false
231,319.6,236.7,1.389,false
232,319.5,236.6,1.391,false
233,319.6,236.6,1.386,false
234,319.6,236.4,1.391,false
235,319.8,236.5,1.365,false
236,319.6,236.4,1.386,false
237,319.5,236.5,1.392,false
238,319.6,236.6,1.391,false
239,319.6,236.6,1.382,false
240,319.4,236.4,1.387,false
241,319.5,236.5,1.345,false
242,319.2,236.3,1.383,false
243,319.1,236.2,1.386,false
244,319.1,236.4,1.391,false
245,319.1,236.1,1.391,false
246,318.8,236.3,1.339,false
247,318.2,236.2,1.391,false
248,318.5,236.0,1.4,false
249,318.8,236.1,1.386,false
250,318.6,236.0,1.389,false
251,318.6,236.2,1.39,false
252,318.7,236.2,1.389,false
253,318.9,236.0,1.409,false
254,319.1,235.9,1.39,false
255,319.0,235.9,1.383,false
256,319.0,236.1,1.382,false
257,319.1,236.1,1.365,false
