Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,274.5,236.2,1.125,false
1,267.5,236.2,1.15,false
2,267.0,236.1,1.2,false
3,273.9,235.9,1.264,false
4,287.3,236.1,1.285,false
5,292.4,236.2,1.301,false
6,299.1,236.3,1.307,false
7,299.1,236.0,1.331,false
8,305.7,236.1,1.331,false
9,306.2,235.9,1.349,false
10,306.8,235.9,1.331,false
11,307.3,235.9,1.361,false
12,307.9,236.1,1.354,false
13,313.6,236.2,1.368,false
14,313.6,236.2,1.34,false
15,313.5,236.0,1.387,false
16,313.7,235.9,1.378,false
17,314.1,236.0,1.375,false
18,314.3,236.1,1.372,false
19,314.5,236.2,1.38,false
20,314.8,236.1,1.357,false
21,314.8,236.2,1.372,false
22,314.9,236.2,1.375,false
23,315.1,236.1,1.384,false
24,315.5,236.1,1.385,false
25,315.9,236.1,1.394,false
26,316.0,235.9,1.379,false
27,316.1,235.9,1.379,false
28,316.2,235.9,1.373,false
29,316.1,236.0,1.382,false
30,316.1,236.0,1.374,false
31,316.3,235.9,1.381,false
32,316.2,236.0,1.38,false
33,316.2,235.9,1.378,false
34,316.1,236.0,1.378,false
35,316.3,236.1,1.38,false
36,316.4,236.1,1.379,false
37,316.4,236.1,1.375,false
38,316.4,236.1,1.372,false
39,316.6,236.0,1.371,false
40,316.7,236.0,1.357,false
41,316.7,236.1,1.37,false
42,316.4,236.1,1.374,false
43,316.3,236.3,1.369,false
44,316.3,236.3,1.379,false
45,316.7,236.3,1.37,false
46,316.7,236.3,1.379,false
47,316.8,236.2,1.373,false
48,316.7,236.0,1.375,false
49,316.8,236.0,1.399,false
50,317.0,236.1,1.383,false
51,317.1,236.2,1.371,false
52,316.8,236.1,1.385,false
53,316.9,236.2,1.359,false
54,316.9,236.0,1.378,false
55,317.1,235.9,1.376,false
56,317.0,235.8,1.381,false
57,317.1,235.9,1.383,false
58,317.0,235.9,1.384,false
59,317.2,236.0,1.39,false
60,317.5,235.9,1.382,false
61,317.3,236.1,1.384,false
62,317.3,236.1,1.379,false
63,317.3,236.2,1.38,false
64,317.3,236.1,1.382,false
65,317.3,236.1,1.374,false
66,317.1,236.0,1.385,false
67,317.1,236.1,1.382,false
68,317.3,236.0,1.382,false
69,317.2,236.0,1.378,false
70,317.4,236.0,1.375,false
71,317.4,236.2,1.384,false
72,317.5,236.3,1.321,false
73,317.3,236.4,1.383,false
74,317.4,236.3,1.372,false
75,317.3,236.3,1.389,false
76,317.7,236.4,1.356,false
77,317.7,236.3,1.384,false
78,317.9,236.3,1.383,false
79,317.8,236.4,1.386,false
80,317.9,236.5,1.381,false
81,318.1,236.4,1.382,false
82,318.0,236.4,1.383,false
83,318.0,236.2,1.384,false
84,318.1,236.1,1.385,false
85,317.9,236.2,1.395,false
86,318.1,236.2,1.383,false
87,318.1,236.3,1.381,false
88,318.2,236.3,1.384,false
89,318.2,236.4,1.381,false
90,318.2,236.4,1.357,false
91,318.0,236.3,1.379,false
92,318.1,236.5,1.389,false
93,318.3,236.4,1.385,false
94,318.3,236.5,1.378,false
95,318.1,236.3,1.381,false
96,317.8,236.3,1.395,false
97,318.1,236.2,1.381,false
98,318.2,236.5,1.385,false
99,318.3,236.4,1.387,false
100,318.2,236.1,1.386,false
101,318.2,236.1,1.381,false
102,318.2,236.1,1.39,false
103,318.3,236.1,1.389,false
104,318.5,236.1,1.387,false
105,318.3,236.3,1.382,false
106,318.5,236.1,1.387,false
107,318.5,236.1,1.387,false
108,318.7,236.1,1.394,false
109,318.6,236.2,1.383,false
110,318.6,236.1,1.367,false
111,318.4,236.3,1.356,false
112,311.6,236.1,1.329,false
113,301.5,236.1,1.282,false
114,301.3,236.2,1.319,false
115,301.9,236.1,1.333,false
116,308.9,236.2,1.35,false
117,308.7,236.2,1.374,false
118,308.9,236.3,1.357,false
119,309.3,236.3,1.34,false
120,309.5,236.2,1.354,false
121,309.8,236.4,1.348,false
122,310.0,236.7,1.145,false
123,289.4,236.4,1.369,false
124,315.6,236.4,1.352,false
125,315.3,236.4,1.365,false
126,315.3,236.3,1.374,false
127,315.3,236.4,1.376,false
128,315.1,236.4,1.356,false
129,314.9,236.1,1.369,false
130,314.8,236.2,1.361,false
131,314.7,236.2,1.371,false
132,314.8,236.4,1.361,false
133,314.6,236.4,1.345,false
134,314.1,236.4,1.322,false
135,304.9,236.5,1.362,false
136,310.6,236.5,1.34,false
137,303.7,236.5,1.311,false
138,303.5,236.5,1.318,false
139,303.7,236.4,1.351,false
140,311.2,236.3,1.364,false
141,311.1,236.3,1.364,false
142,311.0,236.3,1.341,false
143,310.8,236.5,1.378,false
144,311.4,236.4,1.385,false
145,311.6,236.4,1.369,false
146,311.9,236.3,1.369,false
147,303.1,236.3,1.382,false
148,314.9,236.0,1.373,false
149,314.9,236.2,1.354,false
150,314.9,236.4,1.412,false
151,315.2,236.2,1.366,false
152,315.2,236.4,1.33,false
153,314.8,236.4,1.391,false
154,302.8,236.5,1.38,false
155,314.8,236.2,1.366,false
156,314.7,236.5,1.393,false
157,320.8,236.5,1.406,false
158,320.8,236.5,1.388,false
159,320.7,236.5,1.385,false
160,320.5,236.6,1.383,false
161,320.4,236.4,1.343,false
162,319.8,236.5,1.388,false
163,319.8,236.5,1.385,false
164,319.6,236.5,1.388,false
165,319.7,236.4,1.377,false
166,319.5,236.5,1.389,false
167,319.5,236.5,1.389,false
168,319.4,236.6,1.387,false
169,319.5,236.6,1.379,false
170,319.5,236.6,1.387,false
171,319.7,236.5,1.368,false
172,319.3,236.6,1.39,false
173,319.4,236.5,1.384,false
174,319.3,236.5,1.39,false
175,319.5,236.4,1.37,false
176,319.4,236.4,1.389,false
177,319.5,236.3,1.381,false
178,319.3,236.5,1.385,false
179,319.4,236.6,1.368,false
180,319.3,236.6,1.388,false
181,319.4,236.3,1.362,false
182,319.2,236.3,1.382,false
183,319.2,236.3,1.387,false
184,319.0,236.4,1.407,false
185,319.3,236.4,1.39,false
186,319.1,236.5,1.405,false
187,319.3,236.3,1.387,false
188,319.1,236.4,1.388,false
189,319.2,236.4,1.391,false
190,319.1,236.7,1.356,false
191,319.1,236.5,1.389,false
192,319.3,236.5,1.381,false
193,319.2,236.4,1.404,false
194,319.4,236.6,1.383,false
195,319.4,236.5,1.389,false
196,319.3,236.4,1.385,false
197,319.4,236.4,1.389,false
198,319.5,236.3,1.392,false
199,319.6,236.3,1.387,false
200,319.8,236.2,1.388,false
201,319.7,236.3,1.394,false
202,319.7,236.3,1.389,false
203,319.6,236.4,1.387,false
204,319.7,236.4,1.39,false
205,319.8,236.6,1.393,false
206,319.9,236.3,1.391,false
207,320.0,236.3,1.394,false
208,320.0,236.5,1.39,false
209,320.1,236.4,1.392,false
210,320.1,236.4,1.388,false
211,320.2,236.4,1.383,false
212,320.1,236.5,1.38,false
213,320.1,236.4,1.391,false
214,320.1,236.5,1.387,false
215,320.0,236.4,1.389,false
216,320.1,236.4,1.384,false
217,320.0,236.4,1.4,false
218,320.2,236.4,1.392,false
219,320.2,236.4,1.386,false
220,320.1,236.4,1.384,false
221,320.2,236.4,1.391,false
222,320.0,236.4,1.386,false
223,320.1,236.3,1.389,false
224,320.1,236.3,1.391,false
225,320.2,236.6,1.396,false
