Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,270.5,236.7,1.104,false
1,271.0,236.7,1.139,false
2,264.4,236.4,1.191,false
3,270.8,236.4,1.212,false
4,277.5,236.3,1.257,false
5,284.3,236.5,1.24,false
6,284.5,236.4,1.296,false
7,294.3,236.4,1.302,false
8,294.2,236.3,1.321,false
9,294.7,236.4,1.26,false
10,294.4,236.4,1.27,false
11,289.2,236.1,1.285,false
12,289.6,236.2,1.279,false
13,290.1,236.3,1.289,false
14,295.6,236.2,1.294,false
15,295.8,236.2,1.335,false
16,296.2,236.3,1.381,false
17,296.8,236.4,1.327,false
18,297.3,236.3,1.311,false
19,297.1,236.1,1.322,false
20,297.1,236.2,1.329,false
21,302.8,236.1,1.319,false
22,303.1,236.1,1.349,false
23,303.3,236.0,1.321,false
24,303.2,236.1,1.332,false
25,302.6,236.1,1.339,false
26,302.3,236.1,1.36,false
27,302.7,236.1,1.35,false
28,308.2,236.2,1.329,false
29,307.7,236.0,1.334,false
30,307.5,236.2,1.318,false
31,307.7,236.4,1.334,false
32,301.8,236.0,1.342,false
33,301.9,236.1,1.33,false
34,302.0,235.9,1.309,false
35,301.8,235.9,1.35,false
36,301.8,236.2,1.319,false
37,302.0,236.0,1.3,false
38,301.9,236.0,1.344,false
39,302.1,236.1,1.366,false
40,307.7,235.9,1.34,false
41,307.2,236.1,1.281,false
42,306.6,235.9,1.357,false
43,306.4,236.0,1.362,false
44,313.6,235.7,1.393,false
45,314.0,235.9,1.376,false
46,314.2,235.9,1.378,false
47,314.1,235.7,1.376,false
48,314.3,235.8,1.37,false
49,314.6,235.7,1.375,false
50,314.8,235.6,1.381,false
51,315.1,235.9,1.374,false
52,315.2,235.9,1.378,false
53,315.2,235.7,1.38,false
54,315.3,235.7,1.38,false
55,315.6,235.6,1.386,false
56,315.9,235.7,1.356,false
57,315.8,235.8,1.38,false
58,315.8,235.7,1.379,false
59,315.9,235.7,1.376,false
60,316.2,235.7,1.373,false
61,316.0,235.8,1.384,false
62,316.4,235.9,1.379,false
63,316.5,235.9,1.382,false
64,316.5,235.6,1.387,false
65,316.8,235.8,1.384,false
66,317.0,235.8,1.363,false
67,316.6,235.8,1.382,false
68,316.5,235.7,1.376,false
69,316.6,235.8,1.385,false
70,316.7,235.8,1.379,false
71,316.7,235.4,1.385,false
72,316.8,235.7,1.38,false
73,316.8,235.7,1.386,false
74,316.8,235.8,1.382,false
75,316.9,235.8,1.376,false
76,317.0,235.8,1.397,false
77,317.1,235.8,1.386,false
78,317.3,235.9,1.385,false
79,317.5,235.8,1.386,false
80,317.6,235.9,1.381,false
81,317.5,235.6,1.396,false
82,317.7,235.9,1.378,false
83,317.6,235.9,1.381,false
84,317.7,235.9,1.37,false
85,317.6,235.7,1.382,false
86,317.7,235.8,1.386,false
87,317.6,235.7,1.386,false
88,317.7,235.8,1.387,false
89,317.7,235.6,1.394,false
90,317.8,235.7,1.385,false
91,317.8,235.5,1.383,false
92,317.6,235.4,1.387,false
93,317.6,235.7,1.386,false
94,317.6,235.5,1.385,false
95,317.8,235.7,1.386,false
96,317.8,235.5,1.391,false
97,317.8,235.6,1.385,false
98,317.9,235.7,1.387,false
99,317.8,235.5,1.383,false
100,317.8,235.7,1.385,false
101,317.9,235.6,1.386,false
102,317.9,235.6,1.387,false
103,317.9,235.8,1.38,false
104,317.7,235.8,1.378,false
105,317.3,235.6,1.391,false
106,317.5,235.6,1.387,false
107,317.4,235.7,1.382,false
108,317.3,235.7,1.378,false
109,317.4,235.5,1.38,false
110,317.1,235.6,1.385,false
111,317.3,235.7,1.404,false
112,317.4,235.7,1.386,false
113,317.5,235.7,1.377,false
114,317.4,235.7,1.382,false
115,317.6,235.8,1.37,false
116,317.4,235.8,1.387,false
117,317.6,235.6,1.375,false
118,317.4,235.6,1.382,false
119,317.6,235.8,1.371,false
120,317.4,235.9,1.386,false
121,317.5,235.7,1.345,false
122,317.5,235.7,1.379,false
123,317.7,235.9,1.372,false
124,317.4,235.7,1.382,false
125,317.6,235.7,1.381,false
126,317.5,235.8,1.388,false
127,317.5,235.6,1.386,false
128,317.4,235.8,1.389,false
129,317.8,235.5,1.381,false
130,317.5,235.7,1.388,false
131,317.6,235.6,1.388,false
132,317.5,235.7,1.384,false
133,317.5,235.8,1.39,false
134,317.5,235.7,1.375,false
135,317.6,235.8,1.386,false
136,317.6,235.7,1.389,false
137,317.3,235.8,1.387,false
138,317.4,235.9,1.385,false
139,317.6,235.7,1.389,false
140,317.7,235.8,1.364,false
141,317.5,235.9,1.385,false
142,317.7,235.7,1.392,false
143,317.7,236.0,1.381,false
144,317.7,236.0,1.394,false
145,317.9,235.8,1.386,false
146,318.1,236.1,1.39,false
147,318.0,236.0,1.385,false
148,318.1,236.0,1.388,false
149,318.1,236.1,1.39,false
150,318.3,236.0,1.382,false
151,318.1,236.1,1.389,false
152,318.3,236.2,1.375,false
153,318.1,236.2,1.396,false
154,318.3,236.2,1.387,false
155,318.2,236.1,1.381,false
156,318.3,236.2,1.366,false
157,318.2,236.2,1.4,false
158,318.3,236.3,1.395,false
159,318.2,236.1,1.39,false
160,318.4,236.3,1.385,false
161,318.1,236.3,1.392,false
162,318.3,236.5,1.376,false
163,318.2,236.5,1.394,false
164,318.4,236.3,1.391,false
165,318.3,236.3,1.386,false
166,318.3,236.4,1.362,false
167,318.2,236.5,1.385,false
168,318.4,236.3,1.386,false
169,318.6,236.3,1.388,false
170,318.9,236.3,1.391,false
171,319.0,236.2,1.39,false
172,318.9,236.0,1.393,false
173,319.0,235.9,1.393,false
174,319.0,235.7,1.391,false
175,319.2,236.1,1.389,false
176,319.3,236.0,1.385,false
177,319.3,235.8,1.391,false
178,319.3,235.9,1.39,false
179,319.2,235.9,1.392,false
180,312.0,235.7,1.393,false
181,319.7,235.8,1.389,false
182,319.5,236.0,1.387,false
183,319.5,236.1,1.387,false
184,319.4,235.9,1.393,false
185,319.6,236.1,1.384,false
186,319.6,235.9,1.394,false
187,319.6,235.9,1.387,false
188,319.6,236.1,1.389,false
189,319.6,236.2,1.387,false
190,319.6,236.1,1.391,false
191,319.7,236.0,1.407,false
192,319.8,236.1,1.389,false
193,319.7,236.1,1.37,false
194,319.3,235.9,1.392,false
195,319.3,235.9,1.39,false
196,319.3,235.9,1.39,false
197,319.2,236.0,1.392,false
198,319.4,235.9,1.391,false
199,319.4,235.8,1.396,false
200,319.4,235.9,1.385,false
201,319.4,235.7,1.391,false
202,319.3,235.8,1.389,false
203,319.3,236.0,1.389,false
204,319.4,235.9,1.395,false
205,319.3,235.8,1.392,false
206,319.3,236.0,1.399,false
207,319.3,235.9,1.349,false
208,319.3,236.0,1.396,false
209,319.6,236.0,1.39,false
210,319.5,235.8,1.391,false
211,319.6,236.0,1.39,false
212,319.6,235.9,1.391,false
213,319.3,235.8,1.394,false
214,319.2,236.0,1.387,false
215,319.1,236.1,1.396,false
216,319.4,235.7,1.398,false
217,319.5,236.0,1.383,false
218,319.4,236.0,1.39,false
219,319.4,235.8,1.39,false
220,319.4,236.0,1.389,false
221,319.4,235.7,1.389,false
222,319.3,235.7,1.389,false
223,319.4,235.9,1.393,false
224,319.4,235.6,1.393,false
225,319.4,235.8,1.39,false
226,319.5,235.7,1.375,false
227,319.3,235.9,1.393,false
228,319.4,235.8,1.384,false
229,319.3,235.9,1.402,false
230,319.5,235.8,1.383,false
231,319.5,235.9,1.391,false
232,319.6,235.8,1.391,false
233,319.6,235.8,1.394,false
234,319.6,235.5,1.393,false
235,319.5,235.5,1.409,false
236,319.7,235.8,1.391,false
237,319.5,235.9,1.39,false
238,319.5,235.8,1.389,false
239,319.3,235.8,1.392,false
240,319.4,235.9,1.393,false
241,319.4,235.8,1.393,false
242,319.6,235.8,1.366,false
243,319.5,235.9,1.389,false
244,319.4,235.9,1.364,false
245,319.3,235.8,1.394,false
246,319.5,235.8,1.398,false
247,319.2,235.9,1.392,false
248,319.2,235.9,1.395,false
249,319.3,235.7,1.413,false
250,319.3,235.8,1.392,false
251,319.3,235.8,1.389,false
252,319.2,235.9,1.389,false
253,319.1,236.1,1.394,false
254,319.1,236.0,1.396,false
255,319.1,235.9,1.392,false
256,319.3,235.7,1.406,false
257,319.5,235.7,1.382,false
258,319.1,235.7,1.391,false
259,319.2,235.7,1.394,false
260,319.4,235.8,1.394,false
261,319.6,235.8,1.386,false
262,319.6,235.9,1.397,false
263,319.7,235.9,1.384,false
264,319.5,235.8,1.395,false
265,319.5,235.8,1.381,false
266,319.5,235.6,1.408,false
267,319.7,235.7,1.394,false
268,319.7,235.7,1.399,false
269,319.9,235.9,1.392,false
270,319.8,235.9,1.392,false
271,319.8,235.7,1.399,false
272,319.8,235.6,1.393,false
273,320.0,235.5,1.394,false
274,319.8,235.6,1.39,false
275,319.9,235.7,1.393,false
276,319.8,235.7,1.391,false
277,319.6,235.6,1.382,false
278,319.2,235.5,1.415,false
279,319.4,235.7,1.397,false
280,319.5,235.5,1.398,false
281,319.7,235.4,1.397,false
282,319.6,235.4,1.398,false
283,319.7,235.5,1.4,false
284,319.9,235.5,1.401,false
285,319.9,235.6,1.399,false
286,320.0,235.4,1.39,false
287,319.9,235.3,1.402,false
288,319.9,235.4,1.396,false
289,319.9,235.4,1.397,false
290,319.9,235.4,1.396,false
291,320.0,235.5,1.391,false
292,319.9,235.3,1.398,false
293,320.0,235.4,1.382,false
294,320.0,235.4,1.4,false
295,320.0,235.3,1.388,false
296,320.0,235.5,1.404,false
297,320.0,235.7,1.392,false
298,319.9,235.7,1.399,false
299,319.8,235.6,1.405,false
300,319.9,235.6,1.39,false
301,319.8,235.6,1.396,false
302,319.8,235.6,1.398,false
303,319.8,235.7,1.389,false
304,313.8,235.8,1.374,false
305,314.0,236.1,1.357,false
306,313.7,236.0,1.38,false
307,314.0,235.8,1.384,false
308,314.3,235.7,1.371,false
309,314.2,235.7,1.376,false
310,314.4,235.7,1.361,false
311,314.5,235.7,1.371,false
312,314.4,235.7,1.394,false
313,314.3,236.3,1.35,false
314,313.7,236.3,1.338,false
315,313.1,236.2,1.379,false
316,313.4,236.2,1.373,false
317,313.5,236.3,1.338,false
318,313.5,236.2,1.381,false
319,313.5,236.2,1.373,false
320,313.3,236.2,1.372,false
321,313.2,236.2,1.404,false
322,313.8,236.3,1.363,false
323,313.6,236.2,1.368,false
324,313.6,236.1,1.366,false
325,313.5,236.0,1.356,false
326,313.5,236.1,1.399,false
327,313.9,236.2,1.361,false
328,313.7,236.2,1.381,false
329,314.0,236.3,1.371,false
330,314.1,236.3,1.378,false
331,314.7,236.2,1.37,false
332,314.7,236.4,1.36,false
333,314.4,236.5,1.357,false
334,314.3,236.4,1.374,false
335,314.0,236.4,1.353,false
336,308.5,236.3,1.387,false
337,309.0,236.5,1.337,false
338,309.3,236.2,1.379,false
339,309.3,236.3,1.355,false
340,309.6,236.4,1.337,false
341,309.9,236.5,1.36,false
342,310.4,236.3,1.396,false
343,318.3,236.6,1.386,false
344,318.5,236.5,1.387,false
345,318.5,236.4,1.389,false
346,318.6,236.3,1.387,false
347,318.5,236.5,1.394,false
348,318.8,236.4,1.393,false
349,319.1,236.4,1.392,false
350,319.2,236.2,1.392,false
351,319.2,236.3,1.39,false
352,319.3,236.4,1.393,false
353,319.4,236.5,1.399,false
354,319.6,236.5,1.391,false
355,319.6,236.5,1.391,false
356,319.8,236.3,1.396,false
357,320.0,236.4,1.399,false
358,320.2,236.4,1.385,false
359,320.1,236.2,1.39,false
360,320.2,236.4,1.387,false
361,320.1,236.3,1.395,false
362,320.2,236.3,1.379,false
363,319.9,236.3,1.402,false
364,320.1,236.1,1.396,false
365,320.0,236.2,1.392,false
366,319.9,236.3,1.394,false
367,320.0,236.2,1.395,false
368,320.1,236.4,1.394,false
369,320.2,236.4,1.403,false
370,320.4,236.4,1.399,false
371,320.4,236.3,1.413,false
372,320.5,236.4,1.389,false
373,320.5,236.1,1.392,false
374,320.5,236.2,1.389,false
375,320.4,236.2,1.391,false
376,320.5,236.1,1.403,false
377,320.5,236.2,1.392,false
378,320.3,236.2,1.394,false
379,320.4,236.3,1.411,false
380,320.6,236.3,1.395,false
381,320.6,236.3,1.393,false
382,320.7,236.4,1.392,false
383,320.6,236.5,1.396,false
384,320.6,236.5,1.395,false
385,320.5,236.5,1.389,false
386,320.5,236.3,1.402,false
