Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,267.0,237.8,1.092,false
1,276.3,237.9,1.169,false
2,268.8,237.9,1.207,false
3,274.3,237.8,1.239,false
4,283.0,238.4,1.258,false
5,290.2,238.3,1.276,false
6,290.8,238.2,1.304,false
7,299.1,238.3,1.31,false
8,304.2,238.1,1.3,false
9,304.7,238.1,1.34,false
10,305.3,238.4,1.332,false
11,310.4,238.4,1.314,false
12,310.4,238.3,1.335,false
13,310.6,238.2,1.36,false
14,311.2,238.1,1.365,false
15,311.5,238.4,1.367,false
16,312.2,238.2,1.359,false
17,311.5,238.2,1.326,false
18,311.9,238.2,1.346,false
19,312.2,238.3,1.37,false
20,312.8,238.3,1.365,false
21,313.1,238.1,1.372,false
22,313.5,238.2,1.367,false
23,313.9,238.3,1.369,false
24,314.2,238.2,1.368,false
25,314.4,238.3,1.371,false
26,314.7,238.3,1.385,false
27,315.1,238.3,1.359,false
28,315.1,238.2,1.367,false
29,315.3,238.3,1.372,false
30,315.6,238.3,1.373,false
31,315.7,238.3,1.379,false
32,315.8,238.2,1.382,false
33,316.0,238.2,1.364,false
34,315.8,238.2,1.371,false
35,316.1,238.3,1.365,false
36,316.2,238.2,1.37,false
37,316.2,238.1,1.374,false
38,316.3,238.3,1.372,false
39,316.5,238.4,1.37,false
40,316.6,238.2,1.385,false
41,316.8,238.1,1.343,false
42,316.5,238.1,1.377,false
43,316.4,238.2,1.36,false
44,316.6,238.3,1.375,false
45,316.6,238.1,1.377,false
46,316.9,238.1,1.362,false
47,316.8,238.3,1.343,false
48,316.4,238.4,1.368,false
49,316.6,238.1,1.368,false
50,316.5,238.3,1.368,false
51,316.4,238.3,1.355,false
52,316.4,238.3,1.365,false
53,316.5,238.1,1.37,false
54,316.5,238.1,1.373,false
55,316.6,238.4,1.367,false
56,316.6,238.2,1.371,false
57,316.7,238.2,1.359,false
58,316.7,238.2,1.371,false
59,316.7,238.2,1.372,false
60,316.9,238.2,1.361,false
61,317.1,238.4,1.371,false
62,317.2,238.3,1.378,false
63,317.1,238.4,1.368,false
64,317.2,238.4,1.373,false
65,317.0,238.4,1.388,false
66,317.2,238.4,1.369,false
67,317.0,238.5,1.324,false
68,311.2,238.6,1.309,false
69,305.5,238.6,1.344,false
70,305.5,238.5,1.31,false
71,305.4,238.5,1.351,false
72,312.2,238.5,1.337,false
73,311.8,238.5,1.34,false
74,311.4,238.4,1.34,false
75,310.9,238.4,1.342,false
76,310.5,238.4,1.33,false
77,310.6,238.3,1.344,false
78,310.0,238.3,1.334,false
79,310.4,238.2,1.341,false
80,310.3,238.4,1.348,false
81,310.3,238.4,1.33,false
82,310.0,238.3,1.282,false
83,294.3,238.4,1.295,false
84,294.7,238.3,1.3,false
85,294.9,238.0,1.372,false
86,303.1,238.1,1.326,false
87,303.1,238.3,1.342,false
88,303.4,238.3,1.319,false
89,303.3,238.1,1.309,false
90,303.7,238.1,1.307,false
91,303.7,238.2,1.343,false
92,309.0,238.2,1.35,false
93,309.3,238.2,1.322,false
94,309.1,238.2,1.333,false
95,309.2,238.3,1.362,false
96,309.4,238.3,1.316,false
97,309.0,238.3,1.351,false
98,308.7,238.2,1.351,false
99,308.9,238.3,1.348,false
100,309.4,238.2,1.353,false
101,309.5,238.3,1.344,false
102,309.7,238.3,1.312,false
103,309.6,238.1,1.349,false
104,309.7,238.3,1.29,false
105,309.5,238.4,1.293,false
106,302.8,238.4,1.327,false
107,303.2,238.4,1.374,false
108,311.6,238.3,1.382,false
109,318.4,238.1,1.381,false
110,318.5,238.1,1.376,false
111,318.3,237.9,1.383,false
112,318.4,238.1,1.374,false
113,318.5,238.2,1.377,false
114,318.6,238.3,1.374,false
115,318.6,238.3,1.377,false
116,318.6,238.2,1.377,false
117,318.5,238.2,1.372,false
118,318.6,238.1,1.379,false
119,318.6,238.1,1.398,false
120,319.0,238.3,1.375,false
121,318.9,238.3,1.38,false
122,318.8,238.3,1.377,false
123,318.7,238.2,1.379,false
124,318.9,238.1,1.379,false
125,318.5,238.1,1.379,false
126,318.6,238.1,1.374,false
127,318.6,238.2,1.366,false
128,318.6,238.4,1.381,false
129,318.6,238.3,1.375,false
130,318.9,238.3,1.377,false
131,318.8,238.2,1.382,false
132,318.9,238.2,1.369,false
133,318.9,238.2,1.382,false
134,319.0,238.3,1.381,false
135,319.0,238.4,1.38,false
136,319.2,238.4,1.369,false
137,319.0,238.2,1.361,false
138,318.9,238.2,1.383,false
139,319.0,238.2,1.38,false
140,319.1,238.3,1.373,false
141,319.1,238.1,1.378,false
142,319.2,238.2,1.357,false
143,319.1,238.3,1.38,false
144,319.2,238.3,1.37,false
145,319.2,238.4,1.397,false
146,319.5,238.3,1.375,false
147,319.7,238.4,1.371,false
148,319.6,238.2,1.381,false
149,319.6,238.2,1.379,false
150,319.5,238.3,1.378,false
151,319.4,238.1,1.382,false
152,319.2,238.3,1.372,false
153,319.2,238.1,1.38,false
154,319.3,238.1,1.38,false
155,319.4,238.3,1.378,false
156,319.2,238.2,1.382,false
157,319.2,238.1,1.374,false
158,319.2,238.3,1.394,false
159,319.3,238.2,1.378,false
160,319.3,238.3,1.378,false
161,319.3,238.3,1.38,false
162,319.2,238.1,1.38,false
163,319.2,238.3,1.374,false
164,319.3,238.0,1.4,false
165,319.4,237.8,1.375,false
166,319.3,238.1,1.383,false
167,319.3,237.9,1.363,false
168,319.1,238.1,1.375,false
169,319.2,237.8,1.394,false
170,319.4,238.1,1.381,false
171,319.3,238.0,1.377,false
172,319.4,237.9,1.385,false
173,319.4,238.0,1.372,false
174,319.3,237.9,1.381,false
175,319.4,238.0,1.382,false
176,319.5,237.7,1.382,false
177,319.6,238.0,1.363,false
178,319.5,237.9,1.381,false
179,319.5,238.0,1.376,false
180,319.5,238.1,1.383,false
181,319.6,238.0,1.363,false
182,319.7,238.1,1.395,false
183,319.9,238.1,1.381,false
184,319.9,237.9,1.381,false
185,319.8,238.1,1.38,false
186,319.8,238.2,1.381,false
187,319.7,238.0,1.371,false
188,319.7,238.1,1.376,false
189,319.7,238.1,1.378,false
190,319.7,238.2,1.383,false
191,319.5,238.3,1.38,false
192,319.6,238.2,1.38,false
193,319.6,238.1,1.376,false
194,319.5,238.2,1.382,false
195,319.5,238.2,1.399,false
196,319.7,238.1,1.375,false
197,319.5,238.0,1.379,false
198,319.5,238.2,1.375,false
199,319.5,238.1,1.377,false
200,319.6,238.1,1.381,false
201,319.6,238.2,1.387,false
202,319.8,238.2,1.38,false
203,319.8,238.3,1.38,false
204,319.8,238.1,1.38,false
205,319.8,238.2,1.384,false
206,320.0,238.0,1.388,false
207,320.0,238.1,1.382,false
208,320.3,238.3,1.383,false
209,320.3,238.0,1.377,false
210,320.3,238.2,1.38,false
211,320.2,238.0,1.385,false
212,320.4,238.3,1.367,false
213,320.4,238.2,1.382,false
214,320.5,238.2,1.385,false
215,320.5,238.1,1.381,false
216,320.5,238.0,1.383,false
217,320.4,238.1,1.388,false
218,320.4,238.3,1.386,false
219,320.5,238.1,1.379,false
220,320.5,238.1,1.354,false
221,320.4,237.9,1.383,false
222,320.4,238.0,1.387,false
223,320.3,238.2,1.38,false
224,320.2,238.3,1.381,false
225,320.2,238.3,1.387,false
226,320.3,238.1,1.383,false
227,320.1,238.1,1.37,false
228,320.2,238.2,1.375,false
229,320.0,238.2,1.384,false
230,320.2,238.2,1.385,false
231,319.9,238.2,1.387,false
232,320.0,238.1,1.383,false
233,320.1,238.2,1.389,false
234,320.2,238.2,1.38,false
235,320.2,237.9,1.401,false
236,320.3,237.9,1.383,false
237,320.1,237.9,1.381,false
238,320.1,237.9,1.388,false
239,320.1,237.9,1.385,false
240,320.1,237.9,1.385,false
241,320.1,237.9,1.386,false
242,320.1,238.0,1.393,false
243,320.4,238.3,1.378,false
244,320.2,238.3,1.38,false
245,320.1,238.0,1.382,false
246,319.9,238.1,1.385,false
247,319.6,238.1,1.37,false
248,319.5,238.1,1.381,false
249,319.7,238.1,1.373,false
250,319.5,238.0,1.378,false
251,319.6,238.3,1.373,false
252,319.7,238.2,1.386,false
253,319.8,238.2,1.384,false
254,319.8,238.3,1.379,false
255,320.0,238.2,1.367,false
256,320.0,238.2,1.382,false
257,320.0,238.2,1.373,false
258,319.9,238.2,1.382,false
259,320.1,238.2,1.388,false
260,320.2,238.2,1.385,false
261,320.2,238.2,1.387,false
262,320.2,238.2,1.384,false
263,320.2,238.0,1.388,false
264,320.4,237.9,1.384,false
265,320.6,238.0,1.385,false
266,320.5,238.0,1.384,false
267,320.4,238.3,1.385,false
268,319.9,238.2,1.387,false
269,320.1,238.2,1.373,false
270,320.1,238.2,1.386,false
271,320.1,238.3,1.39,false
272,320.4,238.1,1.387,false
273,320.3,238.1,1.402,false
274,320.7,238.1,1.386,false
275,320.5,238.2,1.369,false
276,320.5,238.0,1.385,false
277,320.3,238.1,1.38,false
278,320.2,238.0,1.406,false
279,320.3,238.1,1.387,false
280,320.3,238.0,1.386,false
281,320.4,237.9,1.385,false
282,320.5,238.1,1.386,false
283,320.5,238.0,1.385,false
284,320.5,237.9,1.383,false
285,320.6,238.0,1.403,false
286,320.7,238.0,1.39,false
287,320.8,238.0,1.385,false
288,320.7,237.7,1.381,false
289,320.6,237.8,1.384,false
290,320.7,237.7,1.383,false
291,320.5,237.7,1.389,false
292,320.6,237.7,1.379,false
293,320.5,237.7,1.384,false
294,320.7,237.7,1.377,false
295,320.6,237.7,1.389,false
296,320.6,237.7,1.388,false
297,320.5,237.9,1.38,false
298,320.4,238.0,1.382,false
299,320.3,238.1,1.39,false
300,320.5,238.0,1.391,false
301,320.6,237.9,1.387,false
302,320.5,238.0,1.39,false
303,320.6,237.9,1.387,false
304,320.6,238.0,1.391,false
305,320.8,237.7,1.389,false
306,320.9,237.8,1.389,false
307,320.9,238.0,1.407,false
308,320.9,238.0,1.365,false
309,320.8,237.8,1.391,false
310,321.1,237.8,1.385,false
311,321.0,238.0,1.388,false
312,321.1,237.6,1.389,false
313,321.0,237.6,1.39,false
314,320.8,237.3,1.396,false
315,321.0,237.5,1.393,false
316,321.0,237.5,1.391,false
317,321.1,237.5,1.384,false
318,321.1,237.3,1.389,false
319,321.0,237.2,1.405,false
320,321.2,237.2,1.39,false
321,321.1,237.4,1.393,false
322,321.0,237.3,1.389,false
323,320.9,237.3,1.395,false
324,320.9,237.0,1.403,false
325,321.3,237.0,1.393,false
326,321.5,237.1,1.391,false
327,321.5,237.2,1.375,false
328,321.5,237.0,1.391,false
329,321.5,236.9,1.384,false
330,321.3,237.0,1.395,false
331,321.4,237.1,1.38,false
332,321.2,237.0,1.393,false
333,321.1,236.9,1.39,false
334,321.1,236.7,1.395,false
335,321.2,236.7,1.383,false
336,321.3,236.8,1.391,false
337,321.2,237.0,1.394,false
338,321.1,236.8,1.388,false
339,321.1,236.9,1.381,false
340,320.9,237.0,1.392,false
341,321.0,236.9,1.392,false
342,320.9,237.1,1.386,false
343,320.9,236.9,1.387,false
344,320.9,237.1,1.388,false
345,320.8,237.3,1.391,false
346,320.9,237.1,1.388,false
347,320.8,237.4,1.377,false
348,320.7,237.4,1.381,false
349,320.6,237.3,1.394,false
350,320.7,237.3,1.394,false
351,320.7,237.3,1.391,false
352,320.9,236.8,1.391,false
353,320.7,236.9,1.393,false
354,320.7,236.9,1.391,false
355,320.7,236.8,1.391,false
356,320.9,237.0,1.39,false
357,320.7,237.0,1.388,false
358,320.7,236.7,1.39,false
359,320.9,237.0,1.389,false
360,321.0,236.8,1.399,false
361,321.0,236.9,1.395,false
362,321.1,237.0,1.39,false
363,321.2,236.8,1.388,false
364,321.1,236.9,1.389,false
365,321.0,236.5,1.389,false
366,321.1,236.6,1.41,false
367,321.2,236.6,1.323,false
368,320.7,236.4,1.398,false
369,320.3,236.5,1.372,false
370,319.9,236.3,1.393,false
371,319.4,236.4,1.367,false
372,319.1,236.4,1.373,false
373,318.8,236.1,1.386,false
374,318.5,236.3,1.373,false
375,318.4,236.1,1.414,false
376,318.6,236.3,1.388,false
377,318.4,236.2,1.37,false
378,318.2,236.2,1.364,false
379,317.9,236.5,1.375,false
380,317.7,236.4,1.362,false
381,317.7,236.5,1.378,false
382,309.2,236.7,1.367,false
383,315.4,237.0,1.372,false
384,315.2,237.0,1.356,false
385,315.5,236.8,1.371,false
386,315.5,237.2,1.336,false
387,314.9,236.6,1.349,false
388,309.2,236.8,1.351,false
389,309.4,236.8,1.367,false
390,315.2,236.7,1.365,false
391,315.1,237.1,1.36,false
392,315.0,236.9,1.372,false
393,314.9,237.0,1.36,false
394,315.0,237.3,1.354,false
395,315.3,237.3,1.361,false
396,315.3,237.4,1.375,false
397,315.3,237.3,1.367,false
398,315.4,237.6,1.356,false
399,315.6,237.5,1.383,false
400,315.6,237.6,1.373,false
401,315.7,237.7,1.373,false
402,315.8,237.7,1.376,false
403,315.7,237.9,1.365,false
404,315.5,237.9,1.369,false
405,315.8,237.7,1.365,false
406,315.9,237.9,1.377,false
407,316.3,237.7,1.372,false
408,316.3,237.7,1.381,false
409,316.1,237.8,1.397,false
410,322.7,237.7,1.387,false
411,322.4,237.6,1.394,false
412,322.4,237.8,1.393,false
413,322.3,237.5,1.39,false
414,322.3,237.5,1.393,false
415,322.3,237.4,1.392,false
416,322.2,237.6,1.383,false
417,321.9,237.4,1.395,false
418,321.9,237.7,1.387,false
419,321.8,237.5,1.392,false
420,321.6,237.8,1.386,false
421,321.7,237.8,1.387,false
422,321.7,237.8,1.376,false
423,321.5,237.9,1.386,false
424,321.4,237.9,1.387,false
425,321.4,237.9,1.39,false
426,321.5,238.0,1.392,false
427,321.5,238.1,1.39,false
428,321.5,238.1,1.391,false
429,321.7,238.2,1.385,false
430,321.5,238.2,1.385,false
431,321.4,238.1,1.385,false
432,321.5,238.1,1.389,false
433,321.4,238.4,1.383,false
434,321.4,238.3,1.384,false
435,321.4,238.2,1.381,false
436,321.5,238.4,1.384,false
437,321.4,238.5,1.351,false
438,321.1,238.3,1.38,false
439,321.1,238.3,1.382,false
440,321.1,238.3,1.387,false
441,321.1,238.3,1.386,false
442,320.9,238.3,1.389,false
443,321.1,238.0,1.392,false
444,321.2,238.2,1.383,false
445,321.2,238.2,1.389,false
446,321.2,238.2,1.386,false
447,321.2,238.3,1.366,false
448,321.2,238.2,1.38,false
449,321.1,238.2,1.379,false
450,321.1,238.1,1.385,false
451,321.0,238.3,1.391,false
452,321.3,238.3,1.386,false
453,321.3,238.2,1.384,false
454,321.2,238.3,1.386,false
455,321.2,238.1,1.387,false
456,321.2,238.1,1.388,false
457,321.1,238.1,1.387,false
458,321.2,238.0,1.383,false
459,321.2,238.0,1.39,false
460,321.3,238.1,1.381,false
461,321.4,238.1,1.385,false
462,321.4,238.1,1.383,false
463,321.3,238.0,1.391,false
464,321.3,238.0,1.386,false
465,321.3,238.0,1.378,false
466,321.1,238.2,1.381,false
467,321.1,238.2,1.39,false
468,321.1,238.3,1.381,false
469,321.0,238.2,1.385,false
470,321.3,238.2,1.38,false
471,321.1,238.2,1.386,false
472,320.9,238.1,1.37,false
473,320.9,238.2,1.401,false
474,321.1,238.2,1.386,false
475,321.0,238.0,1.391,false
476,321.1,238.0,1.385,false
477,321.2,238.2,1.392,false
478,321.3,238.1,1.393,false
479,321.4,238.0,1.385,false
480,321.3,238.1,1.387,false
481,321.3,238.2,1.387,false
482,321.4,238.1,1.391,false
483,321.5,238.1,1.385,false
484,321.4,238.2,1.388,false
485,321.4,238.3,1.384,false
486,321.4,238.4,1.381,false
487,321.5,238.4,1.372,false
488,321.4,238.3,1.387,false
