Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,265.6,234.9,1.114,false
1,271.8,234.5,1.216,false
2,266.0,234.7,1.212,false
3,274.0,234.9,1.251,false
4,286.2,234.9,1.27,false
5,286.5,234.8,1.293,false
6,294.6,234.7,1.312,false
7,295.1,234.9,1.323,false
8,302.9,234.8,1.357,false
9,308.4,234.7,1.352,false
10,308.5,234.8,1.354,false
11,308.5,234.9,1.365,false
12,308.8,234.9,1.389,false
13,309.4,234.9,1.369,false
14,309.7,234.8,1.369,false
15,310.2,234.9,1.378,false
16,310.5,235.1,1.372,false
17,311.1,235.0,1.378,false
18,311.4,234.8,1.381,false
19,311.8,234.7,1.392,false
20,311.7,234.7,1.373,false
21,312.2,234.8,1.349,false
22,312.4,234.7,1.379,false
23,312.8,234.6,1.375,false
24,313.0,234.6,1.38,false
25,313.4,234.7,1.397,false
26,313.6,234.7,1.38,false
27,313.8,234.7,1.4,false
28,314.0,234.8,1.384,false
29,314.2,234.7,1.381,false
30,314.6,234.5,1.376,false
31,314.7,234.6,1.344,false
32,314.6,234.5,1.392,false
33,315.0,234.5,1.369,false
34,315.0,234.6,1.386,false
35,315.2,234.5,1.37,false
36,315.3,234.6,1.386,false
37,315.4,234.4,1.386,false
38,315.6,234.6,1.38,false
39,315.5,234.8,1.377,false
40,315.2,234.7,1.388,false
41,315.4,235.1,1.356,false
42,315.3,235.3,1.384,false
43,315.6,235.2,1.377,false
44,315.5,235.3,1.387,false
45,315.6,235.2,1.389,false
46,315.7,235.3,1.382,false
47,315.8,235.1,1.393,false
48,316.0,235.2,1.383,false
49,315.8,235.1,1.383,false
50,315.8,235.2,1.386,false
51,315.8,235.1,1.391,false
52,315.7,235.1,1.382,false
53,316.0,235.0,1.384,false
54,316.1,234.9,1.383,false
55,316.1,235.1,1.378,false
56,316.2,235.1,1.384,false
57,316.2,235.1,1.398,false
58,316.5,235.1,1.393,false
59,316.6,235.1,1.388,false
60,316.8,235.1,1.382,false
61,316.7,235.1,1.397,false
62,316.8,235.1,1.376,false
63,316.8,235.2,1.389,false
