Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,274.0,237.0,1.197,false
1,281.4,237.2,1.141,false
2,259.8,237.0,1.192,false
3,270.7,237.2,1.227,false
4,280.4,236.9,1.25,false
5,285.8,236.8,1.28,false
6,293.0,237.0,1.292,false
7,293.5,236.9,1.306,false
8,301.5,237.0,1.331,false
9,307.1,237.0,1.343,false
10,307.2,236.8,1.348,false
11,307.4,237.0,1.356,false
12,307.8,236.8,1.357,false
13,313.6,237.0,1.313,false
14,313.0,236.9,1.359,false
15,313.1,236.8,1.345,false
16,313.1,237.0,1.346,false
17,313.3,237.0,1.366,false
18,313.0,237.1,1.371,false
19,313.4,236.9,1.368,false
20,313.6,236.9,1.365,false
21,313.9,237.0,1.37,false
22,313.9,236.8,1.367,false
23,314.1,237.0,1.37,false
24,314.0,236.9,1.371,false
25,314.2,237.0,1.384,false
26,314.5,236.8,1.37,false
27,314.6,237.0,1.373,false
28,314.7,237.0,1.361,false
29,314.8,236.8,1.38,false
30,315.0,236.9,1.373,false
31,315.4,236.9,1.37,false
32,315.3,236.7,1.372,false
33,315.2,236.7,1.359,false
34,315.2,237.0,1.364,false
35,315.0,236.8,1.372,false
36,315.2,236.9,1.365,false
37,315.0,237.0,1.37,false
38,315.1,236.9,1.366,false
39,315.3,236.8,1.373,false
40,315.4,237.0,1.371,false
41,315.6,236.8,1.374,false
42,315.6,237.0,1.368,false
43,315.4,237.0,1.372,false
44,315.3,236.8,1.369,false
45,315.4,237.1,1.363,false
46,315.4,236.9,1.369,false
47,315.3,236.8,1.371,false
48,315.4,237.0,1.353,false
49,315.5,236.8,1.382,false
50,315.7,236.8,1.353,false
51,315.7,236.8,1.373,false
52,315.6,237.0,1.327,false
53,315.4,236.9,1.373,false
54,315.6,237.1,1.351,false
55,315.7,236.8,1.368,false
56,315.9,236.8,1.38,false
57,316.0,236.9,1.366,false
58,316.0,237.0,1.365,false
59,316.0,236.9,1.393,false
60,316.2,236.8,1.37,false
61,316.2,237.0,1.373,false
62,316.3,236.9,1.376,false
63,316.4,236.8,1.372,false
64,316.2,237.0,1.372,false
65,315.9,236.8,1.385,false
66,316.5,237.1,1.376,false
67,316.1,237.0,1.367,false
68,316.2,236.9,1.368,false
69,316.3,237.1,1.367,false
70,316.4,237.0,1.375,false
71,316.5,236.8,1.373,false
72,316.6,236.9,1.38,false
73,316.5,236.9,1.377,false
74,316.4,236.9,1.366,false
75,316.4,237.0,1.376,false
76,316.5,237.1,1.373,false
77,316.7,237.0,1.368,false
78,316.7,237.0,1.372,false
79,316.8,237.0,1.39,false
80,316.8,236.8,1.387,false
81,317.1,236.9,1.375,false
82,317.2,236.9,1.365,false
83,317.0,236.9,1.373,false
84,316.9,236.9,1.376,false
85,316.9,237.0,1.379,false
86,317.2,237.0,1.383,false
87,317.1,236.9,1.369,false
88,316.8,236.8,1.376,false
89,316.9,236.8,1.368,false
90,316.9,236.8,1.374,false
91,317.0,236.8,1.402,false
92,317.2,236.7,1.376,false
93,317.1,236.8,1.345,false
94,316.9,236.8,1.381,false
95,317.0,236.8,1.383,false
96,317.1,236.7,1.373,false
97,317.2,236.7,1.378,false
98,317.3,236.8,1.383,false
99,317.5,236.5,1.384,false
100,317.6,236.5,1.378,false
101,317.8,236.4,1.388,false
102,317.8,236.5,1.382,false
103,317.7,236.6,1.378,false
104,317.7,236.6,1.382,false
105,317.8,236.7,1.38,false
106,317.8,236.3,1.384,false
107,317.9,236.5,1.378,false
108,318.0,236.4,1.378,false
109,318.1,236.6,1.382,false
110,318.1,236.6,1.383,false
111,318.2,236.5,1.383,false
112,318.3,236.5,1.383,false
113,318.1,236.4,1.378,false
114,318.1,236.6,1.379,false
115,318.2,236.6,1.374,false
116,318.2,236.6,1.385,false
117,318.2,236.6,1.384,false
118,318.3,236.3,1.381,false
119,318.3,236.4,1.385,false
120,318.6,236.3,1.386,false
121,318.6,236.5,1.374,false
122,318.5,236.5,1.384,false
123,318.4,236.5,1.379,false
124,318.4,236.2,1.376,false
125,318.3,236.3,1.386,false
126,318.5,236.5,1.378,false
127,318.3,236.5,1.381,false
128,318.1,236.7,1.379,false
129,318.1,236.6,1.383,false
130,318.1,236.6,1.376,false
131,318.4,236.6,1.383,false
132,318.4,236.6,1.379,false
133,318.3,236.4,1.383,false
134,318.3,236.5,1.378,false
135,318.4,236.5,1.382,false
136,318.4,236.7,1.349,false
137,318.3,236.6,1.383,false
138,318.3,236.6,1.38,false
139,318.2,236.5,1.377,false
140,318.1,236.5,1.382,false
141,318.2,236.8,1.379,false
142,318.3,236.7,1.379,false
143,318.2,236.5,1.384,false
144,318.4,236.6,1.381,false
145,318.5,236.6,1.381,false
146,318.5,236.7,1.385,false
147,318.5,236.7,1.385,false
148,318.7,236.5,1.384,false
149,318.8,236.4,1.386,false
150,318.7,236.5,1.385,false
151,318.6,236.5,1.385,false
152,318.6,236.6,1.376,false
153,318.4,236.6,1.373,false
154,318.2,236.4,1.386,false
155,318.3,236.5,1.392,false
156,318.5,236.5,1.384,false
157,318.6,236.5,1.377,false
158,318.4,236.5,1.383,false
159,318.5,236.4,1.373,false
160,318.4,236.5,1.366,false
161,318.4,236.5,1.381,false
162,318.6,236.6,1.385,false
163,318.5,236.6,1.35,false
164,318.3,236.5,1.382,false
165,318.3,236.7,1.37,false
166,318.4,236.8,1.385,false
167,318.6,236.6,1.377,false
168,318.6,236.7,1.382,false
169,318.6,236.8,1.382,false
170,318.6,236.5,1.379,false
171,318.6,236.5,1.385,false
172,318.7,236.6,1.384,false
173,318.7,236.5,1.389,false
174,318.7,236.5,1.387,false
175,318.7,236.6,1.381,false
176,318.7,236.6,1.383,false
177,318.9,236.7,1.38,false
178,318.9,236.6,1.383,false
179,318.8,236.7,1.381,false
180,318.8,236.7,1.381,false
181,318.8,236.8,1.388,false
182,319.0,236.8,1.387,false
183,319.1,236.8,1.385,false
184,319.1,236.8,1.379,false
185,319.1,236.7,1.384,false
186,319.1,236.8,1.373,false
187,318.8,236.7,1.386,false
188,318.9,236.8,1.389,false
189,319.1,236.7,1.38,false
190,319.1,236.4,1.386,false
191,319.1,236.4,1.38,false
192,319.0,236.6,1.387,false
193,318.9,236.7,1.377,false
194,318.8,236.7,1.387,false
195,319.0,236.7,1.382,false
196,319.0,236.7,1.389,false
197,318.9,236.8,1.359,false
198,318.8,236.9,1.384,false
199,318.9,236.8,1.386,false
200,319.0,236.7,1.368,false
201,319.1,236.7,1.384,false
202,319.2,236.8,1.353,false
203,319.0,236.6,1.386,false
204,319.0,236.9,1.388,false
