Time (s),Power (W),Voltage (V),Amps (A)
0,252.6,238.2,1.088
1,252.5,238.1,1.105
2,252.6,238.2,1.096
3,252.9,238.2,1.087
4,252.6,238.1,1.088
5,252.5,238.3,1.105
6,252.8,238.1,1.089
7,252.7,238.1,1.083
8,252.6,238.3,1.109
9,252.8,238.2,1.094
10,252.6,238.3,1.086
11,252.7,238.2,1.089
12,252.7,238.3,1.093
13,253.1,238.2,1.087
14,252.8,238.3,1.095
15,252.6,238.2,1.105
16,252.8,238.3,1.091
17,252.6,238.2,1.089
18,252.5,238.3,1.095
19,252.6,238.1,1.097
20,252.4,238.2,1.094
21,252.4,238.1,1.089
22,252.3,238.3,1.1
23,252.6,238.0,1.084
24,252.4,238.2,1.099
25,252.2,238.1,1.102
26,252.5,238.1,1.103
27,252.4,238.3,1.087
28,252.6,238.0,1.103
29,252.9,238.1,1.09
30,252.6,238.2,1.087
31,252.4,238.0,1.092
32,252.3,238.2,1.101
33,252.8,238.0,1.085
34,252.5,238.2,1.085
35,252.3,238.1,1.101
36,252.4,238.2,1.089
37,252.2,238.1,1.095
38,252.2,238.3,1.089
39,252.3,238.0,1.086
40,252.0,238.0,1.087
41,251.9,237.9,1.084
42,251.9,238.0,1.104
43,252.2,238.2,1.084
44,252.1,238.0,1.092
45,251.9,238.1,1.108
46,252.1,237.9,1.1
47,252.0,238.2,1.087
48,251.9,238.1,1.086
49,252.0,238.0,1.084
50,251.8,238.2,1.086
51,251.8,238.0,1.083
52,251.8,237.8,1.096
53,252.0,238.2,1.088
54,251.9,238.2,1.082
55,251.7,237.9,1.101
56,252.0,238.0,1.084
57,252.0,238.0,1.086
58,251.9,237.9,1.089
59,251.9,238.0,1.096
60,252.0,238.0,1.084
61,251.9,238.0,1.09
62,252.0,238.2,1.097
63,252.1,238.2,1.088
64,252.2,238.3,1.083
65,252.0,238.3,1.1
66,252.2,238.0,1.086
67,251.9,238.1,1.092
68,252.0,238.0,1.084
69,251.9,238.1,1.093
70,252.0,238.3,1.081
71,251.9,238.4,1.095
72,252.0,238.2,1.109
73,252.2,238.1,1.099
74,252.2,238.1,1.082
75,252.0,238.1,1.11
76,252.2,238.2,1.091
77,252.0,238.2,1.097
78,252.1,238.3,1.086
79,252.1,238.7,1.086
80,252.0,238.7,1.081
81,252.0,238.6,1.091
82,252.0,238.9,1.103
83,252.2,238.7,1.092
84,252.1,238.6,1.082
85,251.9,238.6,1.098
86,252.2,238.6,1.081
87,252.1,238.4,1.084
88,251.9,238.7,1.089
89,251.9,238.6,1.083
90,251.9,238.5,1.084
91,251.8,238.8,1.081
92,251.8,238.5,1.106
93,258.7,238.7,1.084
94,252.3,238.5,1.085
95,252.2,238.7,1.094
96,252.5,238.5,1.082
97,252.3,238.4,1.084
98,252.2,238.6,1.098
99,252.3,238.5,1.089
100,252.1,238.4,1.087
101,252.1,238.8,1.082
102,252.0,238.6,1.103
103,252.2,238.6,1.082
104,252.1,238.6,1.091
105,252.3,238.4,1.095
106,252.4,238.6,1.09
107,252.4,238.4,1.098
108,252.3,238.6,1.107
109,252.5,238.4,1.092
110,252.4,238.6,1.089
111,252.3,238.5,1.083
112,252.3,238.4,1.115
113,252.6,238.3,1.082
114,252.4,238.4,1.103
115,252.5,238.4,1.093
116,252.6,238.3,1.102
117,252.7,238.6,1.084
118,252.4,238.3,1.113
119,252.5,238.4,1.089
120,252.3,238.2,1.097
121,252.3,238.4,1.085
122,252.2,238.1,1.126
123,252.6,238.3,1.088
124,252.4,238.1,1.097
125,252.6,238.3,1.09
126,252.7,238.0,1.082
127,252.5,238.0,1.083
128,252.3,238.1,1.086
129,252.3,238.0,1.098
130,252.3,238.3,1.08
131,252.2,238.1,1.084
132,252.2,238.3,1.111
133,252.4,238.2,1.086
134,252.2,238.0,1.089
135,252.0,238.2,1.089
136,252.2,238.1,1.083
137,252.0,238.2,1.098
138,252.0,238.0,1.101
139,252.1,238.1,1.089
140,252.2,237.7,1.086
141,252.1,238.1,1.083
142,252.1,237.9,1.116
143,252.2,238.1,1.09
144,252.1,238.0,1.081
145,251.8,238.1,1.098
146,252.2,238.0,1.087
147,252.0,238.2,1.083
148,251.9,238.0,1.085
149,251.9,238.0,1.088
150,251.9,238.0,1.082
151,251.8,238.0,1.083
152,251.8,238.0,1.117
153,252.0,237.8,1.085
154,251.8,238.0,1.08
155,251.6,238.0,1.095
156,252.0,237.9,1.086
157,251.8,238.0,1.098
158,251.8,238.1,1.094
159,251.8,238.1,1.101
160,251.9,238.1,1.095
161,252.0,238.1,1.117
162,252.2,237.9,1.111
163,252.3,238.0,1.102
164,252.1,238.2,1.087
165,251.9,238.1,1.11
166,252.2,238.2,1.081
167,251.9,238.1,1.095
168,251.9,238.3,1.091
169,252.0,238.0,1.098
170,252.1,238.0,1.083
171,251.9,238.2,1.084
172,251.9,237.9,1.111
173,252.1,237.9,1.08
174,252.0,238.1,1.084
175,251.8,238.1,1.092
176,252.0,238.0,1.084
177,251.9,237.8,1.081
178,251.7,237.9,1.108
179,251.8,238.0,1.088
180,252.4,237.7,1.083
181,252.3,237.8,1.079
182,252.1,238.0,1.12
183,252.4,237.8,1.08
184,252.1,238.1,1.081
185,252.0,238.0,1.086
186,252.1,238.0,1.086
187,252.0,237.7,1.088
188,251.9,237.9,1.099
189,252.1,238.1,1.089
190,252.0,237.9,1.087
191,252.0,238.0,1.084
192,252.0,237.7,1.133
193,252.3,237.9,1.093
194,252.1,238.1,1.085
195,252.0,238.0,1.093
196,252.2,238.0,1.106
197,252.5,237.9,1.086
198,252.5,237.8,1.115
199,252.6,238.0,1.093
200,252.6,237.8,1.096
201,252.7,238.0,1.089
202,252.6,238.0,1.131
203,252.8,237.9,1.087
204,252.5,238.1,1.081
205,252.3,238.1,1.095
206,252.5,238.1,1.084
207,252.5,238.1,1.094
208,252.5,237.9,1.109
209,252.8,238.1,1.11
210,253.0,238.0,1.096
211,253.1,238.1,1.097
212,253.3,238.2,1.129
213,253.6,238.5,1.093
214,253.6,238.4,1.094
215,253.5,238.5,1.109
216,253.9,238.5,1.095
217,253.7,238.7,1.112
218,253.8,238.6,1.106
219,253.7,238.6,1.109
