Time (s),Power (W),Voltage (V),Amps (A)
0,252.2,237.8,1.148
1,252.5,238.0,1.091
2,252.4,237.8,1.086
3,252.3,237.8,1.091
4,252.3,237.9,1.093
5,252.3,237.7,1.104
6,252.2,238.0,1.085
7,252.1,237.9,1.092
8,252.3,238.0,1.091
9,252.2,238.0,1.084
10,252.0,237.7,1.145
11,252.2,238.0,1.101
12,252.1,238.0,1.088
13,252.0,237.8,1.084
14,251.9,237.8,1.09
15,251.9,237.8,1.106
16,252.4,237.6,1.088
17,252.2,237.7,1.094
18,252.6,237.7,1.101
19,252.4,237.5,1.087
20,252.2,237.5,1.162
21,252.5,237.6,1.102
22,252.4,237.6,1.095
23,252.2,237.5,1.115
24,252.4,237.5,1.094
25,252.2,237.5,1.105
26,252.1,237.5,1.116
27,252.3,237.5,1.096
28,252.7,237.6,1.102
29,252.6,237.6,1.087
30,252.3,237.6,1.149
31,252.6,237.6,1.088
32,252.4,237.5,1.085
33,252.2,237.5,1.093
34,252.2,237.6,1.103
35,252.3,237.7,1.099
36,252.2,237.7,1.1
37,252.3,237.4,1.102
38,252.6,237.5,1.092
39,252.4,237.6,1.093
40,252.3,237.6,1.141
41,252.5,237.4,1.105
42,252.5,237.7,1.096
43,252.4,237.5,1.089
44,252.4,237.4,1.088
45,252.3,237.8,1.093
46,252.2,237.7,1.096
47,252.3,237.5,1.09
48,252.6,237.4,1.091
49,252.5,237.3,1.092
50,252.4,237.2,1.157
51,252.5,237.1,1.093
52,252.4,237.2,1.104
53,252.3,237.3,1.122
54,252.5,237.2,1.092
55,252.4,237.5,1.094
56,252.5,237.4,1.093
57,252.4,237.4,1.087
58,252.8,237.4,1.093
59,252.6,237.7,1.09
60,252.4,237.6,1.142
61,252.6,237.4,1.09
62,252.5,237.5,1.098
63,252.4,237.6,1.093
64,252.5,237.6,1.095
65,252.4,237.4,1.091
66,252.3,237.6,1.096
67,252.2,237.5,1.092
68,252.6,237.5,1.087
69,252.4,237.5,1.095
70,252.4,237.2,1.136
71,252.5,237.3,1.111
72,252.3,237.3,1.1
73,252.2,237.4,1.106
74,252.4,237.3,1.101
75,252.3,237.0,1.102
76,252.2,237.0,1.093
77,252.1,237.1,1.1
78,252.5,237.4,1.092
79,252.3,237.5,1.093
80,252.1,237.4,1.146
81,252.2,237.4,1.088
82,252.1,237.4,1.098
83,251.9,237.3,1.118
84,252.2,237.2,1.097
85,252.0,237.2,1.09
86,251.9,237.4,1.092
87,251.8,237.6,1.103
88,252.2,237.6,1.111
89,252.2,237.5,1.1
90,252.2,237.5,1.138
91,252.4,237.5,1.092
92,252.3,237.6,1.087
93,252.1,237.4,1.091
94,252.0,237.3,1.085
95,252.0,237.2,1.087
96,251.8,237.5,1.104
97,251.9,237.3,1.096
98,252.3,237.6,1.088
99,252.1,237.7,1.085
100,251.9,237.5,1.135
101,252.1,237.7,1.097
102,252.0,237.6,1.09
103,251.8,237.7,1.089
104,251.9,237.8,1.086
105,251.9,237.9,1.084
106,251.8,237.7,1.092
107,252.4,237.8,1.085
108,252.6,237.8,1.087
109,252.4,238.0,1.084
110,252.2,237.9,1.142
111,252.5,237.9,1.089
112,252.3,237.8,1.089
113,252.0,237.7,1.11
114,252.2,237.7,1.094
115,252.0,237.7,1.09
116,251.9,237.7,1.098
117,251.9,237.6,1.091
118,252.2,237.6,1.117
119,252.2,237.6,1.095
120,252.0,237.6,1.141
121,252.4,237.4,1.092
122,252.3,237.6,1.085
123,252.1,237.4,1.095
124,252.1,237.2,1.092
125,252.0,237.5,1.09
126,251.9,237.4,1.09
127,251.9,237.5,1.098
128,252.1,237.3,1.09
129,251.9,237.3,1.093
130,251.8,237.1,1.131
131,252.1,237.3,1.095
132,252.1,237.2,1.085
133,251.8,237.4,1.09
134,251.9,237.2,1.088
135,251.7,237.3,1.098
136,251.8,237.5,1.09
137,251.8,237.3,1.088
138,252.1,237.5,1.089
139,251.9,237.5,1.096
140,251.9,237.7,1.134
141,252.2,237.6,1.093
142,252.1,237.7,1.088
143,251.9,237.3,1.109
144,252.1,237.5,1.087
145,251.9,237.1,1.089
146,251.8,237.2,1.092
147,251.9,237.1,1.088
148,252.1,237.2,1.088
149,252.0,237.1,1.092
150,251.9,237.1,1.147
