Time (s),Power (W),Voltage (V),Amps (A)
0,251.5,238.0,1.087
1,251.4,237.9,1.091
2,251.5,237.9,1.105
3,251.7,238.0,1.09
4,251.8,238.0,1.13
5,251.9,237.7,1.094
6,252.1,237.6,1.096
7,252.4,237.8,1.087
8,252.1,237.6,1.087
9,252.3,237.8,1.089
10,252.2,238.0,1.089
11,252.1,237.9,1.088
12,252.0,237.6,1.089
13,252.0,237.8,1.09
14,251.9,237.9,1.107
15,251.9,238.1,1.087
16,251.9,238.1,1.094
17,252.4,237.9,1.086
18,252.1,237.8,1.089
19,252.3,237.7,1.095
20,252.3,238.0,1.087
21,252.2,238.1,1.086
22,252.0,238.1,1.1
23,252.1,238.1,1.084
24,251.9,237.9,1.101
25,252.0,237.9,1.087
26,252.0,238.1,1.105
27,252.4,238.1,1.088
28,252.2,238.0,1.094
29,252.4,238.0,1.087
30,252.3,238.1,1.097
31,252.1,237.9,1.095
32,252.1,238.0,1.122
33,252.3,238.0,1.097
34,252.2,237.8,1.121
35,252.3,238.1,1.095
36,252.3,237.9,1.097
37,252.7,238.0,1.088
38,252.4,237.8,1.088
39,252.7,238.0,1.096
40,252.7,237.9,1.092
41,252.6,237.8,1.094
42,252.4,238.0,1.09
43,252.5,237.8,1.087
44,252.3,237.9,1.102
45,252.4,238.0,1.093
46,252.4,237.9,1.096
47,252.8,237.7,1.091
48,252.5,237.8,1.09
49,252.6,237.9,1.102
50,252.7,237.9,1.097
51,252.6,237.7,1.098
52,252.7,237.8,1.106
53,253.0,237.9,1.106
54,253.1,237.9,1.113
55,253.3,237.7,1.102
56,253.5,237.8,1.101
57,253.8,238.0,1.1
58,253.8,238.0,1.098
59,253.9,237.8,1.108
60,254.0,237.7,1.095
61,253.9,237.8,1.107
62,253.8,238.0,1.107
63,254.0,238.0,1.101
64,253.9,237.9,1.124
65,253.9,237.9,1.097
66,253.9,238.0,1.101
67,254.1,238.0,1.096
68,253.9,237.9,1.094
69,254.0,238.0,1.091
70,253.8,238.1,1.093
71,253.6,237.9,1.099
72,253.5,237.8,1.097
73,253.6,237.9,1.094
74,253.4,238.0,1.111
75,253.4,237.8,1.1
76,253.6,237.8,1.111
77,254.0,237.7,1.095
78,253.8,237.8,1.1
79,254.0,237.5,1.113
80,254.1,237.6,1.184
81,254.6,237.6,1.099
82,254.4,237.8,1.098
