Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.332,1258.0,41.26,1014.0,8.3,0.0,0.0,0.0,0.332
1,0.019,1005.0,8.38,616.0,1.82,0.0,0.0,0.0,0.019
2,0.031,1059.0,13.64,617.0,1.37,0.0,0.0,0.0,0.031
3,0.031,1055.0,15.18,614.0,1.17,0.0,0.0,0.0,0.031
4,0.031,1050.0,14.89,619.0,1.08,0.0,0.0,0.0,0.031
5,0.032,1052.0,14.23,622.0,1.74,0.0,0.0,0.0,0.032
6,0.03,1060.0,14.3,618.0,1.06,0.0,0.0,0.0,0.03
7,0.034,1062.0,14.52,622.0,1.66,0.0,0.0,0.0,0.034
8,0.031,1038.0,11.27,618.0,1.04,0.0,0.0,0.0,0.031
9,0.035,1062.0,14.67,626.0,1.67,0.0,709.0,0.32,0.035
10,0.033,1053.0,15.27,617.0,1.09,0.0,0.0,0.0,0.033
11,0.031,1057.0,14.23,617.0,1.47,0.0,0.0,0.0,0.031
12,0.031,1080.0,17.2,612.0,1.18,0.0,0.0,0.0,0.031
13,0.03,1057.0,14.28,617.0,1.11,0.0,0.0,0.0,0.03
14,0.032,1051.0,13.21,622.0,1.8,0.0,0.0,0.0,0.032
15,0.031,1055.0,15.9,614.0,1.0,0.0,0.0,0.0,0.031
16,0.032,1053.0,14.67,615.0,1.93,0.0,0.0,0.0,0.032
17,0.024,1025.0,10.06,617.0,1.55,0.0,0.0,0.0,0.024
18,0.019,1018.0,8.23,612.0,1.32,0.0,0.0,0.0,0.019
19,0.032,1058.0,14.25,616.0,1.82,0.0,0.0,0.0,0.032
20,0.032,1061.0,15.44,613.0,1.49,0.0,0.0,0.0,0.032
21,0.03,1060.0,13.9,611.0,1.7,0.0,0.0,0.0,0.03
22,0.029,1048.0,14.03,611.0,1.41,0.0,0.0,0.0,0.029
23,0.053,1077.0,46.76,755.0,1.53,0.0,713.0,0.52,0.053
24,0.03,1054.0,15.17,612.0,1.24,0.0,0.0,0.0,0.03
25,0.033,1057.0,15.36,621.0,1.59,0.0,0.0,0.0,0.033
26,0.031,1060.0,13.58,621.0,1.74,0.0,0.0,0.0,0.031
27,0.032,1053.0,16.07,617.0,1.41,0.0,0.0,0.0,0.032
28,0.033,1035.0,12.02,615.0,1.17,0.0,0.0,0.0,0.033
