Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.056,1114.0,30.35,635.0,0.89,0.0,0.0,0.0,0.056
1,0.032,1058.0,13.75,621.0,1.62,0.0,0.0,0.0,0.032
2,0.021,1007.0,10.01,614.0,0.98,0.0,0.0,0.0,0.021
3,0.021,1026.0,9.84,610.0,1.5,0.0,0.0,0.0,0.021
4,0.029,1052.0,15.08,610.0,1.45,0.0,0.0,0.0,0.029
5,0.029,1053.0,14.12,613.0,1.58,0.0,0.0,0.0,0.029
6,0.033,1055.0,15.7,616.0,2.06,0.0,0.0,0.0,0.033
7,0.033,1058.0,19.47,610.0,1.1,0.0,713.0,0.51,0.033
8,0.03,1055.0,14.75,611.0,1.46,0.0,0.0,0.0,0.03
9,0.033,1057.0,16.28,617.0,1.83,0.001,704.0,0.22,0.034
10,0.032,1056.0,13.9,614.0,2.15,0.0,0.0,0.0,0.032
11,0.032,1051.0,14.19,616.0,1.87,0.0,0.0,0.0,0.032
12,0.029,1056.0,14.38,618.0,1.23,0.0,0.0,0.0,0.029
13,0.032,1054.0,13.7,620.0,1.81,0.0,0.0,0.0,0.032
14,0.03,1052.0,16.57,611.0,0.68,0.0,0.0,0.0,0.03
15,0.03,1054.0,14.23,615.0,1.13,0.0,0.0,0.0,0.03
16,0.031,1062.0,16.18,616.0,1.34,0.0,0.0,0.0,0.031
17,0.03,1047.0,12.76,611.0,1.46,0.0,0.0,0.0,0.03
18,0.03,1039.0,10.97,615.0,1.13,0.0,0.0,0.0,0.03
19,0.027,1031.0,12.25,615.0,1.09,0.0,0.0,0.0,0.027
20,0.029,1010.0,8.15,761.0,2.36,0.0,709.0,0.32,0.029
21,0.044,1054.0,46.94,615.0,0.66,0.0,0.0,0.0,0.044
22,0.039,1069.0,20.41,610.0,1.13,0.0,711.0,0.42,0.039
23,0.039,1115.0,19.22,610.0,1.16,0.0,0.0,0.0,0.039
24,0.028,1054.0,15.81,608.0,0.84,0.0,0.0,0.0,0.028
25,0.035,1052.0,18.63,613.0,1.44,0.0,0.0,0.0,0.035
26,0.033,1057.0,15.84,618.0,1.77,0.0,0.0,0.0,0.033
27,0.03,1061.0,13.4,612.0,1.72,0.0,0.0,0.0,0.03
28,0.032,1050.0,15.05,608.0,1.08,0.0,0.0,0.0,0.032
29,0.032,1046.0,14.66,612.0,1.16,0.0,705.0,0.22,0.032
30,0.033,1059.0,15.2,618.0,1.55,0.0,0.0,0.0,0.033
31,0.029,1045.0,15.33,612.0,0.89,0.0,0.0,0.0,0.029
32,0.031,1046.0,13.89,616.0,1.03,0.0,0.0,0.0,0.031
33,0.028,1048.0,14.43,615.0,0.66,0.0,0.0,0.0,0.028
34,0.031,1048.0,14.79,618.0,1.01,0.0,0.0,0.0,0.031
35,0.029,1055.0,13.54,617.0,1.43,0.0,0.0,0.0,0.029
36,0.03,1044.0,15.22,609.0,1.06,0.0,0.0,0.0,0.03
37,0.017,994.0,7.1,613.0,1.76,0.0,0.0,0.0,0.017
38,0.029,1037.0,9.94,614.0,1.14,0.0,0.0,0.0,0.029
39,0.03,1036.0,11.75,618.0,1.07,0.0,0.0,0.0,0.03
40,0.031,1056.0,13.35,620.0,1.93,0.0,0.0,0.0,0.031
41,0.031,1059.0,14.28,612.0,1.54,0.0,0.0,0.0,0.031
42,0.029,1054.0,13.78,612.0,1.75,0.0,0.0,0.0,0.029
43,0.029,1050.0,14.09,608.0,1.46,0.0,0.0,0.0,0.029
44,0.028,1057.0,13.73,610.0,1.33,0.0,0.0,0.0,0.028
45,0.03,1053.0,14.81,614.0,1.5,0.0,0.0,0.0,0.03
46,0.029,1047.0,15.92,609.0,0.82,0.0,0.0,0.0,0.029
47,0.03,1058.0,14.54,617.0,1.06,0.0,0.0,0.0,0.03
48,0.034,1063.0,15.93,621.0,1.57,0.0,0.0,0.0,0.034
49,0.029,1049.0,14.2,618.0,1.07,0.0,0.0,0.0,0.029
50,0.048,1051.0,37.15,615.0,1.31,0.0,0.0,0.0,0.048
51,0.031,1054.0,14.95,616.0,1.02,0.0,0.0,0.0,0.031
52,0.028,1058.0,14.57,615.0,1.08,0.0,0.0,0.0,0.028
53,0.03,1043.0,12.44,613.0,1.93,0.0,0.0,0.0,0.03
54,0.017,993.0,8.66,609.0,1.25,0.0,0.0,0.0,0.017
55,0.027,1051.0,11.45,613.0,2.1,0.0,0.0,0.0,0.027
56,0.032,1052.0,13.51,616.0,1.88,0.0,0.0,0.0,0.032
57,0.031,1057.0,13.98,622.0,1.57,0.0,0.0,0.0,0.031
58,0.033,1037.0,11.33,618.0,0.95,0.0,0.0,0.0,0.033
59,0.029,1049.0,13.7,617.0,0.87,0.0,0.0,0.0,0.029
60,0.032,1051.0,14.41,621.0,1.6,0.0,0.0,0.0,0.032
61,0.032,1063.0,13.54,619.0,1.86,0.0,0.0,0.0,0.032
62,0.033,1054.0,16.74,659.0,1.29,0.0,711.0,0.42,0.033
63,0.03,1053.0,14.14,618.0,1.51,0.0,0.0,0.0,0.03
64,0.029,1056.0,14.83,610.0,1.44,0.0,0.0,0.0,0.029
65,0.032,1055.0,15.86,613.0,1.2,0.0,0.0,0.0,0.032
66,0.03,1053.0,15.33,616.0,1.08,0.0,0.0,0.0,0.03
67,0.03,1059.0,14.57,616.0,1.4,0.0,0.0,0.0,0.03
68,0.035,1055.0,15.31,617.0,1.71,0.0,0.0,0.0,0.035
69,0.034,1058.0,15.54,622.0,1.6,0.0,0.0,0.0,0.034
70,0.029,1054.0,15.01,616.0,1.23,0.0,0.0,0.0,0.029
71,0.018,996.0,9.5,610.0,1.42,0.0,0.0,0.0,0.018
72,0.026,1037.0,9.81,615.0,2.11,0.0,0.0,0.0,0.026
73,0.029,1048.0,14.95,615.0,1.14,0.0,0.0,0.0,0.029
74,0.032,1054.0,14.4,620.0,1.08,0.0,0.0,0.0,0.032
75,0.03,1053.0,14.69,617.0,1.09,0.0,0.0,0.0,0.03
76,0.031,1063.0,13.77,614.0,1.98,0.0,0.0,0.0,0.031
77,0.03,1060.0,13.1,612.0,1.58,0.0,0.0,0.0,0.03
78,0.029,1037.0,10.85,613.0,1.24,0.0,0.0,0.0,0.029
79,0.05,1077.0,32.98,757.0,2.16,0.0,711.0,0.42,0.05
80,0.035,1055.0,26.99,612.0,1.23,0.0,0.0,0.0,0.035
81,0.054,1098.0,23.19,626.0,1.26,0.0,711.0,0.73,0.054
82,0.029,1056.0,14.58,648.0,1.47,0.0,0.0,0.0,0.029
83,0.032,1054.0,14.0,619.0,1.99,0.0,0.0,0.0,0.032
84,0.031,1055.0,15.5,613.0,1.32,0.0,0.0,0.0,0.031
85,0.03,1059.0,14.61,612.0,1.57,0.0,0.0,0.0,0.03
86,0.031,1051.0,13.38,616.0,1.74,0.0,0.0,0.0,0.031
87,0.029,1047.0,13.62,614.0,0.91,0.0,0.0,0.0,0.029
88,0.019,1004.0,8.56,611.0,1.65,0.0,0.0,0.0,0.019
89,0.031,1058.0,12.99,614.0,2.0,0.0,0.0,0.0,0.031
90,0.032,1050.0,15.11,618.0,1.82,0.0,0.0,0.0,0.032
91,0.032,1058.0,14.05,621.0,1.57,0.0,0.0,0.0,0.032
92,0.03,1060.0,14.3,619.0,1.02,0.0,0.0,0.0,0.03
93,0.033,1060.0,13.62,621.0,1.59,0.0,0.0,0.0,0.033
94,0.031,1052.0,15.38,619.0,1.05,0.0,0.0,0.0,0.031
95,0.031,1057.0,15.4,617.0,1.44,0.0,0.0,0.0,0.031
96,0.028,1053.0,15.15,612.0,0.88,0.0,0.0,0.0,0.028
97,0.03,1041.0,10.93,614.0,1.34,0.0,0.0,0.0,0.03
98,0.03,1040.0,11.94,615.0,1.18,0.0,0.0,0.0,0.03
99,0.03,1059.0,14.24,617.0,1.42,0.0,0.0,0.0,0.03
100,0.032,1056.0,14.35,617.0,1.73,0.0,0.0,0.0,0.032
101,0.03,1054.0,14.57,619.0,1.04,0.0,0.0,0.0,0.03
102,0.029,1050.0,14.6,616.0,1.23,0.0,0.0,0.0,0.029
103,0.029,1059.0,13.12,612.0,1.61,0.0,0.0,0.0,0.029
104,0.029,1036.0,13.66,609.0,1.01,0.0,0.0,0.0,0.029
105,0.017,1001.0,8.93,608.0,1.1,0.0,0.0,0.0,0.017
106,0.026,1050.0,11.35,611.0,1.61,0.0,0.0,0.0,0.026
107,0.03,1065.0,13.43,617.0,2.14,0.0,0.0,0.0,0.03
108,0.032,1060.0,13.51,616.0,1.69,0.0,0.0,0.0,0.032
109,0.105,1192.0,51.12,614.0,0.72,0.0,0.0,0.0,0.105
110,0.033,1060.0,17.11,615.0,1.46,0.0,0.0,0.0,0.033
111,0.03,1058.0,14.04,614.0,1.15,0.0,0.0,0.0,0.03
112,0.032,1054.0,16.1,618.0,1.24,0.0,0.0,0.0,0.032
113,0.033,1057.0,16.47,618.0,1.02,0.0,0.0,0.0,0.033
114,0.033,1047.0,16.23,618.0,1.09,0.0,0.0,0.0,0.033
115,0.029,1059.0,15.07,614.0,0.98,0.0,0.0,0.0,0.029
116,0.029,1051.0,14.66,612.0,1.21,0.0,0.0,0.0,0.029
117,0.031,1058.0,13.77,619.0,1.86,0.0,0.0,0.0,0.031
118,0.031,1037.0,11.74,612.0,1.21,0.0,0.0,0.0,0.031
119,0.048,1100.0,17.22,618.0,1.64,0.0,0.0,0.0,0.048
120,0.03,1056.0,14.5,614.0,1.61,0.0,0.0,0.0,0.03
121,0.03,1051.0,14.66,614.0,1.22,0.0,0.0,0.0,0.03
122,0.027,1028.0,11.39,617.0,1.63,0.0,0.0,0.0,0.027
123,0.019,1011.0,8.85,610.0,1.47,0.0,0.0,0.0,0.019
124,0.03,1053.0,15.18,614.0,1.15,0.0,0.0,0.0,0.03
125,0.033,1054.0,13.62,623.0,1.8,0.0,0.0,0.0,0.033
126,0.031,1059.0,13.77,619.0,1.76,0.0,0.0,0.0,0.031
127,0.031,1056.0,13.8,614.0,1.87,0.0,0.0,0.0,0.031
128,0.03,1062.0,13.33,616.0,2.07,0.0,0.0,0.0,0.03
129,0.03,1056.0,13.55,616.0,1.68,0.0,0.0,0.0,0.03
130,0.03,1053.0,14.64,617.0,1.5,0.0,0.0,0.0,0.03
131,0.032,1059.0,16.03,613.0,1.24,0.0,0.0,0.0,0.032
132,0.03,1063.0,13.64,615.0,1.46,0.0,0.0,0.0,0.03
133,0.031,1056.0,14.57,616.0,1.68,0.0,0.0,0.0,0.031
134,0.033,1058.0,15.09,622.0,1.58,0.0,0.0,0.0,0.033
135,0.03,1053.0,15.6,615.0,0.68,0.0,0.0,0.0,0.03
136,0.03,1051.0,14.75,619.0,0.99,0.0,0.0,0.0,0.03
137,0.046,1059.0,16.36,627.0,1.68,0.002,713.0,0.51,0.048
138,0.046,1036.0,42.84,620.0,1.17,0.0,0.0,0.0,0.046
139,0.021,1003.0,10.06,614.0,1.1,0.0,0.0,0.0,0.021
140,0.043,1104.0,22.74,608.0,0.88,0.0,708.0,0.43,0.043
141,0.029,1054.0,14.2,614.0,1.15,0.0,0.0,0.0,0.029
142,0.029,1056.0,14.66,610.0,1.29,0.0,0.0,0.0,0.029
143,0.028,1046.0,14.3,607.0,1.01,0.0,0.0,0.0,0.028
144,0.028,1041.0,12.84,611.0,1.02,0.0,0.0,0.0,0.028
145,0.031,1053.0,13.36,619.0,1.38,0.0,0.0,0.0,0.031
146,0.028,1045.0,14.32,610.0,1.07,0.0,0.0,0.0,0.028
147,0.03,1058.0,14.76,610.0,1.51,0.0,0.0,0.0,0.03
148,0.03,1054.0,14.88,612.0,1.34,0.0,0.0,0.0,0.03
149,0.031,1052.0,13.88,617.0,1.29,0.0,0.0,0.0,0.031
150,0.029,1056.0,13.75,615.0,1.44,0.0,0.0,0.0,0.029
151,0.034,1053.0,13.68,616.0,1.75,0.0,0.0,0.0,0.034
152,0.03,1051.0,13.74,622.0,1.55,0.0,0.0,0.0,0.03
153,0.033,1047.0,16.13,619.0,1.03,0.0,0.0,0.0,0.033
154,0.032,1056.0,14.43,619.0,1.91,0.0,0.0,0.0,0.032
155,0.03,1053.0,11.62,614.0,1.73,0.0,0.0,0.0,0.03
156,0.018,997.0,8.21,612.0,1.85,0.0,0.0,0.0,0.018
157,0.027,1046.0,11.69,611.0,1.51,0.0,0.0,0.0,0.027
158,0.031,1038.0,11.41,614.0,1.23,0.0,0.0,0.0,0.031
159,0.03,1036.0,11.56,616.0,1.09,0.0,0.0,0.0,0.03
160,0.031,1057.0,13.15,620.0,2.0,0.0,0.0,0.0,0.031
161,0.03,1054.0,14.52,612.0,1.37,0.0,0.0,0.0,0.03
162,0.031,1057.0,14.05,617.0,1.77,0.0,0.0,0.0,0.031
163,0.033,1056.0,15.08,615.0,1.75,0.0,0.0,0.0,0.033
164,0.03,1053.0,14.02,620.0,1.98,0.0,0.0,0.0,0.03
165,0.03,1047.0,14.7,616.0,1.18,0.0,0.0,0.0,0.03
166,0.031,1052.0,14.03,618.0,1.3,0.0,0.0,0.0,0.031
167,0.047,1046.0,36.18,615.0,1.14,0.0,0.0,0.0,0.047
168,0.029,1050.0,14.21,619.0,1.04,0.0,0.0,0.0,0.029
169,0.033,1051.0,13.77,622.0,1.76,0.0,0.0,0.0,0.033
170,0.032,1056.0,14.2,619.0,1.06,0.0,0.0,0.0,0.032
171,0.028,1054.0,15.29,614.0,0.77,0.0,0.0,0.0,0.028
172,0.032,1063.0,16.07,611.0,1.75,0.0,0.0,0.0,0.032
173,0.016,990.0,8.33,608.0,1.36,0.0,0.0,0.0,0.016
174,0.038,1054.0,15.43,618.0,2.41,0.0,709.0,0.32,0.038
175,0.035,1061.0,16.36,688.0,1.8,0.0,712.0,0.42,0.035
176,0.033,1057.0,13.92,621.0,1.65,0.0,0.0,0.0,0.033
177,0.031,1060.0,13.6,620.0,1.54,0.0,0.0,0.0,0.031
178,0.03,1049.0,13.8,614.0,0.67,0.0,0.0,0.0,0.03
179,0.037,1040.0,14.43,614.0,1.42,0.0,0.0,0.0,0.037
180,0.035,1055.0,17.34,616.0,1.43,0.0,0.0,0.0,0.035
181,0.036,1052.0,17.0,617.0,1.93,0.0,0.0,0.0,0.036
182,0.035,1048.0,16.35,615.0,1.28,0.0,0.0,0.0,0.035
183,0.031,1051.0,14.82,611.0,1.01,0.0,0.0,0.0,0.031
184,0.03,1056.0,13.45,610.0,1.61,0.0,0.0,0.0,0.03
185,0.032,1049.0,14.2,613.0,1.11,0.0,0.0,0.0,0.032
186,0.032,1047.0,14.14,618.0,1.21,0.0,0.0,0.0,0.032
187,0.031,1050.0,13.43,617.0,1.17,0.0,0.0,0.0,0.031
188,0.031,1047.0,14.28,616.0,1.08,0.0,0.0,0.0,0.031
189,0.03,1046.0,14.14,615.0,0.7,0.0,0.0,0.0,0.03
190,0.03,1052.0,13.6,614.0,1.08,0.0,0.0,0.0,0.03
191,0.02,1000.0,7.75,610.0,1.39,0.0,0.0,0.0,0.02
