Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.058,1106.0,30.97,631.0,1.94,0.0,711.0,0.42,0.058
1,0.045,1062.0,45.06,611.0,1.25,0.0,0.0,0.0,0.045
2,0.034,1058.0,20.52,615.0,1.75,0.0,0.0,0.0,0.034
3,0.031,1053.0,14.3,619.0,1.81,0.0,0.0,0.0,0.031
4,0.03,1052.0,14.19,614.0,1.42,0.0,0.0,0.0,0.03
5,0.03,1060.0,13.72,615.0,1.16,0.0,0.0,0.0,0.03
6,0.032,1040.0,11.67,619.0,1.05,0.0,0.0,0.0,0.032
7,0.036,1045.0,16.98,617.0,1.42,0.0,0.0,0.0,0.036
8,0.03,1050.0,14.77,614.0,1.15,0.0,0.0,0.0,0.03
9,0.033,1061.0,14.19,626.0,1.69,0.001,712.0,0.42,0.034
10,0.032,1066.0,15.39,618.0,1.13,0.0,0.0,0.0,0.032
11,0.031,1056.0,14.77,615.0,1.08,0.0,0.0,0.0,0.031
12,0.032,1058.0,13.46,620.0,1.86,0.0,0.0,0.0,0.032
13,0.031,1056.0,13.94,616.0,2.07,0.0,0.0,0.0,0.031
14,0.033,1058.0,14.84,616.0,1.71,0.0,0.0,0.0,0.033
15,0.025,1016.0,13.5,617.0,1.47,0.0,0.0,0.0,0.025
16,0.022,1022.0,10.52,613.0,1.2,0.0,0.0,0.0,0.022
17,0.029,1059.0,13.58,617.0,1.44,0.0,0.0,0.0,0.029
18,0.03,1053.0,13.64,616.0,1.17,0.0,0.0,0.0,0.03
19,0.03,1056.0,14.86,615.0,1.23,0.0,0.0,0.0,0.03
20,0.031,1055.0,13.06,617.0,1.79,0.0,0.0,0.0,0.031
21,0.036,1055.0,15.69,692.0,1.88,0.001,712.0,0.42,0.037
22,0.031,1060.0,14.18,616.0,1.43,0.0,0.0,0.0,0.031
23,0.03,1054.0,15.93,613.0,1.39,0.0,0.0,0.0,0.03
24,0.029,1058.0,13.51,619.0,1.45,0.0,0.0,0.0,0.029
25,0.031,1055.0,14.99,613.0,1.17,0.0,0.0,0.0,0.031
26,0.03,1043.0,11.57,616.0,1.42,0.0,0.0,0.0,0.03
27,0.033,1051.0,12.96,615.0,1.67,0.0,0.0,0.0,0.033
28,0.031,1058.0,13.1,621.0,1.55,0.0,0.0,0.0,0.031
29,0.033,1057.0,13.75,622.0,1.88,0.0,0.0,0.0,0.033
30,0.044,1054.0,24.35,616.0,1.78,0.0,0.0,0.0,0.044
31,0.038,1053.0,33.18,612.0,1.2,0.0,0.0,0.0,0.038
32,0.025,1027.0,9.84,618.0,1.66,0.0,0.0,0.0,0.025
33,0.02,1011.0,9.05,611.0,1.48,0.0,0.0,0.0,0.02
34,0.03,1054.0,13.26,617.0,1.77,0.0,0.0,0.0,0.03
35,0.031,1052.0,14.01,615.0,1.08,0.0,0.0,0.0,0.031
36,0.029,1058.0,14.68,615.0,0.7,0.0,0.0,0.0,0.029
37,0.04,1069.0,15.09,759.0,2.02,0.0,711.0,0.53,0.04
38,0.027,1050.0,15.09,612.0,0.91,0.0,0.0,0.0,0.027
39,0.031,1059.0,13.97,620.0,1.65,0.0,0.0,0.0,0.031
40,0.031,1052.0,14.82,616.0,1.45,0.0,0.0,0.0,0.031
41,0.034,1058.0,15.98,613.0,1.18,0.0,0.0,0.0,0.034
42,0.031,1054.0,16.77,616.0,1.37,0.0,0.0,0.0,0.031
