Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.059,1087.0,30.69,631.0,0.88,0.0,0.0,0.0,0.059
1,0.031,1056.0,13.41,621.0,1.59,0.0,0.0,0.0,0.031
2,0.029,1050.0,14.28,618.0,1.24,0.0,0.0,0.0,0.029
3,0.034,1061.0,15.62,620.0,1.62,0.0,0.0,0.0,0.034
4,0.03,1061.0,13.06,617.0,1.45,0.0,0.0,0.0,0.03
5,0.031,1056.0,13.39,615.0,1.94,0.0,0.0,0.0,0.031
6,0.032,1057.0,14.03,620.0,1.57,0.0,0.0,0.0,0.032
7,0.027,1051.0,15.05,615.0,0.7,0.0,0.0,0.0,0.027
8,0.03,1053.0,14.19,616.0,1.31,0.0,0.0,0.0,0.03
9,0.031,1063.0,14.15,619.0,1.6,0.001,709.0,0.31,0.032
10,0.029,1050.0,12.64,613.0,1.14,0.0,0.0,0.0,0.029
11,0.03,1035.0,10.94,619.0,1.04,0.0,0.0,0.0,0.03
12,0.03,1054.0,14.02,619.0,1.04,0.0,0.0,0.0,0.03
13,0.032,1057.0,15.53,619.0,1.03,0.0,0.0,0.0,0.032
14,0.028,1045.0,12.52,615.0,1.05,0.0,0.0,0.0,0.028
15,0.018,999.0,6.22,611.0,1.94,0.0,0.0,0.0,0.018
16,0.025,1045.0,11.91,613.0,1.19,0.0,0.0,0.0,0.025
17,0.032,1058.0,13.17,621.0,1.82,0.0,0.0,0.0,0.032
18,0.03,1063.0,13.32,616.0,2.03,0.0,0.0,0.0,0.03
19,0.03,1053.0,13.2,616.0,1.72,0.0,0.0,0.0,0.03
20,0.031,1058.0,12.94,620.0,1.95,0.0,0.0,0.0,0.031
21,0.05,1052.0,42.36,617.0,1.65,0.0,0.0,0.0,0.05
22,0.032,1058.0,14.39,622.0,1.61,0.0,0.0,0.0,0.032
23,0.032,1060.0,14.68,622.0,1.57,0.0,0.0,0.0,0.032
24,0.032,1061.0,14.24,619.0,1.92,0.0,0.0,0.0,0.032
25,0.028,1051.0,14.52,610.0,1.15,0.0,0.0,0.0,0.028
26,0.029,1053.0,13.36,614.0,1.72,0.0,0.0,0.0,0.029
27,0.044,1072.0,15.0,666.0,1.57,0.0,714.0,0.62,0.044
28,0.031,1053.0,15.5,693.0,0.93,0.0,0.0,0.0,0.031
29,0.033,1052.0,13.15,615.0,1.98,0.0,0.0,0.0,0.033
30,0.029,1046.0,11.25,615.0,1.31,0.0,0.0,0.0,0.029
31,0.029,1029.0,10.66,612.0,1.61,0.0,0.0,0.0,0.029
32,0.018,998.0,7.96,609.0,1.32,0.0,0.0,0.0,0.018
33,0.026,1046.0,11.83,609.0,1.48,0.0,0.0,0.0,0.026
34,0.029,1054.0,12.95,609.0,1.33,0.0,0.0,0.0,0.029
35,0.028,1039.0,13.65,610.0,1.02,0.0,0.0,0.0,0.028
36,0.03,1050.0,12.4,619.0,1.28,0.0,0.0,0.0,0.03
37,0.028,1046.0,13.83,614.0,1.11,0.0,0.0,0.0,0.028
38,0.029,1043.0,14.15,617.0,1.04,0.0,0.0,0.0,0.029
39,0.03,1059.0,13.1,619.0,1.04,0.0,0.0,0.0,0.03
40,0.029,1062.0,13.24,616.0,1.25,0.0,0.0,0.0,0.029
41,0.029,1055.0,14.26,611.0,1.33,0.0,0.0,0.0,0.029
42,0.031,1045.0,15.67,616.0,1.17,0.0,0.0,0.0,0.031
43,0.035,1045.0,14.57,615.0,0.71,0.0,0.0,0.0,0.035
44,0.03,1057.0,13.5,617.0,1.03,0.0,0.0,0.0,0.03
45,0.03,1052.0,12.61,622.0,1.56,0.0,0.0,0.0,0.03
46,0.031,1049.0,13.21,619.0,1.73,0.0,0.0,0.0,0.031
47,0.027,1053.0,14.73,609.0,1.14,0.0,0.0,0.0,0.027
48,0.028,1052.0,12.22,609.0,1.22,0.0,0.0,0.0,0.028
49,0.016,1002.0,5.91,611.0,1.69,0.0,0.0,0.0,0.016
50,0.044,1055.0,50.63,611.0,1.42,0.0,0.0,0.0,0.044
51,0.057,1109.0,22.81,772.0,1.3,0.0,714.0,0.61,0.057
52,0.032,1049.0,13.7,618.0,1.19,0.0,0.0,0.0,0.032
53,0.041,1064.0,17.76,614.0,0.96,0.0,0.0,0.0,0.041
54,0.032,1056.0,13.87,623.0,1.6,0.0,0.0,0.0,0.032
55,0.03,1051.0,14.6,616.0,1.24,0.0,0.0,0.0,0.03
56,0.03,1051.0,14.96,613.0,1.16,0.0,0.0,0.0,0.03
57,0.031,1053.0,13.27,619.0,1.59,0.0,0.0,0.0,0.031
58,0.03,1060.0,12.73,619.0,1.04,0.0,0.0,0.0,0.03
59,0.031,1053.0,14.96,620.0,1.16,0.0,0.0,0.0,0.031
60,0.03,1057.0,13.45,617.0,1.03,0.0,0.0,0.0,0.03
61,0.031,1050.0,15.04,619.0,1.04,0.0,0.0,0.0,0.031
62,0.031,1053.0,15.2,619.0,1.1,0.0,0.0,0.0,0.031
63,0.03,1055.0,12.85,617.0,2.04,0.0,0.0,0.0,0.03
64,0.03,1056.0,12.61,614.0,2.08,0.0,0.0,0.0,0.03
65,0.028,1034.0,11.91,611.0,1.71,0.0,0.0,0.0,0.028
66,0.019,997.0,8.31,612.0,1.91,0.0,0.0,0.0,0.019
67,0.028,1060.0,11.99,612.0,1.41,0.0,0.0,0.0,0.028
68,0.032,1060.0,14.84,619.0,1.65,0.0,0.0,0.0,0.032
69,0.029,1053.0,13.3,618.0,1.01,0.0,0.0,0.0,0.029
70,0.031,1058.0,13.58,619.0,1.1,0.0,0.0,0.0,0.031
71,0.032,1038.0,11.0,617.0,1.09,0.0,0.0,0.0,0.032
72,0.031,1050.0,14.89,618.0,1.02,0.0,0.0,0.0,0.031
73,0.03,1060.0,12.88,620.0,1.69,0.0,0.0,0.0,0.03
74,0.028,1050.0,14.2,613.0,1.12,0.0,0.0,0.0,0.028
75,0.028,1051.0,13.27,617.0,1.43,0.0,0.0,0.0,0.028
76,0.031,1056.0,14.93,611.0,1.47,0.0,0.0,0.0,0.031
77,0.03,1053.0,14.42,610.0,1.56,0.0,0.0,0.0,0.03
78,0.028,1052.0,13.34,612.0,1.43,0.0,0.0,0.0,0.028
79,0.048,1051.0,34.75,618.0,1.82,0.0,0.0,0.0,0.048
80,0.033,1054.0,18.99,615.0,1.73,0.0,0.0,0.0,0.033
81,0.031,1050.0,14.47,616.0,1.27,0.0,0.0,0.0,0.031
82,0.027,1034.0,11.11,614.0,1.62,0.0,0.0,0.0,0.027
83,0.018,1004.0,7.9,611.0,1.04,0.0,0.0,0.0,0.018
84,0.03,1055.0,11.92,623.0,1.53,0.0,0.0,0.0,0.03
85,0.031,1052.0,14.53,618.0,1.19,0.0,0.0,0.0,0.031
86,0.036,1062.0,16.93,770.0,1.32,0.0,713.0,0.73,0.036
87,0.03,1054.0,13.12,620.0,1.93,0.0,0.0,0.0,0.03
88,0.03,1051.0,14.83,614.0,1.12,0.0,0.0,0.0,0.03
89,0.032,1056.0,13.09,623.0,1.69,0.0,0.0,0.0,0.032
90,0.036,1061.0,14.46,617.0,1.06,0.0,0.0,0.0,0.036
91,0.033,1038.0,12.79,619.0,1.07,0.0,0.0,0.0,0.033
92,0.029,1053.0,14.79,618.0,1.1,0.0,0.0,0.0,0.029
93,0.029,1055.0,13.7,613.0,1.45,0.0,0.0,0.0,0.029
94,0.03,1051.0,13.18,615.0,1.75,0.0,0.0,0.0,0.03
95,0.031,1050.0,14.42,618.0,1.04,0.0,0.0,0.0,0.031
96,0.032,1057.0,13.76,619.0,2.15,0.0,0.0,0.0,0.032
97,0.028,1051.0,13.4,612.0,1.55,0.0,0.0,0.0,0.028
98,0.031,1058.0,13.66,618.0,1.61,0.0,0.0,0.0,0.031
99,0.018,1001.0,8.75,615.0,1.06,0.0,0.0,0.0,0.018
100,0.025,1037.0,9.51,615.0,1.74,0.0,0.0,0.0,0.025
101,0.032,1050.0,15.65,619.0,1.03,0.0,0.0,0.0,0.032
102,0.031,1060.0,13.18,622.0,1.53,0.0,0.0,0.0,0.031
103,0.031,1055.0,13.55,622.0,1.6,0.0,0.0,0.0,0.031
104,0.03,1062.0,12.99,620.0,1.98,0.0,0.0,0.0,0.03
105,0.03,1055.0,14.19,612.0,1.38,0.0,0.0,0.0,0.03
106,0.03,1058.0,14.37,617.0,1.03,0.0,0.0,0.0,0.03
107,0.031,1058.0,13.23,622.0,1.56,0.0,0.0,0.0,0.031
108,0.033,1055.0,19.35,616.0,1.17,0.0,0.0,0.0,0.033
109,0.044,1064.0,45.28,612.0,1.19,0.0,0.0,0.0,0.044
110,0.058,1124.0,23.84,768.0,1.16,0.0,713.0,0.51,0.058
111,0.035,1060.0,16.99,617.0,2.35,0.0,0.0,0.0,0.035
112,0.031,1053.0,13.7,618.0,1.71,0.0,0.0,0.0,0.031
113,0.031,1056.0,13.19,622.0,1.61,0.0,0.0,0.0,0.031
114,0.03,1051.0,13.87,619.0,1.02,0.0,0.0,0.0,0.03
115,0.03,1044.0,12.92,619.0,1.75,0.0,0.0,0.0,0.03
116,0.018,1006.0,8.27,608.0,1.15,0.0,0.0,0.0,0.018
117,0.025,1042.0,11.44,612.0,1.37,0.0,0.0,0.0,0.025
118,0.031,1055.0,14.74,614.0,1.79,0.0,0.0,0.0,0.031
119,0.03,1053.0,13.98,613.0,1.32,0.0,0.0,0.0,0.03
120,0.031,1053.0,16.15,614.0,1.22,0.0,0.0,0.0,0.031
121,0.03,1063.0,12.92,613.0,2.08,0.0,0.0,0.0,0.03
122,0.03,1053.0,13.27,616.0,1.66,0.0,0.0,0.0,0.03
123,0.03,1054.0,14.74,619.0,1.02,0.0,0.0,0.0,0.03
124,0.032,1056.0,14.34,622.0,1.56,0.0,0.0,0.0,0.032
125,0.03,1050.0,15.17,618.0,1.25,0.0,0.0,0.0,0.03
126,0.03,1049.0,13.94,614.0,1.55,0.0,0.0,0.0,0.03
127,0.027,1051.0,14.62,613.0,0.66,0.0,0.0,0.0,0.027
128,0.029,1065.0,12.45,614.0,2.03,0.0,0.0,0.0,0.029
129,0.029,1050.0,13.16,610.0,1.41,0.0,0.0,0.0,0.029
130,0.032,1042.0,12.82,613.0,1.36,0.0,0.0,0.0,0.032
131,0.029,1056.0,13.13,617.0,1.73,0.0,0.0,0.0,0.029
132,0.036,1066.0,16.08,617.0,1.58,0.0,0.0,0.0,0.036
133,0.052,1149.0,23.4,608.0,0.98,0.0,0.0,0.0,0.052
134,0.024,1037.0,10.63,610.0,1.51,0.0,0.0,0.0,0.024
135,0.048,1126.0,24.24,617.0,0.7,0.0,0.0,0.0,0.048
