Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.056,1104.0,28.7,630.0,0.57,0.0,703.0,0.22,0.056
1,0.031,1056.0,12.79,619.0,1.96,0.0,0.0,0.0,0.031
2,0.03,1053.0,14.3,614.0,1.44,0.0,0.0,0.0,0.03
3,0.019,1000.0,8.33,612.0,2.04,0.0,0.0,0.0,0.019
4,0.024,1042.0,10.37,611.0,1.61,0.0,0.0,0.0,0.024
5,0.035,1062.0,13.68,613.0,1.6,0.001,711.0,0.42,0.036
6,0.072,1114.0,47.38,612.0,1.23,0.0,703.0,0.45,0.072
7,0.072,1057.0,45.15,615.0,2.0,0.0,0.0,0.0,0.073
8,0.037,1052.0,20.5,615.0,1.1,0.0,712.0,0.42,0.037
9,0.031,1055.0,14.93,617.0,1.42,0.0,704.0,0.22,0.031
10,0.032,1058.0,15.32,617.0,1.69,0.0,0.0,0.0,0.032
11,0.032,1053.0,14.26,619.0,1.8,0.0,0.0,0.0,0.032
12,0.031,1048.0,14.78,616.0,1.76,0.0,0.0,0.0,0.031
13,0.029,1051.0,14.44,619.0,1.03,0.0,0.0,0.0,0.029
14,0.032,1061.0,13.31,620.0,1.97,0.0,0.0,0.0,0.032
15,0.029,1056.0,14.19,614.0,1.56,0.0,0.0,0.0,0.029
16,0.03,1055.0,13.47,613.0,1.11,0.0,0.0,0.0,0.03
17,0.031,1035.0,11.03,619.0,1.04,0.0,0.0,0.0,0.031
18,0.033,1058.0,13.35,622.0,1.49,0.0,0.0,0.0,0.033
19,0.029,1050.0,13.62,616.0,1.21,0.0,0.0,0.0,0.029
20,0.022,1019.0,9.97,611.0,1.05,0.0,0.0,0.0,0.022
21,0.021,1024.0,7.55,615.0,1.69,0.0,0.0,0.0,0.021
22,0.03,1057.0,13.57,617.0,1.41,0.0,0.0,0.0,0.03
23,0.029,1054.0,14.92,612.0,1.75,0.0,0.0,0.0,0.029
24,0.029,1050.0,14.45,610.0,1.55,0.0,0.0,0.0,0.029
25,0.031,1057.0,15.17,612.0,1.54,0.0,0.0,0.0,0.031
26,0.033,1064.0,14.97,616.0,1.97,0.0,0.0,0.0,0.033
27,0.048,1055.0,42.49,614.0,1.62,0.0,0.0,0.0,0.048
28,0.031,1057.0,13.29,615.0,1.72,0.0,0.0,0.0,0.031
29,0.033,1055.0,15.77,620.0,1.4,0.0,0.0,0.0,0.033
30,0.037,1060.0,18.39,695.0,1.53,0.002,712.0,0.83,0.039
31,0.031,1060.0,14.25,616.0,1.48,0.0,0.0,0.0,0.031
32,0.029,1057.0,14.09,612.0,1.36,0.0,0.0,0.0,0.029
33,0.03,1060.0,12.8,618.0,1.87,0.0,0.0,0.0,0.03
34,0.028,1051.0,13.97,611.0,1.23,0.0,0.0,0.0,0.028
35,0.028,1043.0,12.69,607.0,1.07,0.0,0.0,0.0,0.028
36,0.029,1050.0,11.82,610.0,1.6,0.0,0.0,0.0,0.029
37,0.02,1008.0,8.11,609.0,1.14,0.0,0.0,0.0,0.02
38,0.022,1010.0,6.48,611.0,1.55,0.0,0.0,0.0,0.022
39,0.028,1048.0,13.56,610.0,0.93,0.0,0.0,0.0,0.028
40,0.028,1043.0,13.55,615.0,1.11,0.0,0.0,0.0,0.028
41,0.028,1046.0,13.89,618.0,1.12,0.0,0.0,0.0,0.028
42,0.03,1058.0,14.11,615.0,1.11,0.0,0.0,0.0,0.03
43,0.029,1047.0,13.44,616.0,1.28,0.0,0.0,0.0,0.029
44,0.03,1055.0,12.55,614.0,2.19,0.0,0.0,0.0,0.03
45,0.032,1060.0,14.57,618.0,1.92,0.0,0.0,0.0,0.032
46,0.03,1052.0,12.47,619.0,1.87,0.0,0.0,0.0,0.03
