Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.268,1114.0,14.19,2004.0,58.1,0.0,0.0,0.0,2.268,583.83,530.58
1,4.435,1448.0,16.58,3071.0,99.85,0.002,712.0,0.32,4.437,1136.72,1098.28
2,4.6,1532.0,13.86,3059.0,100.0,0.0,0.0,0.0,4.6,1223.4,1152.02
3,4.606,1626.0,16.23,3062.0,100.0,0.0,709.0,0.22,4.606,1219.43,1152.98
4,4.597,1644.0,14.21,3062.0,100.0,0.0,0.0,0.0,4.597,1221.75,1151.15
5,4.599,1651.0,14.5,3062.0,100.0,0.0,0.0,0.0,4.599,1216.07,1151.6
6,4.568,1684.0,18.82,3068.0,100.0,0.0,0.0,0.0,4.568,1222.11,1158.14
7,4.623,1736.0,14.56,3062.0,100.0,0.0,0.0,0.0,4.623,1222.82,1148.47
8,4.577,1728.0,18.53,3068.0,100.0,0.0,0.0,0.0,4.577,1219.53,1152.18
9,4.616,1625.0,17.64,3067.0,100.0,0.0,714.0,0.41,4.616,1227.19,1158.0
10,4.617,1638.0,16.11,3066.0,100.0,0.0,0.0,0.0,4.617,1222.13,1149.45
11,4.615,1699.0,16.46,3065.0,100.0,0.0,0.0,0.0,4.615,1224.96,1148.27
12,4.642,1690.0,16.4,3063.0,100.0,0.0,0.0,0.0,4.642,1218.19,1156.7
13,4.634,1686.0,18.62,3064.0,100.0,0.001,711.0,0.53,4.635,1218.12,1149.66
14,4.604,1698.0,18.1,3066.0,100.0,0.0,0.0,0.0,4.604,1214.27,1144.85
15,4.602,1746.0,18.88,3066.0,100.0,0.001,708.0,0.22,4.603,1214.17,1157.31
16,4.626,1663.0,17.56,3067.0,100.0,0.0,0.0,0.0,4.626,1230.95,1153.37
17,4.615,1785.0,16.77,3065.0,100.0,0.0,0.0,0.0,4.615,1212.27,1145.29
18,4.659,1767.0,17.4,3062.0,100.0,0.0,0.0,0.0,4.659,1215.29,1154.88
19,4.659,1700.0,17.74,3062.0,100.0,0.0,709.0,0.22,4.659,1214.53,1144.96
20,4.624,1704.0,16.57,3066.0,100.0,0.0,0.0,0.0,4.624,1225.49,1146.62
21,4.635,1703.0,12.04,3064.0,100.0,0.0,0.0,0.0,4.635,1212.61,1153.18
22,4.653,1697.0,10.62,3063.0,100.0,0.0,0.0,0.0,4.653,1215.19,1143.42
23,4.648,1652.0,10.09,3062.0,100.0,0.0,0.0,0.0,4.648,1208.47,1137.8
24,4.657,1725.0,10.44,3062.0,100.0,0.0,0.0,0.0,4.657,1210.49,1157.58
25,4.649,1766.0,10.69,3062.0,100.0,0.0,0.0,0.0,4.649,1220.38,1140.58
26,4.668,1670.0,24.59,3067.0,100.0,0.0,0.0,0.0,4.668,1219.84,1154.12
27,4.618,1702.0,13.99,3068.0,100.0,0.0,0.0,0.0,4.618,1217.24,1148.37
28,4.658,1662.0,12.32,3067.0,100.0,0.0,0.0,0.0,4.658,1225.64,1153.73
29,4.661,1654.0,13.0,3067.0,100.0,0.0,0.0,0.0,4.661,1225.24,1142.58
30,4.631,1699.0,11.48,3064.0,100.0,0.0,0.0,0.0,4.631,1200.45,1153.47
31,4.655,1731.0,13.88,3063.0,100.0,0.002,713.0,0.63,4.657,1209.99,1149.56
32,4.655,1704.0,10.3,3062.0,100.0,0.0,0.0,0.0,4.655,1214.14,1143.16
33,4.671,1756.0,11.55,3062.0,100.0,0.001,712.0,0.31,4.672,1211.88,1151.19
34,4.67,1725.0,11.29,3063.0,100.0,0.0,712.0,0.32,4.67,1211.13,1147.88
