Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.941,1207.0,26.69,1791.0,48.39,0.0,0.0,0.0,1.941,509.27,482.61
1,4.479,1490.0,17.02,3074.0,99.98,0.0,0.0,0.0,4.479,1158.52,1076.42
2,4.682,1676.0,20.41,3064.0,100.0,0.0,0.0,0.0,4.682,1261.7,1161.71
3,4.631,1734.0,24.84,3069.0,99.65,0.0,0.0,0.0,4.631,1249.89,1151.5
4,4.577,1675.0,24.22,3072.0,99.33,0.0,0.0,0.0,4.577,1240.89,1142.54
5,4.696,1647.0,18.63,3063.0,100.0,0.0,713.0,0.31,4.696,1274.98,1159.28
6,4.719,1701.0,36.69,3067.0,99.87,0.0,0.0,0.0,4.719,1258.85,1156.64
7,4.701,1685.0,21.06,3066.0,100.0,0.002,711.0,0.53,4.703,1262.15,1151.11
8,4.702,1686.0,22.52,3068.0,99.89,0.0,0.0,0.0,4.702,1259.26,1156.52
9,4.654,1731.0,26.24,3071.0,99.79,0.0,714.0,0.41,4.654,1269.64,1151.37
10,4.678,1686.0,22.86,3069.0,99.71,0.0,0.0,0.0,4.678,1247.12,1146.01
11,4.703,1705.0,23.22,3068.0,99.85,0.0,0.0,0.0,4.703,1260.67,1154.45
12,4.7,1679.0,19.27,3068.0,100.0,0.0,0.0,0.0,4.7,1251.3,1151.15
13,4.724,1676.0,19.87,3066.0,100.0,0.0,0.0,0.0,4.724,1266.55,1152.32
14,4.696,1687.0,22.68,3069.0,99.84,0.001,712.0,0.31,4.697,1254.77,1155.35
15,4.717,1698.0,20.35,3067.0,100.0,0.0,0.0,0.0,4.717,1262.31,1151.8
16,4.709,1707.0,23.28,3068.0,99.85,0.001,709.0,0.43,4.71,1268.25,1155.16
17,4.72,1717.0,23.11,3067.0,100.0,0.0,715.0,0.51,4.72,1277.39,1151.85
18,4.729,1694.0,21.42,3067.0,100.0,0.0,0.0,0.0,4.729,1258.93,1163.48
19,4.734,1698.0,20.0,3066.0,100.0,0.0,0.0,0.0,4.734,1265.69,1153.78
20,4.749,1692.0,21.41,3066.0,100.0,0.0,0.0,0.0,4.749,1274.97,1155.24
21,4.765,1679.0,30.55,3067.0,100.0,0.0,714.0,0.41,4.765,1281.22,1158.59
