Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.47,1304.0,33.92,2156.0,60.18,0.0,0.0,0.0,2.47,662.66,639.2
1,4.373,1664.0,18.45,3075.0,97.32,0.002,712.0,0.32,4.375,1182.85,1099.62
2,4.615,1697.0,16.29,3067.0,99.99,0.0,0.0,0.0,4.615,1272.25,1134.16
3,4.651,1678.0,13.75,3061.0,100.0,0.0,0.0,0.0,4.651,1273.46,1140.48
4,4.639,1732.0,16.64,3064.0,100.0,0.0,0.0,0.0,4.639,1276.79,1159.23
5,4.652,1660.0,13.11,3061.0,100.0,0.0,0.0,0.0,4.652,1267.74,1139.14
6,4.599,1713.0,16.6,3068.0,99.85,0.0,0.0,0.0,4.599,1271.04,1125.23
7,4.596,1683.0,17.06,3069.0,99.95,0.0,0.0,0.0,4.596,1265.55,1119.81
8,4.614,1703.0,17.15,3067.0,99.93,0.0,0.0,0.0,4.614,1279.14,1137.84
9,4.631,1717.0,16.21,3059.0,99.43,0.001,708.0,0.43,4.632,1265.5,1138.52
10,4.71,1680.0,24.96,3061.0,100.0,0.0,0.0,0.0,4.71,1274.31,1151.1
11,4.656,1687.0,14.35,3063.0,99.96,0.0,712.0,0.31,4.656,1263.86,1147.87
12,4.649,1700.0,15.94,3065.0,100.0,0.0,0.0,0.0,4.649,1270.34,1150.35
13,4.647,1675.0,15.33,3065.0,99.94,0.0,0.0,0.0,4.647,1262.42,1123.77
14,4.604,1711.0,17.58,3069.0,99.82,0.0,0.0,0.0,4.604,1282.8,1114.24
15,4.644,1705.0,15.64,3066.0,99.74,0.0,0.0,0.0,4.644,1269.14,1140.72
16,4.632,1710.0,17.12,3067.0,99.94,0.0,0.0,0.0,4.632,1272.93,1123.59
17,4.645,1689.0,16.99,3066.0,99.9,0.0,0.0,0.0,4.645,1271.48,1136.95
18,4.673,1689.0,13.95,3062.0,100.0,0.0,0.0,0.0,4.673,1270.52,1151.84
19,4.662,1701.0,14.64,3065.0,100.0,0.0,0.0,0.0,4.662,1272.05,1136.04
20,4.654,1726.0,16.3,3066.0,100.0,0.0,0.0,0.0,4.654,1266.72,1136.09
21,4.664,1688.0,14.76,3064.0,99.95,0.0,0.0,0.0,4.664,1267.8,1131.51
22,4.625,1698.0,17.53,3069.0,99.36,0.0,0.0,0.0,4.625,1269.3,1129.65
23,4.657,1675.0,15.3,3066.0,99.97,0.0,0.0,0.0,4.657,1262.85,1127.08
24,4.677,1747.0,15.75,3065.0,100.0,0.0,713.0,0.31,4.677,1266.82,1137.12
25,4.653,1698.0,16.74,3069.0,99.99,0.0,0.0,0.0,4.653,1265.43,1127.67
26,4.682,1720.0,18.18,3066.0,100.0,0.0,708.0,0.22,4.682,1282.7,1150.83
27,4.677,1695.0,14.27,3063.0,99.96,0.0,0.0,0.0,4.677,1262.42,1136.32
28,4.691,1684.0,14.72,3066.0,99.91,0.0,0.0,0.0,4.691,1276.28,1136.7
29,4.664,1693.0,15.61,3064.0,99.89,0.0,0.0,0.0,4.664,1259.14,1130.03
30,4.662,1701.0,14.77,3066.0,99.91,0.0,0.0,0.0,4.662,1260.54,1135.01
31,4.633,1721.0,17.26,3070.0,99.64,0.0,0.0,0.0,4.633,1260.12,1113.62
32,4.64,1731.0,18.65,3071.0,99.9,0.0,0.0,0.0,4.64,1271.46,1111.3
33,4.658,1673.0,18.33,3067.0,99.9,0.0,0.0,0.0,4.658,1277.96,1158.56
34,4.652,1719.0,16.63,3067.0,99.83,0.0,0.0,0.0,4.652,1262.78,1122.5
35,4.687,1660.0,13.29,3064.0,99.87,0.0,0.0,0.0,4.687,1264.96,1135.62
36,4.713,1712.0,13.9,3063.0,99.76,0.0,0.0,0.0,4.713,1279.45,1150.81
37,4.695,1705.0,16.25,3066.0,100.0,0.0,0.0,0.0,4.695,1257.58,1142.56
38,4.659,1690.0,16.34,3067.0,99.9,0.0,0.0,0.0,4.659,1277.43,1124.08
39,4.747,1681.0,26.02,3064.0,99.88,0.0,0.0,0.0,4.747,1270.16,1123.49
40,4.703,1716.0,15.87,3064.0,99.99,0.0,712.0,0.31,4.703,1277.97,1147.39
41,4.672,1715.0,16.14,3067.0,99.79,0.0,0.0,0.0,4.672,1269.78,1121.21
42,4.692,1677.0,16.01,3066.0,99.99,0.0,0.0,0.0,4.692,1266.76,1124.82
43,4.669,1726.0,18.06,3068.0,99.83,0.0,0.0,0.0,4.669,1277.97,1145.78
44,4.697,1661.0,14.23,3065.0,100.0,0.0,0.0,0.0,4.697,1261.31,1133.87
45,4.701,1743.0,14.57,3064.0,99.92,0.0,0.0,0.0,4.701,1268.39,1131.42
46,4.617,1725.0,19.74,3073.0,99.34,0.0,0.0,0.0,4.617,1267.31,1117.06
47,4.665,1701.0,16.81,3068.0,99.68,0.0,0.0,0.0,4.665,1276.24,1120.26
48,4.664,1710.0,18.72,3069.0,99.86,0.0,715.0,0.51,4.664,1263.25,1126.98
49,4.66,1677.0,17.45,3070.0,99.79,0.0,0.0,0.0,4.66,1266.16,1116.56
50,4.677,1673.0,15.76,3066.0,99.37,0.0,0.0,0.0,4.677,1272.73,1135.72
51,4.707,1692.0,15.53,3065.0,99.98,0.0,0.0,0.0,4.707,1274.95,1123.01
52,4.698,1683.0,20.65,3069.0,99.87,0.0,0.0,0.0,4.698,1261.01,1131.5
53,4.741,1707.0,16.24,3062.0,100.0,0.0,714.0,0.41,4.741,1281.57,1134.21
54,4.643,1722.0,19.24,3071.0,99.75,0.0,0.0,0.0,4.643,1272.18,1121.35
55,4.704,1687.0,16.53,3065.0,99.53,0.0,0.0,0.0,4.704,1278.82,1153.25
56,4.704,1655.0,15.13,3065.0,99.99,0.0,0.0,0.0,4.704,1263.75,1128.97
57,4.646,1717.0,18.52,3072.0,99.79,0.0,0.0,0.0,4.646,1255.95,1123.68
58,4.679,1677.0,15.66,3068.0,99.5,0.0,0.0,0.0,4.679,1269.39,1130.87
59,4.679,1695.0,16.87,3069.0,99.91,0.0,0.0,0.0,4.679,1263.16,1122.17
60,4.689,1691.0,15.89,3068.0,99.98,0.0,0.0,0.0,4.689,1265.17,1117.64
61,4.682,1729.0,14.82,3066.0,99.41,0.0,0.0,0.0,4.682,1261.35,1128.12
62,4.721,1676.0,14.68,3065.0,99.87,0.0,0.0,0.0,4.721,1264.88,1143.11
63,4.725,1677.0,14.16,3063.0,100.0,0.0,0.0,0.0,4.725,1273.4,1131.73
64,4.719,1706.0,14.04,3065.0,99.79,0.0,0.0,0.0,4.719,1275.15,1124.98
65,4.747,1686.0,12.99,3062.0,100.0,0.0,0.0,0.0,4.747,1262.7,1149.07
66,4.738,1693.0,13.11,3061.0,99.99,0.0,0.0,0.0,4.738,1266.39,1145.19
67,4.657,1698.0,18.45,3072.0,99.85,0.0,0.0,0.0,4.657,1268.92,1112.96
68,4.725,1657.0,13.83,3065.0,99.91,0.0,0.0,0.0,4.725,1268.32,1125.36
69,4.755,1646.0,26.12,3065.0,99.42,0.0,0.0,0.0,4.755,1264.24,1140.27
70,4.765,1699.0,13.23,3061.0,100.0,0.0,0.0,0.0,4.765,1284.78,1140.83
71,4.718,1704.0,16.09,3066.0,99.82,0.0,0.0,0.0,4.718,1267.76,1136.68
72,4.715,1684.0,15.33,3066.0,99.99,0.0,712.0,0.31,4.715,1263.13,1121.0
73,4.722,1676.0,14.6,3065.0,99.92,0.0,0.0,0.0,4.722,1276.69,1120.85
74,4.691,1712.0,17.17,3067.0,99.77,0.0,0.0,0.0,4.691,1271.58,1139.72
75,4.714,1674.0,15.22,3065.0,99.85,0.0,0.0,0.0,4.714,1263.27,1127.4
76,4.717,1689.0,14.88,3065.0,99.92,0.0,0.0,0.0,4.717,1263.11,1131.81
77,4.706,1694.0,14.81,3067.0,99.87,0.0,0.0,0.0,4.706,1258.27,1118.94
78,4.734,1668.0,14.46,3065.0,99.99,0.0,0.0,0.0,4.734,1275.32,1139.0
79,4.687,1656.0,16.59,3068.0,99.75,0.0,0.0,0.0,4.687,1259.08,1116.67
80,4.685,1669.0,15.76,3067.0,99.61,0.0,0.0,0.0,4.685,1262.1,1116.09
81,4.725,1720.0,15.62,3065.0,99.95,0.0,0.0,0.0,4.725,1269.31,1134.31
82,4.688,1687.0,16.33,3068.0,99.83,0.0,0.0,0.0,4.688,1258.1,1119.25
83,4.708,1691.0,15.33,3066.0,99.92,0.0,0.0,0.0,4.708,1274.92,1123.46
84,4.713,1696.0,16.29,3067.0,100.0,0.0,0.0,0.0,4.713,1266.6,1144.99
85,4.712,1706.0,15.4,3065.0,99.55,0.0,0.0,0.0,4.712,1273.7,1135.89
86,4.712,1710.0,16.67,3066.0,99.82,0.0,0.0,0.0,4.712,1261.13,1122.16
87,4.718,1663.0,15.52,3067.0,99.96,0.0,0.0,0.0,4.718,1275.97,1116.93
88,4.665,1734.0,17.45,3069.0,99.45,0.0,0.0,0.0,4.665,1266.39,1116.63
89,4.757,1656.0,12.93,3061.0,100.0,0.0,0.0,0.0,4.757,1264.97,1135.61
90,4.741,1681.0,14.59,3064.0,99.99,0.0,0.0,0.0,4.741,1268.53,1143.4
91,4.722,1631.0,14.6,3064.0,99.86,0.0,0.0,0.0,4.722,1265.24,1120.64
92,4.695,1686.0,15.1,3067.0,99.67,0.0,0.0,0.0,4.695,1252.4,1120.39
93,4.72,1684.0,15.25,3064.0,99.97,0.0,0.0,0.0,4.72,1261.79,1145.07
94,4.715,1674.0,15.34,3066.0,99.83,0.0,0.0,0.0,4.715,1262.16,1118.78
95,4.931,1697.0,17.01,3062.0,99.66,0.0,0.0,0.0,4.931,1255.95,1118.96
96,4.716,1682.0,15.56,3064.0,99.47,0.0,0.0,0.0,4.716,1274.49,1135.22
97,4.728,1716.0,15.56,3066.0,99.97,0.0,0.0,0.0,4.728,1272.34,1120.69
98,4.75,1690.0,26.95,3066.0,99.75,0.0,0.0,0.0,4.75,1268.77,1124.39
99,4.734,1661.0,14.32,3062.0,99.99,0.0,0.0,0.0,4.734,1265.76,1136.46
100,4.728,1687.0,14.64,3065.0,99.75,0.0,0.0,0.0,4.728,1267.41,1118.09
101,4.755,1694.0,15.52,3064.0,99.97,0.0,0.0,0.0,4.755,1275.07,1145.36
102,4.748,1659.0,13.71,3062.0,100.0,0.0,0.0,0.0,4.748,1263.98,1131.81
103,4.698,1697.0,16.73,3065.0,99.02,0.0,712.0,0.32,4.698,1275.79,1124.09
104,4.726,1696.0,15.52,3063.0,99.85,0.0,0.0,0.0,4.726,1267.39,1139.31
105,4.834,1788.0,39.16,3068.0,99.34,0.0,710.0,0.22,4.834,1275.52,1112.46
106,4.777,1668.0,13.11,3061.0,99.93,0.0,0.0,0.0,4.777,1269.21,1136.95
107,4.772,1677.0,14.2,3060.0,100.0,0.0,712.0,0.32,4.772,1270.66,1153.01
108,4.716,1660.0,15.71,3066.0,99.9,0.0,0.0,0.0,4.716,1266.09,1115.74
109,4.68,1697.0,17.4,3069.0,99.71,0.0,0.0,0.0,4.68,1263.31,1109.06
110,4.712,1692.0,16.64,3067.0,99.92,0.0,0.0,0.0,4.712,1268.93,1120.76
111,4.753,1661.0,13.95,3063.0,99.87,0.0,0.0,0.0,4.753,1260.67,1134.09
112,4.724,1678.0,14.92,3064.0,99.92,0.0,0.0,0.0,4.724,1268.71,1130.61
113,4.747,1686.0,13.67,3064.0,99.84,0.0,0.0,0.0,4.747,1264.31,1121.19
114,4.721,1704.0,16.67,3063.0,99.92,0.0,0.0,0.0,4.721,1263.51,1138.08
115,4.744,1689.0,22.33,3067.0,99.77,0.0,0.0,0.0,4.744,1269.44,1119.96
116,5.252,1723.0,100.0,3060.0,100.0,0.0,0.0,0.0,5.252,1265.55,1142.06
117,5.593,1943.0,78.53,3042.0,100.0,0.0,0.0,0.0,5.593,1276.95,1130.98
118,5.11,1728.0,52.49,3056.0,100.0,0.0,0.0,0.0,5.11,1284.41,1156.05
119,5.506,1986.0,76.83,3040.0,99.98,0.001,715.0,0.41,5.507,1268.73,1137.99
120,5.206,1838.0,46.7,3050.0,99.97,0.0,0.0,0.0,5.206,1272.63,1121.39
121,5.168,1837.0,62.35,3055.0,99.96,0.0,0.0,0.0,5.168,1265.21,1136.02
122,5.466,1941.0,59.09,3039.0,99.87,0.0,0.0,0.0,5.466,1275.9,1127.89
123,5.383,1825.0,77.97,3054.0,99.97,0.0,0.0,0.0,5.383,1261.26,1158.53
124,5.944,1926.0,100.0,3045.0,99.96,0.0,0.0,0.0,5.944,1272.22,1119.96
125,5.703,1923.0,78.67,3046.0,99.99,0.002,711.0,0.53,5.705,1283.89,1135.69
126,5.32,1757.0,82.02,3060.0,99.79,0.0,0.0,0.0,5.32,1275.55,1122.36
127,5.773,1999.0,73.32,3031.0,100.0,0.001,712.0,0.31,5.774,1265.1,1154.9
128,5.182,1800.0,60.74,3053.0,99.93,0.0,0.0,0.0,5.182,1280.74,1132.36
129,5.424,1868.0,82.94,3047.0,99.97,0.001,711.0,0.53,5.425,1277.55,1128.3
130,5.45,1920.0,70.01,3042.0,99.84,0.0,0.0,0.0,5.45,1268.01,1126.58
131,5.144,1737.0,59.24,3058.0,100.0,0.001,712.0,0.32,5.145,1270.41,1136.55
132,5.648,1972.0,78.71,3037.0,99.91,0.0,0.0,0.0,5.648,1272.48,1143.59
133,5.69,1834.0,54.8,3040.0,100.0,0.0,709.0,0.65,5.693,1281.84,1127.36
134,5.653,1867.0,87.71,3050.0,99.5,0.0,0.0,0.0,5.653,1255.18,1118.7
135,5.279,1947.0,52.7,3046.0,99.75,0.0,709.0,0.43,5.279,1270.05,1113.88
136,5.24,1738.0,57.59,3059.0,100.0,0.0,0.0,0.0,5.24,1277.09,1132.14
137,5.556,1965.0,70.49,3037.0,100.0,0.0,0.0,0.0,5.556,1279.02,1153.08
138,5.328,1829.0,73.8,3050.0,99.52,0.0,0.0,0.0,5.328,1273.77,1140.13
139,5.243,1816.0,59.11,3051.0,100.0,0.0,709.0,0.43,5.243,1273.93,1140.77
140,4.85,1698.0,26.95,3063.0,99.85,0.0,0.0,0.0,4.85,1268.69,1140.05
141,4.72,1683.0,18.3,3067.0,99.96,0.0,0.0,0.0,4.72,1265.42,1121.84
142,4.781,1708.0,16.15,3062.0,100.0,0.0,0.0,0.0,4.781,1270.35,1158.68
143,4.754,1710.0,17.38,3065.0,100.0,0.0,713.0,0.31,4.754,1272.37,1132.54
144,4.847,1713.0,29.42,3065.0,100.0,0.0,709.0,0.22,4.847,1279.8,1141.57
145,4.776,1673.0,18.84,3064.0,99.95,0.0,0.0,0.0,4.776,1266.7,1121.2
146,4.798,1642.0,14.4,3063.0,100.0,0.0,0.0,0.0,4.798,1274.63,1146.41
147,5.25,1728.0,97.82,3062.0,99.9,0.0,709.0,0.22,5.25,1271.92,1136.4
148,5.068,1757.0,65.05,3062.0,99.81,0.0,0.0,0.0,5.068,1287.22,1131.38
149,4.837,1684.0,22.67,3063.0,100.0,0.0,708.0,0.43,4.837,1264.38,1147.31
150,4.773,1689.0,13.49,3060.0,100.0,0.0,0.0,0.0,4.773,1271.65,1137.01
151,4.756,1624.0,13.83,3064.0,99.72,0.0,0.0,0.0,4.756,1254.4,1126.55
152,4.742,1688.0,15.75,3065.0,99.95,0.0,0.0,0.0,4.742,1277.34,1124.07
153,4.745,1654.0,16.18,3066.0,99.84,0.0,0.0,0.0,4.745,1256.7,1115.54
154,4.759,1655.0,14.33,3063.0,99.85,0.0,0.0,0.0,4.759,1260.64,1137.31
155,4.76,1683.0,13.93,3063.0,99.88,0.0,0.0,0.0,4.76,1267.62,1134.15
156,4.794,1673.0,16.37,3064.0,99.96,0.0,710.0,0.22,4.794,1268.29,1119.76
157,4.748,1674.0,15.22,3064.0,99.97,0.0,0.0,0.0,4.748,1261.56,1122.41
158,4.809,1678.0,27.09,3064.0,99.63,0.0,711.0,0.53,4.809,1259.32,1115.82
159,4.769,1694.0,13.14,3062.0,100.0,0.0,0.0,0.0,4.769,1264.56,1146.69
160,4.754,1677.0,14.8,3064.0,99.77,0.0,0.0,0.0,4.754,1267.2,1127.88
161,4.738,1684.0,16.73,3066.0,99.96,0.001,713.0,0.31,4.739,1265.65,1117.34
162,4.752,1705.0,16.0,3065.0,99.96,0.0,0.0,0.0,4.752,1261.21,1129.96
163,4.774,1660.0,22.8,3067.0,99.38,0.001,708.0,0.22,4.775,1264.31,1091.99
164,4.789,1685.0,13.98,3061.0,100.0,0.0,0.0,0.0,4.789,1261.19,1151.79
165,4.731,1657.0,18.19,3067.0,99.32,0.0,711.0,0.53,4.731,1268.65,1118.69
166,4.749,1673.0,16.03,3066.0,99.99,0.002,715.0,0.51,4.751,1264.23,1120.22
167,4.754,1689.0,15.36,3064.0,99.98,0.0,0.0,0.0,4.754,1264.1,1127.36
168,4.706,1650.0,16.51,3068.0,99.57,0.0,0.0,0.0,4.706,1253.03,1105.61
169,4.788,1596.0,12.66,3059.0,100.0,0.0,0.0,0.0,4.788,1266.37,1146.82
