Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.951,1281.0,28.26,1779.0,48.73,0.001,709.0,0.32,1.952,550.09,482.48
1,4.537,1594.0,21.79,3070.0,99.58,0.0,0.0,0.0,4.537,1282.98,1068.93
2,4.756,1778.0,26.23,3058.0,100.0,0.0,0.0,0.0,4.756,1434.79,1157.44
3,4.768,1737.0,25.4,3059.0,100.0,0.0,0.0,0.0,4.768,1428.57,1166.45
4,4.728,1780.0,28.28,3063.0,99.87,0.0,0.0,0.0,4.728,1411.42,1151.13
5,4.651,1705.0,26.77,3068.0,99.65,0.0,0.0,0.0,4.651,1303.21,1162.69
6,4.694,1700.0,26.11,3067.0,99.86,0.0,0.0,0.0,4.694,1307.0,1153.75
7,4.7,1689.0,23.65,3067.0,100.0,0.0,0.0,0.0,4.7,1305.03,1156.18
8,4.738,1761.0,30.61,3064.0,99.96,0.001,715.0,0.51,4.739,1368.16,1149.01
9,4.738,1789.0,34.34,3064.0,99.91,0.001,714.0,0.41,4.739,1412.71,1149.16
10,4.738,1725.0,22.12,3062.0,100.0,0.0,0.0,0.0,4.738,1385.9,1160.59
11,4.728,1738.0,24.53,3065.0,100.0,0.0,0.0,0.0,4.728,1337.69,1144.49
12,4.688,1702.0,30.22,3070.0,99.71,0.001,713.0,0.63,4.689,1306.84,1163.58
13,4.723,1728.0,23.83,3066.0,99.91,0.0,0.0,0.0,4.723,1293.79,1155.81
14,4.733,1725.0,25.09,3066.0,100.0,0.001,712.0,0.32,4.734,1298.81,1157.07
15,4.713,1687.0,23.17,3067.0,99.85,0.0,0.0,0.0,4.713,1301.15,1151.67
16,4.746,1754.0,31.12,3066.0,99.8,0.0,0.0,0.0,4.746,1407.94,1158.89
17,4.739,1821.0,29.19,3063.0,99.86,0.0,0.0,0.0,4.739,1415.71,1147.61
18,4.727,1809.0,33.73,3066.0,99.71,0.0,0.0,0.0,4.727,1398.9,1143.32
19,4.777,1743.0,23.57,3062.0,100.0,0.0,0.0,0.0,4.777,1364.33,1160.83
20,4.736,1720.0,25.56,3066.0,100.0,0.0,0.0,0.0,4.736,1307.72,1158.72
21,4.742,1695.0,25.27,3066.0,100.0,0.003,712.0,0.63,4.745,1294.86,1154.54
22,4.744,1701.0,23.7,3066.0,100.0,0.0,0.0,0.0,4.744,1301.83,1156.05
23,4.685,1744.0,29.45,3072.0,99.6,0.0,0.0,0.0,4.685,1307.48,1150.18
24,4.761,1692.0,22.45,3065.0,100.0,0.0,0.0,0.0,4.761,1304.63,1153.17
25,4.698,1733.0,26.08,3070.0,99.67,0.0,0.0,0.0,4.698,1304.07,1161.06
26,4.756,1715.0,22.28,3066.0,100.0,0.0,0.0,0.0,4.756,1299.29,1154.94
27,4.76,1681.0,23.17,3066.0,100.0,0.002,711.0,0.53,4.762,1291.63,1157.19
28,4.726,1713.0,25.09,3068.0,99.88,0.0,0.0,0.0,4.726,1295.48,1152.2
29,4.955,1733.0,26.27,3066.0,99.83,0.0,709.0,0.43,4.955,1281.86,1152.47
30,4.709,1700.0,20.43,3067.0,99.79,0.0,0.0,0.0,4.709,1272.84,1146.37
31,4.736,1728.0,25.94,3068.0,99.86,0.0,0.0,0.0,4.736,1298.6,1155.4
32,4.734,1710.0,22.98,3068.0,99.8,0.0,0.0,0.0,4.734,1293.75,1158.54
33,4.756,1737.0,24.56,3067.0,99.83,0.0,0.0,0.0,4.756,1306.96,1159.79
34,4.748,1717.0,23.86,3067.0,99.88,0.0,0.0,0.0,4.748,1291.77,1153.62
35,4.759,1722.0,23.88,3067.0,99.86,0.0,0.0,0.0,4.759,1299.58,1157.75
36,4.73,1697.0,25.19,3069.0,99.71,0.0,0.0,0.0,4.73,1292.8,1151.56
37,4.742,1704.0,26.19,3069.0,99.85,0.0,0.0,0.0,4.742,1317.12,1147.33
38,4.793,1707.0,36.81,3068.0,99.79,0.0,0.0,0.0,4.793,1300.25,1161.36
39,4.689,1714.0,27.31,3073.0,99.57,0.0,0.0,0.0,4.689,1276.6,1160.24
40,4.745,1706.0,25.2,3068.0,99.81,0.0,0.0,0.0,4.745,1303.34,1146.26
41,4.756,1673.0,23.98,3068.0,99.86,0.0,0.0,0.0,4.756,1307.15,1159.64
42,4.729,1745.0,23.84,3069.0,99.72,0.0,0.0,0.0,4.729,1295.16,1157.49
43,4.786,1699.0,24.25,3066.0,100.0,0.0,0.0,0.0,4.786,1307.94,1153.43
