Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.972,1240.0,26.44,1819.0,49.28,0.001,701.0,0.26,1.973,517.55,495.8
1,4.489,1510.0,19.9,3073.0,99.98,0.0,720.0,0.17,4.489,1153.85,1079.72
2,4.66,1685.0,18.12,3064.0,99.8,0.0,0.0,0.0,4.66,1254.8,1158.38
3,4.668,1682.0,15.95,3063.0,100.0,0.0,0.0,0.0,4.668,1260.87,1147.84
4,4.677,1658.0,20.28,3064.0,99.78,0.0,0.0,0.0,4.677,1253.26,1155.84
5,4.646,1673.0,23.69,3068.0,99.74,0.0,0.0,0.0,4.646,1242.75,1144.03
6,4.662,1684.0,22.27,3068.0,99.74,0.0,0.0,0.0,4.662,1253.3,1155.04
7,4.706,1683.0,19.69,3066.0,100.0,0.0,0.0,0.0,4.706,1256.82,1151.12
8,4.707,1683.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.707,1255.32,1149.67
9,4.642,1698.0,23.17,3071.0,99.62,0.001,712.0,0.32,4.643,1244.65,1159.34
10,4.704,1668.0,17.0,3066.0,100.0,0.0,0.0,0.0,4.704,1254.83,1152.58
11,4.69,1679.0,20.16,3068.0,100.0,0.0,0.0,0.0,4.69,1250.92,1153.64
12,4.709,1685.0,21.38,3067.0,100.0,0.0,0.0,0.0,4.709,1258.07,1148.14
13,4.698,1693.0,21.03,3067.0,99.85,0.0,0.0,0.0,4.698,1256.65,1152.31
14,4.7,1684.0,21.5,3067.0,100.0,0.0,0.0,0.0,4.7,1250.54,1153.29
15,4.697,1686.0,22.58,3067.0,99.85,0.0,0.0,0.0,4.697,1259.51,1158.5
16,4.705,1694.0,21.82,3068.0,99.85,0.0,0.0,0.0,4.705,1254.21,1153.97
17,4.728,1679.0,19.36,3066.0,100.0,0.0,0.0,0.0,4.728,1257.12,1151.64
18,4.707,1687.0,21.37,3068.0,99.8,0.0,0.0,0.0,4.707,1253.92,1151.78
19,4.774,1684.0,31.63,3066.0,100.0,0.0,0.0,0.0,4.774,1252.04,1149.79
20,4.725,1658.0,20.12,3066.0,100.0,0.0,0.0,0.0,4.725,1260.91,1151.81
21,4.663,1705.0,23.79,3072.0,99.6,0.0,0.0,0.0,4.663,1246.73,1159.08
22,4.678,1694.0,18.69,3069.0,99.65,0.0,0.0,0.0,4.678,1248.62,1156.7
23,4.722,1673.0,17.78,3066.0,100.0,0.0,0.0,0.0,4.722,1258.94,1150.46
24,4.731,1681.0,21.23,3066.0,100.0,0.0,0.0,0.0,4.731,1259.09,1152.52
25,4.734,1673.0,19.34,3066.0,100.0,0.0,0.0,0.0,4.734,1257.74,1151.86
26,4.722,1662.0,20.83,3068.0,99.85,0.0,0.0,0.0,4.722,1250.7,1151.59
27,4.721,1677.0,21.58,3068.0,100.0,0.0,0.0,0.0,4.721,1251.19,1150.82
28,4.71,1693.0,22.01,3069.0,99.9,0.0,0.0,0.0,4.71,1244.24,1151.5
29,4.723,1702.0,21.43,3068.0,99.85,0.0,0.0,0.0,4.723,1254.92,1154.2
30,4.723,1679.0,22.47,3069.0,99.84,0.0,0.0,0.0,4.723,1242.87,1156.55
31,4.745,1678.0,20.14,3066.0,100.0,0.0,0.0,0.0,4.745,1249.73,1152.26
32,4.723,1683.0,24.44,3069.0,99.98,0.0,714.0,0.41,4.723,1241.9,1156.64
33,4.723,1676.0,24.21,3070.0,99.83,0.0,0.0,0.0,4.723,1244.62,1149.46
34,4.767,1672.0,22.47,3066.0,100.0,0.0,709.0,0.22,4.767,1263.25,1157.11
35,4.734,1683.0,19.06,3068.0,99.92,0.0,0.0,0.0,4.734,1252.86,1153.09
36,4.714,1699.0,21.74,3069.0,99.71,0.0,0.0,0.0,4.714,1254.37,1150.1
37,4.768,1680.0,20.1,3066.0,100.0,0.0,0.0,0.0,4.768,1266.33,1153.79
38,4.753,1667.0,19.2,3066.0,100.0,0.0,0.0,0.0,4.753,1260.49,1153.17
39,4.734,1698.0,20.56,3067.0,99.86,0.0,0.0,0.0,4.734,1257.65,1151.37
40,4.737,1693.0,20.9,3068.0,99.89,0.0,0.0,0.0,4.737,1254.15,1154.27
41,4.737,1676.0,20.03,3068.0,99.85,0.0,0.0,0.0,4.737,1250.89,1145.51
42,4.758,1669.0,19.16,3066.0,100.0,0.0,0.0,0.0,4.758,1258.4,1154.82
43,4.732,1694.0,17.68,3068.0,99.85,0.0,0.0,0.0,4.732,1252.18,1152.16
44,4.766,1691.0,20.21,3066.0,100.0,0.0,0.0,0.0,4.766,1259.76,1152.43
45,4.747,1677.0,21.24,3067.0,99.83,0.0,0.0,0.0,4.747,1257.19,1154.8
46,4.771,1692.0,19.73,3066.0,100.0,0.0,0.0,0.0,4.771,1258.43,1154.57
47,4.738,1668.0,23.58,3069.0,100.0,0.0,0.0,0.0,4.738,1264.17,1148.59
48,4.768,1709.0,21.28,3067.0,99.86,0.0,714.0,0.41,4.768,1256.7,1155.15
49,4.727,1673.0,33.0,3073.0,99.53,0.0,0.0,0.0,4.727,1244.88,1158.24
50,4.743,1694.0,20.28,3068.0,99.89,0.0,0.0,0.0,4.743,1252.44,1153.25
