Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.371,1296.0,24.35,2167.0,58.36,0.0,0.0,0.0,2.371,649.92,621.86
1,4.394,1607.0,19.81,3073.0,96.72,0.001,715.0,0.51,4.395,1223.35,1105.76
2,4.769,1743.0,30.77,3060.0,100.0,0.0,0.0,0.0,4.769,1327.79,1142.75
3,5.093,1767.0,100.0,3066.0,99.91,0.002,708.0,0.22,5.095,1313.32,1128.13
4,4.761,1748.0,31.77,3063.0,99.95,0.0,0.0,0.0,4.761,1324.92,1138.71
5,4.669,1708.0,16.56,3061.0,100.0,0.0,0.0,0.0,4.669,1308.88,1144.25
6,4.709,1692.0,13.88,3058.0,100.0,0.0,0.0,0.0,4.709,1323.34,1156.31
7,4.719,1611.0,12.68,3056.0,100.0,0.0,0.0,0.0,4.719,1310.54,1146.04
8,4.935,1692.0,16.43,3054.0,100.0,0.0,0.0,0.0,4.935,1317.26,1156.42
9,4.691,1709.0,15.52,3060.0,100.0,0.001,712.0,0.32,4.692,1301.24,1153.35
10,4.725,1704.0,13.25,3056.0,100.0,0.0,0.0,0.0,4.725,1317.79,1151.74
11,4.708,1732.0,15.82,3058.0,100.0,0.0,0.0,0.0,4.708,1323.02,1146.64
12,4.677,1694.0,16.24,3063.0,99.98,0.0,0.0,0.0,4.677,1308.71,1141.72
13,4.724,1711.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.724,1307.78,1145.58
14,4.764,1714.0,25.16,3057.0,100.0,0.0,0.0,0.0,4.764,1317.85,1146.51
15,4.635,1673.0,18.03,3066.0,99.66,0.0,0.0,0.0,4.635,1307.56,1119.49
16,4.706,1681.0,14.98,3061.0,99.97,0.0,0.0,0.0,4.706,1313.73,1145.26
17,4.643,1710.0,20.75,3066.0,99.9,0.0,713.0,0.31,4.643,1304.88,1133.06
18,4.687,1702.0,15.54,3063.0,100.0,0.0,0.0,0.0,4.687,1306.59,1129.01
19,4.712,1652.0,14.3,3060.0,99.96,0.001,709.0,0.22,4.713,1306.52,1135.38
20,4.721,1681.0,14.24,3059.0,100.0,0.0,0.0,0.0,4.721,1318.25,1152.94
21,4.711,1691.0,14.54,3059.0,100.0,0.0,0.0,0.0,4.711,1301.67,1139.51
22,4.738,1722.0,13.67,3059.0,100.0,0.0,0.0,0.0,4.738,1323.5,1136.17
23,4.694,1701.0,16.13,3064.0,99.92,0.0,0.0,0.0,4.694,1312.97,1140.32
24,4.723,1702.0,12.95,3058.0,99.55,0.0,0.0,0.0,4.723,1309.03,1146.59
25,4.731,1679.0,14.9,3059.0,100.0,0.0,0.0,0.0,4.731,1315.04,1147.01
26,4.705,1738.0,15.77,3062.0,100.0,0.0,0.0,0.0,4.705,1304.21,1138.77
27,4.737,1755.0,15.43,3060.0,100.0,0.0,0.0,0.0,4.737,1317.56,1148.25
28,4.758,1679.0,12.72,3058.0,100.0,0.0,0.0,0.0,4.758,1317.06,1150.63
29,4.723,1701.0,15.5,3061.0,100.0,0.0,0.0,0.0,4.723,1307.14,1142.74
30,4.712,1717.0,17.37,3062.0,100.0,0.0,0.0,0.0,4.712,1317.82,1153.42
31,4.725,1709.0,15.42,3061.0,100.0,0.0,0.0,0.0,4.725,1308.19,1133.63
32,4.758,1638.0,12.32,3058.0,100.0,0.0,0.0,0.0,4.758,1307.73,1151.67
33,4.708,1703.0,16.74,3062.0,99.51,0.0,0.0,0.0,4.708,1316.87,1148.09
34,4.719,1702.0,17.2,3063.0,99.49,0.0,0.0,0.0,4.719,1324.24,1151.47
35,4.73,1695.0,16.87,3061.0,100.0,0.0,0.0,0.0,4.73,1309.66,1148.99
36,4.736,1718.0,14.88,3059.0,99.95,0.0,0.0,0.0,4.736,1306.48,1138.18
37,4.729,1709.0,15.67,3062.0,100.0,0.0,0.0,0.0,4.729,1305.02,1149.39
38,4.742,1689.0,14.69,3061.0,99.96,0.0,0.0,0.0,4.742,1325.05,1127.62
39,4.698,1689.0,17.31,3066.0,99.62,0.0,0.0,0.0,4.698,1312.91,1119.61
40,4.722,1713.0,16.74,3062.0,99.97,0.0,0.0,0.0,4.722,1318.04,1132.44
41,4.751,1730.0,14.0,3060.0,99.91,0.0,0.0,0.0,4.751,1303.96,1140.93
42,4.715,1686.0,16.19,3063.0,99.95,0.0,0.0,0.0,4.715,1304.4,1130.75
43,4.723,1740.0,16.03,3062.0,99.79,0.0,0.0,0.0,4.723,1325.88,1130.08
44,4.722,1743.0,28.0,3068.0,99.93,0.0,0.0,0.0,4.722,1301.9,1113.05
45,4.718,1719.0,16.47,3064.0,99.94,0.0,0.0,0.0,4.718,1318.26,1127.7
46,4.798,1670.0,11.9,3057.0,100.0,0.0,0.0,0.0,4.798,1306.34,1141.21
47,4.727,1663.0,16.66,3061.0,100.0,0.0,0.0,0.0,4.727,1313.05,1157.89
48,4.742,1700.0,17.08,3061.0,100.0,0.0,713.0,0.31,4.742,1311.24,1134.0
49,4.73,1673.0,15.36,3064.0,99.99,0.0,0.0,0.0,4.73,1313.26,1126.29
50,4.707,1713.0,18.14,3064.0,99.74,0.0,709.0,0.22,4.707,1316.97,1126.79
51,4.735,1710.0,14.72,3062.0,100.0,0.0,0.0,0.0,4.735,1298.21,1131.57
52,4.712,1709.0,19.13,3066.0,99.96,0.0,712.0,0.32,4.712,1313.44,1130.14
53,4.674,1723.0,19.71,3069.0,99.84,0.0,0.0,0.0,4.674,1310.16,1103.37
54,4.753,1718.0,14.19,3062.0,99.91,0.0,0.0,0.0,4.753,1311.44,1132.26
55,4.754,1701.0,15.44,3059.0,99.97,0.0,0.0,0.0,4.754,1311.92,1151.96
56,4.751,1680.0,14.81,3062.0,100.0,0.0,0.0,0.0,4.751,1310.95,1130.37
57,4.721,1680.0,16.82,3064.0,99.95,0.0,0.0,0.0,4.721,1302.56,1130.8
58,4.778,1703.0,15.47,3058.0,100.0,0.0,0.0,0.0,4.778,1317.25,1152.83
59,4.751,1687.0,15.95,3063.0,99.95,0.0,0.0,0.0,4.751,1310.18,1130.1
60,4.754,1684.0,15.35,3063.0,99.99,0.0,0.0,0.0,4.754,1320.02,1139.76
61,4.727,1710.0,15.92,3065.0,99.95,0.0,0.0,0.0,4.727,1291.87,1129.53
62,4.715,1714.0,17.16,3066.0,99.76,0.0,0.0,0.0,4.715,1310.85,1124.63
63,4.799,1659.0,12.8,3056.0,100.0,0.0,0.0,0.0,4.799,1317.44,1143.26
64,4.777,1661.0,14.5,3059.0,100.0,0.0,0.0,0.0,4.777,1304.29,1152.72
65,4.72,1720.0,16.07,3062.0,98.98,0.0,0.0,0.0,4.72,1301.76,1143.35
66,4.834,1736.0,24.19,3060.0,100.0,0.0,0.0,0.0,4.834,1320.64,1148.09
67,4.777,1697.0,16.2,3061.0,100.0,0.0,0.0,0.0,4.777,1319.43,1157.65
