Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
232,4.855,1674.0,23.46,3066.0,100.0,0.0,0.0,0.0,4.855,1294.33,1155.25
233,4.854,1702.0,19.47,3067.0,100.0,0.0,0.0,0.0,4.854,1293.05,1155.48
234,4.834,1682.0,21.64,3067.0,100.0,0.0,0.0,0.0,4.834,1279.05,1155.46
235,4.841,1697.0,24.16,3067.0,99.88,0.0,0.0,0.0,4.841,1282.9,1152.36
236,5.163,1707.0,25.15,3062.0,99.86,0.0,0.0,0.0,5.163,1288.65,1151.38
237,4.83,1688.0,24.52,3068.0,99.71,0.0,0.0,0.0,4.83,1274.27,1155.08
238,4.842,1680.0,22.61,3067.0,100.0,0.0,0.0,0.0,4.842,1275.81,1152.13
239,4.875,1703.0,23.17,3066.0,100.0,0.0,0.0,0.0,4.875,1300.84,1154.08
240,4.86,1693.0,21.54,3066.0,100.0,0.0,0.0,0.0,4.86,1277.72,1153.15
241,4.887,1758.0,25.49,3061.0,99.95,0.0,0.0,0.0,4.887,1399.77,1148.82
242,4.88,1763.0,25.86,3061.0,99.94,0.0,0.0,0.0,4.88,1392.14,1144.96
243,4.912,1758.0,27.15,3060.0,99.81,0.0,0.0,0.0,4.912,1388.01,1153.15
244,4.883,1708.0,23.36,3066.0,100.0,0.0,0.0,0.0,4.883,1294.38,1154.05
245,4.881,1703.0,24.45,3066.0,100.0,0.0,712.0,0.32,4.881,1292.01,1155.41
246,4.874,1727.0,30.06,3067.0,99.9,0.0,0.0,0.0,4.874,1273.3,1152.29
247,4.866,1682.0,22.17,3066.0,100.0,0.0,0.0,0.0,4.866,1281.43,1156.3
248,4.877,1697.0,23.72,3066.0,100.0,0.0,0.0,0.0,4.877,1299.9,1155.02
249,4.841,1698.0,26.73,3067.0,100.0,0.0,0.0,0.0,4.841,1306.47,1155.37
250,4.874,1707.0,24.1,3065.0,100.0,0.0,0.0,0.0,4.874,1299.07,1155.19
251,4.856,1688.0,23.64,3066.0,100.0,0.0,0.0,0.0,4.856,1289.49,1143.53
252,4.817,1710.0,24.32,3068.0,99.71,0.0,0.0,0.0,4.817,1286.63,1158.32
253,4.81,1680.0,19.76,3067.0,99.77,0.0,0.0,0.0,4.81,1265.28,1144.3
254,4.819,1695.0,22.67,3068.0,99.66,0.0,0.0,0.0,4.819,1282.25,1158.01
255,4.854,1709.0,25.78,3067.0,99.87,0.0,0.0,0.0,4.854,1296.6,1157.52
256,4.889,1766.0,29.3,3062.0,100.0,0.0,0.0,0.0,4.889,1390.13,1142.08
257,4.9,1730.0,23.33,3062.0,100.0,0.0,0.0,0.0,4.9,1362.3,1159.18
258,4.863,1691.0,23.0,3066.0,100.0,0.0,714.0,0.41,4.863,1263.51,1150.27
259,4.896,1710.0,36.93,3066.0,99.87,0.0,0.0,0.0,4.896,1289.23,1156.47
260,4.84,1703.0,26.73,3067.0,99.88,0.0,0.0,0.0,4.84,1311.18,1150.38
261,4.91,1779.0,27.3,3060.0,99.93,0.0,712.0,0.32,4.91,1406.2,1148.97
262,4.911,1751.0,24.29,3059.0,100.0,0.0,0.0,0.0,4.911,1398.55,1150.17
263,4.887,1784.0,31.17,3061.0,99.92,0.001,708.0,0.43,4.888,1426.48,1142.79
264,4.932,1779.0,26.35,3059.0,100.0,0.0,0.0,0.0,4.932,1417.76,1153.62
265,4.905,1769.0,25.79,3061.0,100.0,0.0,0.0,0.0,4.905,1390.63,1150.88
266,4.847,1686.0,23.29,3067.0,99.88,0.0,0.0,0.0,4.847,1292.71,1153.4
267,4.846,1711.0,20.87,3067.0,100.0,0.0,0.0,0.0,4.846,1287.55,1151.42
268,4.859,1693.0,22.55,3066.0,100.0,0.0,0.0,0.0,4.859,1301.94,1152.96
269,4.855,1688.0,22.95,3067.0,100.0,0.0,0.0,0.0,4.855,1287.99,1148.66
270,4.856,1706.0,24.44,3066.0,99.89,0.0,0.0,0.0,4.856,1284.96,1159.45
271,4.837,1688.0,24.72,3068.0,99.87,0.0,0.0,0.0,4.837,1293.31,1149.27
272,4.853,1696.0,24.07,3066.0,100.0,0.0,0.0,0.0,4.853,1291.8,1154.16
273,4.758,1697.0,22.45,3069.0,99.4,0.0,0.0,0.0,4.758,1265.78,1155.04
274,4.859,1674.0,21.19,3066.0,100.0,0.0,0.0,0.0,4.859,1281.04,1150.52
