Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.328,1360.0,26.15,2103.0,57.69,0.0,0.0,0.0,2.328,646.1,615.89
1,4.411,1592.0,15.82,3073.0,97.51,0.0,712.0,0.32,4.411,1187.31,1100.56
2,4.635,1730.0,15.02,3064.0,99.99,0.0,0.0,0.0,4.635,1283.21,1126.63
3,4.606,1714.0,16.79,3067.0,99.88,0.0,0.0,0.0,4.606,1282.4,1120.09
4,4.595,1701.0,17.5,3067.0,99.82,0.0,0.0,0.0,4.595,1284.37,1123.62
5,4.602,1694.0,17.28,3068.0,99.89,0.0,0.0,0.0,4.602,1276.77,1130.57
6,4.666,1668.0,13.22,3062.0,99.98,0.0,0.0,0.0,4.666,1282.22,1131.72
7,4.645,1677.0,14.1,3062.0,99.91,0.0,0.0,0.0,4.645,1284.81,1145.14
8,4.621,1694.0,15.95,3065.0,99.99,0.0,0.0,0.0,4.621,1274.74,1134.96
9,4.596,1739.0,18.01,3069.0,99.91,0.001,709.0,0.22,4.597,1274.43,1119.38
10,4.615,1707.0,17.28,3067.0,99.86,0.0,0.0,0.0,4.615,1279.23,1118.66
11,4.662,1708.0,16.72,3065.0,100.0,0.0,712.0,0.32,4.662,1292.95,1140.79
12,4.653,1664.0,14.37,3063.0,99.95,0.0,0.0,0.0,4.653,1268.82,1131.63
13,4.66,1721.0,14.81,3064.0,100.0,0.0,0.0,0.0,4.66,1287.15,1142.18
14,4.656,1693.0,15.23,3064.0,99.85,0.0,0.0,0.0,4.656,1288.68,1124.75
15,4.624,1669.0,16.32,3067.0,99.67,0.0,0.0,0.0,4.624,1278.06,1118.86
16,4.661,1704.0,14.77,3065.0,99.97,0.0,0.0,0.0,4.661,1273.44,1127.31
17,4.643,1696.0,17.09,3068.0,99.88,0.0,0.0,0.0,4.643,1287.28,1144.96
18,4.66,1704.0,17.59,3065.0,100.0,0.0,0.0,0.0,4.66,1274.21,1152.18
19,4.648,1693.0,16.21,3067.0,99.85,0.0,0.0,0.0,4.648,1280.21,1127.3
20,4.643,1715.0,15.33,3066.0,99.93,0.0,0.0,0.0,4.643,1267.19,1122.83
21,4.66,1658.0,15.19,3064.0,99.95,0.0,0.0,0.0,4.66,1276.76,1140.84
22,4.657,1701.0,15.34,3066.0,99.88,0.0,0.0,0.0,4.657,1276.38,1124.08
23,4.675,1663.0,15.25,3064.0,99.91,0.0,0.0,0.0,4.675,1279.25,1132.25
24,4.645,1664.0,15.48,3066.0,99.82,0.0,0.0,0.0,4.645,1273.51,1119.84
25,4.668,1693.0,14.75,3064.0,99.83,0.0,0.0,0.0,4.668,1277.78,1125.61
26,4.72,1709.0,27.02,3065.0,99.99,0.001,712.0,0.32,4.721,1287.76,1130.21
27,4.66,1684.0,16.06,3065.0,99.84,0.0,0.0,0.0,4.66,1276.92,1134.04
28,4.648,1699.0,16.64,3067.0,99.84,0.0,0.0,0.0,4.648,1269.58,1121.17
29,4.681,1692.0,15.08,3064.0,99.96,0.0,0.0,0.0,4.681,1277.3,1128.52
30,4.834,1726.0,20.48,3068.0,99.98,0.0,0.0,0.0,4.834,1264.05,1113.78
31,4.582,1740.0,21.95,3075.0,99.77,0.0,0.0,0.0,4.582,1272.23,1107.02
32,4.63,1664.0,17.63,3069.0,99.68,0.0,0.0,0.0,4.63,1270.16,1117.86
33,4.7,1675.0,13.55,3063.0,100.0,0.0,0.0,0.0,4.7,1276.35,1138.02
34,4.698,1711.0,15.74,3065.0,99.99,0.0,712.0,0.32,4.698,1275.53,1132.6
35,4.688,1698.0,14.37,3063.0,99.74,0.0,0.0,0.0,4.688,1269.32,1128.98
36,4.732,1691.0,12.85,3060.0,100.0,0.0,0.0,0.0,4.732,1289.19,1150.13
37,4.685,1715.0,15.81,3066.0,99.91,0.0,0.0,0.0,4.685,1274.18,1132.27
38,4.664,1692.0,17.11,3066.0,99.85,0.0,0.0,0.0,4.664,1282.28,1120.48
39,4.676,1678.0,15.12,3068.0,99.82,0.0,0.0,0.0,4.676,1263.69,1118.43
40,4.685,1702.0,16.12,3066.0,100.0,0.0,0.0,0.0,4.685,1270.44,1137.7
41,4.664,1664.0,17.04,3068.0,99.98,0.0,0.0,0.0,4.664,1282.29,1112.66
42,4.697,1685.0,15.52,3065.0,99.92,0.0,0.0,0.0,4.697,1279.72,1126.83
43,4.691,1675.0,15.07,3065.0,99.57,0.0,0.0,0.0,4.691,1277.99,1136.6
44,4.681,1693.0,17.2,3068.0,100.0,0.0,0.0,0.0,4.681,1281.02,1119.48
45,4.675,1707.0,15.9,3066.0,99.87,0.0,0.0,0.0,4.675,1273.26,1122.35
46,4.703,1689.0,15.71,3066.0,99.99,0.0,0.0,0.0,4.703,1269.96,1139.27
