Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.92,1227.0,22.63,1740.0,47.58,0.001,712.0,0.32,1.921,546.76,473.01
1,4.607,1639.0,27.17,3069.0,99.77,0.0,0.0,0.0,4.607,1326.13,1084.24
2,4.757,1780.0,28.49,3061.0,99.99,0.0,0.0,0.0,4.757,1439.49,1155.58
3,4.769,1767.0,32.46,3062.0,99.86,0.0,0.0,0.0,4.769,1427.4,1153.04
4,4.724,1796.0,33.78,3065.0,99.83,0.0,0.0,0.0,4.724,1447.18,1162.7
5,4.753,1793.0,31.72,3062.0,99.89,0.0,0.0,0.0,4.753,1486.77,1154.28
6,4.682,1817.0,33.74,3068.0,99.8,0.0,0.0,0.0,4.682,1411.95,1145.99
7,4.741,1769.0,27.19,3063.0,99.91,0.0,0.0,0.0,4.741,1434.93,1160.15
8,4.725,1807.0,31.08,3064.0,99.87,0.0,0.0,0.0,4.725,1452.52,1155.81
9,4.7,1773.0,27.94,3065.0,99.78,0.0,714.0,0.41,4.7,1429.39,1146.65
10,4.684,1810.0,31.57,3067.0,99.83,0.0,0.0,0.0,4.684,1454.87,1151.77
11,4.716,1788.0,27.67,3065.0,99.73,0.0,0.0,0.0,4.716,1417.76,1143.57
12,4.716,1777.0,30.27,3065.0,99.81,0.001,712.0,0.32,4.717,1434.6,1156.72
13,4.772,1757.0,28.29,3061.0,99.87,0.0,0.0,0.0,4.772,1424.24,1154.95
14,4.741,1777.0,30.57,3064.0,99.88,0.0,0.0,0.0,4.741,1435.44,1151.05
15,4.769,1758.0,27.09,3063.0,99.87,0.0,0.0,0.0,4.769,1413.57,1153.63
16,4.708,1793.0,32.61,3067.0,99.8,0.0,0.0,0.0,4.708,1428.84,1143.95
17,4.775,1780.0,28.53,3062.0,99.9,0.0,0.0,0.0,4.775,1432.04,1158.59
18,4.755,1767.0,27.18,3063.0,99.91,0.0,0.0,0.0,4.755,1412.49,1151.56
19,4.751,1779.0,27.79,3064.0,99.85,0.0,0.0,0.0,4.751,1424.02,1149.58
20,4.701,1817.0,36.53,3070.0,99.82,0.0,0.0,0.0,4.701,1460.17,1155.88
21,4.802,1762.0,26.84,3060.0,99.89,0.0,0.0,0.0,4.802,1435.87,1153.03
22,4.782,1792.0,37.26,3065.0,99.88,0.0,0.0,0.0,4.782,1435.54,1154.76
23,4.812,1752.0,27.81,3060.0,99.96,0.0,0.0,0.0,4.812,1450.86,1150.63
24,4.785,1790.0,27.21,3062.0,99.94,0.0,0.0,0.0,4.785,1437.54,1149.79
25,4.739,1759.0,30.65,3067.0,99.79,0.0,0.0,0.0,4.739,1406.76,1157.82
26,4.835,1754.0,24.85,3058.0,100.0,0.0,0.0,0.0,4.835,1438.52,1152.15
27,4.777,1784.0,30.66,3063.0,99.75,0.0,712.0,0.63,4.777,1428.9,1148.05
28,4.826,1750.0,38.0,3063.0,99.77,0.0,0.0,0.0,4.826,1420.17,1153.05
29,4.818,1754.0,23.78,3059.0,100.0,0.0,712.0,0.32,4.818,1464.27,1149.32
30,4.794,1749.0,24.61,3061.0,99.93,0.0,0.0,0.0,4.794,1406.79,1140.01
31,4.807,1803.0,28.45,3061.0,99.94,0.0,0.0,0.0,4.807,1449.44,1159.98
32,4.785,1756.0,28.56,3063.0,99.93,0.0,0.0,0.0,4.785,1443.69,1149.67
33,4.773,1764.0,29.9,3063.0,99.83,0.0,0.0,0.0,4.773,1417.85,1139.63
34,4.838,1744.0,25.49,3058.0,100.0,0.0,0.0,0.0,4.838,1443.28,1154.01
35,4.802,1762.0,27.79,3062.0,99.96,0.0,0.0,0.0,4.802,1433.17,1155.06
36,4.797,1790.0,30.59,3064.0,99.97,0.0,0.0,0.0,4.797,1442.66,1151.82
37,4.736,1797.0,33.38,3068.0,99.73,0.0,0.0,0.0,4.736,1435.87,1143.87
38,4.853,1797.0,27.61,3058.0,100.0,0.0,0.0,0.0,4.853,1472.48,1151.6
39,4.789,1764.0,27.76,3063.0,99.85,0.0,0.0,0.0,4.789,1429.95,1155.43
40,4.841,1761.0,25.65,3059.0,99.94,0.0,0.0,0.0,4.841,1447.32,1149.98
41,4.821,1764.0,29.47,3062.0,99.88,0.0,0.0,0.0,4.821,1444.99,1156.56
42,4.846,1753.0,24.27,3057.0,100.0,0.0,0.0,0.0,4.846,1438.18,1148.2
43,4.818,1774.0,29.83,3062.0,99.88,0.0,712.0,0.32,4.818,1426.26,1150.89
44,4.778,1786.0,28.06,3064.0,99.89,0.0,0.0,0.0,4.778,1431.17,1143.32
45,4.756,1784.0,27.38,3066.0,99.85,0.0,0.0,0.0,4.756,1403.37,1144.29
46,4.857,1764.0,24.07,3059.0,99.92,0.0,0.0,0.0,4.857,1426.33,1152.46
47,4.829,1765.0,26.12,3061.0,99.83,0.0,0.0,0.0,4.829,1413.6,1154.1
48,4.865,1742.0,20.32,3057.0,100.0,0.0,0.0,0.0,4.865,1434.74,1139.71
49,4.803,1735.0,24.52,3063.0,99.83,0.0,0.0,0.0,4.803,1418.23,1160.43
50,4.773,1742.0,27.24,3065.0,99.78,0.0,0.0,0.0,4.773,1393.48,1143.86
51,4.847,1778.0,26.14,3060.0,99.95,0.0,0.0,0.0,4.847,1443.95,1156.0
52,4.83,1752.0,26.03,3061.0,99.92,0.0,0.0,0.0,4.83,1410.98,1148.77
53,4.857,1794.0,27.32,3060.0,99.99,0.0,0.0,0.0,4.857,1456.75,1146.75
54,4.819,1749.0,26.84,3062.0,99.91,0.0,0.0,0.0,4.819,1412.36,1153.38
55,4.88,1741.0,23.67,3057.0,100.0,0.0,0.0,0.0,4.88,1430.26,1142.21
56,4.822,1787.0,29.66,3063.0,99.91,0.0,0.0,0.0,4.822,1454.07,1154.93
57,4.875,1787.0,35.25,3062.0,99.95,0.0,0.0,0.0,4.875,1421.62,1159.4
58,4.809,1776.0,28.71,3064.0,99.84,0.0,0.0,0.0,4.809,1420.95,1147.54
59,4.843,1800.0,28.44,3061.0,99.86,0.0,712.0,0.31,4.843,1436.31,1150.86
60,4.865,1746.0,23.97,3058.0,99.94,0.0,0.0,0.0,4.865,1426.75,1147.27
61,4.876,1763.0,21.7,3057.0,100.0,0.0,0.0,0.0,4.876,1417.23,1155.87
62,4.894,1730.0,26.0,3058.0,100.0,0.0,0.0,0.0,4.894,1436.97,1150.43
63,4.847,1784.0,29.09,3061.0,99.86,0.0,0.0,0.0,4.847,1433.77,1146.37
64,4.851,1762.0,29.63,3062.0,99.92,0.0,0.0,0.0,4.851,1440.13,1156.62
65,4.878,1745.0,26.57,3059.0,100.0,0.0,0.0,0.0,4.878,1449.38,1152.27
66,4.836,1768.0,26.2,3061.0,99.93,0.0,0.0,0.0,4.836,1416.87,1144.05
67,4.824,1757.0,27.24,3063.0,99.92,0.0,0.0,0.0,4.824,1426.3,1159.49
68,4.824,1764.0,22.88,3060.0,99.94,0.0,0.0,0.0,4.824,1435.49,1142.75
69,4.866,1780.0,26.75,3061.0,99.93,0.0,0.0,0.0,4.866,1434.61,1162.89
70,4.878,1761.0,24.92,3058.0,100.0,0.0,0.0,0.0,4.878,1442.57,1146.17
71,4.877,1774.0,24.38,3058.0,100.0,0.0,0.0,0.0,4.877,1440.4,1148.39
72,4.834,1762.0,28.35,3063.0,99.79,0.0,0.0,0.0,4.834,1416.85,1152.95
73,4.852,1797.0,29.3,3062.0,99.94,0.0,0.0,0.0,4.852,1455.26,1148.9
74,4.87,1767.0,26.45,3059.0,99.96,0.0,0.0,0.0,4.87,1438.39,1150.36
75,4.869,1786.0,29.97,3061.0,99.95,0.0,711.0,0.32,4.869,1439.8,1152.06
76,4.867,1766.0,27.42,3060.0,99.98,0.0,0.0,0.0,4.867,1451.91,1142.72
77,4.886,1762.0,24.93,3059.0,99.95,0.0,0.0,0.0,4.886,1441.61,1159.01
78,4.842,1795.0,32.29,3063.0,99.93,0.0,0.0,0.0,4.842,1455.15,1154.31
79,4.87,1760.0,27.13,3061.0,99.99,0.0,0.0,0.0,4.87,1453.15,1148.12
80,4.872,1724.0,25.77,3061.0,99.87,0.0,0.0,0.0,4.872,1412.39,1147.96
81,4.91,1770.0,29.01,3060.0,99.85,0.0,0.0,0.0,4.91,1417.98,1156.5
82,4.871,1769.0,27.08,3060.0,99.95,0.0,0.0,0.0,4.871,1429.56,1149.89
83,4.885,1769.0,29.35,3060.0,100.0,0.0,0.0,0.0,4.885,1476.71,1149.83
84,4.858,1760.0,26.48,3062.0,99.91,0.0,0.0,0.0,4.858,1412.39,1150.42
85,4.873,1796.0,30.44,3061.0,100.0,0.0,0.0,0.0,4.873,1471.45,1150.84
86,4.92,1761.0,25.48,3057.0,100.0,0.0,714.0,0.41,4.92,1445.38,1155.06
87,4.889,1761.0,34.08,3061.0,99.85,0.0,0.0,0.0,4.889,1438.17,1149.59
88,4.844,1736.0,23.72,3062.0,99.85,0.0,0.0,0.0,4.844,1423.45,1150.69
89,4.89,1751.0,22.15,3059.0,99.96,0.0,0.0,0.0,4.89,1422.32,1137.52
90,4.881,1746.0,27.13,3060.0,100.0,0.0,713.0,0.31,4.881,1441.87,1157.78
91,4.851,1767.0,27.57,3062.0,99.86,0.0,0.0,0.0,4.851,1414.54,1145.68
92,4.854,1742.0,26.44,3061.0,99.89,0.0,709.0,0.22,4.854,1415.65,1156.79
93,4.864,1779.0,27.33,3062.0,99.9,0.0,0.0,0.0,4.864,1430.65,1149.48
94,4.885,1761.0,25.43,3060.0,100.0,0.0,0.0,0.0,4.885,1433.8,1148.34
95,4.903,1760.0,23.85,3058.0,100.0,0.0,0.0,0.0,4.903,1430.24,1153.06
96,4.85,1781.0,26.78,3062.0,99.85,0.0,0.0,0.0,4.85,1434.83,1146.86
97,4.889,1759.0,25.36,3060.0,99.95,0.0,0.0,0.0,4.889,1426.86,1153.28
98,4.827,1776.0,30.64,3064.0,99.87,0.0,0.0,0.0,4.827,1434.91,1146.38
99,4.884,1790.0,28.16,3060.0,99.96,0.0,0.0,0.0,4.884,1447.06,1156.35
100,4.872,1744.0,26.24,3061.0,99.9,0.0,0.0,0.0,4.872,1413.62,1149.09
101,4.908,1762.0,24.45,3058.0,100.0,0.0,0.0,0.0,4.908,1427.78,1150.18
102,4.859,1778.0,28.43,3063.0,99.89,0.0,0.0,0.0,4.859,1430.83,1152.16
103,4.888,1767.0,28.33,3060.0,99.91,0.0,0.0,0.0,4.888,1443.93,1153.63
104,4.875,1765.0,27.94,3061.0,99.9,0.0,0.0,0.0,4.875,1433.05,1150.33
