Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.314,1349.0,35.29,2084.0,56.58,0.0,0.0,0.0,2.314,649.6,605.41
1,4.429,1606.0,18.66,3073.0,97.57,0.001,712.0,0.32,4.43,1228.26,1102.37
2,4.658,1695.0,16.21,3060.0,99.53,0.0,0.0,0.0,4.658,1328.21,1149.66
3,4.698,1704.0,14.71,3058.0,100.0,0.0,0.0,0.0,4.698,1312.9,1150.74
4,4.678,1706.0,15.16,3060.0,100.0,0.0,0.0,0.0,4.678,1323.3,1136.77
5,4.711,1713.0,27.41,3062.0,100.0,0.0,0.0,0.0,4.711,1324.02,1156.92
6,4.7,1717.0,14.87,3057.0,100.0,0.0,0.0,0.0,4.7,1327.89,1141.65
7,4.711,1718.0,13.31,3057.0,100.0,0.0,0.0,0.0,4.711,1313.78,1156.8
8,4.681,1712.0,16.12,3062.0,100.0,0.0,0.0,0.0,4.681,1323.08,1136.34
9,4.671,1716.0,16.28,3062.0,99.93,0.0,708.0,0.22,4.671,1311.14,1144.72
10,4.643,1718.0,18.3,3066.0,99.96,0.0,0.0,0.0,4.643,1313.1,1132.2
11,4.718,1723.0,18.07,3059.0,100.0,0.0,0.0,0.0,4.718,1315.95,1152.62
12,4.729,1677.0,14.3,3057.0,100.0,0.0,0.0,0.0,4.729,1321.28,1145.18
13,4.735,1666.0,12.82,3056.0,100.0,0.0,0.0,0.0,4.735,1321.16,1156.0
14,4.721,1710.0,16.47,3059.0,100.0,0.0,712.0,0.32,4.721,1316.13,1150.91
15,4.726,1704.0,13.63,3056.0,100.0,0.0,0.0,0.0,4.726,1319.87,1149.3
16,4.7,1728.0,15.64,3060.0,99.47,0.001,709.0,0.22,4.701,1321.62,1139.4
17,4.713,1721.0,15.32,3060.0,100.0,0.0,0.0,0.0,4.713,1318.39,1145.78
18,4.707,1675.0,15.27,3060.0,99.98,0.0,0.0,0.0,4.707,1319.67,1137.51
19,4.697,1710.0,15.11,3061.0,99.95,0.0,0.0,0.0,4.697,1319.1,1135.0
20,4.689,1697.0,15.46,3062.0,99.83,0.0,0.0,0.0,4.689,1315.14,1130.85
21,4.676,1711.0,17.74,3065.0,99.83,0.0,710.0,0.22,4.676,1302.63,1123.73
22,4.744,1665.0,13.93,3058.0,99.91,0.0,0.0,0.0,4.744,1330.57,1151.89
23,4.742,1678.0,13.64,3058.0,100.0,0.0,0.0,0.0,4.742,1307.25,1139.76
24,4.659,1721.0,18.6,3065.0,99.89,0.0,0.0,0.0,4.659,1315.24,1122.73
