Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
103,4.874,1800.0,43.36,3065.0,99.85,0.0,0.0,0.0,4.874,1437.97,1160.07
104,4.805,1793.0,29.65,3066.0,99.68,0.0,0.0,0.0,4.805,1401.88,1148.34
105,4.805,1821.0,38.42,3067.0,99.76,0.0,0.0,0.0,4.805,1483.09,1148.96
106,4.844,1772.0,30.7,3064.0,99.93,0.0,0.0,0.0,4.844,1455.18,1147.19
107,4.914,1756.0,26.5,3058.0,100.0,0.0,712.0,0.31,4.914,1464.03,1156.38
108,4.885,1745.0,26.33,3060.0,99.96,0.0,0.0,0.0,4.885,1432.32,1151.9
109,4.876,1771.0,26.95,3061.0,99.96,0.0,0.0,0.0,4.876,1441.6,1145.93
110,4.916,1769.0,25.58,3058.0,99.95,0.0,0.0,0.0,4.916,1447.8,1151.37
111,4.848,1766.0,30.91,3061.0,99.81,0.0,0.0,0.0,4.848,1450.87,1153.39
112,4.915,1770.0,26.08,3058.0,100.0,0.0,0.0,0.0,4.915,1448.47,1145.98
113,4.836,1797.0,30.27,3064.0,99.87,0.0,0.0,0.0,4.836,1444.58,1152.63
114,4.938,1742.0,24.86,3057.0,100.0,0.0,0.0,0.0,4.938,1468.25,1144.61
115,4.901,1735.0,23.52,3058.0,100.0,0.0,0.0,0.0,4.901,1442.71,1156.84
116,4.911,1767.0,25.82,3058.0,100.0,0.0,0.0,0.0,4.911,1468.54,1142.53
117,4.809,1757.0,25.51,3063.0,99.84,0.0,0.0,0.0,4.809,1427.34,1151.21
118,4.9,1759.0,25.34,3060.0,99.92,0.0,0.0,0.0,4.9,1432.35,1152.56
119,4.921,1772.0,27.11,3059.0,99.97,0.0,0.0,0.0,4.921,1464.14,1151.53
120,4.83,1804.0,30.79,3063.0,99.8,0.0,0.0,0.0,4.83,1420.11,1145.89
121,4.872,1771.0,27.17,3059.0,99.91,0.0,0.0,0.0,4.872,1428.64,1155.51
122,4.89,1749.0,28.75,3060.0,99.93,0.0,0.0,0.0,4.89,1463.11,1149.44
123,4.856,1753.0,28.25,3061.0,99.81,0.0,0.0,0.0,4.856,1419.23,1149.09
124,5.095,1773.0,32.95,3058.0,99.84,0.0,0.0,0.0,5.095,1429.19,1153.89
125,4.84,1788.0,30.04,3062.0,99.83,0.0,0.0,0.0,4.84,1420.71,1148.23
126,4.838,1762.0,26.72,3061.0,99.72,0.0,0.0,0.0,4.838,1411.35,1151.55
127,4.804,1783.0,32.5,3066.0,99.79,0.0,0.0,0.0,4.804,1436.84,1144.82
128,4.905,1768.0,30.73,3060.0,99.93,0.0,0.0,0.0,4.905,1468.1,1158.57
129,4.913,1757.0,33.44,3061.0,99.96,0.0,0.0,0.0,4.913,1422.15,1141.21
130,4.89,1773.0,27.17,3058.0,99.96,0.0,0.0,0.0,4.89,1430.37,1158.01
131,4.91,1746.0,25.44,3058.0,99.91,0.0,0.0,0.0,4.91,1459.85,1149.15
132,4.912,1761.0,25.09,3058.0,99.98,0.0,714.0,0.41,4.912,1440.18,1147.56
133,4.915,1807.0,44.28,3061.0,99.9,0.0,0.0,0.0,4.915,1464.47,1157.59
134,4.861,1770.0,28.11,3061.0,99.87,0.0,0.0,0.0,4.861,1424.66,1149.18
135,4.872,1765.0,30.94,3062.0,99.96,0.0,0.0,0.0,4.872,1430.16,1154.86
136,4.831,1767.0,28.1,3064.0,99.68,0.0,0.0,0.0,4.831,1425.71,1152.29
137,4.873,1745.0,24.46,3060.0,99.91,0.001,711.0,0.53,4.874,1425.55,1149.08
138,4.941,1765.0,29.57,3059.0,100.0,0.0,0.0,0.0,4.941,1459.7,1148.33
139,4.836,1802.0,31.67,3062.0,99.77,0.0,709.0,0.43,4.836,1426.54,1152.55
140,4.922,1738.0,27.77,3059.0,99.95,0.0,708.0,0.22,4.922,1429.77,1153.35
141,4.948,1770.0,28.24,3057.0,100.0,0.0,708.0,0.22,4.948,1459.17,1146.11
142,4.899,1761.0,28.22,3060.0,99.91,0.0,709.0,0.22,4.899,1439.68,1159.29
143,4.937,1780.0,32.37,3059.0,99.87,0.0,0.0,0.0,4.937,1439.85,1150.0
144,4.867,1780.0,28.12,3060.0,99.88,0.0,0.0,0.0,4.867,1444.4,1151.49
145,4.85,1759.0,28.49,3062.0,99.7,0.0,0.0,0.0,4.85,1414.27,1147.61
146,4.877,1752.0,28.38,3060.0,99.92,0.0,0.0,0.0,4.877,1433.57,1152.0
147,4.89,1763.0,28.71,3061.0,99.9,0.0,0.0,0.0,4.89,1442.33,1154.09
148,4.89,1764.0,28.69,3060.0,99.96,0.0,0.0,0.0,4.89,1434.27,1141.36
149,4.874,1770.0,30.2,3062.0,99.9,0.0,0.0,0.0,4.874,1425.85,1158.67
150,4.913,1771.0,26.92,3058.0,99.95,0.0,0.0,0.0,4.913,1445.4,1144.64
151,4.897,1767.0,27.77,3060.0,99.85,0.0,0.0,0.0,4.897,1442.2,1147.12
152,4.906,1756.0,27.97,3060.0,99.96,0.0,0.0,0.0,4.906,1450.01,1157.67
153,4.877,1768.0,28.73,3060.0,99.92,0.0,0.0,0.0,4.877,1434.14,1147.04
154,4.909,1761.0,27.47,3058.0,100.0,0.0,0.0,0.0,4.909,1441.28,1147.39
155,4.921,1765.0,30.0,3059.0,99.95,0.0,0.0,0.0,4.921,1469.59,1149.26
156,4.886,1744.0,27.25,3060.0,99.94,0.0,0.0,0.0,4.886,1436.09,1153.69
157,4.85,1794.0,28.38,3062.0,99.81,0.0,0.0,0.0,4.85,1463.02,1153.18
158,4.94,1774.0,30.46,3057.0,100.0,0.0,0.0,0.0,4.94,1493.19,1154.58
159,4.887,1770.0,27.92,3060.0,99.91,0.0,0.0,0.0,4.887,1428.74,1147.85
160,4.911,1775.0,26.66,3059.0,99.88,0.0,0.0,0.0,4.911,1438.73,1149.78
161,4.925,1805.0,29.19,3059.0,100.0,0.0,0.0,0.0,4.925,1480.66,1157.83
162,4.951,1755.0,37.65,3059.0,100.0,0.0,0.0,0.0,4.951,1428.35,1150.07
163,4.869,1789.0,30.84,3061.0,99.89,0.0,0.0,0.0,4.869,1441.29,1152.63
164,4.918,1754.0,26.38,3058.0,99.92,0.0,0.0,0.0,4.918,1431.2,1141.66
165,4.916,1716.0,25.98,3059.0,99.95,0.0,0.0,0.0,4.916,1441.18,1155.21
166,4.829,1812.0,33.71,3062.0,99.78,0.0,712.0,0.32,4.829,1449.31,1154.24
167,4.925,1768.0,26.76,3059.0,99.96,0.0,0.0,0.0,4.925,1438.45,1141.69
168,4.922,1782.0,26.25,3059.0,99.91,0.0,0.0,0.0,4.922,1441.08,1159.89
169,4.85,1754.0,28.0,3063.0,99.77,0.0,0.0,0.0,4.85,1422.9,1150.3
170,4.905,1768.0,27.2,3060.0,99.96,0.0,0.0,0.0,4.905,1448.75,1142.28
171,4.906,1746.0,28.95,3060.0,99.9,0.0,712.0,0.32,4.906,1434.19,1159.56
172,4.861,1789.0,28.32,3062.0,99.87,0.0,0.0,0.0,4.861,1441.27,1147.72
173,4.938,1760.0,27.02,3058.0,100.0,0.0,0.0,0.0,4.938,1466.83,1149.52
174,4.885,1756.0,27.71,3062.0,99.9,0.0,0.0,0.0,4.885,1408.95,1151.75
175,4.922,1741.0,26.36,3060.0,99.92,0.0,0.0,0.0,4.922,1434.23,1150.31
176,4.876,1739.0,23.32,3059.0,99.95,0.0,0.0,0.0,4.876,1436.37,1153.74
177,4.929,1745.0,24.99,3058.0,99.92,0.0,0.0,0.0,4.929,1432.36,1141.28
178,4.946,1758.0,26.62,3059.0,99.97,0.0,0.0,0.0,4.946,1455.9,1159.53
179,4.914,1749.0,26.82,3060.0,99.92,0.0,0.0,0.0,4.914,1446.29,1144.93
180,4.885,1760.0,26.68,3060.0,99.82,0.0,0.0,0.0,4.885,1430.67,1149.43
181,4.893,1753.0,29.23,3061.0,99.87,0.0,0.0,0.0,4.893,1435.26,1158.73
182,4.89,1775.0,29.42,3060.0,99.87,0.0,0.0,0.0,4.89,1458.78,1149.96
183,4.847,1761.0,30.68,3062.0,99.73,0.0,0.0,0.0,4.847,1425.2,1150.89
184,4.915,1752.0,27.06,3059.0,99.91,0.0,0.0,0.0,4.915,1437.77,1152.33
185,4.902,1773.0,28.49,3061.0,99.88,0.0,0.0,0.0,4.902,1425.27,1153.71
186,4.919,1768.0,27.53,3059.0,99.91,0.0,0.0,0.0,4.919,1435.8,1140.9
187,4.952,1779.0,27.83,3057.0,99.96,0.0,0.0,0.0,4.952,1473.89,1158.76
188,4.865,1785.0,37.62,3064.0,99.69,0.0,0.0,0.0,4.865,1410.5,1146.11
189,4.967,1748.0,23.97,3057.0,100.0,0.0,0.0,0.0,4.967,1437.23,1155.36
190,4.951,1768.0,31.04,3059.0,99.88,0.0,0.0,0.0,4.951,1460.48,1148.36
191,4.939,1757.0,28.46,3059.0,99.95,0.0,716.0,0.61,4.939,1444.53,1146.86
192,4.899,1766.0,43.01,3063.0,99.85,0.0,0.0,0.0,4.899,1444.18,1156.85
193,4.843,1750.0,29.87,3064.0,99.8,0.0,0.0,0.0,4.843,1398.61,1144.79
194,4.847,1772.0,30.42,3064.0,99.76,0.0,0.0,0.0,4.847,1439.01,1153.51
195,4.899,1749.0,22.54,3059.0,99.85,0.0,0.0,0.0,4.899,1451.04,1146.73
196,4.863,1752.0,30.02,3061.0,99.77,0.0,0.0,0.0,4.863,1455.31,1153.77
197,4.841,1778.0,32.16,3063.0,99.86,0.0,0.0,0.0,4.841,1441.57,1149.24
198,4.903,1755.0,28.17,3061.0,99.87,0.0,0.0,0.0,4.903,1433.66,1153.27
199,4.847,1775.0,32.05,3062.0,99.85,0.0,0.0,0.0,4.847,1446.69,1147.51
200,4.9,1767.0,29.25,3061.0,99.91,0.0,0.0,0.0,4.9,1428.44,1153.89
201,4.856,1777.0,31.12,3063.0,99.81,0.0,0.0,0.0,4.856,1426.33,1149.36
202,4.914,1785.0,28.66,3060.0,99.9,0.002,714.0,0.73,4.916,1436.7,1152.89
203,4.876,1783.0,29.01,3061.0,99.69,0.0,0.0,0.0,4.876,1420.67,1148.57
204,4.851,1791.0,30.72,3063.0,99.85,0.0,708.0,0.22,4.851,1422.23,1150.7
205,4.9,1773.0,27.78,3061.0,99.83,0.0,0.0,0.0,4.9,1425.93,1142.3
206,4.903,1772.0,29.94,3060.0,99.9,0.0,0.0,0.0,4.903,1456.36,1157.87
207,4.859,1798.0,33.44,3064.0,99.75,0.0,0.0,0.0,4.859,1446.55,1143.84
208,4.929,1755.0,28.32,3059.0,99.96,0.0,0.0,0.0,4.929,1452.86,1155.9
209,4.885,1784.0,30.14,3061.0,99.84,0.0,0.0,0.0,4.885,1449.75,1140.23
210,4.907,1759.0,27.73,3061.0,99.83,0.0,0.0,0.0,4.907,1447.17,1159.93
211,4.962,1749.0,26.51,3058.0,99.95,0.0,0.0,0.0,4.962,1462.51,1148.9
212,4.915,1747.0,28.5,3061.0,99.81,0.0,0.0,0.0,4.915,1433.6,1147.19
213,4.909,1766.0,30.46,3061.0,99.93,0.0,0.0,0.0,4.909,1446.47,1152.69
214,4.9,1761.0,26.21,3060.0,99.9,0.0,0.0,0.0,4.9,1435.45,1149.27
215,4.9,1761.0,26.63,3060.0,99.91,0.0,0.0,0.0,4.9,1432.42,1146.26
216,4.912,1754.0,27.61,3059.0,99.76,0.0,0.0,0.0,4.912,1418.91,1145.52
217,4.822,1768.0,34.13,3066.0,99.74,0.0,0.0,0.0,4.822,1414.09,1150.41
218,4.937,1794.0,31.55,3060.0,99.93,0.0,713.0,0.31,4.937,1443.36,1160.39
219,4.956,1762.0,24.52,3058.0,100.0,0.0,0.0,0.0,4.956,1437.05,1140.43
220,4.938,1746.0,25.37,3059.0,99.98,0.0,708.0,0.22,4.938,1436.62,1159.47
221,4.948,1806.0,36.95,3059.0,99.87,0.0,0.0,0.0,4.948,1459.35,1150.84
222,4.935,1796.0,35.29,3060.0,99.89,0.0,0.0,0.0,4.935,1463.3,1146.74
223,4.826,1768.0,31.3,3065.0,99.79,0.0,0.0,0.0,4.826,1415.81,1153.11
224,4.924,1740.0,28.17,3061.0,99.93,0.0,0.0,0.0,4.924,1437.97,1153.93
225,4.893,1790.0,32.06,3061.0,99.92,0.0,0.0,0.0,4.893,1448.77,1150.34
226,4.877,1760.0,27.87,3062.0,99.9,0.0,0.0,0.0,4.877,1410.7,1145.36
227,4.894,1784.0,29.42,3061.0,99.79,0.0,0.0,0.0,4.894,1416.81,1146.41
228,4.891,1790.0,31.71,3061.0,99.87,0.0,0.0,0.0,4.891,1449.99,1158.03
229,4.89,1789.0,30.56,3062.0,99.89,0.0,0.0,0.0,4.89,1445.62,1146.54
230,4.918,1759.0,28.76,3060.0,99.95,0.0,0.0,0.0,4.918,1431.65,1152.13
231,4.908,1773.0,32.45,3061.0,99.92,0.0,0.0,0.0,4.908,1468.89,1150.86
232,4.936,1769.0,30.08,3059.0,100.0,0.0,0.0,0.0,4.936,1462.56,1153.93
233,4.871,1777.0,33.86,3063.0,99.84,0.0,0.0,0.0,4.871,1445.39,1144.9
234,4.838,1746.0,29.22,3044.0,98.64,0.0,712.0,0.63,4.838,1449.12,1153.06
235,4.913,1745.0,24.41,3059.0,99.96,0.0,0.0,0.0,4.913,1436.67,1150.07
236,4.886,1808.0,35.64,3061.0,99.83,0.0,0.0,0.0,4.886,1482.86,1145.59
237,4.939,1783.0,30.48,3059.0,99.95,0.001,712.0,0.31,4.94,1462.94,1158.69
238,4.896,1785.0,29.68,3062.0,99.79,0.0,0.0,0.0,4.896,1425.26,1151.8
239,4.881,1763.0,28.5,3062.0,99.92,0.0,0.0,0.0,4.881,1425.75,1144.75
240,4.917,1785.0,28.38,3059.0,99.97,0.0,0.0,0.0,4.917,1432.92,1149.39
241,4.901,1795.0,30.72,3061.0,99.83,0.0,0.0,0.0,4.901,1436.97,1143.75
242,4.928,1765.0,29.02,3060.0,99.95,0.0,0.0,0.0,4.928,1456.34,1160.31
243,5.233,1787.0,30.74,3056.0,99.8,0.0,0.0,0.0,5.233,1439.86,1153.32
244,4.837,1791.0,32.42,3063.0,99.75,0.0,0.0,0.0,4.837,1429.45,1149.06
245,4.931,1760.0,28.16,3060.0,99.85,0.0,0.0,0.0,4.931,1440.09,1143.96
246,4.876,1816.0,33.37,3063.0,99.82,0.001,714.0,0.41,4.877,1437.32,1158.06
247,4.863,1824.0,37.49,3065.0,99.73,0.0,0.0,0.0,4.863,1405.26,1154.88
248,4.87,1805.0,32.54,3063.0,99.9,0.0,0.0,0.0,4.87,1449.75,1146.66
249,4.91,1764.0,28.82,3061.0,99.85,0.0,0.0,0.0,4.91,1442.22,1153.89
250,4.874,1769.0,33.68,3063.0,99.9,0.003,711.0,0.85,4.877,1456.97,1147.85
251,4.902,1765.0,42.04,3064.0,99.89,0.0,0.0,0.0,4.902,1409.33,1155.37
252,4.903,1747.0,28.88,3061.0,99.85,0.001,712.0,0.32,4.904,1433.69,1150.63
253,4.933,1764.0,29.97,3059.0,99.94,0.0,0.0,0.0,4.933,1478.14,1144.52
254,4.868,1732.0,25.85,3062.0,99.72,0.0,0.0,0.0,4.868,1419.57,1148.88
255,4.943,1735.0,23.17,3058.0,99.97,0.0,0.0,0.0,4.943,1459.68,1159.6
256,4.909,1772.0,28.22,3061.0,99.93,0.0,0.0,0.0,4.909,1431.45,1148.78
257,4.922,1769.0,29.69,3060.0,99.93,0.0,0.0,0.0,4.922,1454.6,1142.94
258,4.916,1776.0,30.22,3060.0,99.95,0.0,0.0,0.0,4.916,1468.09,1155.19
259,4.893,1763.0,28.71,3060.0,99.93,0.0,0.0,0.0,4.893,1434.98,1142.5
260,4.952,1751.0,27.12,3058.0,99.92,0.0,0.0,0.0,4.952,1448.77,1159.29
261,4.888,1776.0,32.52,3062.0,99.78,0.0,0.0,0.0,4.888,1440.22,1149.96
262,5.162,1828.0,66.89,3063.0,99.79,0.0,0.0,0.0,5.162,1444.67,1156.71
263,4.872,1821.0,50.69,3066.0,99.65,0.0,0.0,0.0,4.872,1410.9,1140.45
264,4.98,1749.0,24.63,3057.0,100.0,0.0,0.0,0.0,4.98,1464.11,1161.91
265,4.908,1780.0,29.73,3060.0,99.85,0.0,713.0,0.31,4.908,1456.77,1147.97
266,4.884,1767.0,28.91,3061.0,99.84,0.0,0.0,0.0,4.884,1424.22,1148.66
267,4.867,1765.0,29.14,3063.0,99.85,0.0,0.0,0.0,4.867,1417.36,1148.99
268,4.869,1798.0,31.58,3062.0,99.78,0.0,0.0,0.0,4.869,1437.74,1145.36
269,4.912,1763.0,26.55,3061.0,99.9,0.0,0.0,0.0,4.912,1431.37,1158.51
270,4.939,1766.0,26.73,3058.0,99.96,0.0,0.0,0.0,4.939,1478.44,1144.86
271,4.776,1797.0,33.44,3067.0,99.64,0.0,0.0,0.0,4.776,1404.83,1155.03
272,4.938,1771.0,35.78,3061.0,99.85,0.0,0.0,0.0,4.938,1417.92,1144.81
273,4.895,1796.0,30.59,3061.0,99.83,0.0,0.0,0.0,4.895,1480.42,1155.61
274,4.934,1724.0,24.31,3058.0,100.0,0.0,0.0,0.0,4.934,1465.06,1148.7
