Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
65,4.804,1750.0,32.69,3066.0,99.92,0.0,0.0,0.0,4.804,1430.1,1151.22
66,4.814,1808.0,33.42,3064.0,99.88,0.0,0.0,0.0,4.814,1452.18,1153.97
67,4.826,1774.0,29.56,3062.0,99.9,0.0,0.0,0.0,4.826,1435.66,1153.05
68,4.835,1740.0,28.88,3062.0,99.88,0.0,0.0,0.0,4.835,1429.57,1150.91
69,4.828,1794.0,32.51,3062.0,99.86,0.0,0.0,0.0,4.828,1453.67,1150.37
70,4.875,1775.0,27.49,3058.0,99.96,0.0,0.0,0.0,4.875,1449.3,1151.82
71,4.738,1773.0,35.41,3070.0,99.75,0.0,0.0,0.0,4.738,1408.86,1153.88
72,4.805,1773.0,25.96,3063.0,99.81,0.0,0.0,0.0,4.805,1433.29,1149.45
73,4.822,1760.0,26.27,3063.0,99.9,0.0,0.0,0.0,4.822,1450.09,1151.93
74,4.832,1765.0,27.36,3063.0,99.72,0.0,0.0,0.0,4.832,1432.14,1149.7
75,4.765,1776.0,31.26,3067.0,99.64,0.0,0.0,0.0,4.765,1395.11,1146.68
76,4.829,1806.0,30.99,3063.0,99.9,0.0,0.0,0.0,4.829,1467.65,1152.92
77,4.854,1789.0,29.64,3062.0,99.91,0.0,712.0,0.32,4.854,1453.21,1146.73
78,4.863,1756.0,28.55,3061.0,99.94,0.0,716.0,0.61,4.863,1449.19,1155.98
79,4.797,1765.0,33.43,3067.0,99.7,0.001,708.0,0.22,4.798,1416.1,1144.41
80,4.868,1766.0,27.32,3061.0,99.99,0.0,712.0,0.32,4.868,1435.46,1158.09
81,4.87,1778.0,29.57,3062.0,99.93,0.0,0.0,0.0,4.87,1469.69,1146.4
82,4.802,1781.0,30.31,3065.0,99.67,0.0,0.0,0.0,4.802,1432.92,1152.85
83,4.845,1765.0,30.61,3063.0,99.87,0.0,708.0,0.43,4.845,1432.57,1152.59
84,4.814,1776.0,29.4,3064.0,99.81,0.0,0.0,0.0,4.814,1422.5,1148.99
85,4.879,1767.0,25.23,3060.0,99.96,0.0,0.0,0.0,4.879,1431.34,1153.86
86,4.886,1776.0,27.26,3060.0,99.81,0.0,0.0,0.0,4.886,1460.29,1147.72
87,4.859,1755.0,28.15,3062.0,99.85,0.0,709.0,0.22,4.859,1429.18,1156.92
88,4.857,1762.0,31.99,3063.0,99.97,0.0,0.0,0.0,4.857,1475.03,1152.07
89,4.829,1782.0,29.97,3064.0,99.76,0.0,0.0,0.0,4.829,1437.77,1148.45
90,4.876,1787.0,42.27,3064.0,99.78,0.0,0.0,0.0,4.876,1445.56,1157.48
91,4.825,1766.0,29.79,3065.0,99.79,0.0,0.0,0.0,4.825,1433.28,1145.2
92,4.776,1776.0,27.61,3065.0,99.78,0.003,711.0,0.53,4.779,1407.71,1152.63
93,4.814,1785.0,32.65,3066.0,99.65,0.0,0.0,0.0,4.814,1428.37,1140.14
94,4.821,1764.0,27.11,3064.0,99.89,0.001,712.0,0.31,4.822,1420.48,1151.5
95,4.971,1842.0,46.59,3065.0,99.89,0.0,0.0,0.0,4.971,1470.96,1154.71
96,4.769,1779.0,34.34,3067.0,99.69,0.0,0.0,0.0,4.769,1430.6,1153.84
97,4.873,1761.0,27.86,3061.0,99.93,0.0,0.0,0.0,4.873,1443.64,1151.55
98,4.817,1824.0,31.47,3065.0,99.88,0.0,0.0,0.0,4.817,1433.99,1148.4
99,4.831,1762.0,28.92,3065.0,99.78,0.0,0.0,0.0,4.831,1415.07,1154.08
100,4.85,1760.0,29.79,3063.0,99.83,0.0,0.0,0.0,4.85,1448.91,1147.86
101,4.883,1794.0,28.45,3060.0,99.96,0.0,0.0,0.0,4.883,1443.68,1154.42
102,4.79,1784.0,32.14,3067.0,99.65,0.0,0.0,0.0,4.79,1431.62,1143.99
103,4.878,1751.0,28.51,3061.0,99.86,0.0,0.0,0.0,4.878,1437.09,1160.79
104,4.804,1765.0,32.12,3067.0,99.84,0.0,0.0,0.0,4.804,1419.93,1142.43
105,4.907,1780.0,33.6,3060.0,99.95,0.0,0.0,0.0,4.907,1447.11,1161.04
106,4.832,1781.0,32.77,3064.0,99.65,0.0,0.0,0.0,4.832,1431.6,1154.39
107,4.893,1770.0,27.73,3060.0,99.89,0.0,0.0,0.0,4.893,1465.55,1150.82
108,4.838,1801.0,31.61,3064.0,99.92,0.0,0.0,0.0,4.838,1456.66,1147.07
109,4.879,1769.0,28.75,3062.0,99.94,0.001,714.0,0.41,4.88,1445.71,1155.66
110,4.877,1776.0,27.79,3061.0,99.92,0.0,0.0,0.0,4.877,1459.28,1150.45
111,4.788,1800.0,32.83,3065.0,99.61,0.0,708.0,0.22,4.788,1447.93,1143.9
112,4.809,1797.0,26.1,3063.0,99.89,0.0,0.0,0.0,4.809,1437.92,1158.78
113,4.951,1746.0,23.79,3056.0,100.0,0.0,0.0,0.0,4.951,1469.04,1147.61
114,4.842,1754.0,28.59,3062.0,99.8,0.0,0.0,0.0,4.842,1417.05,1149.18
115,4.883,1770.0,29.36,3060.0,99.93,0.0,0.0,0.0,4.883,1446.84,1156.92
116,4.896,1751.0,25.89,3058.0,99.92,0.0,0.0,0.0,4.896,1448.52,1147.97
117,4.947,1781.0,35.89,3059.0,99.95,0.0,0.0,0.0,4.947,1447.97,1150.97
118,4.854,1803.0,32.05,3062.0,99.83,0.0,0.0,0.0,4.854,1450.5,1147.14
119,4.902,1775.0,37.52,3061.0,99.85,0.0,715.0,0.51,4.902,1427.37,1147.92
120,4.847,1772.0,31.57,3064.0,99.83,0.001,714.0,0.41,4.847,1440.07,1159.05
121,4.819,1789.0,32.89,3065.0,99.85,0.0,0.0,0.0,4.819,1457.78,1140.58
122,4.864,1761.0,30.05,3062.0,99.89,0.0,0.0,0.0,4.864,1439.2,1149.94
123,4.852,1779.0,32.21,3061.0,99.85,0.0,0.0,0.0,4.852,1425.21,1157.95
124,4.905,1766.0,27.86,3057.0,100.0,0.002,712.0,0.53,4.907,1460.32,1146.28
125,4.881,1762.0,29.92,3059.0,99.89,0.0,0.0,0.0,4.881,1458.73,1152.15
126,4.833,1793.0,36.51,3064.0,99.86,0.003,711.0,0.85,4.835,1465.46,1153.43
127,4.865,1800.0,31.22,3062.0,99.83,0.001,709.0,0.22,4.866,1451.75,1153.0
128,4.789,1790.0,36.65,3067.0,99.71,0.0,0.0,0.0,4.789,1424.52,1149.16
129,4.826,1823.0,43.47,3066.0,99.96,0.0,0.0,0.0,4.826,1495.77,1152.27
130,4.883,1763.0,33.37,3060.0,99.91,0.0,0.0,0.0,4.883,1461.63,1150.95
131,4.842,1757.0,26.82,3061.0,99.82,0.0,0.0,0.0,4.842,1413.21,1150.63
132,4.857,1758.0,24.01,3061.0,99.93,0.0,0.0,0.0,4.857,1429.93,1148.14
133,4.906,1755.0,28.89,3058.0,100.0,0.0,0.0,0.0,4.906,1468.34,1149.65
134,4.873,1776.0,29.4,3061.0,99.87,0.0,0.0,0.0,4.873,1440.65,1149.59
135,4.866,1775.0,30.45,3063.0,99.88,0.0,0.0,0.0,4.866,1428.26,1155.7
136,4.839,1766.0,27.73,3063.0,99.84,0.0,0.0,0.0,4.839,1423.98,1150.72
137,4.873,1767.0,27.39,3060.0,99.9,0.0,0.0,0.0,4.873,1435.97,1151.07
138,4.865,1763.0,30.03,3062.0,99.89,0.0,0.0,0.0,4.865,1445.26,1153.77
139,4.843,1755.0,26.79,3062.0,99.7,0.0,0.0,0.0,4.843,1416.14,1145.05
140,4.91,1757.0,27.77,3057.0,100.0,0.0,0.0,0.0,4.91,1463.34,1146.28
141,4.877,1777.0,28.05,3060.0,99.87,0.0,0.0,0.0,4.877,1463.65,1152.21
142,5.09,1796.0,33.9,3058.0,99.92,0.0,0.0,0.0,5.09,1447.76,1149.99
143,4.877,1809.0,29.07,3061.0,99.83,0.0,0.0,0.0,4.877,1445.82,1146.04
144,4.904,1775.0,27.18,3060.0,99.96,0.0,0.0,0.0,4.904,1449.67,1164.39
145,4.867,1764.0,28.54,3061.0,99.78,0.0,0.0,0.0,4.867,1438.58,1145.36
146,4.88,1776.0,29.46,3061.0,99.78,0.0,0.0,0.0,4.88,1446.48,1147.16
147,4.874,1775.0,29.31,3060.0,99.94,0.0,0.0,0.0,4.874,1456.46,1160.66
148,4.826,1821.0,33.78,3064.0,99.87,0.0,0.0,0.0,4.826,1454.72,1149.47
149,4.859,1775.0,41.59,3065.0,99.75,0.0,0.0,0.0,4.859,1434.08,1146.4
150,4.792,1796.0,34.96,3066.0,99.73,0.0,0.0,0.0,4.792,1439.4,1155.78
151,4.849,1749.0,23.99,3062.0,99.86,0.0,0.0,0.0,4.849,1447.52,1153.23
152,4.795,1780.0,29.44,3065.0,99.68,0.0,0.0,0.0,4.795,1393.44,1145.3
153,4.906,1800.0,28.62,3058.0,99.95,0.0,0.0,0.0,4.906,1491.5,1148.16
154,4.882,1782.0,31.84,3060.0,99.91,0.0,0.0,0.0,4.882,1430.5,1153.77
155,4.915,1757.0,28.73,3060.0,99.95,0.0,0.0,0.0,4.915,1468.42,1148.76
156,4.867,1759.0,30.6,3061.0,99.83,0.0,0.0,0.0,4.867,1426.36,1145.76
157,4.837,1806.0,33.63,3063.0,99.83,0.001,710.0,0.53,4.838,1441.5,1159.04
158,4.924,1765.0,29.08,3058.0,99.92,0.0,0.0,0.0,4.924,1488.44,1148.98
159,4.844,1778.0,32.08,3062.0,99.8,0.0,707.0,0.22,4.844,1440.39,1149.94
160,4.854,1772.0,31.21,3063.0,99.88,0.0,0.0,0.0,4.854,1438.65,1150.03
161,4.787,1790.0,36.53,3065.0,99.66,0.0,0.0,0.0,4.787,1429.33,1156.27
162,4.889,1762.0,28.16,3060.0,99.89,0.0,0.0,0.0,4.889,1435.68,1149.88
163,4.891,1801.0,30.37,3059.0,99.95,0.0,0.0,0.0,4.891,1473.38,1143.94
164,4.838,1774.0,31.9,3063.0,99.88,0.0,0.0,0.0,4.838,1417.69,1146.46
165,4.879,1753.0,28.03,3061.0,99.82,0.0,0.0,0.0,4.879,1428.44,1159.36
166,4.863,1791.0,28.96,3061.0,99.9,0.0,0.0,0.0,4.863,1436.54,1153.51
167,4.843,1777.0,29.37,3062.0,99.86,0.0,0.0,0.0,4.843,1442.47,1151.37
168,4.761,1789.0,33.69,3066.0,99.66,0.0,0.0,0.0,4.761,1389.7,1143.28
169,4.872,1784.0,29.41,3060.0,99.79,0.0,0.0,0.0,4.872,1443.96,1148.97
170,4.868,1784.0,29.45,3061.0,99.84,0.0,0.0,0.0,4.868,1439.3,1158.42
171,4.856,1763.0,28.26,3062.0,99.91,0.0,712.0,0.31,4.856,1443.23,1152.73
172,4.838,1802.0,35.11,3064.0,99.7,0.0,0.0,0.0,4.838,1424.15,1140.93
173,4.818,1774.0,33.05,3064.0,99.81,0.0,0.0,0.0,4.818,1435.38,1159.98
174,4.892,1736.0,29.02,3061.0,99.83,0.0,708.0,0.22,4.892,1448.58,1155.01
175,4.819,1786.0,31.8,3064.0,99.81,0.0,0.0,0.0,4.819,1423.1,1149.51
176,4.909,1788.0,34.46,3060.0,99.91,0.0,0.0,0.0,4.909,1452.71,1149.27
177,4.787,1782.0,32.87,3065.0,99.62,0.0,0.0,0.0,4.787,1442.16,1150.27
178,4.88,1754.0,26.23,3059.0,99.93,0.0,714.0,0.41,4.88,1437.63,1152.11
179,4.925,1759.0,39.41,3061.0,99.73,0.0,0.0,0.0,4.925,1450.04,1148.11
180,4.896,1753.0,25.78,3059.0,99.89,0.002,709.0,0.22,4.898,1418.11,1147.65
181,4.846,1787.0,32.2,3063.0,99.76,0.0,0.0,0.0,4.846,1440.01,1156.29
182,4.876,1773.0,28.7,3060.0,99.85,0.0,0.0,0.0,4.876,1448.51,1154.09
183,4.921,1755.0,25.7,3058.0,99.92,0.0,0.0,0.0,4.921,1458.55,1145.15
184,4.791,1795.0,34.41,3065.0,99.71,0.0,0.0,0.0,4.791,1418.66,1155.54
185,4.852,1773.0,30.87,3061.0,99.81,0.0,0.0,0.0,4.852,1410.63,1148.43
186,4.884,1774.0,28.87,3059.0,99.94,0.0,0.0,0.0,4.884,1452.44,1149.29
187,4.905,1792.0,32.15,3059.0,99.96,0.0,0.0,0.0,4.905,1490.04,1155.73
188,4.886,1773.0,30.01,3061.0,99.84,0.0,713.0,0.31,4.886,1445.15,1150.2
189,4.859,1779.0,31.2,3061.0,99.9,0.001,708.0,0.22,4.86,1463.16,1152.29
190,4.887,1765.0,32.79,3060.0,99.8,0.0,709.0,0.22,4.887,1443.45,1150.19
191,4.865,1746.0,24.74,3060.0,99.83,0.0,708.0,0.22,4.865,1443.67,1153.0
192,4.886,1779.0,26.98,3059.0,99.91,0.0,0.0,0.0,4.886,1453.9,1146.93
193,4.883,1763.0,29.89,3060.0,99.95,0.0,0.0,0.0,4.883,1463.0,1154.27
194,4.859,1776.0,28.75,3062.0,99.85,0.0,0.0,0.0,4.859,1423.59,1143.39
195,4.871,1752.0,29.07,3062.0,99.96,0.0,0.0,0.0,4.871,1431.11,1159.81
196,4.828,1761.0,28.7,3063.0,99.69,0.0,0.0,0.0,4.828,1415.5,1142.35
197,4.833,1819.0,36.09,3063.0,99.86,0.0,0.0,0.0,4.833,1466.02,1162.58
198,4.853,1759.0,30.3,3062.0,99.78,0.0,0.0,0.0,4.853,1440.8,1148.56
199,4.842,1778.0,30.56,3062.0,99.68,0.0,0.0,0.0,4.842,1441.18,1150.88
200,4.836,1797.0,33.01,3063.0,99.87,0.0,0.0,0.0,4.836,1445.34,1145.93
201,4.896,1794.0,28.66,3059.0,99.95,0.0,0.0,0.0,4.896,1459.8,1144.98
202,4.866,1759.0,28.76,3061.0,99.82,0.0,0.0,0.0,4.866,1434.88,1156.6
203,4.885,1771.0,28.46,3060.0,99.82,0.0,0.0,0.0,4.885,1454.93,1152.86
204,4.799,1789.0,33.19,3065.0,99.65,0.0,0.0,0.0,4.799,1411.03,1142.84
205,4.872,1753.0,27.07,3060.0,99.87,0.0,0.0,0.0,4.872,1446.25,1148.36
206,4.948,1755.0,25.72,3057.0,99.96,0.0,0.0,0.0,4.948,1469.11,1162.07
207,4.851,1787.0,29.93,3062.0,99.81,0.0,0.0,0.0,4.851,1457.36,1148.91
208,4.888,1799.0,40.44,3063.0,99.88,0.0,0.0,0.0,4.888,1439.75,1155.36
209,4.805,1791.0,32.24,3065.0,99.76,0.0,0.0,0.0,4.805,1397.74,1141.53
210,4.866,1757.0,26.98,3061.0,99.85,0.0,0.0,0.0,4.866,1439.15,1156.21
211,4.87,1739.0,23.69,3059.0,99.94,0.0,0.0,0.0,4.87,1458.25,1150.36
212,4.896,1769.0,30.79,3061.0,99.95,0.0,0.0,0.0,4.896,1459.82,1156.64
213,4.84,1783.0,33.25,3063.0,99.82,0.0,0.0,0.0,4.84,1440.14,1146.74
214,4.88,1754.0,31.75,3062.0,99.86,0.0,0.0,0.0,4.88,1438.53,1149.44
215,4.881,1757.0,31.52,3061.0,99.84,0.0,712.0,0.32,4.881,1436.84,1149.91
216,4.936,1745.0,26.24,3057.0,99.96,0.0,712.0,0.32,4.936,1439.91,1156.66
217,4.851,1799.0,29.2,3061.0,99.81,0.0,0.0,0.0,4.851,1423.82,1147.5
218,4.837,1811.0,34.75,3063.0,99.85,0.001,709.0,0.22,4.838,1445.19,1150.82
219,4.857,1784.0,34.83,3063.0,99.82,0.0,0.0,0.0,4.857,1441.71,1154.05
220,4.956,1736.0,27.5,3057.0,100.0,0.0,711.0,0.32,4.956,1452.33,1142.32
221,4.881,1774.0,30.76,3060.0,99.92,0.0,0.0,0.0,4.881,1445.5,1156.31
222,4.9,1764.0,29.41,3060.0,99.84,0.0,0.0,0.0,4.9,1454.35,1153.78
223,4.889,1753.0,29.4,3061.0,99.83,0.0,0.0,0.0,4.889,1429.79,1154.07
224,4.824,1779.0,31.26,3063.0,99.84,0.0,0.0,0.0,4.824,1402.33,1148.55
225,4.892,1784.0,31.91,3061.0,99.85,0.0,0.0,0.0,4.892,1463.65,1155.09
226,4.877,1799.0,32.17,3061.0,99.85,0.0,0.0,0.0,4.877,1465.78,1149.75
227,4.922,1773.0,26.95,3058.0,99.92,0.001,709.0,0.22,4.923,1444.87,1147.85
228,4.922,1777.0,26.81,3059.0,99.94,0.0,0.0,0.0,4.922,1455.77,1155.41
229,4.902,1793.0,29.73,3059.0,99.88,0.0,0.0,0.0,4.902,1480.95,1150.1
230,4.896,1756.0,29.74,3060.0,99.93,0.0,0.0,0.0,4.896,1441.81,1150.63
231,4.88,1753.0,24.47,3061.0,99.83,0.0,0.0,0.0,4.88,1440.54,1154.93
232,4.869,1756.0,29.06,3061.0,99.82,0.0,0.0,0.0,4.869,1456.92,1149.94
233,4.763,1773.0,33.86,3066.0,99.61,0.0,0.0,0.0,4.763,1402.85,1148.61
234,4.906,1798.0,32.91,3060.0,99.9,0.0,0.0,0.0,4.906,1477.46,1146.19
235,4.828,1779.0,31.38,3062.0,99.85,0.0,0.0,0.0,4.828,1431.62,1151.73
236,4.991,1743.0,31.29,3057.0,100.0,0.0,0.0,0.0,4.991,1472.74,1153.24
237,4.893,1767.0,29.1,3060.0,99.76,0.0,715.0,0.51,4.893,1447.72,1151.85
238,4.922,1789.0,39.64,3061.0,99.78,0.0,0.0,0.0,4.922,1442.2,1152.54
239,4.912,1773.0,30.02,3060.0,99.93,0.002,709.0,0.22,4.914,1461.87,1154.85
240,4.889,1754.0,28.74,3060.0,99.88,0.0,0.0,0.0,4.889,1441.94,1150.24
241,4.873,1768.0,29.14,3060.0,99.76,0.0,0.0,0.0,4.873,1425.87,1145.76
242,4.903,1749.0,27.11,3060.0,99.91,0.0,0.0,0.0,4.903,1427.65,1145.24
243,4.912,1791.0,26.05,3059.0,99.85,0.0,0.0,0.0,4.912,1446.32,1158.77
244,4.85,1787.0,32.52,3063.0,99.77,0.0,0.0,0.0,4.85,1438.37,1150.11
245,4.85,1783.0,31.46,3062.0,99.84,0.0,0.0,0.0,4.85,1433.27,1147.26
246,4.872,1771.0,30.35,3062.0,99.74,0.0,0.0,0.0,4.872,1429.22,1148.51
247,4.909,1775.0,27.21,3059.0,99.94,0.0,0.0,0.0,4.909,1443.19,1157.53
248,4.88,1799.0,29.82,3061.0,99.81,0.0,0.0,0.0,4.88,1431.42,1150.78
249,4.9,1811.0,30.89,3060.0,99.9,0.0,0.0,0.0,4.9,1478.3,1143.36
250,4.906,1749.0,26.95,3060.0,99.81,0.0,0.0,0.0,4.906,1431.29,1155.08
251,4.811,1768.0,28.28,3064.0,99.82,0.0,0.0,0.0,4.811,1422.97,1145.26
252,4.834,1779.0,29.89,3064.0,99.74,0.001,712.0,0.63,4.835,1416.75,1155.56
253,4.868,1741.0,27.89,3061.0,99.78,0.0,0.0,0.0,4.868,1427.38,1145.73
254,4.862,1786.0,34.44,3062.0,99.77,0.0,0.0,0.0,4.862,1447.13,1152.05
255,4.912,1729.0,26.69,3060.0,99.96,0.0,0.0,0.0,4.912,1444.27,1145.13
256,4.952,1778.0,26.44,3059.0,100.0,0.002,709.0,0.22,4.954,1473.89,1155.37
257,4.937,1778.0,26.97,3058.0,99.98,0.0,0.0,0.0,4.937,1464.29,1147.81
258,4.944,1793.0,31.35,3058.0,99.96,0.0,0.0,0.0,4.944,1465.96,1154.51
259,4.875,1809.0,35.42,3063.0,99.76,0.0,0.0,0.0,4.875,1432.45,1144.26
260,4.839,1782.0,32.07,3064.0,99.69,0.0,0.0,0.0,4.839,1425.71,1149.35
261,5.206,1793.0,31.02,3057.0,99.86,0.0,0.0,0.0,5.206,1428.29,1153.5
262,4.883,1764.0,28.7,3061.0,99.76,0.0,0.0,0.0,4.883,1445.75,1150.69
263,4.907,1795.0,30.3,3060.0,99.89,0.0,0.0,0.0,4.907,1450.18,1147.08
264,4.914,1759.0,26.34,3059.0,99.89,0.0,0.0,0.0,4.914,1438.54,1147.25
265,4.831,1799.0,30.04,3063.0,99.74,0.0,0.0,0.0,4.831,1421.81,1154.46
266,4.906,1772.0,29.69,3060.0,99.83,0.0,0.0,0.0,4.906,1456.15,1149.0
267,4.891,1784.0,39.75,3063.0,99.75,0.0,0.0,0.0,4.891,1440.8,1153.22
268,4.918,1753.0,26.52,3059.0,99.94,0.0,0.0,0.0,4.918,1440.92,1147.5
269,4.891,1762.0,29.76,3061.0,99.91,0.0,0.0,0.0,4.891,1440.8,1150.32
270,4.876,1782.0,30.74,3061.0,99.79,0.0,0.0,0.0,4.876,1445.13,1145.33
271,4.827,1741.0,28.22,3063.0,99.78,0.0,0.0,0.0,4.827,1436.32,1152.89
272,4.9,1756.0,25.83,3059.0,99.95,0.0,0.0,0.0,4.9,1457.82,1144.5
273,4.857,1765.0,30.2,3063.0,99.73,0.0,0.0,0.0,4.857,1427.89,1151.45
274,4.888,1735.0,29.41,3061.0,99.84,0.0,0.0,0.0,4.888,1440.37,1151.11
