Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
112,4.703,1706.0,14.41,3063.0,100.0,0.0,0.0,0.0,4.703,1231.16,1131.51
113,4.699,1660.0,13.91,3068.0,99.78,0.0,0.0,0.0,4.699,1236.73,1114.91
114,4.748,1648.0,12.13,3062.0,100.0,0.0,0.0,0.0,4.748,1239.44,1145.9
115,4.736,1670.0,14.01,3063.0,100.0,0.0,0.0,0.0,4.736,1233.26,1140.39
116,4.727,1690.0,13.89,3065.0,99.81,0.0,0.0,0.0,4.727,1242.17,1132.61
117,5.022,1657.0,16.08,3056.0,100.0,0.0,0.0,0.0,5.022,1238.4,1152.85
118,4.72,1606.0,13.33,3068.0,99.94,0.0,0.0,0.0,4.72,1235.1,1113.77
119,4.792,1687.0,23.76,3061.0,100.0,0.0,0.0,0.0,4.792,1240.0,1149.29
120,4.753,1666.0,12.01,3061.0,100.0,0.0,0.0,0.0,4.753,1237.83,1144.2
121,4.736,1634.0,14.58,3062.0,100.0,0.0,0.0,0.0,4.736,1234.37,1148.29
122,4.712,1678.0,14.54,3065.0,99.98,0.0,0.0,0.0,4.712,1233.68,1140.71
123,4.755,1590.0,11.24,3062.0,99.98,0.0,0.0,0.0,4.755,1225.38,1142.05
124,4.693,1639.0,14.03,3067.0,99.69,0.0,0.0,0.0,4.693,1233.35,1121.13
125,4.749,1683.0,12.66,3061.0,100.0,0.0,0.0,0.0,4.749,1233.6,1143.45
126,4.704,1683.0,14.69,3067.0,99.98,0.0,0.0,0.0,4.704,1227.29,1126.83
127,4.757,1647.0,12.41,3064.0,100.0,0.0,0.0,0.0,4.757,1245.05,1133.91
128,4.722,1673.0,12.98,3066.0,99.98,0.0,0.0,0.0,4.722,1235.4,1123.53
129,4.75,1664.0,12.58,3062.0,100.0,0.0,0.0,0.0,4.75,1231.12,1150.19
130,4.731,1669.0,12.49,3061.0,100.0,0.0,0.0,0.0,4.731,1243.13,1138.89
131,4.744,1650.0,13.95,3062.0,99.91,0.0,712.0,0.32,4.744,1232.39,1142.95
132,4.729,1648.0,12.24,3061.0,99.93,0.0,0.0,0.0,4.729,1232.32,1141.63
133,4.769,1651.0,11.72,3062.0,100.0,0.0,0.0,0.0,4.769,1240.29,1141.92
134,4.726,1681.0,13.05,3063.0,100.0,0.0,0.0,0.0,4.726,1234.1,1129.96
135,4.759,1657.0,11.93,3061.0,100.0,0.0,0.0,0.0,4.759,1231.58,1154.45
136,4.728,1658.0,14.33,3064.0,99.99,0.0,0.0,0.0,4.728,1238.13,1126.64
137,4.745,1656.0,12.62,3065.0,99.91,0.0,0.0,0.0,4.745,1233.65,1137.87
138,4.709,1661.0,13.77,3067.0,99.86,0.0,0.0,0.0,4.709,1237.09,1125.8
139,4.744,1670.0,12.79,3061.0,99.99,0.0,0.0,0.0,4.744,1234.08,1147.89
140,4.739,1628.0,11.83,3064.0,99.9,0.0,0.0,0.0,4.739,1234.03,1123.2
141,4.763,1636.0,11.71,3060.0,100.0,0.0,0.0,0.0,4.763,1236.62,1152.11
142,4.704,1691.0,15.29,3065.0,99.88,0.0,0.0,0.0,4.704,1225.18,1128.53
143,4.743,1656.0,11.97,3063.0,99.99,0.0,0.0,0.0,4.743,1242.08,1143.23
144,4.744,1650.0,12.92,3064.0,99.92,0.0,0.0,0.0,4.744,1232.77,1130.38
145,4.713,1691.0,13.3,3065.0,99.87,0.0,0.0,0.0,4.713,1236.76,1137.11
146,4.754,1651.0,14.65,3065.0,99.99,0.001,713.0,0.63,4.755,1233.49,1132.25
147,4.733,1687.0,13.32,3063.0,100.0,0.0,0.0,0.0,4.733,1240.58,1136.97
148,4.694,1680.0,16.37,3068.0,99.64,0.001,713.0,0.32,4.694,1230.51,1110.16
149,4.773,1656.0,26.22,3064.0,99.81,0.0,0.0,0.0,4.773,1237.82,1140.08
150,4.728,1679.0,14.12,3063.0,99.95,0.0,0.0,0.0,4.728,1232.09,1143.27
151,4.737,1614.0,12.54,3063.0,99.76,0.0,0.0,0.0,4.737,1238.1,1124.56
152,4.749,1697.0,12.27,3062.0,100.0,0.0,0.0,0.0,4.749,1232.09,1148.57
153,4.712,1640.0,13.34,3067.0,99.81,0.0,0.0,0.0,4.712,1224.98,1115.74
154,4.709,1687.0,14.66,3065.0,99.92,0.0,0.0,0.0,4.709,1235.33,1142.06
155,4.727,1627.0,14.11,3066.0,99.91,0.0,0.0,0.0,4.727,1223.48,1125.68
156,4.696,1657.0,14.79,3066.0,99.87,0.0,0.0,0.0,4.696,1237.79,1122.54
157,4.723,1675.0,15.56,3066.0,99.99,0.001,714.0,0.41,4.724,1232.9,1134.2
158,4.738,1626.0,12.81,3066.0,99.99,0.0,0.0,0.0,4.738,1226.35,1117.21
159,4.733,1652.0,14.13,3063.0,99.99,0.0,0.0,0.0,4.733,1242.05,1143.72
160,4.719,1619.0,13.09,3065.0,99.47,0.0,0.0,0.0,4.719,1228.22,1117.3
161,4.736,1664.0,13.05,3062.0,99.89,0.0,0.0,0.0,4.736,1235.22,1133.52
162,4.739,1647.0,14.57,3063.0,99.88,0.0,712.0,0.32,4.739,1236.71,1122.94
163,4.705,1631.0,13.79,3067.0,99.56,0.0,0.0,0.0,4.705,1224.87,1111.91
164,4.741,1641.0,13.18,3063.0,100.0,0.0,0.0,0.0,4.741,1242.91,1143.57
165,4.775,1637.0,11.35,3065.0,100.0,0.0,0.0,0.0,4.775,1223.46,1120.04
166,4.76,1632.0,12.0,3061.0,100.0,0.0,0.0,0.0,4.76,1243.33,1156.78
167,4.759,1655.0,11.87,3062.0,99.89,0.0,0.0,0.0,4.759,1238.48,1140.28
168,4.735,1580.0,13.16,3066.0,99.89,0.0,0.0,0.0,4.735,1230.02,1120.83
169,4.762,1640.0,10.9,3060.0,100.0,0.0,0.0,0.0,4.762,1235.76,1144.83
170,4.767,1627.0,13.08,3062.0,100.0,0.0,0.0,0.0,4.767,1234.17,1144.91
171,4.73,1646.0,13.24,3064.0,99.98,0.0,0.0,0.0,4.73,1228.48,1124.44
172,4.734,1677.0,13.32,3064.0,99.92,0.0,0.0,0.0,4.734,1237.66,1138.67
173,4.692,1620.0,13.99,3067.0,99.37,0.0,0.0,0.0,4.692,1218.61,1105.28
174,4.74,1654.0,12.66,3063.0,99.93,0.0,0.0,0.0,4.74,1241.4,1138.68
175,4.755,1650.0,12.83,3061.0,100.0,0.0,0.0,0.0,4.755,1238.48,1145.19
176,4.708,1630.0,14.33,3068.0,99.79,0.0,0.0,0.0,4.708,1218.45,1108.66
177,4.683,1687.0,16.36,3069.0,99.81,0.0,0.0,0.0,4.683,1242.59,1109.49
178,4.812,1663.0,23.55,3062.0,99.91,0.0,0.0,0.0,4.812,1227.67,1142.11
179,4.758,1650.0,13.09,3063.0,100.0,0.0,712.0,0.31,4.758,1241.69,1133.32
180,4.764,1643.0,11.09,3059.0,100.0,0.0,712.0,0.32,4.764,1237.5,1143.41
181,4.764,1643.0,12.39,3064.0,100.0,0.0,0.0,0.0,4.764,1231.53,1141.95
182,4.728,1625.0,12.78,3064.0,99.98,0.0,0.0,0.0,4.728,1229.54,1128.3
183,4.741,1666.0,13.57,3063.0,100.0,0.0,0.0,0.0,4.741,1238.95,1152.14
184,4.717,1622.0,14.67,3067.0,99.81,0.0,0.0,0.0,4.717,1222.22,1123.11
185,4.738,1624.0,12.92,3062.0,100.0,0.0,0.0,0.0,4.738,1227.47,1144.77
186,4.745,1637.0,11.45,3063.0,99.38,0.0,0.0,0.0,4.745,1238.05,1148.65
187,4.728,1677.0,13.46,3065.0,99.42,0.0,0.0,0.0,4.728,1227.52,1133.9
188,4.767,1645.0,11.51,3060.0,100.0,0.0,0.0,0.0,4.767,1241.89,1153.28
189,4.765,1681.0,12.55,3061.0,100.0,0.0,0.0,0.0,4.765,1236.43,1147.05
190,4.711,1617.0,13.36,3067.0,99.36,0.0,0.0,0.0,4.711,1226.17,1106.37
191,4.76,1668.0,11.94,3061.0,100.0,0.0,0.0,0.0,4.76,1229.4,1146.05
192,4.75,1682.0,12.65,3065.0,100.0,0.0,0.0,0.0,4.75,1231.13,1125.42
193,4.727,1567.0,13.06,3065.0,99.84,0.0,0.0,0.0,4.727,1237.99,1116.48
194,4.729,1644.0,13.76,3064.0,99.89,0.001,712.0,0.31,4.73,1233.67,1134.64
195,4.755,1651.0,12.88,3061.0,100.0,0.0,0.0,0.0,4.755,1229.45,1144.52
196,4.742,1606.0,12.57,3064.0,99.74,0.0,0.0,0.0,4.742,1233.52,1123.56
197,4.707,1688.0,15.06,3064.0,99.99,0.0,0.0,0.0,4.707,1237.84,1136.98
198,4.762,1678.0,12.9,3062.0,100.0,0.0,0.0,0.0,4.762,1235.89,1150.13
199,4.725,1626.0,13.41,3067.0,99.72,0.0,0.0,0.0,4.725,1222.71,1119.59
200,4.767,1602.0,11.75,3060.0,100.0,0.0,0.0,0.0,4.767,1237.45,1155.09
201,4.721,1708.0,13.97,3064.0,99.87,0.0,0.0,0.0,4.721,1229.34,1126.54
202,4.74,1624.0,12.77,3065.0,99.81,0.0,0.0,0.0,4.74,1234.28,1123.15
203,4.689,1632.0,14.51,3066.0,99.89,0.0,0.0,0.0,4.689,1235.41,1121.49
204,4.74,1676.0,13.2,3063.0,99.94,0.0,0.0,0.0,4.74,1234.0,1130.51
205,4.768,1624.0,11.15,3064.0,99.79,0.0,0.0,0.0,4.768,1226.58,1122.45
206,4.712,1666.0,14.83,3066.0,99.96,0.0,0.0,0.0,4.712,1232.51,1135.45
207,4.757,1651.0,12.43,3062.0,100.0,0.0,0.0,0.0,4.757,1237.69,1146.09
208,4.806,1596.0,23.49,3063.0,99.72,0.0,0.0,0.0,4.806,1222.93,1124.19
209,4.711,1683.0,15.84,3066.0,99.8,0.001,712.0,0.31,4.712,1242.33,1125.87
210,4.73,1696.0,14.51,3064.0,99.95,0.0,0.0,0.0,4.73,1227.46,1150.87
211,4.779,1617.0,11.42,3062.0,99.88,0.0,0.0,0.0,4.779,1240.51,1131.36
212,4.741,1588.0,12.81,3064.0,99.97,0.0,0.0,0.0,4.741,1236.82,1122.54
213,4.741,1657.0,13.25,3063.0,99.99,0.0,0.0,0.0,4.741,1231.51,1147.73
214,4.77,1608.0,11.45,3063.0,99.99,0.0,0.0,0.0,4.77,1232.47,1125.68
215,4.737,1573.0,12.17,3064.0,99.74,0.0,0.0,0.0,4.737,1221.8,1127.23
216,4.748,1657.0,12.86,3063.0,99.82,0.0,716.0,0.61,4.748,1237.03,1144.46
217,4.776,1644.0,11.56,3061.0,100.0,0.0,0.0,0.0,4.776,1229.63,1152.81
218,4.748,1600.0,12.05,3065.0,99.84,0.0,0.0,0.0,4.748,1234.01,1121.94
219,4.74,1659.0,12.22,3063.0,99.96,0.0,0.0,0.0,4.74,1232.86,1134.62
220,4.753,1678.0,13.6,3064.0,99.99,0.0,0.0,0.0,4.753,1243.26,1141.68
221,4.749,1601.0,11.66,3065.0,99.82,0.0,0.0,0.0,4.749,1223.77,1116.05
222,4.721,1629.0,13.64,3065.0,99.75,0.0,0.0,0.0,4.721,1227.06,1125.21
223,4.756,1656.0,11.75,3060.0,100.0,0.0,0.0,0.0,4.756,1238.38,1154.2
224,4.745,1678.0,13.42,3064.0,99.99,0.0,0.0,0.0,4.745,1232.7,1128.47
225,4.723,1628.0,12.95,3066.0,99.73,0.0,0.0,0.0,4.723,1226.35,1111.43
226,4.744,1674.0,12.86,3064.0,99.99,0.0,0.0,0.0,4.744,1233.02,1134.22
227,4.759,1644.0,11.59,3061.0,100.0,0.0,0.0,0.0,4.759,1236.11,1140.54
228,4.742,1626.0,12.26,3064.0,99.56,0.0,0.0,0.0,4.742,1226.4,1122.24
229,4.735,1640.0,13.53,3063.0,99.97,0.0,0.0,0.0,4.735,1232.04,1137.44
230,4.833,1662.0,20.89,3060.0,100.0,0.0,0.0,0.0,4.833,1240.95,1148.96
231,4.733,1656.0,13.0,3063.0,99.68,0.0,0.0,0.0,4.733,1229.83,1132.04
232,4.73,1607.0,12.9,3067.0,99.73,0.0,0.0,0.0,4.73,1229.06,1108.57
233,4.691,1699.0,14.94,3066.0,99.83,0.0,0.0,0.0,4.691,1230.97,1122.74
234,4.701,1701.0,15.34,3066.0,99.94,0.0,0.0,0.0,4.701,1230.34,1119.1
235,4.753,1589.0,12.49,3065.0,99.97,0.0,0.0,0.0,4.753,1227.95,1109.28
236,4.999,1642.0,18.54,3063.0,99.63,0.0,0.0,0.0,4.999,1234.2,1115.35
237,4.768,1693.0,25.76,3065.0,99.98,0.0,0.0,0.0,4.768,1228.18,1128.6
238,4.789,1636.0,11.01,3060.0,100.0,0.0,0.0,0.0,4.789,1244.08,1153.24
239,4.758,1571.0,11.57,3065.0,99.79,0.0,0.0,0.0,4.758,1215.06,1114.76
240,4.751,1684.0,13.71,3064.0,99.89,0.001,714.0,0.41,4.752,1246.98,1128.98
241,4.76,1668.0,13.27,3062.0,100.0,0.0,0.0,0.0,4.76,1235.3,1144.1
242,4.75,1636.0,14.17,3063.0,99.91,0.0,0.0,0.0,4.75,1230.36,1139.47
243,4.716,1603.0,13.44,3068.0,99.36,0.0,0.0,0.0,4.716,1219.28,1098.15
244,5.179,1745.0,78.37,3059.0,100.0,0.0,0.0,0.0,5.179,1241.82,1150.27
245,4.769,1655.0,17.01,3063.0,100.0,0.0,0.0,0.0,4.769,1243.14,1142.63
246,4.731,1609.0,12.85,3065.0,99.53,0.0,0.0,0.0,4.731,1215.26,1116.67
247,4.719,1568.0,14.54,3068.0,99.78,0.0,0.0,0.0,4.719,1228.15,1113.7
248,4.751,1671.0,11.98,3062.0,99.93,0.0,0.0,0.0,4.751,1226.05,1133.33
249,4.781,1651.0,11.61,3060.0,100.0,0.0,0.0,0.0,4.781,1239.42,1154.46
250,4.776,1610.0,11.56,3063.0,99.88,0.0,0.0,0.0,4.776,1230.12,1120.02
251,4.734,1619.0,12.77,3067.0,99.56,0.0,0.0,0.0,4.734,1234.55,1114.02
252,4.739,1683.0,12.88,3064.0,100.0,0.0,0.0,0.0,4.739,1222.99,1130.95
253,4.765,1662.0,13.04,3062.0,100.0,0.0,0.0,0.0,4.765,1242.38,1141.67
254,4.734,1621.0,13.52,3066.0,99.54,0.0,0.0,0.0,4.734,1232.07,1112.78
255,4.736,1628.0,12.52,3067.0,99.79,0.0,0.0,0.0,4.736,1223.96,1108.64
256,4.766,1625.0,12.9,3060.0,100.0,0.0,0.0,0.0,4.766,1240.44,1146.97
257,4.772,1646.0,12.05,3063.0,100.0,0.0,0.0,0.0,4.772,1226.06,1145.81
258,4.775,1581.0,11.29,3064.0,99.71,0.0,0.0,0.0,4.775,1236.17,1116.04
259,4.738,1646.0,13.03,3066.0,99.78,0.0,0.0,0.0,4.738,1229.86,1123.08
260,4.755,1620.0,11.91,3064.0,99.9,0.0,0.0,0.0,4.755,1239.37,1130.19
261,4.759,1654.0,11.54,3061.0,100.0,0.0,0.0,0.0,4.759,1230.36,1141.07
262,4.758,1610.0,12.63,3065.0,99.7,0.0,0.0,0.0,4.758,1228.43,1120.31
263,4.722,1616.0,13.32,3066.0,99.71,0.0,0.0,0.0,4.722,1229.15,1114.85
264,4.743,1652.0,14.03,3066.0,99.95,0.0,0.0,0.0,4.743,1228.82,1134.27
265,4.754,1663.0,12.19,3065.0,99.9,0.0,0.0,0.0,4.754,1235.97,1129.25
266,4.753,1575.0,12.2,3063.0,99.77,0.0,0.0,0.0,4.753,1224.95,1126.44
267,4.787,1624.0,24.93,3066.0,99.84,0.0,0.0,0.0,4.787,1231.89,1116.46
268,4.751,1690.0,12.69,3063.0,99.8,0.0,0.0,0.0,4.751,1238.38,1129.97
269,4.761,1647.0,13.09,3063.0,99.98,0.0,0.0,0.0,4.761,1228.14,1145.06
270,4.749,1589.0,12.68,3065.0,99.7,0.0,0.0,0.0,4.749,1234.68,1114.43
271,4.781,1647.0,17.6,3064.0,99.73,0.0,712.0,0.32,4.781,1225.87,1114.03
272,4.753,1624.0,12.13,3063.0,99.97,0.0,0.0,0.0,4.753,1225.99,1129.81
273,4.783,1624.0,12.81,3061.0,100.0,0.0,0.0,0.0,4.783,1244.12,1148.37
