Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.488,1228.0,29.22,2120.0,61.31,0.0,0.0,0.0,2.488,641.42,618.01
1,4.478,1472.0,10.7,3070.0,99.98,0.001,714.0,0.41,4.479,1154.9,1095.36
2,4.609,1523.0,10.27,3060.0,100.0,0.0,0.0,0.0,4.609,1215.09,1151.73
3,4.605,1602.0,11.99,3062.0,100.0,0.002,708.0,0.22,4.607,1227.81,1158.01
4,4.632,1542.0,10.27,3060.0,100.0,0.0,0.0,0.0,4.632,1221.92,1154.1
5,4.629,1587.0,8.88,3057.0,100.0,0.0,0.0,0.0,4.629,1219.11,1148.57
6,4.642,1650.0,10.31,3062.0,100.0,0.0,0.0,0.0,4.642,1228.1,1153.94
7,4.636,1689.0,9.52,3059.0,100.0,0.0,714.0,0.41,4.636,1219.77,1143.14
8,4.632,1729.0,9.87,3063.0,100.0,0.0,0.0,0.0,4.632,1224.82,1152.7
9,4.858,1752.0,12.46,3057.0,100.0,0.0,714.0,0.41,4.858,1218.49,1141.85
10,4.635,1749.0,10.43,3062.0,100.0,0.0,0.0,0.0,4.635,1216.81,1151.28
11,4.645,1697.0,10.22,3064.0,100.0,0.0,0.0,0.0,4.645,1231.09,1148.65
12,4.649,1686.0,10.45,3065.0,100.0,0.0,0.0,0.0,4.649,1228.33,1148.53
13,4.647,1652.0,8.94,3060.0,100.0,0.0,0.0,0.0,4.647,1215.73,1145.04
14,4.645,1658.0,8.9,3060.0,100.0,0.0,0.0,0.0,4.645,1222.37,1142.39
15,4.642,1689.0,10.12,3065.0,100.0,0.0,0.0,0.0,4.642,1227.42,1146.75
16,4.656,1701.0,11.72,3063.0,100.0,0.0,0.0,0.0,4.656,1224.57,1136.29
17,4.65,1688.0,9.22,3060.0,100.0,0.0,0.0,0.0,4.65,1221.44,1142.31
18,4.645,1648.0,9.17,3061.0,100.0,0.0,0.0,0.0,4.645,1217.79,1153.86
19,4.652,1660.0,11.09,3065.0,100.0,0.0,0.0,0.0,4.652,1217.91,1139.62
20,4.66,1656.0,10.99,3066.0,100.0,0.0,0.0,0.0,4.66,1235.37,1151.07
21,4.658,1693.0,9.12,3060.0,100.0,0.0,0.0,0.0,4.658,1221.47,1139.37
22,4.661,1669.0,8.48,3060.0,100.0,0.0,0.0,0.0,4.661,1217.46,1140.54
23,4.669,1660.0,8.6,3060.0,100.0,0.0,0.0,0.0,4.669,1218.62,1150.25
24,4.651,1636.0,9.82,3063.0,100.0,0.0,0.0,0.0,4.651,1222.76,1143.61
25,4.684,1685.0,8.9,3060.0,100.0,0.0,0.0,0.0,4.684,1218.55,1147.23
