Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.33,1176.0,25.67,1483.0,35.52,0.0,0.0,0.0,1.33,333.55,294.65
1,4.423,1419.0,17.04,3076.0,99.96,0.0,714.0,0.41,4.423,1137.45,1066.79
2,4.672,1645.0,19.74,3063.0,100.0,0.0,712.0,0.31,4.672,1241.32,1150.38
3,4.699,1714.0,38.04,3067.0,99.8,0.0,0.0,0.0,4.699,1300.42,1150.04
4,4.748,1717.0,20.53,3058.0,100.0,0.0,0.0,0.0,4.748,1376.74,1155.01
5,4.696,1751.0,26.69,3064.0,99.74,0.0,713.0,0.31,4.696,1359.39,1157.11
6,4.711,1721.0,22.64,3061.0,100.0,0.0,0.0,0.0,4.711,1362.83,1146.51
7,4.76,1719.0,22.25,3058.0,100.0,0.0,708.0,0.22,4.76,1370.74,1149.29
8,4.718,1749.0,23.49,3061.0,99.87,0.0,0.0,0.0,4.718,1351.77,1143.81
9,4.759,1721.0,20.91,3058.0,100.0,0.0,708.0,0.22,4.759,1369.69,1148.97
10,4.728,1737.0,23.32,3061.0,99.9,0.0,0.0,0.0,4.728,1358.63,1143.43
11,4.744,1723.0,21.7,3059.0,99.95,0.0,0.0,0.0,4.744,1364.19,1147.04
12,4.701,1701.0,18.74,3061.0,99.96,0.0,707.0,0.22,4.701,1335.62,1140.17
13,4.684,1671.0,20.39,3067.0,100.0,0.0,0.0,0.0,4.684,1250.62,1152.15
14,4.71,1697.0,28.29,3067.0,99.9,0.001,712.0,0.53,4.711,1260.85,1160.05
15,4.71,1653.0,22.25,3067.0,100.0,0.0,0.0,0.0,4.71,1257.83,1149.6
16,4.719,1683.0,21.38,3066.0,100.0,0.0,0.0,0.0,4.719,1254.2,1151.49
17,4.714,1649.0,20.49,3066.0,100.0,0.0,0.0,0.0,4.714,1251.58,1148.99
18,4.728,1666.0,20.43,3066.0,100.0,0.0,0.0,0.0,4.728,1253.01,1158.37
19,4.727,1658.0,20.96,3066.0,100.0,0.0,0.0,0.0,4.727,1260.01,1152.04
20,4.713,1628.0,21.35,3066.0,100.0,0.003,713.0,0.63,4.716,1259.7,1152.69
21,4.708,1653.0,19.82,3066.0,100.0,0.0,0.0,0.0,4.708,1256.65,1153.37
