Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.052,1109.0,27.54,624.0,1.05,0.0,0.0,0.0,0.052
1,0.026,999.0,10.82,607.0,1.03,0.0,0.0,0.0,0.026
2,0.021,1019.0,7.8,612.0,1.1,0.0,0.0,0.0,0.021
3,0.033,1047.0,15.73,619.0,0.9,0.0,0.0,0.0,0.033
4,0.026,1038.0,11.31,619.0,0.92,0.0,0.0,0.0,0.026
5,0.026,1040.0,11.07,618.0,1.31,0.0,0.0,0.0,0.026
6,0.025,1042.0,11.4,610.0,1.14,0.0,0.0,0.0,0.025
7,0.028,1042.0,13.32,615.0,0.95,0.0,0.0,0.0,0.028
8,0.026,1040.0,11.83,619.0,0.92,0.0,0.0,0.0,0.026
9,0.029,1049.0,12.31,625.0,0.99,0.0,710.0,0.32,0.029
10,0.025,1042.0,11.04,613.0,1.12,0.0,0.0,0.0,0.025
11,0.024,1037.0,10.92,612.0,1.1,0.0,0.0,0.0,0.024
12,0.025,1038.0,10.95,619.0,0.91,0.0,0.0,0.0,0.025
13,0.119,1107.0,37.37,643.0,3.88,0.001,705.0,0.22,0.12
14,0.282,1108.0,17.72,817.0,7.79,0.0,0.0,0.0,0.282
15,0.026,1034.0,13.15,612.0,0.81,0.0,704.0,0.22,0.026
16,0.027,1041.0,11.65,615.0,0.98,0.0,0.0,0.0,0.027
17,0.026,1035.0,11.63,617.0,1.32,0.0,0.0,0.0,0.026
18,0.016,990.0,8.01,608.0,1.0,0.0,0.0,0.0,0.016
19,0.021,1024.0,7.4,608.0,1.42,0.0,0.0,0.0,0.021
20,0.025,1038.0,10.73,612.0,1.5,0.0,0.0,0.0,0.025
21,0.025,1039.0,11.07,613.0,1.06,0.0,0.0,0.0,0.025
22,0.027,1037.0,11.29,617.0,1.32,0.0,0.0,0.0,0.027
23,0.038,1038.0,31.61,612.0,1.1,0.0,0.0,0.0,0.038
24,0.028,1043.0,12.47,618.0,0.91,0.0,708.0,0.32,0.028
25,0.025,1040.0,10.58,617.0,1.32,0.0,0.0,0.0,0.025
26,0.025,1038.0,10.74,612.0,1.1,0.0,0.0,0.0,0.025
27,0.024,1039.0,10.99,617.0,0.98,0.0,0.0,0.0,0.024
28,0.026,1036.0,12.11,613.0,1.02,0.0,0.0,0.0,0.026
29,0.029,1039.0,12.68,620.0,1.03,0.0,0.0,0.0,0.029
30,0.033,1053.0,15.88,614.0,0.91,0.0,0.0,0.0,0.033
31,0.022,1037.0,11.61,606.0,0.7,0.0,0.0,0.0,0.022
