Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1091.0,26.01,624.0,0.79,0.0,0.0,0.0,0.051
1,0.024,1034.0,12.92,615.0,0.62,0.0,0.0,0.0,0.024
2,0.027,1032.0,11.14,611.0,0.81,0.0,0.0,0.0,0.027
3,0.015,985.0,5.71,607.0,1.24,0.0,0.0,0.0,0.015
4,0.037,1027.0,20.46,611.0,1.1,0.0,0.0,0.0,0.037
5,0.028,1037.0,11.83,619.0,0.92,0.0,0.0,0.0,0.028
6,0.026,1040.0,11.18,618.0,1.2,0.0,0.0,0.0,0.026
7,0.023,1036.0,12.02,611.0,0.82,0.0,0.0,0.0,0.023
8,0.026,1044.0,11.49,613.0,1.42,0.0,0.0,0.0,0.026
9,0.028,1058.0,12.9,619.0,1.15,0.001,712.0,0.41,0.029
10,0.027,1035.0,11.76,619.0,1.02,0.0,0.0,0.0,0.027
11,0.027,1044.0,11.47,614.0,1.32,0.0,0.0,0.0,0.027
12,0.026,1038.0,10.88,610.0,1.22,0.0,0.0,0.0,0.026
13,0.025,1040.0,11.0,612.0,1.23,0.0,0.0,0.0,0.025
14,0.026,1042.0,11.51,611.0,1.09,0.0,0.0,0.0,0.026
15,0.026,1038.0,11.75,619.0,0.92,0.0,0.0,0.0,0.026
16,0.028,1045.0,12.59,617.0,1.25,0.0,0.0,0.0,0.028
17,0.028,1040.0,11.2,609.0,1.44,0.0,0.0,0.0,0.028
18,0.032,1042.0,15.21,611.0,1.13,0.0,0.0,0.0,0.032
19,0.022,1013.0,9.89,607.0,0.89,0.0,0.0,0.0,0.022
20,0.026,1005.0,16.65,609.0,1.19,0.0,0.0,0.0,0.026
21,0.03,1039.0,13.31,613.0,1.0,0.0,0.0,0.0,0.03
22,0.025,1035.0,12.69,615.0,0.78,0.0,0.0,0.0,0.025
23,0.028,1039.0,14.62,608.0,0.78,0.0,0.0,0.0,0.028
24,0.024,1037.0,12.59,611.0,0.7,0.0,0.0,0.0,0.024
25,0.026,1044.0,12.08,612.0,1.04,0.0,0.0,0.0,0.026
26,0.025,1038.0,12.2,616.0,0.58,0.0,0.0,0.0,0.025
27,0.03,1042.0,14.15,619.0,1.17,0.004,711.0,0.83,0.034
28,0.034,1038.0,16.32,613.0,1.01,0.0,704.0,0.22,0.034
29,0.038,1045.0,18.5,614.0,1.26,0.002,705.0,1.21,0.04
30,0.029,1037.0,14.5,608.0,1.31,0.0,703.0,0.22,0.029
31,0.057,1133.0,27.08,609.0,1.47,0.003,709.0,0.64,0.06
32,0.056,1069.0,19.23,641.0,4.04,0.0,0.0,0.0,0.056
33,0.04,1034.0,33.26,617.0,1.32,0.0,0.0,0.0,0.04
34,0.026,1039.0,11.5,614.0,1.06,0.0,0.0,0.0,0.026
35,0.027,1040.0,11.44,617.0,1.33,0.0,0.0,0.0,0.027
36,0.024,1038.0,10.24,607.0,1.17,0.0,0.0,0.0,0.024
37,0.013,979.0,6.2,607.0,0.88,0.0,0.0,0.0,0.013
38,0.019,1026.0,9.15,607.0,0.76,0.0,0.0,0.0,0.019
39,0.028,1038.0,12.56,615.0,0.98,0.0,0.0,0.0,0.028
