Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1076.0,15.07,630.0,0.86,0.0,0.0,0.0,0.051
1,0.024,1040.0,10.41,609.0,1.48,0.0,0.0,0.0,0.024
2,0.025,1040.0,10.96,611.0,1.12,0.0,0.0,0.0,0.025
3,0.045,1094.0,21.26,618.0,0.9,0.001,711.0,0.41,0.046
4,0.025,1043.0,10.74,617.0,1.25,0.0,0.0,0.0,0.025
5,0.021,1014.0,9.77,607.0,0.95,0.0,0.0,0.0,0.021
6,0.016,994.0,5.91,609.0,1.02,0.0,0.0,0.0,0.016
7,0.025,1039.0,9.94,619.0,0.86,0.0,0.0,0.0,0.025
8,0.024,1038.0,11.77,615.0,0.78,0.0,0.0,0.0,0.024
9,0.027,1057.0,12.12,610.0,1.12,0.0,704.0,0.22,0.027
10,0.026,1040.0,11.11,618.0,0.94,0.0,0.0,0.0,0.026
11,0.027,1041.0,14.33,615.0,0.59,0.0,0.0,0.0,0.027
12,0.031,1047.0,11.25,615.0,1.0,0.0,0.0,0.0,0.031
13,0.026,1043.0,11.96,616.0,1.2,0.0,0.0,0.0,0.026
14,0.026,1038.0,11.67,610.0,1.1,0.0,0.0,0.0,0.026
15,0.026,1040.0,11.02,619.0,0.91,0.0,0.0,0.0,0.026
16,0.024,1037.0,10.98,616.0,1.09,0.0,0.0,0.0,0.024
17,0.025,1035.0,10.98,611.0,1.35,0.0,0.0,0.0,0.025
18,0.025,1038.0,11.35,614.0,1.01,0.0,0.0,0.0,0.025
19,0.027,1040.0,11.95,619.0,0.92,0.0,0.0,0.0,0.027
20,0.028,1044.0,12.71,618.0,0.94,0.0,0.0,0.0,0.028
21,0.023,1032.0,9.41,615.0,0.87,0.0,0.0,0.0,0.023
22,0.01,981.0,3.32,608.0,0.9,0.0,0.0,0.0,0.01
23,0.021,1037.0,9.75,607.0,0.96,0.0,0.0,0.0,0.021
24,0.026,1041.0,12.12,610.0,1.09,0.0,0.0,0.0,0.026
25,0.025,1042.0,12.19,614.0,0.5,0.0,0.0,0.0,0.025
26,0.026,1051.0,11.04,613.0,1.32,0.0,0.0,0.0,0.026
27,0.028,1038.0,17.12,607.0,1.08,0.0,0.0,0.0,0.028
28,0.033,1037.0,24.94,612.0,1.09,0.0,0.0,0.0,0.033
29,0.032,1046.0,12.46,617.0,1.3,0.0,0.0,0.0,0.032
30,0.028,1040.0,11.51,641.0,1.24,0.0,711.0,0.42,0.028
31,0.029,1040.0,13.22,618.0,0.96,0.0,0.0,0.0,0.029
32,0.026,1036.0,12.01,617.0,1.3,0.0,713.0,0.52,0.026
33,0.028,1048.0,12.72,611.0,1.36,0.0,0.0,0.0,0.028
34,0.026,1035.0,13.09,611.0,1.1,0.0,0.0,0.0,0.026
35,0.025,1037.0,10.63,618.0,1.05,0.0,0.0,0.0,0.025
36,0.025,1039.0,11.04,615.0,0.94,0.0,0.0,0.0,0.025
37,0.025,1043.0,10.99,617.0,1.05,0.0,0.0,0.0,0.025
38,0.025,1032.0,10.59,607.0,1.05,0.0,0.0,0.0,0.025
39,0.011,981.0,4.34,608.0,0.99,0.0,0.0,0.0,0.011
40,0.021,1033.0,8.22,612.0,1.09,0.0,0.0,0.0,0.021
41,0.027,1041.0,10.69,619.0,0.99,0.0,0.0,0.0,0.027
42,0.024,1042.0,10.42,614.0,1.3,0.0,0.0,0.0,0.024
43,0.025,1038.0,10.21,610.0,1.09,0.0,0.0,0.0,0.025
44,0.033,1046.0,14.19,669.0,1.16,0.0,711.0,0.42,0.033
45,0.023,1036.0,11.58,615.0,0.71,0.0,0.0,0.0,0.023
46,0.027,1044.0,11.68,612.0,1.16,0.0,0.0,0.0,0.027
47,0.026,1037.0,12.06,615.0,0.95,0.0,0.0,0.0,0.026
48,0.026,1042.0,10.74,619.0,0.9,0.0,0.0,0.0,0.026
49,0.025,1037.0,10.81,618.0,1.28,0.0,0.0,0.0,0.025
50,0.023,1038.0,11.31,609.0,0.82,0.0,0.0,0.0,0.023
