Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1099.0,27.33,629.0,0.78,0.0,0.0,0.0,0.051
1,0.036,1040.0,30.67,614.0,0.7,0.0,0.0,0.0,0.036
2,0.02,1012.0,7.46,608.0,1.06,0.0,0.0,0.0,0.02
3,0.014,995.0,4.43,611.0,1.35,0.0,0.0,0.0,0.014
4,0.024,1039.0,9.88,613.0,1.44,0.0,0.0,0.0,0.024
5,0.024,1038.0,10.63,613.0,1.1,0.0,0.0,0.0,0.024
6,0.027,1045.0,12.53,613.0,1.05,0.0,0.0,0.0,0.027
7,0.057,1039.0,47.83,611.0,1.07,0.0,0.0,0.0,0.057
8,0.033,1045.0,14.47,619.0,0.92,0.0,0.0,0.0,0.033
9,0.027,1053.0,12.17,630.0,0.96,0.0,712.0,0.42,0.027
10,0.026,1037.0,11.6,618.0,1.3,0.0,0.0,0.0,0.026
11,0.026,1038.0,10.98,613.0,1.05,0.0,0.0,0.0,0.026
12,0.029,1038.0,13.78,618.0,1.09,0.0,0.0,0.0,0.029
13,0.026,1042.0,10.94,613.0,1.01,0.0,0.0,0.0,0.026
14,0.051,1105.0,19.0,617.0,0.9,0.0,0.0,0.0,0.051
15,0.063,1122.0,21.63,613.0,1.2,0.0,0.0,0.0,0.063
16,0.027,1043.0,13.42,611.0,1.32,0.0,0.0,0.0,0.027
17,0.028,1040.0,12.58,608.0,1.29,0.0,0.0,0.0,0.028
18,0.028,1040.0,13.88,609.0,1.04,0.0,0.0,0.0,0.028
19,0.013,983.0,4.12,609.0,1.24,0.0,0.0,0.0,0.013
20,0.023,1035.0,10.11,607.0,0.88,0.0,0.0,0.0,0.023
21,0.023,1039.0,12.26,607.0,0.77,0.0,0.0,0.0,0.023
22,0.026,1039.0,11.27,615.0,0.96,0.0,0.0,0.0,0.026
23,0.025,1040.0,10.65,618.0,1.17,0.0,0.0,0.0,0.025
24,0.045,1099.0,18.73,622.0,1.32,0.001,705.0,0.22,0.046
25,0.023,1037.0,11.29,608.0,0.82,0.0,0.0,0.0,0.023
26,0.025,1040.0,11.97,612.0,0.84,0.0,0.0,0.0,0.025
27,0.026,1044.0,12.46,611.0,1.15,0.0,0.0,0.0,0.026
28,0.025,1037.0,10.88,611.0,1.11,0.0,0.0,0.0,0.025
29,0.027,1043.0,10.78,620.0,1.05,0.0,0.0,0.0,0.027
30,0.027,1039.0,11.97,615.0,1.02,0.0,0.0,0.0,0.027
31,0.037,1041.0,31.16,611.0,1.16,0.0,0.0,0.0,0.037
32,0.029,1040.0,13.66,615.0,0.96,0.0,0.0,0.0,0.029
33,0.025,1037.0,10.86,618.0,0.91,0.0,0.0,0.0,0.025
34,0.031,1051.0,11.96,645.0,1.35,0.0,715.0,0.61,0.031
35,0.043,1119.0,19.57,607.0,1.17,0.0,0.0,0.0,0.043
36,0.011,979.0,3.89,609.0,1.34,0.0,0.0,0.0,0.011
37,0.025,1035.0,10.37,611.0,1.11,0.0,0.0,0.0,0.025
38,0.025,1039.0,10.95,617.0,1.08,0.0,0.0,0.0,0.025
39,0.026,1043.0,11.35,611.0,1.43,0.0,0.0,0.0,0.026
40,0.025,1041.0,10.3,610.0,1.48,0.0,0.0,0.0,0.025
