Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1092.0,26.84,625.0,0.79,0.0,0.0,0.0,0.051
1,0.045,1094.0,18.29,618.0,0.94,0.0,0.0,0.0,0.045
2,0.023,1035.0,11.2,615.0,0.65,0.0,0.0,0.0,0.023
3,0.025,1041.0,10.67,615.0,0.97,0.0,0.0,0.0,0.025
4,0.028,1040.0,12.12,619.0,0.92,0.0,0.0,0.0,0.028
5,0.027,1038.0,12.4,620.0,1.13,0.0,711.0,0.63,0.027
6,0.027,1038.0,11.54,614.0,0.99,0.0,0.0,0.0,0.027
7,0.025,1040.0,10.69,617.0,1.31,0.0,0.0,0.0,0.025
8,0.026,1040.0,10.69,611.0,1.11,0.0,0.0,0.0,0.026
9,0.043,1050.0,24.01,624.0,1.24,0.0,710.0,0.53,0.043
10,0.023,1040.0,11.27,608.0,0.93,0.0,0.0,0.0,0.023
11,0.023,1037.0,12.53,607.0,0.76,0.0,0.0,0.0,0.023
12,0.014,985.0,5.06,613.0,1.21,0.0,0.0,0.0,0.014
13,0.02,1027.0,7.47,611.0,1.08,0.0,0.0,0.0,0.02
14,0.025,1036.0,10.59,619.0,0.96,0.0,0.0,0.0,0.025
15,0.026,1039.0,10.91,616.0,0.95,0.0,0.0,0.0,0.026
16,0.026,1043.0,11.43,617.0,1.12,0.0,0.0,0.0,0.026
17,0.023,1039.0,11.72,608.0,0.99,0.0,0.0,0.0,0.023
18,0.027,1044.0,10.74,610.0,1.09,0.0,0.0,0.0,0.027
19,0.025,1041.0,10.84,619.0,0.89,0.0,0.0,0.0,0.025
20,0.025,1038.0,10.88,619.0,0.91,0.0,0.0,0.0,0.025
21,0.024,1041.0,10.99,615.0,0.79,0.0,0.0,0.0,0.024
22,0.024,1036.0,10.77,611.0,1.1,0.0,0.0,0.0,0.024
23,0.025,1037.0,11.7,618.0,0.91,0.0,0.0,0.0,0.025
24,0.033,1039.0,13.93,616.0,0.97,0.0,0.0,0.0,0.033
25,0.026,1039.0,11.54,611.0,1.09,0.0,0.0,0.0,0.026
26,0.028,1040.0,11.87,619.0,0.91,0.0,0.0,0.0,0.028
27,0.025,1040.0,12.02,616.0,1.08,0.0,0.0,0.0,0.025
28,0.022,1023.0,9.24,608.0,0.9,0.0,0.0,0.0,0.022
29,0.014,985.0,3.93,610.0,1.38,0.0,0.0,0.0,0.014
30,0.024,1036.0,9.77,614.0,1.03,0.0,0.0,0.0,0.024
31,0.025,1035.0,13.83,615.0,0.59,0.0,0.0,0.0,0.025
32,0.026,1041.0,11.18,615.0,0.97,0.0,0.0,0.0,0.026
33,0.029,1040.0,12.56,618.0,1.0,0.0,0.0,0.0,0.029
34,0.023,1040.0,12.33,610.0,0.57,0.0,0.0,0.0,0.023
35,0.027,1043.0,12.16,614.0,1.23,0.0,0.0,0.0,0.027
36,0.026,1038.0,11.82,613.0,1.02,0.0,0.0,0.0,0.026
37,0.026,1037.0,11.33,617.0,1.04,0.0,0.0,0.0,0.026
38,0.025,1041.0,11.34,612.0,0.98,0.0,0.0,0.0,0.025
39,0.036,1045.0,33.95,608.0,0.98,0.0,0.0,0.0,0.036
40,0.026,1040.0,10.76,611.0,1.1,0.0,0.0,0.0,0.026
41,0.026,1040.0,11.3,619.0,0.93,0.0,0.0,0.0,0.026
42,0.026,1037.0,11.83,618.0,0.96,0.0,0.0,0.0,0.026
43,0.026,1043.0,11.38,617.0,0.93,0.0,0.0,0.0,0.026
44,0.026,1035.0,11.58,617.0,1.05,0.0,0.0,0.0,0.026
45,0.017,995.0,7.84,608.0,0.8,0.0,0.0,0.0,0.017
46,0.018,1011.0,7.53,610.0,1.07,0.0,0.0,0.0,0.018
47,0.025,1035.0,10.89,619.0,0.9,0.0,0.0,0.0,0.025
48,0.026,1038.0,11.17,618.0,1.25,0.0,0.0,0.0,0.026
49,0.025,1044.0,11.4,612.0,1.16,0.0,0.0,0.0,0.025
50,0.026,1040.0,10.65,612.0,1.03,0.0,0.0,0.0,0.026
51,0.024,1032.0,11.83,615.0,0.65,0.0,0.0,0.0,0.024
52,0.053,1110.0,22.42,788.0,1.51,0.001,708.0,0.32,0.054
53,0.025,1032.0,13.02,612.0,0.69,0.0,0.0,0.0,0.025
54,0.031,1047.0,13.58,614.0,1.37,0.0,0.0,0.0,0.031
55,0.027,1042.0,12.69,613.0,1.04,0.0,0.0,0.0,0.027
56,0.024,1036.0,13.06,615.0,0.58,0.0,0.0,0.0,0.024
57,0.026,1043.0,10.48,618.0,0.93,0.0,0.0,0.0,0.026
58,0.026,1039.0,11.35,617.0,1.31,0.0,0.0,0.0,0.026
59,0.026,1040.0,10.86,614.0,1.23,0.0,0.0,0.0,0.026
60,0.027,1041.0,11.38,617.0,0.92,0.0,0.0,0.0,0.027
61,0.023,1019.0,9.03,616.0,0.88,0.0,0.0,0.0,0.023
62,0.013,993.0,3.91,609.0,1.21,0.0,0.0,0.0,0.013
63,0.023,1037.0,8.97,611.0,1.12,0.0,0.0,0.0,0.023
64,0.032,1040.0,10.9,765.0,1.19,0.0,713.0,0.51,0.032
65,0.025,1037.0,13.21,615.0,0.62,0.0,0.0,0.0,0.025
66,0.028,1041.0,11.45,614.0,1.35,0.0,0.0,0.0,0.028
67,0.026,1043.0,11.33,613.0,1.07,0.0,0.0,0.0,0.026
68,0.039,1038.0,32.79,618.0,0.95,0.0,0.0,0.0,0.039
69,0.026,1038.0,11.34,616.0,0.95,0.0,0.0,0.0,0.026
70,0.025,1044.0,10.39,617.0,1.22,0.0,0.0,0.0,0.025
71,0.025,1036.0,11.69,610.0,1.1,0.0,0.0,0.0,0.025
72,0.026,1040.0,10.89,619.0,0.9,0.0,0.0,0.0,0.026
73,0.026,1039.0,10.82,619.0,0.9,0.0,0.0,0.0,0.026
74,0.024,1040.0,10.91,617.0,1.1,0.0,0.0,0.0,0.024
75,0.026,1040.0,12.3,609.0,1.38,0.0,0.0,0.0,0.026
76,0.026,1042.0,11.37,611.0,1.09,0.0,0.0,0.0,0.026
77,0.023,1039.0,11.97,614.0,0.51,0.0,0.0,0.0,0.023
78,0.016,1009.0,6.8,608.0,0.82,0.0,0.0,0.0,0.016
79,0.021,1008.0,7.9,611.0,1.08,0.0,0.0,0.0,0.021
80,0.023,1040.0,11.01,615.0,0.79,0.0,0.0,0.0,0.023
81,0.025,1040.0,10.61,613.0,1.02,0.0,0.0,0.0,0.025
82,0.027,1040.0,14.02,617.0,1.23,0.0,0.0,0.0,0.027
83,0.026,1040.0,12.06,612.0,1.1,0.0,0.0,0.0,0.026
84,0.027,1037.0,11.27,619.0,0.91,0.0,0.0,0.0,0.027
85,0.026,1043.0,11.12,619.0,0.91,0.0,0.0,0.0,0.026
86,0.025,1037.0,12.86,615.0,0.6,0.0,0.0,0.0,0.025
87,0.026,1041.0,11.19,615.0,0.95,0.0,0.0,0.0,0.026
88,0.025,1038.0,10.55,619.0,0.9,0.0,0.0,0.0,0.025
89,0.054,1131.0,26.27,672.0,1.73,0.0,0.0,0.0,0.054
90,0.026,1038.0,10.66,615.0,0.95,0.0,0.0,0.0,0.026
91,0.031,1045.0,13.98,617.0,1.31,0.0,0.0,0.0,0.031
92,0.025,1040.0,12.52,609.0,0.8,0.0,0.0,0.0,0.025
93,0.029,1046.0,14.59,612.0,1.02,0.0,0.0,0.0,0.029
94,0.026,1044.0,12.19,611.0,1.09,0.0,0.0,0.0,0.026
95,0.016,992.0,6.29,615.0,0.7,0.0,0.0,0.0,0.016
96,0.018,1018.0,6.48,609.0,1.41,0.0,0.0,0.0,0.018
97,0.035,1044.0,27.93,608.0,1.09,0.0,0.0,0.0,0.035
98,0.028,1040.0,14.64,610.0,1.5,0.0,0.0,0.0,0.028
99,0.026,1041.0,11.3,611.0,1.09,0.0,0.0,0.0,0.026
100,0.024,1043.0,10.56,612.0,1.44,0.0,0.0,0.0,0.024
101,0.022,1036.0,11.28,607.0,0.77,0.0,0.0,0.0,0.022
102,0.026,1046.0,10.45,614.0,1.37,0.0,0.0,0.0,0.026
103,0.025,1046.0,9.74,610.0,1.4,0.0,0.0,0.0,0.025
104,0.026,1039.0,12.5,611.0,1.09,0.0,0.0,0.0,0.026
105,0.025,1038.0,10.43,619.0,0.91,0.0,0.0,0.0,0.025
106,0.027,1040.0,11.97,619.0,0.88,0.0,0.0,0.0,0.027
107,0.027,1038.0,12.38,619.0,0.89,0.0,0.0,0.0,0.027
108,0.025,1038.0,10.54,618.0,1.27,0.0,0.0,0.0,0.025
109,0.025,1038.0,10.95,614.0,1.01,0.0,0.0,0.0,0.025
110,0.032,1048.0,18.07,619.0,0.94,0.0,0.0,0.0,0.032
111,0.051,1098.0,20.44,777.0,1.17,0.0,711.0,0.42,0.051
112,0.012,984.0,4.32,610.0,1.3,0.0,0.0,0.0,0.012
