Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.05,1103.0,23.86,632.0,0.79,0.0,0.0,0.0,0.05
1,0.026,1043.0,10.9,617.0,1.36,0.0,0.0,0.0,0.026
2,0.025,1035.0,10.74,610.0,1.32,0.0,0.0,0.0,0.025
3,0.024,1039.0,11.42,610.0,0.93,0.0,0.0,0.0,0.024
4,0.027,1035.0,12.3,611.0,1.1,0.0,0.0,0.0,0.027
5,0.024,1035.0,10.83,617.0,1.08,0.0,0.0,0.0,0.024
6,0.026,1038.0,11.54,611.0,1.3,0.0,0.0,0.0,0.026
7,0.024,1036.0,13.04,611.0,0.68,0.0,0.0,0.0,0.024
8,0.026,1040.0,10.98,620.0,0.89,0.0,0.0,0.0,0.026
9,0.024,1032.0,10.83,632.0,1.03,0.0,711.0,0.41,0.024
10,0.012,992.0,3.99,611.0,1.08,0.0,0.0,0.0,0.012
11,0.027,1041.0,11.77,618.0,0.9,0.0,0.0,0.0,0.027
12,0.022,1038.0,11.05,615.0,0.59,0.0,0.0,0.0,0.022
13,0.025,1042.0,10.76,615.0,0.98,0.0,0.0,0.0,0.025
14,0.027,1038.0,11.06,619.0,0.99,0.0,0.0,0.0,0.027
15,0.024,1038.0,10.03,614.0,1.38,0.0,0.0,0.0,0.024
16,0.025,1037.0,11.26,611.0,1.06,0.0,0.0,0.0,0.025
17,0.028,1044.0,13.89,619.0,1.13,0.001,713.0,0.51,0.029
18,0.025,1035.0,10.15,611.0,1.48,0.0,0.0,0.0,0.025
19,0.025,1037.0,12.2,611.0,1.27,0.0,0.0,0.0,0.025
20,0.025,1043.0,10.99,612.0,1.0,0.0,0.0,0.0,0.025
21,0.026,1035.0,11.48,613.0,1.01,0.0,0.0,0.0,0.026
22,0.039,1046.0,33.08,617.0,1.34,0.0,0.0,0.0,0.039
23,0.025,1040.0,10.02,610.0,1.1,0.0,0.0,0.0,0.025
24,0.028,1040.0,15.13,614.0,0.5,0.0,0.0,0.0,0.028
25,0.025,1041.0,10.37,615.0,1.19,0.0,0.0,0.0,0.025
26,0.021,1003.0,8.29,611.0,0.98,0.0,0.0,0.0,0.021
27,0.015,1004.0,5.23,610.0,1.44,0.0,0.0,0.0,0.015
28,0.026,1039.0,11.1,611.0,1.23,0.0,0.0,0.0,0.026
29,0.026,1042.0,11.57,613.0,1.21,0.0,0.0,0.0,0.026
30,0.026,1042.0,11.31,617.0,0.93,0.0,0.0,0.0,0.026
31,0.026,1037.0,11.8,619.0,0.91,0.0,0.0,0.0,0.026
32,0.025,1039.0,10.16,618.0,1.27,0.0,0.0,0.0,0.025
33,0.026,1040.0,11.42,613.0,1.03,0.0,0.0,0.0,0.026
34,0.024,1042.0,11.82,614.0,0.52,0.0,0.0,0.0,0.024
35,0.025,1047.0,10.65,616.0,0.91,0.0,0.0,0.0,0.025
36,0.028,1039.0,13.65,618.0,0.96,0.0,0.0,0.0,0.028
37,0.024,1035.0,12.43,612.0,0.65,0.0,0.0,0.0,0.024
38,0.028,1046.0,12.88,615.0,0.99,0.0,0.0,0.0,0.028
39,0.046,1132.0,20.9,618.0,0.91,0.0,0.0,0.0,0.046
40,0.03,1045.0,13.08,725.0,1.16,0.0,714.0,0.61,0.03
41,0.026,1040.0,11.57,618.0,1.06,0.0,0.0,0.0,0.026
42,0.024,1035.0,10.73,613.0,0.93,0.0,0.0,0.0,0.024
43,0.011,979.0,4.5,611.0,0.98,0.0,0.0,0.0,0.011
44,0.022,1031.0,8.06,611.0,1.08,0.0,0.0,0.0,0.022
45,0.024,1032.0,11.75,615.0,0.6,0.0,0.0,0.0,0.024
46,0.024,1037.0,11.74,612.0,0.63,0.0,0.0,0.0,0.024
47,0.024,1040.0,11.91,612.0,0.84,0.0,0.0,0.0,0.024
48,0.027,1040.0,12.75,611.0,1.29,0.0,0.0,0.0,0.027
49,0.023,1034.0,12.23,608.0,0.7,0.0,0.0,0.0,0.023
50,0.024,1037.0,11.93,612.0,0.67,0.0,0.0,0.0,0.024
