Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1093.0,25.41,631.0,0.73,0.0,0.0,0.0,0.051
1,0.027,1035.0,11.46,619.0,0.91,0.0,0.0,0.0,0.027
2,0.032,1045.0,13.69,619.0,0.91,0.0,0.0,0.0,0.032
3,0.028,1035.0,11.51,618.0,0.99,0.0,0.0,0.0,0.028
4,0.028,1042.0,10.75,615.0,0.95,0.0,0.0,0.0,0.028
5,0.027,1036.0,11.66,615.0,0.68,0.0,0.0,0.0,0.027
6,0.029,1042.0,12.66,610.0,1.28,0.0,0.0,0.0,0.029
7,0.027,1035.0,13.51,610.0,0.68,0.0,0.0,0.0,0.027
8,0.029,1041.0,11.19,618.0,0.92,0.0,0.0,0.0,0.029
9,0.031,1062.0,14.56,629.0,0.91,0.001,712.0,0.41,0.032
10,0.026,979.0,26.82,609.0,1.07,0.0,0.0,0.0,0.026
11,0.024,1031.0,8.38,612.0,1.02,0.0,0.0,0.0,0.024
12,0.028,1033.0,10.32,618.0,1.26,0.0,0.0,0.0,0.028
13,0.042,1061.0,21.67,613.0,1.03,0.0,0.0,0.0,0.042
14,0.027,1035.0,10.87,619.0,0.89,0.0,0.0,0.0,0.027
15,0.029,1038.0,11.42,619.0,0.88,0.0,0.0,0.0,0.029
16,0.028,1037.0,10.63,618.0,0.86,0.0,0.0,0.0,0.028
17,0.026,1035.0,13.3,616.0,0.55,0.0,0.0,0.0,0.026
18,0.029,1043.0,11.61,618.0,0.91,0.0,0.0,0.0,0.029
19,0.029,1038.0,10.46,618.0,0.94,0.0,0.0,0.0,0.029
20,0.025,1031.0,11.47,615.0,0.63,0.0,0.0,0.0,0.025
21,0.028,1040.0,10.87,616.0,0.9,0.0,0.0,0.0,0.028
22,0.025,1034.0,11.46,614.0,0.49,0.0,0.0,0.0,0.025
23,0.046,1105.0,19.66,696.0,1.08,0.0,711.0,0.41,0.046
24,0.025,1041.0,10.6,609.0,1.29,0.0,0.0,0.0,0.025
25,0.026,1035.0,12.0,612.0,1.02,0.0,0.0,0.0,0.026
26,0.028,1035.0,12.34,615.0,0.86,0.0,0.0,0.0,0.028
27,0.01,981.0,3.68,608.0,1.01,0.0,0.0,0.0,0.01
28,0.023,1033.0,9.95,610.0,1.08,0.0,0.0,0.0,0.023
29,0.027,1039.0,11.35,620.0,1.03,0.0,0.0,0.0,0.027
30,0.027,1037.0,11.75,617.0,0.96,0.0,0.0,0.0,0.027
31,0.048,1106.0,23.23,618.0,1.22,0.0,711.0,0.42,0.048
32,0.026,1038.0,12.54,612.0,1.24,0.0,0.0,0.0,0.026
33,0.024,1036.0,11.22,608.0,1.02,0.0,0.0,0.0,0.024
34,0.024,1038.0,11.05,611.0,1.1,0.0,0.0,0.0,0.024
35,0.028,1048.0,13.42,618.0,1.06,0.0,711.0,0.63,0.028
36,0.027,1045.0,12.34,613.0,1.26,0.0,0.0,0.0,0.027
37,0.026,1038.0,12.05,610.0,1.09,0.0,0.0,0.0,0.026
38,0.026,1037.0,10.96,619.0,0.91,0.0,0.0,0.0,0.026
39,0.038,1043.0,31.3,616.0,0.94,0.0,0.0,0.0,0.038
40,0.026,1042.0,10.9,611.0,1.17,0.0,0.0,0.0,0.026
41,0.025,1038.0,11.72,613.0,1.12,0.0,0.0,0.0,0.025
42,0.026,1061.0,11.76,613.0,1.08,0.0,0.0,0.0,0.026
43,0.027,1103.0,12.84,616.0,1.07,0.0,712.0,0.42,0.027
44,0.024,1017.0,9.52,611.0,1.29,0.0,0.0,0.0,0.024
45,0.027,1044.0,11.03,611.0,1.31,0.0,0.0,0.0,0.027
46,0.029,1041.0,13.62,610.0,1.33,0.0,0.0,0.0,0.029
47,0.027,1038.0,12.11,614.0,1.08,0.0,0.0,0.0,0.027
48,0.026,1038.0,11.94,615.0,0.95,0.0,0.0,0.0,0.026
49,0.027,1042.0,12.35,618.0,1.28,0.0,0.0,0.0,0.027
50,0.028,1042.0,11.32,613.0,1.06,0.0,0.0,0.0,0.028
51,0.025,1038.0,10.42,618.0,1.07,0.0,0.0,0.0,0.025
52,0.027,1040.0,12.23,615.0,0.94,0.0,0.0,0.0,0.027
53,0.026,1038.0,11.75,619.0,0.9,0.0,0.0,0.0,0.026
54,0.03,1047.0,16.43,616.0,0.6,0.0,0.0,0.0,0.03
55,0.027,1041.0,12.58,615.0,0.97,0.0,0.0,0.0,0.027
56,0.025,1034.0,13.92,615.0,0.6,0.0,0.0,0.0,0.025
57,0.027,1038.0,11.95,617.0,0.94,0.0,0.0,0.0,0.027
58,0.026,1040.0,10.56,617.0,1.27,0.0,0.0,0.0,0.026
59,0.026,1036.0,11.65,613.0,1.26,0.0,0.0,0.0,0.026
60,0.016,992.0,7.14,611.0,0.93,0.0,0.0,0.0,0.016
61,0.019,1017.0,6.74,612.0,1.07,0.0,0.0,0.0,0.019
62,0.026,1039.0,11.23,618.0,0.91,0.0,0.0,0.0,0.026
63,0.025,1042.0,10.33,617.0,1.32,0.0,0.0,0.0,0.025
64,0.026,1040.0,11.29,611.0,1.09,0.0,0.0,0.0,0.026
65,0.027,1037.0,12.01,617.0,1.21,0.0,0.0,0.0,0.027
66,0.027,1039.0,12.5,610.0,1.12,0.0,0.0,0.0,0.027
67,0.024,1037.0,11.84,610.0,0.98,0.0,0.0,0.0,0.024
68,0.023,1039.0,12.07,606.0,0.67,0.0,0.0,0.0,0.023
