Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.052,1105.0,23.86,629.0,0.84,0.001,709.0,0.32,0.053
1,0.027,1040.0,11.05,613.0,1.02,0.0,0.0,0.0,0.027
2,0.018,983.0,6.8,616.0,1.01,0.002,704.0,0.22,0.02
3,0.021,1021.0,8.65,607.0,0.75,0.0,0.0,0.0,0.021
4,0.029,1042.0,10.29,614.0,1.35,0.001,708.0,0.32,0.03
5,0.026,1039.0,12.67,611.0,1.38,0.0,709.0,0.32,0.026
6,0.027,1036.0,11.36,611.0,1.07,0.0,0.0,0.0,0.027
7,0.03,1043.0,12.72,619.0,0.92,0.0,0.0,0.0,0.03
8,0.043,1038.0,33.87,617.0,1.32,0.0,0.0,0.0,0.043
9,0.03,1045.0,13.12,614.0,1.14,0.0,704.0,0.22,0.03
10,0.027,1035.0,11.14,616.0,1.1,0.0,0.0,0.0,0.027
11,0.023,1036.0,12.12,608.0,0.84,0.0,0.0,0.0,0.023
12,0.026,1042.0,12.22,610.0,1.23,0.0,0.0,0.0,0.026
13,0.026,1038.0,11.09,611.0,1.26,0.0,0.0,0.0,0.026
14,0.027,1038.0,12.06,613.0,1.07,0.001,703.0,0.22,0.028
15,0.025,1034.0,13.45,614.0,0.58,0.0,0.0,0.0,0.025
16,0.027,1042.0,11.61,616.0,0.94,0.0,0.0,0.0,0.027
17,0.027,1035.0,11.04,613.0,1.02,0.0,0.0,0.0,0.027
18,0.027,1035.0,10.77,617.0,1.3,0.0,0.0,0.0,0.027
19,0.02,995.0,8.17,607.0,0.87,0.0,0.0,0.0,0.02
20,0.017,1008.0,7.07,607.0,0.75,0.0,0.0,0.0,0.017
21,0.028,1046.0,10.33,613.0,1.18,0.0,0.0,0.0,0.028
22,0.032,1041.0,16.0,610.0,1.45,0.0,709.0,0.32,0.032
23,0.025,1041.0,11.74,611.0,1.04,0.0,0.0,0.0,0.025
24,0.026,1037.0,15.39,609.0,0.59,0.0,704.0,0.22,0.026
25,0.024,1038.0,12.2,610.0,0.94,0.0,0.0,0.0,0.024
26,0.024,1040.0,12.04,608.0,0.69,0.0,0.0,0.0,0.024
27,0.028,1041.0,12.34,615.0,0.96,0.0,0.0,0.0,0.028
28,0.026,1037.0,10.15,617.0,1.22,0.0,0.0,0.0,0.026
29,0.054,1111.0,26.05,649.0,1.72,0.0,0.0,0.0,0.054
30,0.029,1035.0,11.75,617.0,1.08,0.0,0.0,0.0,0.029
31,0.027,1038.0,10.73,614.0,0.95,0.0,0.0,0.0,0.027
32,0.029,1041.0,11.48,619.0,0.88,0.0,0.0,0.0,0.029
33,0.027,1035.0,11.49,619.0,0.87,0.0,0.0,0.0,0.027
34,0.029,1035.0,11.97,619.0,0.87,0.0,0.0,0.0,0.029
