Time (s),Power (W),Voltage (V),Amps (A)
0,270.0,237.0,1.107
1,255.0,237.0,1.101
2,254.7,236.9,1.144
3,254.7,236.9,1.106
4,254.4,236.7,1.105
5,254.5,236.6,1.123
6,254.5,236.7,1.161
7,254.7,236.9,1.11
8,254.6,237.3,1.099
9,254.4,237.0,1.219
10,278.8,237.2,1.198
11,278.4,237.0,1.198
12,277.8,237.2,1.209
13,277.5,237.1,1.192
14,277.0,237.1,1.187
15,276.6,237.2,1.203
16,276.5,237.1,1.227
17,276.4,237.3,1.197
18,276.1,237.3,1.255
19,287.6,237.1,1.253
20,287.8,237.2,1.25
21,287.7,237.1,1.249
22,287.8,237.2,1.248
23,287.7,236.9,1.243
24,287.7,237.1,1.246
25,287.8,237.1,1.261
26,287.9,237.2,1.285
27,288.2,237.0,1.287
28,296.7,237.2,1.284
29,296.7,237.3,1.295
30,296.9,237.1,1.286
31,296.8,237.0,1.287
32,296.7,237.1,1.298
33,296.9,237.0,1.289
34,296.8,237.2,1.285
35,296.9,237.1,1.123
36,287.1,236.8,1.331
37,304.5,237.0,1.316
38,304.3,237.0,1.327
39,304.2,236.9,1.31
40,303.9,236.9,1.319
41,304.1,236.8,1.315
42,304.0,236.9,1.301
43,303.8,236.9,1.305
44,303.4,236.9,1.311
45,303.3,236.9,1.336
46,303.7,236.7,1.348
47,304.1,236.9,1.334
48,304.5,237.1,1.321
49,304.6,237.2,1.334
50,304.9,237.1,1.334
51,305.0,237.2,1.334
52,305.3,237.1,1.311
53,305.4,237.1,1.329
54,305.5,237.2,1.35
55,306.0,237.2,1.343
56,306.3,237.0,1.327
57,306.4,237.0,1.343
58,306.9,237.2,1.338
59,307.2,236.9,1.338
60,307.5,237.0,1.343
61,307.7,237.1,1.339
62,307.9,237.1,1.328
63,308.0,237.1,1.352
64,308.3,237.0,1.343
65,308.7,237.2,1.352
66,309.0,237.0,1.355
67,309.3,237.1,1.356
68,309.7,237.2,1.348
69,310.0,237.1,1.346
70,310.2,237.1,1.354
71,310.5,237.2,1.345
72,310.7,237.1,1.349
73,311.1,237.2,1.374
74,311.6,237.0,1.355
75,311.8,237.1,1.361
76,312.0,237.1,1.314
77,312.1,237.4,1.359
78,312.4,237.1,1.358
79,312.7,237.2,1.364
80,312.7,237.3,1.364
81,312.9,237.2,1.367
82,313.1,237.4,1.317
83,312.9,237.2,1.372
84,313.2,237.3,1.358
85,313.4,237.2,1.371
86,313.6,237.3,1.37
87,313.9,237.1,1.378
88,314.3,237.3,1.368
89,314.4,237.2,1.367
90,314.6,237.1,1.366
91,314.7,237.0,1.375
92,314.9,236.8,1.374
93,315.0,237.0,1.378
94,315.2,237.0,1.366
95,315.1,236.8,1.371
96,315.3,236.9,1.38
97,315.3,237.0,1.371
98,315.2,236.8,1.373
99,315.4,236.7,1.37
100,315.5,236.9,1.384
101,315.8,236.7,1.382
102,315.9,237.1,1.357
103,316.0,237.2,1.37
104,316.2,237.3,1.337
105,316.1,237.1,1.381
106,316.1,237.2,1.346
107,316.1,237.2,1.373
108,316.2,236.9,1.392
109,316.5,237.1,1.363
110,316.6,237.0,1.367
111,316.8,237.1,1.381
112,316.9,237.0,1.356
113,317.0,237.0,1.38
114,317.4,236.9,1.385
115,317.4,237.0,1.387
116,317.4,236.8,1.375
117,317.6,237.1,1.38
118,317.8,236.9,1.384
119,317.8,237.1,1.375
120,317.4,236.9,1.377
121,317.5,236.9,1.385
122,317.8,237.0,1.383
123,317.8,236.8,1.384
124,317.9,236.9,1.387
125,318.0,236.9,1.389
126,318.2,236.8,1.365
127,318.3,236.7,1.387
128,318.5,236.8,1.387
129,318.6,236.8,1.382
130,318.6,236.5,1.392
131,318.7,236.5,1.377
132,318.7,236.6,1.362
133,318.6,236.7,1.384
134,318.7,236.7,1.383
135,318.6,236.5,1.38
136,318.5,236.4,1.389
137,318.4,236.7,1.375
138,318.3,236.5,1.389
139,318.4,236.7,1.384
140,318.4,236.7,1.382
141,318.5,236.5,1.379
142,318.4,236.7,1.346
143,318.2,236.5,1.379
144,318.3,236.6,1.378
145,318.4,236.7,1.38
146,318.3,236.5,1.378
147,318.2,236.6,1.38
148,318.3,236.6,1.393
149,318.4,236.5,1.354
150,318.5,236.6,1.384
151,318.7,236.4,1.38
152,318.7,236.5,1.394
153,318.3,236.6,1.389
154,318.4,236.4,1.381
155,318.5,236.4,1.385
156,318.6,236.6,1.381
157,318.8,236.4,1.383
158,318.9,236.7,1.388
159,319.0,236.4,1.386
160,319.0,236.5,1.389
161,319.1,236.5,1.378
162,318.8,236.5,1.382
163,318.3,236.9,1.371
164,300.5,236.8,1.379
165,315.4,236.6,1.37
166,315.4,236.9,1.38
167,315.4,237.0,1.395
168,315.6,237.1,1.382
169,315.6,236.9,1.386
170,315.2,237.1,1.375
171,315.0,237.0,1.331
172,308.2,236.9,1.338
173,302.8,237.2,1.282
174,302.4,236.8,1.319
175,302.3,237.1,1.368
176,308.5,237.0,1.366
177,316.8,236.9,1.374
178,311.7,237.0,1.383
179,312.0,236.9,1.372
180,312.5,237.0,1.372
181,312.3,236.8,1.367
182,313.0,237.0,1.346
183,313.0,236.7,1.377
184,313.3,236.9,1.36
185,313.2,236.9,1.358
186,312.8,236.8,1.355
187,312.6,237.0,1.334
188,303.4,236.6,1.379
189,303.9,236.8,1.335
190,304.4,236.9,1.351
191,310.3,237.0,1.367
192,310.5,237.0,1.403
193,310.8,237.2,1.382
194,310.8,237.0,1.378
195,311.4,237.1,1.395
196,311.5,236.9,1.39
197,311.9,237.0,1.357
198,312.0,236.8,1.38
199,312.5,236.9,1.383
200,313.1,236.7,1.386
201,313.6,237.0,1.357
202,314.1,237.0,1.358
203,314.2,236.9,1.402
204,320.0,237.0,1.395
205,320.2,236.9,1.395
206,320.0,237.0,1.357
207,320.0,237.0,1.391
208,320.2,236.7,1.381
209,320.2,236.9,1.392
210,320.2,236.9,1.394
211,320.2,236.8,1.394
212,320.3,236.9,1.383
213,320.2,236.8,1.396
214,320.3,236.9,1.385
215,320.1,236.9,1.347
216,320.1,236.6,1.38
217,319.9,236.8,1.394
218,320.0,236.8,1.393
219,320.0,236.6,1.393
220,320.1,236.9,1.386
221,320.2,236.8,1.392
222,320.2,236.6,1.397
223,320.3,236.8,1.403
224,320.4,236.5,1.391
225,320.5,236.9,1.386
226,320.3,236.7,1.389
227,320.4,236.6,1.394
228,320.4,236.3,1.393
229,320.4,236.6,1.392
230,320.4,236.6,1.396
231,320.5,236.4,1.391
232,320.5,236.5,1.36
233,320.4,236.6,1.39
234,320.5,236.5,1.394
235,320.6,236.5,1.391
236,320.5,236.6,1.382
237,320.3,236.5,1.386
238,320.5,236.5,1.389
239,320.4,236.5,1.392
240,320.4,236.6,1.401
241,320.4,236.6,1.395
242,320.4,236.4,1.403
243,320.3,236.5,1.391
244,320.3,236.8,1.383
245,320.2,236.9,1.389
246,320.4,236.8,1.395
247,320.5,236.8,1.384
248,320.4,236.7,1.386
249,320.4,236.7,1.385
250,320.6,236.7,1.389
251,320.8,236.9,1.39
252,320.5,236.8,1.378
253,320.4,236.7,1.391
254,320.5,236.6,1.387
255,320.4,236.7,1.383
256,320.3,236.9,1.36
257,320.2,237.0,1.392
258,320.1,236.8,1.392
259,320.4,236.7,1.391
260,320.5,236.8,1.386
261,320.4,236.7,1.39
262,320.6,236.8,1.388
263,320.4,236.7,1.39
264,320.5,236.4,1.391
265,320.5,236.7,1.396
266,320.6,236.6,1.388
267,320.3,236.7,1.391
268,320.2,236.7,1.391
269,320.3,236.5,1.399
270,320.5,236.6,1.393
271,320.6,236.5,1.388
272,320.5,236.7,1.369
273,320.5,236.7,1.398
274,320.7,236.5,1.391
275,320.6,236.8,1.365
276,320.4,236.5,1.392
277,320.1,236.7,1.395
278,320.1,236.6,1.394
279,320.2,236.5,1.397
280,320.4,236.5,1.397
281,320.6,236.6,1.389
282,320.6,236.5,1.393
283,320.7,236.7,1.392
284,320.7,236.6,1.389
285,320.7,236.6,1.391
286,309.2,236.6,1.392
287,318.9,236.7,1.398
288,319.2,236.9,1.393
289,319.5,236.9,1.397
290,319.7,236.7,1.374
291,319.8,236.9,1.389
292,319.9,236.7,1.394
293,320.0,236.7,1.401
294,320.2,236.8,1.388
295,320.3,236.6,1.397
296,320.4,236.7,1.383
297,320.4,236.9,1.397
298,320.6,236.8,1.393
299,320.7,236.8,1.396
300,320.8,236.8,1.396
301,320.9,236.6,1.389
302,321.0,237.0,1.372
303,321.0,236.9,1.392
304,321.0,236.8,1.393
305,321.1,237.0,1.398
306,321.1,236.8,1.386
307,321.2,236.8,1.396
308,321.1,236.9,1.404
309,321.2,236.7,1.389
310,321.2,236.6,1.395
311,321.2,236.9,1.387
312,321.2,236.7,1.382
313,321.2,236.7,1.382
314,321.1,236.6,1.409
315,321.2,236.6,1.393
316,321.2,236.5,1.399
317,321.1,236.6,1.399
318,321.2,236.6,1.396
319,321.3,236.4,1.403
320,321.4,236.4,1.388
321,321.5,236.6,1.391
322,321.5,236.4,1.403
323,321.5,236.5,1.394
324,321.7,236.6,1.395
325,321.7,236.6,1.396
326,321.5,236.4,1.387
327,321.5,236.6,1.395
328,321.6,236.8,1.4
329,321.7,236.6,1.393
330,321.6,236.6,1.388
331,321.6,236.7,1.386
332,321.7,236.6,1.401
333,321.6,236.7,1.392
334,321.5,236.6,1.394
335,321.6,236.8,1.394
336,321.6,236.7,1.387
337,321.5,236.8,1.4
338,321.7,236.9,1.392
339,321.8,236.8,1.395
340,321.7,236.8,1.389
341,321.7,237.0,1.385
342,321.7,236.8,1.397
343,321.6,237.0,1.395
344,321.5,236.8,1.399
345,321.5,237.0,1.377
346,321.5,236.8,1.397
347,321.6,236.9,1.394
348,321.5,236.8,1.38
349,321.5,237.0,1.377
350,321.4,236.8,1.381
351,321.3,236.9,1.399
352,321.3,236.7,1.386
353,321.2,236.9,1.395
354,321.2,237.0,1.391
355,321.0,236.9,1.396
356,321.0,236.8,1.388
357,321.1,236.8,1.397
358,321.1,237.0,1.391
359,320.9,237.0,1.395
360,320.7,236.8,1.394
361,320.7,236.8,1.393
362,320.8,237.0,1.362
363,320.7,236.8,1.387
364,320.8,236.8,1.386
365,320.8,237.1,1.387
366,320.7,236.8,1.402
367,321.0,236.8,1.396
368,321.3,236.9,1.395
369,321.3,236.9,1.399
370,321.4,236.9,1.389
371,321.4,236.8,1.382
372,321.3,236.8,1.397
373,321.5,236.7,1.389
374,321.6,236.6,1.385
375,321.6,236.7,1.375
376,321.5,236.5,1.399
377,321.5,236.2,1.396
378,321.6,236.3,1.4
379,321.7,236.4,1.375
380,321.5,236.5,1.347
381,321.3,236.2,1.384
382,321.3,235.9,1.385
383,321.1,236.0,1.402
384,321.3,235.8,1.408
385,321.4,235.6,1.396
386,321.4,235.4,1.406
387,321.4,235.5,1.403
388,321.5,235.1,1.394
389,321.4,235.2,1.4
390,321.4,234.9,1.404
391,321.5,235.0,1.41
392,321.5,234.7,1.368
393,321.4,234.8,1.402
394,321.4,234.5,1.409
395,321.5,234.6,1.408
396,321.6,234.5,1.395
397,321.4,234.4,1.408
398,321.6,234.4,1.416
399,321.7,234.4,1.398
400,321.8,234.9,1.408
401,321.8,234.7,1.396
402,321.9,234.7,1.405
403,321.8,234.9,1.425
404,322.1,235.1,1.398
405,322.1,235.3,1.386
406,322.1,235.4,1.401
407,321.9,235.2,1.405
408,322.0,235.4,1.406
409,322.1,235.2,1.407
410,322.0,235.3,1.385
411,321.9,235.5,1.405
412,321.8,235.4,1.404
413,321.7,235.4,1.399
414,321.6,235.5,1.402
415,321.8,235.4,1.408
416,321.7,235.8,1.399
417,321.7,235.7,1.4
418,321.7,235.6,1.399
419,321.8,235.7,1.408
420,321.7,235.7,1.4
421,321.8,235.9,1.399
422,321.8,235.8,1.386
423,321.8,235.9,1.398
424,322.0,235.7,1.404
425,322.1,235.8,1.392
426,321.9,235.6,1.397
427,321.8,235.8,1.398
428,321.9,236.2,1.406
429,322.0,236.4,1.402
430,322.1,236.4,1.399
431,322.2,236.4,1.401
432,322.1,236.5,1.397
433,322.1,236.1,1.407
434,322.0,236.0,1.401
435,322.0,236.3,1.401
436,321.9,236.5,1.4
437,322.0,236.3,1.4
438,321.8,236.3,1.403
439,322.0,236.3,1.407
440,322.0,236.1,1.386
441,321.9,236.2,1.394
442,321.7,236.2,1.388
443,321.6,236.1,1.392
444,321.7,236.2,1.398
445,321.6,236.2,1.367
446,321.6,236.2,1.394
447,321.4,236.2,1.402
448,321.6,235.9,1.398
449,321.6,236.1,1.399
450,321.4,235.7,1.403
451,321.6,236.1,1.397
452,321.6,236.2,1.404
453,321.6,236.5,1.391
454,321.5,236.0,1.398
455,321.5,236.2,1.374
456,321.5,236.0,1.401
457,321.7,236.1,1.402
458,321.8,235.9,1.403
459,321.9,236.2,1.355
460,321.9,236.1,1.41
461,321.8,235.7,1.391
462,321.6,235.9,1.353
463,316.0,235.8,1.383
464,315.4,235.7,1.367
465,314.8,236.0,1.334
466,306.6,235.8,1.385
467,317.0,235.9,1.356
468,316.5,235.8,1.372
469,316.4,235.7,1.362
470,316.0,235.7,1.359
471,315.9,235.9,1.355
472,316.0,235.7,1.387
473,316.2,235.7,1.358
474,315.8,235.8,1.388
475,316.1,236.1,1.358
476,315.9,236.2,1.402
477,315.9,236.1,1.383
478,315.8,236.0,1.397
479,315.7,236.1,1.381
480,315.5,236.0,1.383
481,315.2,235.9,1.391
482,315.5,236.0,1.365
483,315.5,235.8,1.352
484,315.2,235.6,1.411
485,315.3,235.8,1.356
486,314.8,235.7,1.385
487,315.0,235.4,1.393
488,314.8,235.6,1.33
489,314.4,236.0,1.374
490,314.1,236.1,1.295
491,309.0,236.2,1.368
492,309.5,236.1,1.352
493,310.0,236.7,1.335
494,310.3,236.7,1.358
495,310.8,236.6,1.34
496,310.9,236.7,1.373
497,311.4,236.7,1.407
498,311.9,236.6,1.386
499,317.5,236.6,1.37
500,312.0,236.8,1.386
501,322.7,236.6,1.398
502,322.6,236.7,1.378
503,322.4,236.9,1.39
504,322.3,236.7,1.402
505,322.3,236.7,1.363
506,322.3,236.9,1.405
507,322.4,236.7,1.417
508,322.6,236.8,1.398
509,322.6,236.8,1.396
510,322.5,236.7,1.394
511,322.4,236.9,1.402
512,322.6,236.9,1.397
513,322.4,236.7,1.405
514,322.6,236.7,1.404
515,322.6,236.5,1.386
516,322.5,236.7,1.397
517,322.5,236.9,1.406
518,322.6,236.6,1.408
519,322.5,236.7,1.405
520,322.7,236.7,1.404
521,322.5,236.5,1.406
522,322.6,236.6,1.396
523,322.6,236.3,1.405
524,322.5,236.6,1.409
525,322.5,236.4,1.399
526,322.5,236.5,1.395
527,322.5,236.2,1.397
528,322.4,236.4,1.383
529,322.3,236.2,1.404
530,322.4,236.3,1.384
531,322.3,236.1,1.398
532,322.4,236.3,1.377
533,322.2,236.0,1.402
534,322.3,236.0,1.401
535,322.2,236.2,1.402
536,322.2,235.9,1.398
537,322.3,236.1,1.414
538,322.4,235.9,1.394
539,322.2,236.0,1.394
540,322.2,236.1,1.404
541,322.3,235.9,1.402
542,322.3,236.1,1.407
543,322.0,235.9,1.395
544,322.1,236.0,1.378
545,322.1,235.7,1.403
546,322.1,236.0,1.4
547,322.1,236.0,1.405
548,321.9,235.8,1.399
549,321.9,236.0,1.403
550,321.9,236.0,1.402
551,322.1,236.1,1.393
552,322.1,235.8,1.399
553,322.2,235.9,1.394
554,322.1,235.9,1.4
555,322.0,236.0,1.388
556,322.0,235.8,1.402
557,322.1,236.1,1.394
558,322.2,235.9,1.412
559,322.4,236.0,1.392
560,322.3,235.9,1.381
561,322.2,236.0,1.403
562,322.0,236.0,1.404
563,322.1,235.9,1.39
564,321.8,236.0,1.402
565,322.0,235.7,1.397
566,321.7,235.8,1.4
567,321.8,236.0,1.406
568,321.8,235.9,1.404
569,322.0,235.8,1.408
570,322.0,235.9,1.407
571,322.2,235.9,1.403
572,322.1,235.6,1.4
573,322.1,235.8,1.391
574,322.0,235.7,1.392
575,322.1,235.7,1.381
576,321.9,235.8,1.405
577,321.8,235.7,1.4
578,321.9,235.6,1.405
579,321.9,235.7,1.397
580,322.1,235.5,1.401
581,322.0,235.7,1.405
582,322.0,235.5,1.414
583,322.1,235.7,1.4
584,322.0,235.5,1.401
585,322.0,235.6,1.405
586,322.1,235.5,1.401
587,322.1,235.4,1.395
588,322.1,235.6,1.4
589,322.1,235.6,1.409
590,322.1,235.4,1.402
591,322.2,235.6,1.415
592,322.3,235.4,1.407
593,322.3,235.5,1.405
594,322.3,235.5,1.4
595,322.5,235.4,1.369
596,322.3,235.4,1.41
597,322.5,235.2,1.41
598,322.7,235.5,1.408
599,322.7,235.5,1.417
600,322.7,235.6,1.403
601,322.5,235.8,1.418
602,322.7,235.9,1.401
603,322.5,235.9,1.417
604,322.8,235.8,1.401
605,322.7,235.8,1.379
606,322.7,236.4,1.398
607,322.6,236.4,1.399
608,322.6,236.2,1.415
609,322.7,236.3,1.401
610,322.7,236.3,1.404
611,322.6,236.2,1.418
612,322.8,236.3,1.406
613,322.7,236.2,1.416
614,322.9,236.1,1.395
615,322.9,236.0,1.41
616,322.9,236.0,1.395
617,322.6,236.0,1.401
618,322.7,236.1,1.405
619,322.8,236.1,1.401
620,322.7,236.3,1.409
621,322.9,236.4,1.402
622,322.7,236.5,1.394
623,322.8,236.5,1.401
624,322.9,236.5,1.388
625,322.9,236.7,1.408
626,322.7,236.7,1.398
627,322.5,236.7,1.401
628,322.6,236.7,1.408
629,322.1,236.7,1.402
630,322.1,236.5,1.402
631,322.3,236.5,1.393
632,322.3,236.5,1.396
633,322.4,236.5,1.397
634,322.4,236.5,1.406
635,322.6,236.6,1.366
636,322.4,236.5,1.403
637,322.5,236.4,1.4
638,322.5,236.5,1.383
639,322.4,236.4,1.403
640,322.2,236.0,1.411
641,322.4,236.1,1.395
642,322.3,236.1,1.398
643,322.2,236.5,1.38
644,322.3,236.4,1.404
645,322.6,236.3,1.407
646,322.6,236.3,1.403
647,322.5,236.2,1.4
648,322.3,236.5,1.406
649,322.4,236.6,1.409
650,322.4,236.5,1.393
651,322.3,236.7,1.389
652,322.2,236.6,1.405
653,322.1,236.7,1.4
654,322.3,236.5,1.395
655,322.2,236.6,1.401
656,322.2,236.5,1.394
657,322.1,236.7,1.403
658,322.0,236.6,1.396
659,322.1,236.8,1.403
660,322.2,236.8,1.397
661,322.5,236.7,1.396
662,322.6,236.8,1.398
663,322.5,236.6,1.403
664,322.6,236.7,1.382
665,322.2,236.7,1.4
666,322.1,236.7,1.4
667,321.9,236.4,1.398
668,322.0,236.6,1.402
669,322.1,236.6,1.402
670,322.2,236.6,1.406
671,322.2,236.6,1.392
672,322.1,236.7,1.404
673,322.2,236.6,1.402
674,322.3,236.4,1.396
675,322.3,236.6,1.399
676,322.3,236.7,1.4
677,322.3,236.6,1.397
678,322.2,236.6,1.392
679,322.2,236.8,1.395
680,322.2,236.4,1.381
681,322.2,236.7,1.399
682,322.2,236.6,1.352
683,321.8,236.8,1.405
684,321.9,236.7,1.384
685,321.7,236.9,1.381
686,321.8,236.8,1.388
687,321.8,236.9,1.414
688,322.0,236.8,1.396
689,321.9,236.8,1.401
690,322.0,236.6,1.42
691,321.8,236.8,1.398
692,322.1,236.5,1.397
693,322.1,236.6,1.405
694,322.3,236.2,1.396
695,322.4,236.6,1.386
696,322.1,236.3,1.407
697,322.2,236.4,1.402
698,322.0,236.0,1.396
699,322.1,236.2,1.407
700,322.2,236.2,1.396
701,322.3,236.0,1.402
702,322.3,236.0,1.404
703,322.4,236.1,1.396
704,322.4,235.9,1.406
705,322.4,235.8,1.407
706,322.5,235.9,1.383
707,322.4,235.7,1.409
708,322.5,235.5,1.407
709,322.7,235.7,1.394
710,322.7,235.6,1.406
711,322.7,235.5,1.405
712,322.8,235.6,1.402
713,322.7,235.5,1.396
714,322.9,235.6,1.405
715,322.8,235.3,1.402
716,322.9,235.4,1.418
717,323.0,235.2,1.419
718,323.1,235.3,1.41
719,323.1,235.2,1.406
720,323.0,235.1,1.421
721,323.1,235.1,1.399
722,316.5,235.0,1.401
723,321.8,235.0,1.405
724,321.9,235.1,1.406
725,321.9,235.2,1.411
726,321.9,235.0,1.403
727,321.8,235.2,1.415
728,322.0,235.1,1.407
729,322.0,235.4,1.408
730,322.2,235.4,1.391
731,322.2,235.4,1.415
732,322.4,235.5,1.41
733,322.3,235.7,1.408
734,322.5,235.7,1.387
735,322.3,235.6,1.403
736,322.3,235.6,1.403
737,322.4,235.6,1.378
738,322.4,235.9,1.409
739,322.4,235.7,1.409
740,322.6,236.0,1.394
741,322.5,235.9,1.412
742,322.5,236.2,1.257
743,316.2,236.0,1.404
744,322.6,236.3,1.386
745,322.4,236.0,1.407
