Time (s),Power (W),Voltage (V),Amps (A)
0,269.6,237.7,1.093
1,253.1,237.5,1.106
2,252.9,237.8,1.089
3,253.3,237.7,1.098
4,253.2,237.7,1.104
5,253.2,237.4,1.138
6,253.3,237.3,1.096
7,253.2,237.5,1.094
8,253.1,237.2,1.095
9,253.4,237.0,1.227
10,275.3,237.2,1.192
11,275.1,237.2,1.182
12,274.8,237.1,1.194
13,274.8,237.1,1.184
14,274.7,237.0,1.192
15,274.5,237.2,1.213
16,274.4,237.0,1.196
17,274.4,237.0,1.184
18,274.3,237.0,1.241
19,287.6,237.0,1.266
20,287.7,236.7,1.262
21,287.7,236.8,1.256
22,287.9,236.9,1.255
23,288.0,236.7,1.248
24,287.9,236.6,1.244
25,287.9,236.7,1.24
26,287.9,236.6,1.246
27,287.9,236.9,1.282
28,297.2,236.9,1.283
29,296.8,236.9,1.319
30,296.8,237.1,1.285
31,296.7,237.2,1.282
32,296.6,237.4,1.288
33,296.3,237.4,1.285
34,296.0,237.4,1.217
35,282.8,237.5,1.248
36,283.3,237.4,1.274
37,290.8,237.5,1.279
38,290.9,237.7,1.268
39,290.7,237.7,1.318
40,295.9,237.7,1.293
41,295.8,237.7,1.277
42,295.3,237.6,1.274
43,295.2,237.7,1.283
44,294.9,237.5,1.285
45,295.0,238.0,1.287
46,295.3,237.7,1.26
47,295.6,237.8,1.323
48,302.1,237.5,1.333
49,302.1,237.7,1.333
50,302.3,237.5,1.324
51,302.5,237.8,1.329
52,302.6,237.8,1.3
53,302.7,237.6,1.33
54,303.2,237.5,1.338
55,303.8,237.8,1.337
56,304.1,237.8,1.304
57,298.9,237.8,1.298
58,293.8,237.6,1.32
59,302.6,237.6,1.309
60,297.5,237.8,1.321
61,297.8,237.8,1.326
62,303.7,237.7,1.315
63,303.4,237.8,1.34
64,303.2,237.8,1.335
65,303.4,237.7,1.326
66,303.6,237.7,1.338
67,303.9,237.8,1.33
68,304.3,237.7,1.342
69,304.8,237.6,1.339
70,305.1,237.9,1.316
71,305.0,237.8,1.361
72,305.4,237.6,1.347
73,305.7,237.6,1.342
74,306.2,237.6,1.36
75,306.7,237.4,1.353
76,313.2,237.5,1.36
77,313.3,237.5,1.357
78,313.2,237.3,1.35
79,313.1,237.3,1.335
80,313.2,237.3,1.364
81,313.2,237.6,1.355
82,313.3,237.5,1.368
83,313.5,237.4,1.363
84,313.8,237.3,1.365
85,313.8,237.3,1.338
86,313.8,237.3,1.368
87,313.9,237.4,1.369
88,314.1,237.6,1.383
89,314.3,237.4,1.375
90,314.5,237.3,1.37
91,314.7,237.4,1.358
92,314.8,237.5,1.372
93,314.9,237.4,1.363
94,315.0,237.4,1.369
95,315.2,237.7,1.338
96,315.2,237.6,1.365
97,315.1,237.5,1.364
98,315.2,237.6,1.372
99,315.3,237.5,1.375
100,315.4,237.4,1.369
101,315.5,237.6,1.371
102,315.5,237.4,1.362
103,315.6,237.5,1.366
104,315.6,237.4,1.37
105,315.8,237.5,1.359
106,315.6,237.2,1.373
107,315.6,237.1,1.372
108,315.6,237.3,1.38
109,315.9,237.2,1.367
110,315.6,237.3,1.368
111,315.8,237.5,1.369
112,315.8,237.3,1.372
113,316.0,237.3,1.366
114,316.0,237.5,1.384
115,316.3,237.6,1.327
116,316.3,237.2,1.368
117,316.5,237.4,1.368
118,316.6,237.5,1.373
119,316.7,237.5,1.373
120,316.8,237.4,1.37
121,316.9,237.4,1.371
122,316.8,237.5,1.375
123,316.9,237.3,1.373
124,316.9,237.4,1.378
125,317.1,237.6,1.357
126,317.2,237.3,1.377
127,317.1,237.6,1.366
128,317.0,237.3,1.384
129,317.1,237.4,1.387
130,317.4,237.5,1.371
131,317.4,237.4,1.372
132,317.4,237.5,1.379
133,317.6,237.5,1.372
134,317.3,237.6,1.377
135,317.4,237.5,1.347
136,317.4,237.4,1.376
137,317.7,237.3,1.375
138,317.9,237.5,1.388
139,318.0,237.4,1.38
140,318.1,237.4,1.403
141,318.1,237.3,1.372
142,318.1,237.3,1.381
143,318.0,237.2,1.375
144,318.0,237.2,1.355
145,318.0,237.3,1.374
146,318.1,237.4,1.381
147,318.2,237.3,1.383
148,318.5,237.2,1.383
149,318.4,237.1,1.364
150,318.4,237.0,1.393
151,318.4,237.3,1.381
152,318.4,237.1,1.386
153,318.5,237.1,1.379
154,318.6,237.3,1.377
