Time (s),Power (W),Voltage (V),Amps (A)
0,267.2,236.0,1.099
1,253.3,236.0,1.106
2,253.4,235.9,1.109
3,253.5,235.7,1.101
4,253.5,236.0,1.13
5,254.0,236.0,1.101
6,254.1,235.9,1.107
7,254.2,235.8,1.108
8,254.4,235.8,1.109
9,254.6,235.8,1.189
10,272.9,235.6,1.193
11,272.9,235.6,1.198
12,273.2,235.6,1.197
13,273.3,235.5,1.192
14,273.2,235.7,1.192
15,273.4,235.7,1.191
16,273.7,235.7,1.198
17,273.8,236.0,1.195
18,274.3,235.7,1.27
19,288.2,235.4,1.256
20,288.1,235.7,1.263
21,288.2,235.6,1.253
22,288.2,235.4,1.263
23,288.3,235.6,1.254
24,288.3,235.5,1.255
25,288.3,235.5,1.254
26,288.5,235.5,1.261
27,288.6,235.4,1.282
28,296.6,235.5,1.294
29,296.6,235.4,1.223
30,290.6,235.3,1.306
31,297.5,235.2,1.29
32,297.3,235.2,1.298
33,297.3,235.4,1.281
34,297.0,235.2,1.293
35,297.1,235.3,1.283
36,297.2,235.3,1.314
37,297.8,235.3,1.323
38,303.1,235.3,1.331
39,303.2,235.2,1.325
40,303.1,235.6,1.32
41,303.2,235.4,1.312
42,303.2,235.2,1.326
43,303.2,235.3,1.324
44,303.2,235.1,1.319
45,303.2,235.1,1.351
46,308.4,235.0,1.339
47,308.1,234.9,1.339
48,308.1,235.0,1.337
49,307.7,235.1,1.339
50,307.8,234.9,1.339
51,307.8,234.9,1.336
52,307.4,234.8,1.343
53,307.3,234.9,1.339
54,307.5,234.9,1.352
55,307.8,234.9,1.35
56,308.1,234.9,1.349
57,308.3,234.7,1.357
58,308.7,234.8,1.344
59,308.8,234.7,1.357
60,309.1,234.9,1.357
61,309.3,234.6,1.355
62,309.4,234.7,1.352
63,309.5,234.7,1.364
64,309.9,234.9,1.358
65,310.1,234.9,1.376
66,310.5,234.7,1.367
67,310.8,234.9,1.36
68,310.9,234.8,1.349
69,310.9,235.0,1.364
70,311.2,234.8,1.364
71,311.3,234.8,1.363
72,311.4,235.2,1.373
73,311.9,235.2,1.367
74,312.1,235.0,1.349
75,312.2,234.8,1.368
76,312.5,235.4,1.345
77,312.6,235.2,1.373
78,312.8,235.3,1.373
79,313.0,235.1,1.374
80,313.2,234.9,1.374
