Time (s),Power (W),Voltage (V),Amps (A)
0,252.6,234.9,1.122
1,252.4,234.7,1.175
2,253.0,234.7,1.131
3,252.9,234.6,1.126
4,252.7,234.7,1.119
5,252.7,234.8,1.121
6,252.5,234.9,1.116
7,252.4,234.8,1.116
8,252.4,234.8,1.125
9,252.5,234.9,1.12
10,252.7,235.0,1.115
11,252.4,234.6,1.157
12,257.6,234.7,1.118
13,251.3,234.8,1.11
14,251.3,234.9,1.121
15,251.4,234.7,1.105
16,251.6,234.8,1.109
17,251.5,234.8,1.124
18,251.7,234.7,1.113
19,251.9,234.9,1.121
20,252.0,234.8,1.111
21,251.8,234.8,1.154
22,257.3,234.8,1.121
23,251.5,235.0,1.111
24,251.5,234.9,1.12
25,251.5,234.9,1.112
26,251.6,234.9,1.111
27,251.6,234.7,1.111
28,251.8,234.9,1.109
29,251.8,234.8,1.124
30,251.9,234.9,1.107
31,251.8,234.7,1.164
32,252.4,234.7,1.119
33,252.3,234.9,1.105
34,252.0,234.9,1.115
35,252.0,235.0,1.118
36,251.8,235.1,1.106
37,251.8,234.9,1.11
38,251.8,235.2,1.112
39,252.0,235.0,1.14
40,252.2,235.2,1.107
41,252.0,235.0,1.151
42,252.6,235.1,1.235
43,258.1,235.1,1.108
44,252.5,235.2,1.132
45,252.7,235.3,1.102
46,252.7,235.2,1.111
47,252.7,235.3,1.122
48,252.9,235.4,1.123
49,252.9,235.2,1.119
50,253.0,235.1,1.103
51,252.8,235.2,1.157
52,253.3,235.2,1.108
53,253.3,235.4,1.106
54,253.0,235.2,1.107
55,253.0,235.4,1.101
56,252.8,235.2,1.097
57,252.7,235.2,1.104
58,252.8,235.3,1.101
59,252.8,235.2,1.107
60,252.9,235.3,1.097
61,252.8,235.2,1.14
62,253.2,235.2,1.102
63,253.3,235.2,1.109
64,253.1,235.4,1.106
65,253.0,235.4,1.106
66,252.9,235.3,1.112
67,252.9,235.4,1.095
68,252.9,235.3,1.102
69,252.9,235.4,1.097
70,252.9,235.3,1.103
71,252.8,235.2,1.151
72,258.5,235.3,1.106
73,252.3,235.4,1.095
74,252.2,235.3,1.108
75,252.1,235.2,1.096
76,252.1,235.3,1.11
77,252.2,235.3,1.111
78,252.3,235.4,1.104
79,252.3,235.2,1.093
80,252.2,235.4,1.098
81,252.0,235.3,1.158
82,257.4,235.0,1.112
83,251.7,235.5,1.104
84,251.7,235.3,1.096
85,251.7,235.3,1.103
86,251.7,235.4,1.098
87,251.8,235.2,1.102
88,251.9,235.3,1.098
89,251.9,235.1,1.103
90,252.0,235.2,1.095
91,251.9,235.0,1.166
92,252.6,235.0,1.106
93,252.5,235.2,1.097
94,252.4,234.9,1.099
95,252.2,235.0,1.094
96,252.2,235.1,1.105
97,252.1,235.0,1.095
98,252.4,235.0,1.101
99,252.4,235.2,1.1
100,252.6,235.0,1.096
101,252.4,235.1,1.16
102,261.7,235.1,1.098
103,252.1,235.3,1.111
104,252.1,235.2,1.098
105,252.1,235.1,1.097
106,252.0,235.3,1.095
107,252.1,235.0,1.118
108,252.3,235.1,1.096
109,252.3,235.1,1.094
110,252.3,235.2,1.097
111,252.2,234.9,1.16
112,252.7,235.2,1.1
113,252.6,235.1,1.103
114,252.6,235.2,1.098
115,252.6,234.9,1.097
116,252.4,235.0,1.097
117,252.3,234.9,1.111
118,252.4,235.1,1.098
119,252.5,235.0,1.107
120,252.5,235.0,1.101
121,252.4,234.8,1.167
122,258.7,235.1,1.102
123,251.8,235.1,1.101
124,251.8,235.0,1.108
125,251.9,235.0,1.094
126,251.7,234.9,1.108
127,251.7,235.3,1.095
128,251.8,235.1,1.114
129,252.0,235.1,1.095
130,252.0,234.9,1.107
131,251.9,234.7,1.16
132,257.4,235.0,1.102
133,251.7,234.8,1.095
134,251.6,235.0,1.096
135,251.6,234.7,1.109
136,251.6,234.8,1.099
137,251.7,234.9,1.112
138,251.9,234.7,1.098
139,252.2,234.8,1.098
140,252.2,234.9,1.101
141,252.3,234.7,1.154
142,252.9,234.8,1.107
143,252.8,235.0,1.103
144,252.8,234.9,1.102
145,252.7,235.1,1.095
146,252.6,235.0,1.1
147,252.5,235.1,1.097
148,252.5,234.8,1.105
149,252.5,235.1,1.102
150,252.6,234.9,1.121
151,252.6,234.8,1.16
152,257.7,235.0,1.116
153,252.6,235.0,1.099
154,252.9,234.9,1.099
155,252.9,234.8,1.101
156,252.7,235.0,1.1
157,252.6,234.9,1.098
158,252.5,235.0,1.106
159,252.6,235.0,1.097
160,252.6,234.8,1.098
161,252.5,234.7,1.161
162,253.1,234.9,1.117
163,253.1,234.7,1.102
164,252.9,234.7,1.102
165,252.8,234.9,1.105
166,252.8,234.8,1.1
167,252.8,235.0,1.127
168,253.0,234.8,1.102
169,253.0,235.0,1.109
170,252.9,234.8,1.102
171,252.9,234.8,1.186
172,253.4,234.6,1.109
173,253.2,234.8,1.114
174,253.2,234.6,1.101
175,253.1,235.2,1.096
176,253.0,235.0,1.094
177,252.7,235.2,1.1
178,252.8,235.0,1.106
179,253.0,235.1,1.102
180,252.8,235.1,1.099
181,252.7,234.9,1.158
182,253.3,235.1,1.099
183,253.1,235.1,1.1
184,253.0,235.1,1.096
185,252.7,235.3,1.095
186,252.6,235.2,1.095
187,252.6,235.3,1.101
188,252.6,235.3,1.098
189,252.6,235.1,1.098
190,252.5,235.3,1.093
191,252.4,235.0,1.161
192,252.9,235.3,1.096
193,252.9,235.2,1.116
194,253.0,235.2,1.098
195,253.0,235.3,1.113
196,252.8,235.1,1.101
197,252.9,235.2,1.118
198,252.9,235.1,1.105
199,253.0,235.2,1.097
200,252.9,235.1,1.098
201,252.8,234.9,1.157
202,253.4,235.1,1.111
203,253.3,235.1,1.099
204,253.1,235.0,1.098
205,253.1,235.0,1.104
206,252.9,235.2,1.098
207,252.8,235.1,1.094
208,252.7,234.9,1.099
209,252.7,235.0,1.096
210,252.5,234.8,1.103
211,252.6,234.6,1.17
212,253.0,234.9,1.116
213,253.5,234.9,1.095
214,253.2,235.0,1.111
215,253.0,235.2,1.095
216,252.7,235.0,1.103
217,252.6,235.0,1.097
218,252.5,235.0,1.113
219,252.8,234.8,1.106
220,252.8,235.0,1.105
221,253.0,234.8,1.171
222,258.4,234.8,1.121
223,257.8,234.9,1.103
224,257.3,234.7,1.11
225,256.8,234.9,1.102
226,256.3,234.8,1.12
227,256.1,234.8,1.125
228,256.0,234.6,1.106
229,255.7,234.9,1.103
230,255.4,234.6,1.106
231,255.2,234.7,1.179
232,255.6,234.9,1.104
233,255.2,234.7,1.109
234,255.0,235.0,1.104
235,254.9,234.9,1.111
236,254.7,235.0,1.104
237,254.6,234.8,1.111
238,254.6,235.0,1.108
239,254.6,234.9,1.115
240,254.6,234.8,1.108
241,254.6,234.9,1.162
242,259.7,234.8,1.108
243,253.4,234.9,1.105
244,253.4,235.0,1.111
245,253.4,234.7,1.107
246,253.4,234.8,1.109
247,253.6,234.7,1.108
248,253.6,235.0,1.107
249,253.8,234.8,1.109
250,253.9,235.0,1.115
251,253.9,234.9,1.193
252,259.5,235.0,1.119
253,254.4,235.1,1.106
254,254.3,235.1,1.103
255,254.2,234.9,1.105
256,254.1,234.8,1.129
257,254.2,234.8,1.125
258,254.3,234.7,1.103
259,254.1,235.0,1.097
260,253.7,235.0,1.107
261,253.7,234.8,1.158
262,254.1,235.1,1.11
263,254.0,234.9,1.103
264,253.8,235.0,1.105
265,253.7,235.1,1.114
266,253.7,235.0,1.107
267,253.6,235.0,1.1
268,253.3,235.1,1.107
269,253.3,235.1,1.101
270,253.1,234.9,1.1
271,253.1,235.0,1.16
272,253.5,235.1,1.098
273,253.4,235.0,1.096
274,253.0,235.1,1.098
275,252.8,235.0,1.096
276,252.6,235.0,1.095
277,252.5,234.9,1.104
278,252.5,235.1,1.096
279,252.7,235.2,1.096
280,252.5,235.1,1.101
281,252.4,234.9,1.158
282,253.0,235.0,1.106
283,252.8,235.0,1.095
