Time (s),Power (W),Voltage (V),Amps (A)
0,254.3,237.1,1.094
1,254.0,237.2,1.157
2,260.6,237.3,1.092
3,253.6,237.1,1.101
4,253.5,237.3,1.095
5,253.6,237.3,1.103
6,253.8,237.2,1.102
7,253.9,237.1,1.094
8,253.9,237.2,1.102
9,254.0,237.0,1.094
10,253.9,236.9,1.094
11,253.9,237.0,1.154
12,260.0,236.9,1.096
13,254.4,237.1,1.105
14,254.3,237.2,1.096
15,254.1,237.1,1.103
16,254.1,237.3,1.097
17,254.1,237.3,1.1
18,254.0,237.0,1.098
19,254.1,237.2,1.1
20,254.0,237.0,1.102
21,254.0,237.0,1.161
22,254.6,237.0,1.1
23,254.5,236.8,1.102
24,254.4,236.9,1.098
25,254.2,237.1,1.096
26,254.0,237.2,1.094
27,254.1,237.1,1.093
28,253.8,237.1,1.1
29,254.0,236.9,1.103
30,253.8,237.1,1.102
31,253.8,237.0,1.16
32,254.3,237.0,1.106
33,254.4,236.8,1.104
34,254.2,237.0,1.1
35,254.1,237.0,1.104
36,253.9,237.0,1.106
37,254.0,237.0,1.103
38,253.9,237.0,1.108
39,254.1,236.9,1.103
40,253.9,236.7,1.123
41,254.1,236.7,1.161
42,254.6,236.6,1.126
43,254.7,236.8,1.109
44,254.5,236.8,1.112
45,254.4,236.6,1.1
46,254.2,236.5,1.118
47,254.3,236.6,1.103
48,254.2,236.7,1.105
49,254.3,236.6,1.116
50,254.3,236.9,1.108
51,254.3,236.7,1.161
52,254.7,236.5,1.108
53,254.7,236.6,1.107
54,254.5,236.7,1.105
55,254.5,236.7,1.107
56,254.3,236.7,1.103
57,254.4,236.6,1.101
58,254.3,236.6,1.103
59,254.4,236.8,1.104
60,254.4,236.9,1.109
61,254.3,236.7,1.16
62,254.9,236.7,1.1
63,254.7,236.9,1.103
64,254.7,237.0,1.102
65,254.6,236.9,1.098
66,254.5,236.8,1.103
67,254.4,237.0,1.103
68,254.4,236.8,1.111
69,254.4,236.9,1.107
70,254.4,237.1,1.123
71,254.4,236.7,1.172
72,261.1,236.9,1.103
73,253.4,236.9,1.118
74,253.5,236.8,1.103
75,253.4,236.8,1.117
76,253.3,236.8,1.157
77,258.5,237.0,1.115
78,257.9,236.9,1.1
79,257.3,236.8,1.125
80,256.8,236.7,1.125
81,256.4,236.7,1.165
82,256.7,236.7,1.105
83,256.3,236.6,1.12
84,256.0,236.7,1.102
85,255.6,236.8,1.107
86,255.4,236.9,1.102
87,255.2,236.9,1.104
88,255.0,236.7,1.119
89,255.3,236.8,1.118
90,255.3,236.7,1.124
91,255.3,236.7,1.178
92,255.9,236.8,1.113
93,255.8,236.8,1.117
94,255.6,236.8,1.11
95,255.6,236.7,1.11
96,255.5,236.6,1.116
97,255.5,236.7,1.109
98,255.4,236.7,1.118
99,255.6,236.7,1.109
100,255.5,236.7,1.118
101,255.5,236.4,1.175
102,260.9,236.5,1.12
103,260.3,236.8,1.122
104,255.0,236.7,1.12
105,255.0,236.8,1.118
106,254.9,236.8,1.119
107,255.1,236.7,1.12
108,255.1,236.7,1.12
109,255.2,236.8,1.135
110,255.3,236.6,1.12
111,255.3,236.7,1.172
112,260.5,236.6,1.114
113,259.8,236.6,1.116
114,259.2,236.8,1.112
115,258.7,236.7,1.117
116,258.3,236.9,1.111
117,258.0,236.7,1.107
118,257.6,236.8,1.108
119,257.3,236.6,1.112
120,257.1,236.7,1.11
121,256.8,236.4,1.185
122,257.4,236.6,1.117
123,257.1,236.7,1.116
124,256.8,236.7,1.127
125,256.6,236.6,1.125
126,256.4,236.6,1.116
127,256.3,236.7,1.117
128,256.1,236.8,1.109
129,255.8,236.7,1.112
130,255.6,236.5,1.112
131,255.3,236.5,1.18
132,260.8,236.7,1.113
133,253.3,236.6,1.12
134,253.4,236.8,1.105
135,253.2,236.7,1.123
136,253.4,236.7,1.103
137,253.3,236.8,1.109
138,253.3,236.8,1.102
139,253.3,236.6,1.104
140,253.3,236.4,1.105
141,253.3,236.4,1.165
142,259.3,236.6,1.114
143,253.9,236.8,1.117
144,253.7,236.8,1.123
145,253.7,236.5,1.121
146,253.8,236.7,1.118
147,253.8,236.8,1.128
148,253.9,236.6,1.116
149,254.0,236.8,1.118
150,254.0,236.7,1.113
151,254.1,236.4,1.175
152,254.7,236.6,1.115
153,254.7,236.5,1.115
154,254.5,236.6,1.109
155,254.4,236.4,1.109
156,254.3,236.5,1.112
157,254.4,236.4,1.116
158,254.2,236.4,1.117
159,254.4,236.5,1.116
160,254.4,236.3,1.11
161,254.4,236.5,1.185
162,263.3,236.4,1.119
163,256.1,236.5,1.12
164,255.6,236.5,1.137
165,255.4,236.2,1.117
166,255.1,236.5,1.131
167,255.3,236.5,1.121
168,255.0,236.3,1.13
169,255.0,236.3,1.14
170,254.9,236.4,1.133
171,254.9,236.2,1.176
172,255.3,236.2,1.135
173,255.1,236.3,1.114
174,254.8,236.4,1.123
175,254.7,236.3,1.131
176,254.5,236.4,1.118
177,254.5,236.3,1.105
178,254.2,236.5,1.12
179,254.3,236.4,1.122
180,254.2,236.4,1.121
181,254.2,236.5,1.168
182,254.7,236.5,1.106
183,254.7,236.6,1.124
184,254.6,236.4,1.125
185,254.5,236.6,1.125
186,254.3,236.3,1.133
187,254.5,236.6,1.123
188,254.4,236.6,1.123
189,254.3,236.3,1.125
190,254.2,236.5,1.117
191,254.1,236.3,1.183
192,261.4,236.5,1.121
193,253.7,236.4,1.114
194,253.7,236.5,1.109
195,253.5,236.4,1.112
196,253.5,236.6,1.113
197,253.5,236.5,1.117
198,253.6,236.5,1.121
199,253.7,236.4,1.119
200,253.7,236.7,1.121
201,253.7,236.4,1.172
202,259.5,236.7,1.118
203,253.1,236.7,1.117
204,253.1,236.8,1.127
205,253.1,236.7,1.125
206,253.2,236.8,1.13
207,253.3,236.7,1.124
208,253.4,236.5,1.122
209,253.5,236.5,1.119
210,253.5,236.6,1.114
211,253.3,236.5,1.18
212,260.1,236.4,1.12
213,253.9,236.3,1.13
214,253.8,236.4,1.123
215,253.9,236.3,1.129
216,253.8,236.3,1.115
217,253.8,236.4,1.129
218,253.7,236.4,1.111
219,253.7,236.3,1.114
220,253.7,236.4,1.108
221,253.5,236.4,1.175
222,261.3,236.5,1.109
223,253.4,236.5,1.108
224,253.4,236.7,1.115
225,253.4,236.8,1.109
226,253.4,236.8,1.112
227,253.5,236.7,1.109
228,253.5,236.9,1.107
229,253.6,236.7,1.123
230,253.6,236.6,1.103
231,253.5,236.6,1.167
232,254.1,236.8,1.103
233,254.2,236.8,1.107
234,254.2,236.9,1.102
235,254.2,236.8,1.098
236,254.1,236.8,1.1
237,254.2,236.9,1.096
238,254.2,236.9,1.102
239,254.4,236.9,1.1
240,254.3,236.8,1.096
241,254.3,236.8,1.168
242,254.9,237.0,1.101
243,254.8,237.0,1.095
244,254.6,236.9,1.103
245,254.6,236.9,1.094
246,254.3,236.8,1.1
247,259.8,236.9,1.095
248,253.1,236.9,1.103
249,253.3,236.8,1.099
250,253.2,236.8,1.096
251,253.3,236.7,1.161
252,259.8,236.8,1.116
253,259.2,236.8,1.094
254,253.1,236.7,1.114
255,253.3,236.8,1.108
256,253.3,236.8,1.123
257,253.6,236.8,1.092
258,253.5,236.9,1.11
259,253.8,236.9,1.097
260,253.6,236.9,1.109
261,253.7,236.9,1.164
262,258.9,237.0,1.094
263,258.3,236.8,1.097
264,252.8,236.8,1.102
265,253.0,236.8,1.094
266,253.1,236.9,1.095
267,253.3,236.9,1.111
268,253.4,236.9,1.097
269,253.7,236.9,1.092
270,253.6,236.7,1.097
271,253.6,236.7,1.155
272,254.2,236.8,1.093
273,254.1,236.8,1.091
274,254.0,236.7,1.103
275,254.0,236.7,1.1
276,254.0,236.9,1.093
277,253.9,236.9,1.093
278,253.8,236.7,1.096
279,253.9,236.8,1.096
280,254.0,236.8,1.096
281,254.0,236.7,1.173
282,260.8,236.7,1.096
283,253.1,236.6,1.103
284,253.3,236.7,1.103
285,253.3,236.9,1.098
286,253.4,236.8,1.096
287,253.6,236.7,1.101
288,253.6,236.7,1.095
289,253.7,236.8,1.127
290,253.8,236.7,1.095
291,253.7,236.8,1.179
292,265.7,236.7,1.1
293,254.1,236.9,1.104
294,253.9,236.9,1.115
295,254.0,236.7,1.115
296,254.0,236.7,1.092
297,254.0,236.8,1.107
298,254.0,236.9,1.094
299,253.9,236.8,1.112
300,253.9,236.9,1.096
301,253.7,236.7,1.168
302,260.3,236.8,1.093
303,253.1,236.9,1.095
304,253.1,236.8,1.096
305,253.1,237.0,1.1
306,253.2,236.9,1.095
307,253.2,236.8,1.096
308,253.2,236.9,1.099
309,253.4,237.1,1.095
310,253.5,236.9,1.091
311,253.4,237.0,1.176
312,261.9,237.2,1.101
