Time (s),Power (W),Voltage (V),Amps (A)
0,254.9,237.9,1.103
1,255.0,238.0,1.092
2,254.7,237.9,1.094
3,254.6,237.9,1.154
4,255.2,238.2,1.088
5,255.1,238.0,1.097
6,255.0,238.0,1.091
7,254.9,238.2,1.103
8,254.8,238.0,1.102
9,254.9,238.2,1.103
10,254.8,238.0,1.095
11,254.8,238.2,1.104
12,254.6,238.0,1.095
13,254.4,237.9,1.158
14,254.9,238.1,1.093
15,254.7,238.0,1.091
16,254.5,238.1,1.094
17,254.4,238.1,1.091
18,254.3,238.0,1.097
19,254.4,238.2,1.085
20,254.2,238.1,1.096
21,254.3,238.1,1.087
22,254.2,238.0,1.096
23,254.2,237.9,1.152
24,254.7,238.1,1.096
25,254.6,237.9,1.087
26,254.4,238.1,1.104
27,254.4,238.2,1.089
28,254.2,238.0,1.097
29,254.4,238.1,1.092
30,254.3,238.3,1.094
31,254.6,238.2,1.1
32,254.7,238.0,1.1
33,254.7,238.1,1.15
34,255.2,238.2,1.095
35,255.1,238.3,1.093
36,255.0,238.0,1.099
37,255.0,238.1,1.099
38,254.8,238.1,1.098
39,254.8,237.7,1.097
40,254.8,237.8,1.093
41,254.8,238.0,1.11
42,254.7,237.9,1.092
43,254.6,238.0,1.148
44,255.1,238.1,1.104
45,255.1,238.2,1.093
46,254.9,238.3,1.102
47,255.0,238.1,1.098
48,254.9,238.3,1.096
49,254.8,238.1,1.095
50,254.8,238.2,1.102
51,254.9,238.1,1.116
52,255.0,238.1,1.088
53,254.8,237.9,1.273
54,264.9,238.0,1.088
55,252.6,238.0,1.105
56,252.6,238.1,1.096
57,252.8,237.9,1.101
58,252.9,238.1,1.096
59,253.1,238.2,1.1
60,253.3,238.0,1.09
61,253.5,238.0,1.114
62,253.5,238.3,1.096
63,253.5,238.2,1.148
64,260.9,238.3,1.096
65,255.2,238.2,1.098
66,255.1,238.3,1.1
67,255.1,238.2,1.106
68,255.1,238.1,1.1
69,255.0,238.0,1.103
70,255.0,238.2,1.099
71,254.9,238.0,1.104
72,254.7,238.1,1.09
73,254.5,238.1,1.147
74,255.1,238.0,1.095
75,254.9,238.0,1.095
76,254.6,237.8,1.108
77,254.6,238.0,1.099
78,254.6,237.7,1.094
79,254.6,237.9,1.111
80,254.7,237.8,1.092
81,254.7,237.9,1.108
82,254.6,237.9,1.092
83,254.4,237.9,1.157
84,255.0,237.9,1.093
85,254.8,237.7,1.104
86,254.7,238.0,1.102
87,254.6,237.8,1.102
88,254.6,237.9,1.097
89,254.6,238.1,1.112
90,254.7,238.0,1.097
91,254.8,237.9,1.096
92,254.7,237.8,1.093
93,254.7,238.0,1.144
94,255.2,237.9,1.094
95,255.1,238.0,1.104
96,255.1,238.0,1.1
97,255.0,237.8,1.095
98,254.8,237.9,1.101
99,255.0,237.8,1.103
100,254.9,237.8,1.107
101,254.8,237.9,1.11
102,254.8,237.8,1.097
103,255.0,237.7,1.144
104,255.4,237.9,1.097
105,255.3,237.7,1.101
106,255.1,237.7,1.214
107,255.6,237.9,1.093
108,255.2,238.2,1.113
109,255.3,238.0,1.096
110,255.2,238.1,1.095
111,255.1,238.2,1.108
112,255.0,238.1,1.092
113,254.7,237.8,1.148
114,255.2,238.0,1.091
115,255.0,238.1,1.091
116,254.7,238.1,1.107
117,254.5,238.1,1.088
118,254.4,238.2,1.093
119,254.5,238.1,1.095
120,254.4,238.2,1.087
121,254.3,238.0,1.099
122,254.3,237.9,1.093
123,254.2,238.1,1.156
124,259.5,238.1,1.094
125,253.6,238.1,1.094
126,253.7,238.0,1.112
127,253.7,238.2,1.091
128,253.6,237.9,1.104
129,253.7,238.0,1.091
130,253.8,238.0,1.092
131,253.8,238.0,1.096
132,253.8,238.0,1.093
133,253.7,237.9,1.149
134,259.7,238.0,1.089
135,252.9,237.9,1.097
136,252.9,238.2,1.096
137,253.1,238.1,1.101
138,253.3,238.2,1.104
139,253.6,238.2,1.096
140,253.7,238.0,1.093
141,253.7,238.1,1.095
142,253.7,238.0,1.097
143,253.7,238.0,1.142
144,259.2,237.9,1.104
145,253.9,238.0,1.1
146,253.9,237.9,1.091
147,253.9,238.0,1.107
148,253.9,238.1,1.104
149,253.9,238.1,1.103
150,254.0,238.0,1.098
151,254.0,238.0,1.122
152,254.3,238.1,1.094
153,254.1,238.0,1.15
154,254.7,238.1,1.103
155,254.8,238.2,1.096
156,254.8,238.1,1.09
157,254.7,238.0,1.109
158,254.7,237.9,1.105
159,254.8,238.1,1.096
160,254.7,238.1,1.095
161,254.6,238.0,1.113
162,254.8,238.1,1.094
163,254.7,238.1,1.145
164,260.3,238.1,1.091
165,253.6,238.0,1.097
166,253.5,238.0,1.097
167,253.5,238.1,1.097
168,253.5,238.0,1.093
169,253.6,237.8,1.102
170,253.7,238.0,1.088
171,253.8,237.8,1.098
172,253.8,237.8,1.092
173,253.8,238.0,1.142
174,254.4,237.9,1.094
175,254.3,237.9,1.095
176,254.2,237.9,1.096
177,254.3,238.0,1.094
178,254.0,237.9,1.099
179,254.1,238.1,1.102
180,254.0,238.0,1.116
181,254.2,237.8,1.101
182,254.2,237.7,1.103
183,254.1,237.9,1.146
184,259.5,237.8,1.101
185,258.9,237.9,1.095
