Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.2,237.0,1.104,false
1,256.6,237.0,1.136,false
2,256.0,237.3,1.096,false
3,256.1,237.2,1.097,false
4,256.3,237.2,1.098,false
5,256.0,237.3,1.092,false
6,255.7,237.4,1.095,false
7,255.2,237.4,1.096,false
8,255.1,237.3,1.161,false
9,264.9,237.3,1.185,false
10,271.6,237.1,1.182,false
11,271.7,237.2,1.184,false
12,272.0,237.3,1.182,false
13,272.0,237.1,1.186,false
14,277.2,237.1,1.187,false
15,277.1,237.1,1.189,false
16,276.6,237.3,1.183,false
17,276.1,237.3,1.187,false
18,275.8,237.2,1.245,false
19,287.3,237.2,1.269,false
20,287.5,237.2,1.223,false
21,275.3,237.2,1.227,false
22,275.9,237.0,1.212,false
23,276.5,236.9,1.218,false
24,277.1,236.8,1.321,false
25,285.8,237.1,1.243,false
26,285.8,236.8,1.234,false
27,285.3,236.9,1.258,false
28,285.6,237.1,1.232,false
29,286.2,236.9,1.258,false
30,286.5,236.8,1.3,false
31,292.1,236.9,1.276,false
32,292.2,236.8,1.242,false
33,291.8,236.9,1.236,false
34,291.3,236.6,1.282,false
35,291.1,236.8,1.211,false
36,284.4,236.6,1.318,false
37,298.6,236.7,1.272,false
38,298.1,236.5,1.294,false
39,298.0,236.6,1.281,false
40,290.8,236.6,1.232,false
41,290.9,236.5,1.264,false
42,291.3,236.5,1.311,false
43,298.8,236.4,1.313,false
44,298.8,236.5,1.293,false
45,298.3,236.4,1.266,false
46,298.0,236.6,1.308,false
47,298.2,236.3,1.314,false
48,298.5,236.3,1.329,false
49,299.1,236.5,1.262,false
50,298.9,236.5,1.312,false
51,299.2,236.6,1.281,false
52,299.0,236.3,1.317,false
53,298.8,236.6,1.309,false
54,299.2,236.5,1.314,false
55,298.7,236.5,1.303,false
56,298.2,236.4,1.284,false
57,298.0,236.4,1.311,false
58,298.0,236.1,1.337,false
59,304.4,236.3,1.329,false
60,304.3,236.4,1.35,false
61,310.0,236.3,1.351,false
62,309.5,236.5,1.344,false
63,309.5,236.6,1.347,false
64,309.5,236.5,1.369,false
65,310.0,236.6,1.342,false
66,310.0,236.3,1.357,false
67,310.3,236.4,1.354,false
68,310.4,236.4,1.337,false
69,310.5,236.2,1.352,false
70,310.5,236.3,1.366,false
71,310.8,236.3,1.34,false
72,310.9,236.4,1.36,false
73,311.1,236.3,1.354,false
