Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,270.2,239.1,1.084,false
1,251.2,239.2,1.098,false
2,251.6,239.2,1.086,false
3,252.0,239.4,1.085,false
4,252.1,239.1,1.091,false
5,252.6,239.2,1.082,false
6,252.4,239.4,1.084,false
7,252.4,239.4,1.13,false
8,257.6,239.3,1.085,false
9,257.1,239.3,1.176,false
10,273.5,239.3,1.176,false
11,273.3,239.2,1.176,false
12,273.2,239.4,1.173,false
13,273.2,239.2,1.183,false
14,273.7,239.2,1.175,false
15,273.7,239.0,1.184,false
16,273.6,239.1,1.182,false
17,273.4,239.3,1.195,false
18,273.4,239.1,1.27,false
19,291.0,239.2,1.233,false
20,290.5,239.4,1.243,false
21,290.1,239.2,1.237,false
22,289.6,239.2,1.237,false
23,289.2,239.4,1.241,false
24,289.0,239.4,1.265,false
25,289.4,239.4,1.224,false
26,283.6,239.4,1.218,false
27,283.3,239.4,1.318,false
28,292.9,239.5,1.266,false
29,292.7,239.4,1.247,false
30,292.6,239.3,1.278,false
31,292.8,239.4,1.26,false
32,292.4,239.4,1.267,false
33,292.0,239.3,1.263,false
34,291.7,239.3,1.274,false
35,291.9,239.3,1.298,false
36,292.4,239.3,1.288,false
37,297.7,239.3,1.268,false
38,290.6,239.2,1.247,false
39,290.2,239.3,1.276,false
40,290.7,239.3,1.273,false
41,291.0,239.0,1.284,false
42,297.5,239.0,1.288,false
43,296.9,239.0,1.272,false
44,290.5,239.0,1.271,false
45,296.9,239.1,1.278,false
46,296.7,239.1,1.327,false
47,303.6,239.0,1.297,false
48,303.0,239.1,1.324,false
49,302.5,239.1,1.306,false
50,296.2,239.3,1.294,false
51,296.5,239.1,1.306,false
52,296.6,239.1,1.334,false
53,302.8,239.1,1.304,false
54,302.3,238.5,1.298,false
55,302.3,238.5,1.312,false
56,293.2,238.4,1.31,false
57,304.5,238.2,1.327,false
58,304.3,238.3,1.321,false
59,304.0,238.3,1.295,false
60,303.4,238.8,1.257,false
61,296.2,239.0,1.313,false
62,304.1,238.8,1.311,false
63,303.9,238.9,1.32,false
64,304.5,238.9,1.323,false
65,304.2,238.8,1.339,false
66,304.5,238.9,1.339,false
67,305.1,238.8,1.344,false
68,310.3,239.0,1.335,false
69,310.0,238.8,1.361,false
70,310.5,239.0,1.335,false
71,310.4,238.8,1.344,false
72,310.4,239.0,1.348,false
73,310.6,238.9,1.353,false
74,310.8,239.0,1.354,false
75,311.1,238.9,1.357,false
76,311.4,238.8,1.352,false
77,311.5,239.0,1.351,false
78,311.6,238.8,1.354,false
79,311.8,239.1,1.34,false
80,311.6,238.9,1.361,false
81,311.9,238.9,1.356,false
82,312.1,239.0,1.351,false
83,312.3,238.8,1.35,false
84,312.3,239.1,1.35,false
85,312.3,238.9,1.349,false
86,312.4,238.9,1.37,false
87,312.9,238.9,1.362,false
88,313.1,238.7,1.361,false
89,313.1,238.7,1.353,false
90,312.9,238.9,1.359,false
91,313.1,238.8,1.351,false
92,313.2,239.0,1.373,false
93,313.5,239.0,1.367,false
94,313.6,238.9,1.352,false
95,313.7,239.1,1.354,false
96,313.8,239.0,1.356,false
97,313.9,238.9,1.366,false
98,314.1,239.2,1.359,false
99,314.3,239.1,1.356,false
100,314.2,239.1,1.362,false
101,314.4,239.0,1.357,false
102,314.5,238.9,1.366,false
