Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.5,237.2,1.145,false
1,259.3,237.4,1.109,false
2,253.1,237.1,1.129,false
3,253.4,237.5,1.103,false
4,253.5,237.2,1.153,false
5,253.6,237.5,1.101,false
6,253.7,237.2,1.128,false
7,260.9,237.0,1.114,false
8,260.5,237.1,1.1,false
9,254.7,236.7,1.177,false
10,266.7,236.8,1.169,false
11,266.9,237.0,1.218,false
12,275.3,236.9,1.198,false
13,275.4,236.9,1.175,false
14,274.9,237.0,1.174,false
15,274.3,237.1,1.179,false
16,273.9,237.2,1.17,false
17,273.4,236.9,1.232,false
18,282.2,237.1,1.236,false
19,282.5,237.3,1.248,false
20,282.8,237.6,1.234,false
21,282.8,237.5,1.222,false
22,282.9,237.6,1.265,false
23,288.7,237.8,1.239,false
24,288.5,237.7,1.235,false
25,288.1,237.5,1.232,false
26,287.6,237.6,1.239,false
27,278.8,237.6,1.277,false
28,293.2,237.5,1.276,false
29,292.9,237.7,1.244,false
30,282.7,237.7,1.227,false
31,282.7,237.5,1.228,false
32,282.8,237.8,1.246,false
33,283.1,237.9,1.254,false
34,290.3,237.8,1.255,false
35,290.7,237.8,1.235,false
36,284.3,237.6,1.275,false
37,293.5,237.6,1.303,false
38,293.9,237.5,1.284,false
39,293.9,237.4,1.299,false
40,300.9,237.6,1.279,false
41,300.3,237.4,1.29,false
42,299.7,237.5,1.294,false
43,287.1,237.7,1.236,false
44,293.5,237.8,1.29,false
45,293.6,237.7,1.318,false
46,302.3,237.5,1.304,false
47,302.1,237.8,1.286,false
48,302.1,237.8,1.323,false
49,302.1,237.5,1.308,false
50,301.9,237.4,1.318,false
51,301.8,237.7,1.327,false
52,308.4,237.4,1.32,false
53,308.0,237.4,1.332,false
54,307.7,237.7,1.336,false
55,307.8,237.5,1.341,false
56,308.0,237.5,1.365,false
57,308.5,237.5,1.342,false
58,308.6,237.7,1.343,false
59,308.6,237.4,1.336,false
60,308.7,237.5,1.34,false
61,308.8,237.5,1.34,false
62,308.8,237.5,1.371,false
63,309.4,237.6,1.343,false
64,309.6,237.4,1.348,false
65,309.8,237.6,1.349,false
66,310.0,237.7,1.35,false
67,310.2,237.6,1.294,false
68,310.2,237.6,1.355,false
69,310.6,237.6,1.347,false
70,310.8,237.5,1.346,false
71,310.9,237.4,1.359,false
72,311.2,237.6,1.348,false
73,311.5,237.7,1.37,false
74,312.1,237.6,1.356,false
75,312.2,237.3,1.367,false
76,312.5,237.6,1.359,false
77,312.7,237.5,1.363,false
78,312.8,237.4,1.352,false
79,313.0,237.5,1.366,false
80,313.2,237.4,1.362,false
81,313.3,237.4,1.36,false
82,313.4,237.3,1.357,false
83,313.7,237.4,1.367,false
84,313.9,237.5,1.365,false
85,314.0,237.5,1.366,false
86,314.2,237.5,1.369,false
87,314.1,237.6,1.367,false
88,314.3,237.4,1.365,false
89,314.5,237.2,1.363,false
90,314.6,237.3,1.386,false
91,315.0,237.6,1.366,false
92,315.1,237.4,1.38,false
93,315.3,237.2,1.293,false
94,314.9,237.3,1.367,false
95,314.7,237.2,1.366,false
96,314.9,237.2,1.398,false
97,315.3,237.3,1.388,false
98,315.3,237.2,1.373,false
99,315.4,237.0,1.372,false
100,315.6,237.0,1.382,false
101,315.9,237.2,1.372,false
102,316.1,237.1,1.371,false
103,316.2,237.1,1.375,false
104,316.4,236.9,1.371,false
105,316.5,237.2,1.367,false
106,316.4,236.9,1.379,false
107,316.4,237.0,1.368,false
108,316.5,236.9,1.381,false
109,316.6,236.9,1.364,false
110,316.6,237.0,1.38,false
111,316.6,236.9,1.378,false
112,316.7,236.9,1.385,false
113,316.6,236.8,1.386,false
114,316.9,236.9,1.373,false
115,316.8,236.8,1.373,false
116,316.8,236.8,1.378,false
117,316.9,236.8,1.381,false
118,317.1,236.9,1.381,false
119,317.3,237.0,1.369,false
120,317.2,236.9,1.375,false
121,317.3,236.9,1.378,false
122,317.4,237.0,1.375,false
123,317.2,237.1,1.381,false
124,317.5,237.0,1.405,false
125,322.9,237.1,1.382,false
126,322.3,236.9,1.378,false
127,321.7,237.0,1.386,false
128,321.2,236.9,1.385,false
129,320.7,237.1,1.383,false
130,320.4,237.0,1.391,false
131,320.2,236.9,1.382,false
132,319.9,236.8,1.378,false
133,319.5,237.1,1.385,false
134,319.4,237.2,1.362,false
135,319.1,237.0,1.389,false
136,319.1,236.9,1.378,false
137,319.0,237.1,1.392,false
138,318.9,237.2,1.385,false
139,318.7,236.9,1.373,false
140,318.6,236.8,1.379,false
141,318.5,237.0,1.348,false
142,318.5,236.8,1.38,false
143,318.4,237.0,1.378,false
144,318.2,237.1,1.378,false
145,318.2,236.9,1.381,false
146,318.2,236.7,1.374,false
147,318.2,236.9,1.391,false
148,318.3,237.1,1.384,false
149,318.3,237.1,1.384,false
150,318.4,236.8,1.383,false
151,318.4,236.9,1.387,false
152,318.4,237.0,1.38,false
153,318.3,236.8,1.379,false
154,318.5,236.7,1.399,false
155,318.3,236.9,1.388,false
156,318.6,236.7,1.376,false
157,318.6,236.6,1.368,false
158,318.6,236.7,1.391,false
159,318.8,236.9,1.378,false
160,318.9,236.8,1.383,false
161,318.7,236.6,1.38,false
162,318.7,236.5,1.389,false
163,318.8,236.6,1.383,false
164,318.9,236.5,1.398,false
165,319.1,236.4,1.391,false
166,319.3,236.5,1.383,false
167,319.3,236.6,1.391,false
168,319.2,236.5,1.387,false
169,319.1,236.6,1.393,false
170,319.3,236.6,1.387,false
171,319.5,236.6,1.382,false
172,319.4,236.7,1.399,false
173,319.3,236.7,1.39,false
174,319.4,236.7,1.388,false
175,319.5,236.5,1.393,false
176,319.8,236.6,1.373,false
177,319.7,236.7,1.388,false
178,319.7,236.6,1.367,false
179,319.5,236.4,1.373,false
180,319.5,236.5,1.391,false
181,319.5,236.5,1.4,false
182,319.7,236.3,1.387,false
183,319.4,236.3,1.39,false
184,319.5,236.3,1.392,false
185,319.4,236.3,1.401,false
186,319.6,236.5,1.395,false
187,319.7,236.7,1.401,false
188,320.0,236.7,1.39,false
189,319.9,236.6,1.386,false
190,319.9,236.6,1.381,false
191,319.9,236.6,1.384,false
192,319.7,236.9,1.394,false
193,319.8,236.7,1.389,false
194,320.0,236.8,1.381,false
195,320.0,236.9,1.406,false
196,320.2,236.9,1.386,false
197,320.1,236.8,1.407,false
198,320.2,236.8,1.393,false
199,320.3,236.8,1.39,false
200,320.1,237.0,1.397,false
201,320.1,237.0,1.393,false
202,319.9,236.9,1.384,false
203,319.8,236.9,1.396,false
204,320.0,236.8,1.393,false
205,320.0,236.7,1.393,false
206,319.9,236.8,1.382,false
207,319.9,236.8,1.404,false
208,320.0,236.8,1.373,false
209,319.8,236.8,1.39,false
210,319.8,236.8,1.399,false
211,320.0,236.8,1.402,false
212,320.2,236.8,1.387,false
213,320.1,236.8,1.379,false
214,320.0,236.9,1.39,false
215,319.9,236.9,1.383,false
216,320.0,236.9,1.39,false
217,320.1,236.7,1.389,false
218,320.0,236.5,1.388,false
219,320.1,236.8,1.392,false
220,320.2,236.9,1.394,false
221,320.2,236.7,1.405,false
222,320.5,236.9,1.383,false
223,314.3,237.0,1.384,false
224,319.7,236.9,1.385,false
225,319.8,237.0,1.392,false
226,319.8,236.9,1.397,false
227,320.0,236.6,1.394,false
228,320.2,236.4,1.392,false
229,320.1,236.5,1.387,false
230,320.0,236.4,1.393,false
231,320.1,236.6,1.39,false
232,320.1,236.5,1.392,false
233,320.2,236.5,1.385,false
234,320.3,236.3,1.393,false
235,320.3,236.5,1.381,false
236,320.3,236.4,1.395,false
237,320.3,236.5,1.406,false
238,320.4,236.5,1.385,false
239,320.3,236.7,1.384,false
240,320.3,236.5,1.386,false
241,320.0,236.6,1.391,false
242,320.0,236.5,1.398,false
243,320.1,236.5,1.392,false
244,320.2,236.3,1.396,false
245,320.4,236.4,1.393,false
246,320.3,236.4,1.387,false
247,320.3,236.4,1.343,false
