Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,265.4,235.1,1.115,false
1,255.2,235.0,1.101,false
2,254.8,235.1,1.139,false
3,255.0,235.1,1.099,false
4,254.8,235.3,1.119,false
5,254.6,235.3,1.163,false
6,254.7,235.8,1.106,false
7,255.1,236.3,1.094,false
8,254.8,236.2,1.142,false
9,263.2,236.2,1.188,false
10,272.1,236.3,1.189,false
11,272.4,236.1,1.195,false
12,272.4,236.2,1.188,false
13,272.4,236.3,1.186,false
14,272.7,236.4,1.188,false
15,273.2,236.3,1.216,false
16,273.5,236.3,1.197,false
17,273.6,236.3,1.193,false
18,273.8,236.2,1.244,false
19,286.0,236.1,1.283,false
20,291.3,236.1,1.259,false
21,290.8,236.1,1.248,false
22,290.3,236.0,1.253,false
23,289.8,236.1,1.25,false
24,289.4,236.2,1.248,false
25,289.2,236.1,1.269,false
26,289.7,236.0,1.245,false
27,289.4,236.0,1.285,false
28,295.6,235.9,1.284,false
29,295.3,235.9,1.282,false
30,295.4,236.1,1.318,false
31,295.8,236.0,1.289,false
32,295.8,235.9,1.339,false
33,295.9,236.0,1.281,false
34,295.8,235.9,1.287,false
35,295.5,236.0,1.294,false
36,295.4,235.9,1.336,false
37,303.9,235.9,1.315,false
38,303.5,235.9,1.314,false
39,303.2,235.9,1.317,false
40,302.9,235.9,1.317,false
41,302.8,236.0,1.321,false
42,302.8,236.1,1.332,false
43,303.3,236.2,1.323,false
44,303.0,236.1,1.321,false
45,302.8,236.0,1.336,false
46,303.0,236.1,1.334,false
47,303.2,235.9,1.364,false
48,303.9,236.0,1.355,false
49,310.6,235.8,1.335,false
50,310.3,235.7,1.334,false
51,309.7,235.7,1.346,false
52,309.2,235.8,1.336,false
53,308.8,235.7,1.354,false
54,308.9,235.8,1.345,false
55,309.0,235.9,1.354,false
56,309.1,235.9,1.351,false
57,309.1,235.8,1.327,false
58,308.9,235.8,1.342,false
59,308.9,235.7,1.349,false
60,309.0,236.0,1.333,false
61,308.8,235.9,1.343,false
62,308.8,235.9,1.343,false
63,308.9,236.0,1.364,false
64,309.2,235.9,1.372,false
65,309.8,236.0,1.346,false
66,309.9,235.9,1.355,false
67,310.2,235.9,1.362,false
68,310.4,235.8,1.356,false
69,310.5,235.7,1.358,false
70,310.6,235.8,1.371,false
71,311.0,235.9,1.354,false
72,310.9,235.9,1.361,false
73,311.2,235.8,1.37,false
74,311.6,235.7,1.37,false
75,311.7,235.5,1.351,false
76,312.1,235.4,1.373,false
77,312.5,235.8,1.365,false
78,312.6,235.7,1.37,false
79,312.8,235.7,1.362,false
80,312.8,235.5,1.367,false
81,312.9,235.6,1.381,false
82,313.2,235.6,1.366,false
83,313.2,235.6,1.372,false
84,313.4,235.7,1.364,false
85,313.4,235.8,1.36,false
86,313.7,235.6,1.381,false
87,313.6,235.6,1.382,false
88,313.9,235.5,1.381,false
89,313.8,235.5,1.368,false
90,313.8,235.5,1.37,false
91,314.0,235.4,1.378,false
92,314.4,235.4,1.379,false
93,314.5,235.1,1.374,false
94,314.9,235.1,1.382,false
95,315.0,235.1,1.366,false
96,315.2,235.1,1.384,false
97,315.3,235.3,1.374,false
98,315.3,235.4,1.389,false
99,315.5,235.4,1.379,false
100,315.5,235.4,1.374,false
101,315.6,235.2,1.38,false
102,315.6,235.4,1.378,false
103,315.7,235.3,1.388,false
104,315.8,235.2,1.401,false
105,316.1,235.2,1.368,false
106,316.0,235.3,1.382,false
107,316.1,235.0,1.381,false
108,316.1,235.2,1.382,false
109,316.2,235.1,1.388,false
110,316.4,234.9,1.375,false
111,316.3,234.9,1.388,false
112,316.4,234.9,1.387,false
113,316.5,234.9,1.39,false
114,316.6,234.9,1.382,false
115,316.5,235.0,1.384,false
116,316.5,234.8,1.384,false
117,316.7,235.0,1.396,false
118,316.8,235.0,1.394,false
119,316.8,235.1,1.379,false
120,316.9,235.2,1.389,false
121,316.8,235.2,1.397,false
122,317.1,235.3,1.385,false
123,317.1,235.2,1.393,false
124,317.2,235.3,1.382,false
125,317.2,235.5,1.379,false
126,317.2,235.6,1.376,false
127,317.2,235.6,1.381,false
128,317.4,235.4,1.388,false
129,317.4,235.4,1.392,false
130,317.4,235.5,1.386,false
131,317.5,235.6,1.385,false
132,317.6,235.6,1.395,false
133,317.8,235.6,1.392,false
134,317.7,235.5,1.387,false
135,317.8,235.4,1.368,false
136,317.7,235.4,1.383,false
137,317.8,235.4,1.381,false
138,317.7,235.3,1.4,false
139,317.9,235.2,1.411,false
140,318.0,235.4,1.389,false
141,317.7,235.3,1.389,false
142,317.8,235.5,1.393,false
143,317.8,235.3,1.387,false
144,317.8,235.2,1.388,false
145,317.8,235.4,1.382,false
146,317.7,235.4,1.378,false
147,317.8,235.4,1.387,false
148,317.7,235.5,1.388,false
149,317.5,235.5,1.39,false
150,317.7,235.5,1.39,false
151,317.5,235.5,1.382,false
152,317.6,235.6,1.389,false
153,317.6,235.6,1.388,false
154,317.6,235.5,1.393,false
155,317.7,235.4,1.396,false
156,318.0,235.5,1.385,false
157,318.0,235.5,1.384,false
158,318.0,235.5,1.391,false
159,317.9,235.7,1.387,false
