Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,261.6,238.7,1.146,false
1,261.3,239.0,1.091,false
2,254.5,238.7,1.104,false
3,254.4,238.8,1.092,false
4,254.1,238.6,1.101,false
5,254.4,238.4,1.097,false
6,254.8,238.4,1.125,false
7,260.3,238.6,1.088,false
8,252.0,238.6,1.188,false
9,268.6,238.2,1.181,false
10,269.1,238.2,1.194,false
11,276.4,238.5,1.201,false
12,276.5,238.5,1.186,false
13,276.4,238.6,1.188,false
14,276.1,238.7,1.181,false
15,276.2,238.6,1.2,false
16,276.0,238.8,1.187,false
17,275.8,238.7,1.268,false
18,288.1,238.6,1.239,false
19,287.9,238.6,1.24,false
20,287.8,238.6,1.248,false
21,287.9,238.7,1.24,false
22,287.9,238.8,1.245,false
23,288.0,238.8,1.242,false
24,288.4,238.7,1.242,false
25,288.5,238.6,1.239,false
26,288.3,238.6,1.281,false
27,293.7,238.7,1.284,false
28,294.0,238.5,1.307,false
29,299.4,238.6,1.279,false
30,298.9,238.5,1.279,false
31,298.5,238.4,1.272,false
32,298.2,238.5,1.282,false
33,298.1,238.6,1.266,false
34,297.8,238.6,1.301,false
35,298.3,238.4,1.304,false
36,298.6,238.4,1.309,false
37,299.1,238.4,1.317,false
38,299.4,238.4,1.309,false
39,299.8,238.2,1.321,false
40,305.2,238.3,1.302,false
41,305.0,238.2,1.314,false
42,304.9,238.3,1.303,false
43,304.7,238.2,1.323,false
44,304.4,238.3,1.323,false
45,304.8,238.2,1.35,false
46,305.4,238.2,1.331,false
47,305.5,238.1,1.318,false
48,305.6,238.1,1.326,false
49,305.8,237.9,1.329,false
50,306.0,237.9,1.331,false
51,306.2,237.9,1.33,false
52,306.5,237.8,1.33,false
53,306.4,237.9,1.337,false
54,306.7,238.2,1.349,false
55,307.1,238.1,1.341,false
56,307.5,238.0,1.352,false
57,308.0,238.1,1.339,false
58,308.4,238.1,1.342,false
59,308.7,238.0,1.338,false
60,309.0,238.0,1.338,false
61,309.0,238.0,1.345,false
62,309.1,238.2,1.365,false
63,309.5,238.4,1.349,false
64,309.8,238.4,1.337,false
65,309.8,238.4,1.357,false
66,310.1,238.5,1.359,false
67,310.5,238.4,1.351,false
68,310.9,238.2,1.323,false
69,311.1,238.3,1.344,false
70,311.2,238.3,1.35,false
71,311.3,238.2,1.351,false
72,311.6,238.3,1.346,false
73,311.9,238.1,1.371,false
74,312.3,238.2,1.351,false
75,312.6,238.2,1.359,false
76,312.7,238.1,1.356,false
77,313.0,237.9,1.364,false
78,313.2,238.2,1.358,false
79,313.3,238.2,1.378,false
80,313.7,238.1,1.36,false
81,314.0,237.9,1.362,false
82,314.1,238.1,1.363,false
83,314.3,238.1,1.364,false
84,314.4,237.8,1.362,false
85,314.5,238.0,1.369,false
86,314.9,237.9,1.363,false
87,315.0,237.8,1.357,false
88,315.1,237.9,1.363,false
89,315.2,237.7,1.366,false
90,315.3,237.8,1.374,false
91,315.6,237.6,1.376,false
92,315.7,237.7,1.366,false
93,315.8,237.6,1.363,false
94,315.8,237.7,1.366,false
95,315.9,237.6,1.375,false
96,315.9,237.7,1.387,false
97,316.2,237.7,1.372,false
98,316.2,237.8,1.374,false
99,316.2,237.6,1.388,false
100,316.4,237.8,1.374,false
101,316.4,237.8,1.354,false
102,316.4,237.9,1.382,false
103,316.8,237.8,1.381,false
104,316.9,237.8,1.375,false
105,316.9,238.2,1.363,false
106,316.8,238.1,1.369,false
107,316.7,238.1,1.381,false
108,316.7,238.2,1.369,false
109,316.9,238.1,1.362,false
110,316.7,237.9,1.373,false
111,316.7,238.2,1.369,false
112,316.6,238.2,1.37,false
113,316.8,238.2,1.378,false
114,317.0,238.1,1.366,false
115,317.1,238.0,1.363,false
116,317.2,238.0,1.375,false
117,317.3,238.0,1.375,false
118,317.5,238.1,1.379,false
119,317.6,238.1,1.387,false
120,317.7,238.2,1.372,false
121,317.7,238.4,1.37,false
122,317.8,238.4,1.373,false
123,317.8,238.3,1.37,false
124,317.8,238.3,1.377,false
125,317.8,238.2,1.374,false
126,318.1,238.3,1.371,false
127,318.0,238.3,1.371,false
128,318.0,238.2,1.378,false
129,318.2,238.3,1.367,false
130,318.1,238.2,1.376,false
131,318.3,237.9,1.371,false
132,318.3,238.0,1.376,false
133,318.3,237.9,1.38,false
134,318.4,238.0,1.376,false
135,318.3,238.0,1.377,false
136,318.4,238.0,1.391,false
137,318.7,237.8,1.377,false
138,318.7,237.9,1.375,false
139,318.8,237.9,1.373,false
140,318.8,238.0,1.368,false
141,318.5,238.0,1.379,false
142,318.6,238.0,1.384,false
143,318.9,237.8,1.381,false
144,318.9,237.8,1.379,false
145,318.9,238.0,1.376,false
146,318.9,238.3,1.38,false
147,318.9,238.2,1.373,false
148,319.0,238.2,1.376,false
149,318.9,238.2,1.375,false
150,318.8,238.2,1.381,false
151,318.7,238.0,1.383,false
152,318.8,237.9,1.379,false
153,318.9,237.9,1.399,false
154,319.2,237.9,1.378,false
155,319.1,238.0,1.374,false
156,319.1,238.1,1.385,false
157,319.2,238.1,1.382,false
158,319.2,237.9,1.379,false
159,319.3,238.0,1.392,false
160,319.6,238.0,1.378,false
161,319.5,238.2,1.382,false
162,319.5,238.3,1.383,false
163,319.5,238.3,1.39,false
164,319.6,238.5,1.379,false
165,319.6,238.5,1.384,false
166,319.7,238.5,1.373,false
167,319.7,238.7,1.325,false
168,319.1,238.6,1.385,false
169,319.2,238.6,1.372,false
170,319.0,238.5,1.397,false
171,319.3,238.7,1.327,false
172,319.0,238.6,1.377,false
173,319.1,238.7,1.376,false
174,319.0,238.5,1.377,false
175,319.2,238.5,1.376,false
176,319.3,238.5,1.384,false
177,319.4,238.5,1.383,false
178,319.5,238.4,1.379,false
179,319.5,238.3,1.381,false
180,319.6,238.3,1.38,false
181,319.6,238.4,1.377,false
182,319.5,238.5,1.37,false
183,319.6,238.5,1.386,false
184,319.6,238.4,1.382,false
185,319.7,238.3,1.378,false
186,319.6,238.4,1.378,false
187,319.5,238.3,1.392,false
188,319.6,238.4,1.379,false
189,319.7,238.5,1.375,false
190,319.6,238.5,1.385,false
191,319.6,238.3,1.374,false
192,319.7,238.2,1.386,false
193,319.6,238.2,1.391,false
194,319.8,238.2,1.389,false
195,319.7,238.2,1.387,false
196,319.8,238.0,1.389,false
197,319.8,238.1,1.376,false
198,319.6,238.1,1.378,false
199,319.8,238.0,1.386,false
200,320.0,238.2,1.386,false
201,320.0,238.2,1.375,false
202,319.9,238.2,1.382,false
203,320.0,238.0,1.382,false
204,320.0,238.0,1.392,false
205,320.1,238.1,1.383,false
206,320.2,238.2,1.381,false
207,320.1,238.2,1.379,false
208,320.0,238.2,1.371,false
209,319.9,238.1,1.38,false
210,319.8,238.0,1.386,false
211,320.1,238.2,1.381,false
212,320.0,238.2,1.393,false
213,320.1,238.2,1.376,false
214,320.1,238.1,1.391,false
215,320.1,238.1,1.382,false
216,320.2,238.2,1.378,false
217,320.3,238.3,1.387,false
218,320.3,238.3,1.392,false
219,320.1,238.3,1.38,false
220,320.2,238.2,1.376,false
221,320.1,238.2,1.392,false
222,320.2,238.3,1.388,false
223,320.2,238.3,1.383,false
224,320.3,238.2,1.392,false
225,320.4,238.3,1.396,false
226,320.7,238.2,1.385,false
227,320.6,238.2,1.384,false
228,320.7,238.1,1.382,false
229,320.5,238.0,1.385,false
230,320.4,238.1,1.39,false
231,320.6,238.1,1.387,false
