Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.7,238.7,1.09,false
1,256.0,238.5,1.089,false
2,255.8,238.6,1.142,false
3,263.3,238.6,1.091,false
4,253.6,238.6,1.089,false
5,253.5,238.4,1.098,false
6,253.5,238.6,1.092,false
7,258.7,238.6,1.097,false
8,252.8,238.4,1.099,false
9,258.5,238.4,1.18,false
10,269.7,238.3,1.183,false
11,270.2,238.4,1.188,false
12,270.8,238.5,1.186,false
13,271.3,238.5,1.221,false
14,277.9,238.5,1.189,false
15,277.5,238.5,1.184,false
16,276.9,238.5,1.176,false
17,277.0,238.5,1.183,false
18,276.6,238.5,1.239,false
19,284.9,238.5,1.273,false
20,293.7,238.6,1.242,false
21,287.8,238.6,1.243,false
22,287.8,238.6,1.245,false
23,287.8,238.5,1.235,false
24,287.8,238.5,1.253,false
25,287.7,238.5,1.277,false
26,293.0,238.5,1.246,false
27,292.5,238.5,1.287,false
28,292.9,238.4,1.28,false
29,293.1,238.4,1.275,false
30,293.3,238.2,1.274,false
31,293.9,238.3,1.274,false
32,294.2,238.5,1.279,false
33,294.3,238.4,1.277,false
34,294.4,238.3,1.279,false
35,294.5,238.3,1.284,false
36,294.6,238.3,1.327,false
37,306.0,238.5,1.329,false
38,305.7,238.3,1.304,false
39,305.1,238.1,1.309,false
40,304.6,238.1,1.303,false
41,304.2,238.1,1.303,false
42,303.8,238.2,1.322,false
43,304.0,238.4,1.302,false
44,303.8,238.3,1.306,false
45,303.6,238.2,1.327,false
46,303.9,238.2,1.321,false
47,304.2,238.2,1.334,false
48,304.6,238.3,1.329,false
49,305.0,238.3,1.326,false
50,305.2,238.3,1.319,false
51,305.3,238.2,1.325,false
52,305.3,238.1,1.321,false
53,305.4,238.3,1.345,false
54,305.8,238.3,1.323,false
55,306.0,238.2,1.34,false
56,306.3,238.3,1.341,false
57,306.6,238.2,1.338,false
58,307.0,238.2,1.337,false
59,307.3,238.2,1.344,false
60,307.8,238.1,1.319,false
61,307.8,238.1,1.339,false
62,307.8,238.4,1.343,false
63,308.0,238.3,1.342,false
64,308.2,238.3,1.349,false
65,313.5,238.4,1.336,false
66,313.1,238.4,1.345,false
67,312.8,238.6,1.346,false
68,312.6,238.4,1.342,false
69,312.3,238.4,1.348,false
70,312.2,238.4,1.363,false
71,312.3,238.3,1.339,false
72,312.0,238.5,1.353,false
73,312.0,238.3,1.354,false
74,312.2,238.2,1.348,false
75,312.2,238.4,1.355,false
76,312.4,238.3,1.353,false
77,312.6,238.3,1.353,false
78,312.6,238.4,1.357,false
79,312.5,238.2,1.354,false
80,312.5,238.4,1.373,false
81,312.8,238.4,1.36,false
82,313.1,238.3,1.361,false
83,313.3,238.4,1.362,false
84,313.5,238.2,1.361,false
85,313.6,238.3,1.364,false
86,313.7,238.3,1.354,false
87,313.8,238.4,1.371,false
88,314.1,238.3,1.36,false
89,314.0,238.3,1.363,false
90,314.1,238.4,1.375,false
91,314.3,238.1,1.363,false
92,314.1,238.5,1.371,false
93,314.4,238.5,1.354,false
94,314.7,238.6,1.36,false
95,314.7,238.6,1.371,false
96,315.0,238.5,1.356,false
97,315.1,238.6,1.364,false
98,315.2,238.3,1.374,false
99,315.4,238.5,1.364,false
100,315.6,238.4,1.367,false
101,315.7,238.5,1.376,false
102,315.8,238.6,1.364,false
103,315.9,238.5,1.362,false
104,316.0,238.5,1.379,false
105,316.3,238.4,1.379,false
106,316.3,238.5,1.38,false
107,316.5,238.5,1.374,false
108,316.6,238.6,1.359,false
109,316.5,238.6,1.375,false
110,316.7,238.6,1.369,false
111,316.9,238.6,1.365,false
112,317.1,238.5,1.386,false
113,317.4,238.6,1.369,false
114,317.3,238.4,1.358,false
115,317.2,238.4,1.373,false
116,317.4,238.5,1.358,false
117,317.2,238.5,1.367,false
118,317.3,238.6,1.368,false
119,317.2,238.5,1.379,false
120,317.3,238.3,1.382,false
121,317.4,238.6,1.297,false
122,317.2,238.6,1.383,false
123,317.4,238.6,1.375,false
124,317.5,238.6,1.378,false
125,317.4,238.5,1.369,false
126,317.5,238.4,1.357,false
127,317.5,238.5,1.375,false
128,317.6,238.5,1.368,false
129,317.6,238.4,1.38,false
130,317.7,238.4,1.363,false
131,317.8,238.3,1.369,false
132,317.8,238.4,1.381,false
133,317.9,238.3,1.369,false
134,318.0,238.2,1.368,false
135,317.9,238.3,1.372,false
136,317.9,238.3,1.368,false
137,317.9,238.5,1.383,false
138,318.1,238.5,1.386,false
139,318.1,238.5,1.371,false
140,318.2,238.4,1.375,false
141,318.2,238.4,1.359,false
142,318.0,238.4,1.383,false
143,318.1,238.5,1.373,false
144,318.1,238.6,1.383,false
145,318.5,238.6,1.371,false
146,318.2,238.5,1.374,false
147,318.4,238.6,1.383,false
148,318.4,238.6,1.365,false
149,318.2,238.5,1.381,false
150,318.3,238.6,1.377,false
151,318.4,238.4,1.383,false
152,318.4,238.5,1.375,false
153,318.4,238.7,1.386,false
154,318.5,238.6,1.374,false
155,318.6,238.7,1.387,false
156,318.7,238.6,1.378,false
157,318.6,238.6,1.383,false
158,318.7,238.6,1.376,false
159,318.8,238.5,1.37,false
160,318.7,238.6,1.375,false
161,318.7,238.7,1.386,false
162,318.9,238.5,1.368,false
163,318.8,238.7,1.376,false
164,318.6,238.5,1.385,false
165,318.7,238.5,1.38,false
166,318.4,238.8,1.382,false
167,318.6,238.8,1.363,false
168,313.0,238.9,1.332,false
169,302.9,238.8,1.322,false
170,302.9,238.8,1.297,false
171,302.8,238.5,1.311,false
172,303.0,238.4,1.346,false
173,314.3,238.6,1.339,false
174,314.0,238.7,1.336,false
175,313.5,238.4,1.349,false
176,313.4,238.4,1.382,false
177,313.5,238.5,1.353,false
178,313.4,238.5,1.374,false
179,314.0,238.4,1.362,false
180,314.3,238.2,1.371,false
181,314.6,238.5,1.352,false
182,314.1,238.3,1.343,false
183,313.6,238.5,1.356,false
184,313.8,238.5,1.348,false
185,313.3,238.3,1.382,false
186,313.5,238.4,1.318,false
187,313.5,238.6,1.38,false
188,313.4,238.3,1.382,false
189,313.1,238.2,1.35,false
190,307.9,238.4,1.308,false
191,307.4,238.2,1.348,false
192,307.5,238.3,1.323,false
193,307.3,238.4,1.314,false
194,307.0,238.4,1.31,false
195,306.6,238.6,1.362,false
196,314.3,238.4,1.358,false
197,314.2,238.2,1.345,false
198,313.9,238.3,1.339,false
199,313.4,238.6,1.334,false
200,313.5,238.2,1.374,false
201,313.9,238.5,1.342,false
202,314.3,238.4,1.366,false
203,314.6,238.3,1.372,false
204,314.8,238.4,1.368,false
205,314.7,238.3,1.368,false
206,314.5,238.4,1.382,false
207,314.9,238.4,1.379,false
208,315.3,238.4,1.301,false
209,314.8,238.5,1.392,false
210,315.3,238.4,1.38,false
211,315.9,238.4,1.382,false
212,316.4,238.3,1.385,false
213,321.5,238.4,1.382,false
214,321.2,238.6,1.379,false
215,321.1,238.3,1.385,false
216,321.0,238.2,1.38,false
217,320.9,238.5,1.382,false
218,320.8,238.4,1.381,false
219,320.6,238.4,1.401,false
220,320.8,238.2,1.383,false
221,320.7,238.3,1.368,false
222,320.5,238.3,1.381,false
223,320.3,238.1,1.395,false
224,320.5,238.6,1.366,false
