Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.4,238.2,1.168,false
1,260.6,238.3,1.131,false
2,260.1,238.4,1.091,false
3,252.3,238.3,1.09,false
4,252.2,238.1,1.088,false
5,252.1,237.8,1.099,false
6,252.6,237.9,1.09,false
7,252.6,237.7,1.104,false
8,258.1,237.8,1.085,false
9,251.0,237.9,1.178,false
10,270.2,237.8,1.225,false
11,270.7,237.7,1.18,false
12,270.9,237.9,1.214,false
13,271.5,237.7,1.18,false
14,271.8,238.0,1.178,false
15,271.7,238.0,1.181,false
16,272.0,238.0,1.179,false
17,271.9,238.3,1.182,false
18,272.0,238.2,1.275,false
19,289.7,238.2,1.246,false
20,289.3,238.2,1.291,false
21,289.2,238.2,1.241,false
22,288.8,238.2,1.241,false
23,288.5,238.5,1.235,false
24,288.5,238.5,1.239,false
25,288.5,238.4,1.237,false
26,288.2,238.4,1.229,false
27,287.9,238.3,1.272,false
28,288.5,238.3,1.278,false
29,294.6,238.3,1.243,false
30,294.8,238.2,1.309,false
31,295.0,238.4,1.274,false
32,294.8,238.5,1.273,false
33,294.8,238.5,1.281,false
34,294.8,238.4,1.276,false
35,294.7,238.3,1.278,false
36,295.2,238.2,1.306,false
37,295.6,238.3,1.3,false
38,301.7,238.4,1.296,false
39,301.4,238.3,1.305,false
40,301.2,238.3,1.342,false
41,301.3,238.4,1.307,false
42,301.6,238.3,1.299,false
43,301.4,238.3,1.305,false
44,301.3,238.2,1.301,false
45,301.2,238.3,1.318,false
46,301.8,238.3,1.34,false
47,308.2,238.2,1.32,false
48,307.7,238.1,1.317,false
49,307.3,238.2,1.318,false
50,307.2,238.2,1.323,false
51,307.0,238.3,1.32,false
52,306.8,238.1,1.331,false
53,306.7,238.1,1.328,false
54,306.6,238.1,1.336,false
55,306.8,238.2,1.328,false
56,306.8,238.0,1.333,false
57,307.0,238.0,1.344,false
58,307.3,237.9,1.314,false
59,307.6,238.1,1.341,false
60,307.7,238.1,1.342,false
61,308.1,237.9,1.349,false
62,308.3,238.0,1.335,false
63,308.3,238.0,1.359,false
64,308.9,238.0,1.342,false
65,308.8,237.9,1.347,false
66,308.8,237.8,1.344,false
67,308.8,237.7,1.34,false
68,309.0,237.8,1.347,false
69,309.2,238.0,1.345,false
70,309.7,237.9,1.357,false
71,309.7,238.0,1.353,false
72,309.7,237.9,1.353,false
73,310.1,238.1,1.35,false
74,310.5,238.0,1.356,false
75,310.9,238.0,1.356,false
76,310.8,238.2,1.352,false
77,311.0,238.1,1.352,false
78,310.9,238.1,1.357,false
79,311.2,238.1,1.351,false
80,311.2,238.2,1.39,false
81,311.9,238.1,1.373,false
82,312.2,238.0,1.365,false
83,312.5,238.1,1.355,false
84,312.7,237.9,1.356,false
85,312.8,238.0,1.362,false
86,313.0,238.1,1.36,false
87,313.3,238.0,1.364,false
88,313.3,237.9,1.361,false
89,313.5,238.0,1.361,false
90,313.5,237.9,1.359,false
91,313.7,237.9,1.364,false
92,313.9,238.0,1.36,false
93,314.1,238.1,1.357,false
94,314.1,238.0,1.363,false
95,314.2,238.0,1.363,false
96,314.3,238.0,1.368,false
97,314.4,238.0,1.359,false
98,314.6,237.9,1.368,false
99,314.7,237.7,1.365,false
100,314.9,237.9,1.359,false
101,315.0,238.1,1.369,false
102,315.1,238.0,1.37,false
103,315.2,237.9,1.37,false
104,315.5,237.9,1.368,false
105,315.5,238.0,1.365,false
106,315.4,237.7,1.365,false
107,315.4,237.9,1.37,false
108,315.3,237.8,1.369,false
109,315.4,237.6,1.363,false
110,315.5,237.5,1.355,false
111,315.6,237.7,1.383,false
112,315.9,237.8,1.374,false
113,316.1,237.6,1.372,false
114,316.2,237.8,1.382,false
115,316.3,237.7,1.368,false
116,316.1,237.8,1.37,false
117,316.1,237.8,1.364,false
118,316.1,238.0,1.374,false
119,316.3,238.0,1.357,false
120,316.2,237.9,1.377,false
121,316.4,237.9,1.367,false
122,316.5,237.8,1.374,false
123,316.4,237.8,1.369,false
124,316.4,238.0,1.369,false
125,316.3,237.9,1.38,false
126,316.5,237.8,1.375,false
127,316.6,238.0,1.372,false
128,316.5,237.8,1.386,false
129,316.7,238.1,1.363,false
130,316.8,237.9,1.388,false
131,316.9,238.1,1.373,false
132,317.0,237.9,1.365,false
133,317.0,238.1,1.373,false
134,317.0,238.1,1.376,false
135,316.8,238.1,1.366,false
136,316.6,237.9,1.356,false
137,316.5,238.0,1.38,false
138,316.8,238.2,1.36,false
139,316.9,238.1,1.373,false
140,316.9,237.8,1.385,false
141,316.9,237.9,1.369,false
142,317.0,238.1,1.311,false
143,316.4,237.9,1.368,false
144,316.5,238.1,1.387,false
145,316.7,237.8,1.368,false
146,316.6,237.9,1.379,false
147,316.9,237.7,1.375,false
148,316.8,237.8,1.373,false
149,316.9,237.6,1.374,false
150,316.9,237.8,1.375,false
