Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.0,235.6,1.109,false
1,256.9,235.6,1.153,false
2,257.0,235.6,1.144,false
3,256.7,235.8,1.104,false
4,256.2,235.9,1.109,false
5,255.7,235.9,1.105,false
6,255.3,235.6,1.118,false
7,255.2,235.6,1.141,false
8,261.9,235.5,1.103,false
9,251.5,235.6,1.191,false
10,268.9,235.8,1.19,false
11,269.1,235.8,1.189,false
12,269.5,235.7,1.245,false
13,279.3,235.6,1.194,false
14,273.1,235.6,1.186,false
15,272.9,235.6,1.192,false
16,272.9,235.6,1.189,false
17,272.7,235.8,1.22,false
18,279.1,235.7,1.258,false
19,288.6,235.7,1.245,false
20,288.2,235.7,1.247,false
21,287.9,235.5,1.248,false
22,287.6,235.4,1.261,false
23,287.5,235.4,1.271,false
24,287.8,235.3,1.252,false
25,287.7,235.6,1.263,false
26,287.7,235.4,1.255,false
27,287.4,235.5,1.301,false
28,293.5,235.5,1.299,false
29,293.7,235.7,1.321,false
30,294.3,235.8,1.282,false
31,294.3,235.9,1.29,false
32,294.3,235.8,1.3,false
33,294.4,235.5,1.287,false
34,294.6,235.7,1.294,false
35,295.0,235.8,1.289,false
36,295.1,235.7,1.318,false
37,300.7,235.7,1.342,false
38,301.0,235.8,1.317,false
39,301.3,235.9,1.315,false
40,301.2,235.8,1.337,false
41,301.6,236.0,1.317,false
42,301.6,236.1,1.299,false
43,301.4,235.9,1.312,false
44,301.5,236.0,1.313,false
45,301.5,236.1,1.333,false
46,301.9,236.2,1.334,false
47,308.4,236.0,1.343,false
48,308.0,236.0,1.332,false
49,307.8,236.0,1.331,false
50,307.5,236.0,1.342,false
51,307.2,236.1,1.347,false
52,307.3,236.1,1.326,false
53,307.1,236.1,1.336,false
54,307.0,236.0,1.349,false
55,307.0,235.7,1.344,false
56,307.1,235.7,1.352,false
57,307.4,235.7,1.383,false
58,308.0,235.6,1.35,false
59,308.0,235.7,1.345,false
60,308.1,235.7,1.352,false
61,308.1,235.5,1.34,false
62,308.1,235.9,1.345,false
63,308.0,235.9,1.36,false
64,308.6,235.8,1.339,false
65,308.7,235.7,1.354,false
66,308.8,235.8,1.365,false
67,309.0,235.7,1.363,false
68,309.3,235.8,1.368,false
69,309.6,235.7,1.355,false
70,309.8,235.8,1.35,false
71,309.8,235.9,1.353,false
72,309.9,235.7,1.365,false
73,309.8,235.6,1.367,false
74,310.2,235.7,1.372,false
75,310.8,235.5,1.36,false
76,311.1,235.5,1.367,false
77,311.3,235.5,1.373,false
78,311.5,235.8,1.369,false
79,311.6,235.7,1.354,false
80,305.5,235.7,1.304,false
81,305.6,235.8,1.366,false
82,306.0,235.6,1.323,false
83,306.3,235.5,1.356,false
84,306.2,235.5,1.36,false
85,306.5,235.5,1.355,false
86,307.1,235.7,1.303,false
87,301.5,235.7,1.345,false
88,302.0,235.8,1.302,false
89,301.5,235.7,1.336,false
90,301.3,235.7,1.321,false
91,301.4,235.7,1.358,false
92,307.1,235.8,1.377,false
93,307.5,236.0,1.339,false
94,307.7,235.9,1.322,false
95,307.3,235.8,1.351,false
96,307.4,235.9,1.352,false
97,307.2,236.1,1.37,false
98,307.6,236.1,1.362,false
99,307.4,236.1,1.368,false
100,307.7,236.0,1.371,false
101,308.0,235.9,1.387,false
102,314.1,236.0,1.379,false
103,314.0,236.0,1.381,false
104,314.0,236.1,1.388,false
105,313.9,236.1,1.377,false
106,313.9,235.9,1.365,false
107,313.8,235.9,1.374,false
108,313.9,235.8,1.386,false
109,314.3,236.1,1.382,false
110,314.4,236.0,1.335,false
111,302.3,236.1,1.335,false
112,302.0,235.8,1.31,false
113,302.1,235.8,1.288,false
114,302.2,235.7,1.366,false
115,313.3,235.8,1.357,false
116,313.3,235.7,1.358,false
117,313.0,235.6,1.388,false
118,312.8,235.4,1.313,false
119,306.5,235.3,1.385,false
120,314.1,235.2,1.379,false
121,314.5,235.0,1.389,false
122,314.9,234.9,1.387,false
123,314.8,235.1,1.377,false
124,314.8,235.1,1.407,false
125,315.0,235.0,1.399,false
126,315.5,235.0,1.382,false
127,315.6,235.0,1.393,false
128,315.8,234.9,1.38,false
129,316.0,235.0,1.347,false
130,315.9,235.0,1.38,false
131,316.1,234.9,1.39,false
132,316.3,234.7,1.388,false
133,316.3,234.7,1.388,false
134,316.5,235.0,1.383,false
135,316.5,234.8,1.393,false
136,316.7,234.5,1.391,false
137,316.9,234.5,1.371,false
138,316.8,234.5,1.386,false
139,316.8,234.6,1.4,false
140,316.9,234.6,1.351,false
141,317.0,234.8,1.39,false
142,316.7,235.0,1.395,false
143,317.1,235.0,1.365,false
144,317.1,235.1,1.387,false
145,317.2,235.1,1.355,false
146,317.1,234.8,1.392,false
147,317.3,234.9,1.365,false
148,317.2,234.9,1.388,false
149,317.5,235.3,1.39,false
150,317.5,235.3,1.383,false
151,317.4,235.0,1.378,false
152,317.3,235.1,1.379,false
153,317.2,235.0,1.384,false
154,317.4,234.9,1.386,false
155,317.5,234.8,1.403,false
156,317.6,234.9,1.386,false
157,317.8,235.2,1.377,false
158,317.7,235.2,1.384,false
159,317.6,235.3,1.4,false
160,317.7,235.1,1.35,false
161,317.5,235.1,1.386,false
162,317.6,235.2,1.385,false
163,317.6,235.2,1.379,false
164,317.6,235.3,1.391,false
165,317.7,235.4,1.379,false
166,317.8,235.3,1.392,false
167,317.7,235.3,1.387,false
168,317.8,235.4,1.391,false
169,317.9,235.2,1.385,false
170,317.8,235.3,1.388,false
171,317.9,235.4,1.368,false
172,318.1,235.4,1.385,false
173,318.1,235.5,1.382,false
174,318.2,235.4,1.391,false
175,318.1,235.5,1.387,false
176,318.0,235.4,1.406,false
177,318.4,235.6,1.382,false
178,318.1,235.7,1.391,false
179,318.0,235.6,1.388,false
180,318.0,235.3,1.389,false
181,318.0,235.3,1.396,false
182,318.1,235.1,1.397,false
183,318.3,235.2,1.382,false
184,318.2,235.1,1.388,false
185,318.3,235.1,1.386,false
186,318.2,235.1,1.409,false
187,317.8,234.9,1.391,false
188,317.8,234.9,1.385,false
189,317.9,234.8,1.39,false
190,318.0,234.9,1.385,false
191,318.1,234.8,1.39,false
192,318.1,234.7,1.389,false
193,318.3,235.0,1.405,false
194,318.4,235.1,1.384,false
195,318.4,235.1,1.39,false
196,318.3,234.9,1.391,false
197,318.4,235.0,1.398,false
198,318.5,235.1,1.385,false
199,318.3,235.4,1.405,false
200,318.6,235.5,1.389,false
201,318.5,235.8,1.383,false
202,318.5,235.7,1.387,false
203,318.6,235.5,1.394,false
204,318.7,235.6,1.379,false
205,318.6,235.8,1.392,false
206,318.7,235.8,1.381,false
207,318.6,235.7,1.401,false
208,318.7,235.7,1.388,false
209,318.7,235.9,1.38,false
210,318.7,235.8,1.397,false
211,318.7,235.8,1.38,false
212,318.7,235.9,1.381,false
213,318.5,235.9,1.392,false
214,318.5,235.7,1.39,false
215,318.5,235.8,1.395,false
216,318.5,235.8,1.394,false
217,318.7,236.0,1.364,false
218,318.6,235.9,1.387,false
219,318.5,235.8,1.4,false
220,318.8,235.9,1.379,false
221,318.8,236.0,1.389,false
222,318.8,235.9,1.39,false
223,319.0,236.1,1.384,false
224,319.0,236.2,1.391,false
225,319.1,236.2,1.395,false
226,319.2,236.2,1.383,false
227,319.1,236.1,1.388,false
228,319.3,236.3,1.393,false
229,319.5,236.2,1.39,false
230,319.6,236.3,1.385,false
231,319.5,236.6,1.379,false
232,319.5,236.5,1.384,false
233,319.3,236.2,1.398,false
234,319.5,236.4,1.393,false
235,319.6,236.4,1.387,false
236,319.6,236.5,1.386,false
237,319.6,236.3,1.396,false
238,319.5,236.3,1.393,false
239,319.5,236.3,1.395,false
240,319.7,236.4,1.385,false
241,319.6,236.3,1.386,false
242,319.5,236.5,1.378,false
243,319.2,236.5,1.39,false
244,319.2,236.5,1.365,false
245,319.2,236.6,1.381,false
246,319.2,236.5,1.393,false
247,319.3,236.4,1.395,false
248,319.2,236.5,1.4,false
249,319.3,236.5,1.385,false
250,319.3,236.5,1.408,false
251,319.5,236.2,1.389,false
252,319.6,236.3,1.396,false
253,319.2,236.4,1.387,false
254,319.2,236.3,1.388,false
255,319.3,236.5,1.391,false
256,319.3,236.5,1.389,false
257,319.5,236.5,1.378,false
258,319.4,236.4,1.384,false
259,319.3,236.5,1.386,false
260,319.2,236.5,1.395,false
261,319.4,236.5,1.385,false
262,319.3,236.4,1.391,false
263,319.3,236.4,1.384,false
264,319.2,236.5,1.387,false
265,319.3,236.5,1.389,false
266,319.0,236.4,1.392,false
267,319.1,236.2,1.409,false
268,319.3,236.3,1.387,false
269,319.4,236.3,1.396,false
270,319.4,236.4,1.388,false
271,319.3,236.5,1.391,false
272,319.2,236.4,1.38,false
273,319.1,236.6,1.405,false
274,319.4,236.5,1.387,false
275,319.3,236.3,1.385,false
276,319.3,236.3,1.386,false
277,319.2,236.3,1.395,false
278,319.3,236.2,1.377,false
279,319.2,236.3,1.376,false
280,319.6,236.3,1.389,false
281,319.6,236.4,1.384,false
282,319.5,236.3,1.393,false
283,319.5,236.3,1.389,false
284,319.5,236.3,1.389,false
285,319.5,236.2,1.384,false
286,319.5,236.4,1.383,false
287,319.6,236.3,1.396,false
288,319.5,236.3,1.385,false
289,319.6,236.2,1.399,false
290,319.6,236.1,1.395,false
291,319.8,236.0,1.39,false
292,319.8,236.0,1.386,false
293,319.6,236.0,1.391,false
294,319.8,236.0,1.398,false
295,319.7,236.0,1.386,false
296,319.7,235.9,1.397,false
297,319.7,235.9,1.386,false
298,319.7,235.8,1.385,false
299,319.5,235.8,1.387,false
300,319.4,236.0,1.397,false
301,319.3,236.2,1.39,false
302,319.3,235.9,1.393,false
303,319.4,236.1,1.39,false
304,319.3,236.1,1.382,false
305,319.0,236.0,1.391,false
306,319.0,236.0,1.391,false
307,319.1,236.0,1.4,false
308,319.3,236.0,1.377,false
309,319.3,236.1,1.379,false
310,319.2,236.1,1.391,false
311,319.7,235.9,1.394,false
312,319.7,235.9,1.397,false
313,319.6,236.3,1.397,false
314,319.8,236.4,1.392,false
315,319.6,236.0,1.393,false
316,319.7,236.1,1.397,false
317,319.8,236.1,1.393,false
318,319.9,236.2,1.392,false
319,319.9,235.9,1.394,false
320,320.1,236.0,1.398,false
321,320.2,236.2,1.389,false
322,320.2,235.9,1.398,false
323,319.7,235.9,1.379,false
324,319.6,236.1,1.404,false
325,319.7,236.0,1.393,false
326,319.8,235.9,1.391,false
327,319.9,236.1,1.394,false
328,319.8,235.9,1.387,false
329,319.8,236.0,1.399,false
330,319.8,236.1,1.404,false
331,320.1,235.9,1.394,false
332,320.0,236.1,1.399,false
333,320.1,236.0,1.388,false
334,320.2,235.6,1.392,false
335,320.1,235.7,1.393,false
336,320.0,235.8,1.396,false
337,320.1,235.7,1.404,false
338,320.2,235.7,1.394,false
339,320.2,235.9,1.393,false
340,320.0,235.7,1.393,false
341,320.1,235.4,1.383,false
342,319.7,235.3,1.389,false
343,319.9,235.4,1.394,false
344,319.9,235.4,1.394,false
345,319.9,235.1,1.407,false
346,319.9,235.2,1.391,false
347,319.9,235.4,1.401,false
348,319.9,235.3,1.396,false
349,320.1,235.1,1.407,false
350,320.2,234.9,1.398,false
351,320.3,235.6,1.396,false
352,320.3,235.4,1.404,false
353,320.2,235.4,1.408,false
354,320.5,235.4,1.398,false
355,320.3,235.2,1.394,false
356,320.2,235.4,1.399,false
357,320.2,235.5,1.365,false
358,320.0,235.4,1.394,false
359,319.9,235.2,1.406,false
360,320.1,235.2,1.394,false
361,319.9,235.4,1.396,false
362,319.9,235.4,1.333,false
363,311.4,235.4,1.394,false
364,320.4,235.2,1.387,false
365,320.4,235.4,1.39,false
366,320.4,235.4,1.396,false
367,320.2,235.3,1.319,false
368,319.9,235.3,1.391,false
369,319.8,235.3,1.388,false
370,319.9,235.1,1.404,false
371,319.9,235.3,1.397,false
372,320.0,235.3,1.394,false
373,319.8,235.4,1.399,false
374,319.9,235.1,1.4,false
375,319.9,235.3,1.393,false
376,319.9,235.3,1.409,false
377,320.1,235.3,1.387,false
378,320.1,235.2,1.395,false
379,320.1,235.3,1.352,false
380,306.6,235.4,1.359,false
381,312.4,235.5,1.378,false
382,312.3,235.3,1.383,false
383,312.7,235.3,1.357,false
384,312.9,235.2,1.377,false
385,313.4,235.6,1.39,false
386,313.6,235.6,1.36,false
387,313.6,235.5,1.395,false
388,313.8,235.6,1.377,false
389,313.8,235.7,1.34,false
