Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,265.4,237.6,1.094,false
1,256.6,237.7,1.09,false
2,256.0,237.7,1.1,false
3,256.3,237.7,1.104,false
4,256.3,237.9,1.101,false
5,255.8,237.7,1.091,false
6,250.7,237.8,1.112,false
7,257.4,237.7,1.095,false
8,256.9,237.7,1.168,false
9,257.2,237.6,1.183,false
10,270.0,237.7,1.183,false
11,270.2,237.4,1.179,false
12,270.5,237.7,1.187,false
13,271.1,237.6,1.18,false
14,271.2,237.7,1.181,false
15,277.4,237.6,1.178,false
16,271.8,237.5,1.19,false
17,271.9,237.8,1.182,false
18,272.2,237.6,1.242,false
19,283.6,237.5,1.275,false
20,290.0,237.7,1.242,false
21,289.6,237.4,1.264,false
22,289.3,237.6,1.243,false
23,289.3,237.4,1.246,false
24,288.8,237.5,1.237,false
25,288.5,237.2,1.277,false
26,288.9,237.4,1.24,false
27,288.6,237.4,1.279,false
28,289.1,237.5,1.28,false
29,294.6,237.3,1.284,false
30,294.5,237.4,1.276,false
31,294.8,237.4,1.281,false
32,294.9,237.1,1.284,false
33,295.0,237.4,1.285,false
34,295.0,237.2,1.284,false
35,295.0,237.2,1.281,false
36,295.0,237.3,1.338,false
37,304.2,237.1,1.287,false
38,298.8,237.3,1.306,false
39,299.1,237.4,1.315,false
40,299.4,237.4,1.307,false
41,299.7,237.4,1.302,false
42,299.8,237.2,1.321,false
43,305.3,237.1,1.301,false
44,304.7,237.2,1.308,false
45,304.4,237.3,1.334,false
46,304.5,237.4,1.326,false
47,304.6,237.3,1.304,false
48,304.6,237.2,1.328,false
49,304.9,237.3,1.33,false
50,305.0,237.3,1.321,false
51,305.0,237.0,1.331,false
52,305.1,236.9,1.326,false
53,305.2,236.8,1.35,false
54,305.5,236.9,1.343,false
55,305.9,236.9,1.341,false
56,306.2,236.9,1.346,false
57,306.5,236.8,1.342,false
58,306.8,236.7,1.342,false
59,306.9,236.8,1.352,false
60,312.0,236.8,1.346,false
61,311.7,236.5,1.347,false
62,311.4,236.4,1.345,false
63,311.1,236.6,1.352,false
64,311.1,236.4,1.364,false
65,311.2,236.4,1.366,false
66,311.5,236.6,1.358,false
67,311.1,236.5,1.354,false
68,311.2,236.2,1.351,false
69,311.0,236.4,1.346,false
70,310.9,236.3,1.381,false
71,311.4,236.3,1.353,false
72,311.3,236.4,1.365,false
73,311.6,236.7,1.361,false
74,311.7,236.9,1.37,false
75,311.8,236.8,1.36,false
76,311.9,236.9,1.365,false
77,312.3,236.8,1.362,false
78,312.1,236.9,1.35,false
79,312.1,237.0,1.354,false
80,312.1,236.7,1.356,false
81,312.2,236.8,1.364,false
82,312.4,236.8,1.365,false
83,312.7,236.9,1.357,false
84,312.8,236.9,1.372,false
85,312.8,237.0,1.36,false
86,312.9,237.0,1.362,false
87,313.0,236.9,1.382,false
88,313.3,236.7,1.363,false
89,313.3,236.6,1.361,false
90,313.2,236.8,1.362,false
91,313.2,236.7,1.348,false
92,304.9,236.7,1.364,false
93,314.8,236.7,1.38,false
94,315.0,236.3,1.354,false
95,314.8,236.3,1.364,false
96,314.8,236.8,1.37,false
97,314.9,236.6,1.381,false
98,314.8,236.8,1.363,false
99,314.9,236.8,1.37,false
100,315.1,236.7,1.368,false
101,315.2,237.0,1.364,false
102,315.1,236.9,1.371,false
103,315.2,236.9,1.373,false
104,315.2,237.0,1.378,false
105,315.4,236.9,1.369,false
106,315.2,236.7,1.371,false
107,315.3,237.1,1.365,false
108,315.0,237.1,1.365,false
109,315.1,237.3,1.382,false
110,315.4,237.1,1.378,false
111,315.6,237.0,1.357,false
112,315.6,237.2,1.371,false
113,315.7,237.2,1.352,false
114,315.7,237.2,1.369,false
115,315.8,237.2,1.382,false
116,315.9,237.2,1.371,false
117,316.1,237.4,1.37,false
118,315.9,237.1,1.368,false
119,316.0,237.4,1.383,false
120,316.0,237.4,1.377,false
121,316.1,237.1,1.382,false
122,316.3,237.2,1.378,false
123,316.5,237.3,1.369,false
124,316.5,237.4,1.371,false
