Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.981,1171.0,17.47,1826.0,50.52,0.0,0.0,0.0,1.981,504.94,457.08,false
1,4.501,1468.0,20.51,3074.0,99.96,0.001,712.0,0.32,4.502,1172.35,1086.69,false
2,4.691,1678.0,19.89,3063.0,100.0,0.0,0.0,0.0,4.691,1252.12,1147.28,false
3,4.694,1670.0,19.45,3063.0,100.0,0.0,0.0,0.0,4.694,1259.46,1159.03,false
4,4.671,1670.0,21.74,3066.0,99.85,0.0,0.0,0.0,4.671,1254.26,1148.09,false
5,4.636,1701.0,27.56,3070.0,99.47,0.0,0.0,0.0,4.636,1238.54,1150.85,false
6,4.673,1654.0,22.79,3067.0,99.77,0.0,0.0,0.0,4.673,1251.18,1158.21,false
7,4.632,1692.0,23.59,3071.0,99.5,0.0,0.0,0.0,4.632,1246.9,1149.51,false
8,4.698,1668.0,16.82,3066.0,100.0,0.0,0.0,0.0,4.698,1256.77,1155.59,false
9,4.703,1671.0,20.62,3066.0,100.0,0.0,709.0,0.22,4.703,1250.87,1143.34,false
10,4.694,1683.0,22.8,3068.0,99.83,0.0,0.0,0.0,4.694,1259.97,1156.75,false
11,4.666,1704.0,23.93,3071.0,99.55,0.0,0.0,0.0,4.666,1231.61,1155.45,false
12,4.698,1688.0,22.46,3068.0,99.86,0.0,0.0,0.0,4.698,1256.98,1148.24,false
13,4.726,1651.0,19.81,3066.0,100.0,0.0,0.0,0.0,4.726,1256.54,1155.15,false
14,4.735,1652.0,21.14,3066.0,100.0,0.0,0.0,0.0,4.735,1251.39,1153.29,false
15,4.739,1675.0,22.22,3066.0,100.0,0.0,0.0,0.0,4.739,1256.41,1150.85,false
16,4.663,1679.0,25.45,3072.0,99.59,0.0,712.0,0.32,4.663,1243.21,1151.15,false
17,4.745,1670.0,31.54,3068.0,99.85,0.0,0.0,0.0,4.745,1254.37,1156.56,false
18,4.691,1673.0,22.34,3069.0,99.88,0.001,708.0,0.22,4.692,1235.37,1141.31,false
19,4.739,1676.0,19.77,3066.0,100.0,0.0,0.0,0.0,4.739,1261.58,1157.33,false
20,4.736,1677.0,19.67,3066.0,100.0,0.0,0.0,0.0,4.736,1259.78,1155.83,false
21,4.72,1682.0,21.49,3068.0,99.86,0.0,0.0,0.0,4.72,1235.66,1148.71,false
22,4.718,1706.0,22.49,3069.0,99.87,0.0,0.0,0.0,4.718,1258.09,1148.13,false
23,4.728,1652.0,21.63,3068.0,100.0,0.0,0.0,0.0,4.728,1253.21,1155.09,false
24,4.72,1687.0,21.78,3068.0,99.85,0.0,0.0,0.0,4.72,1251.47,1158.05,false
25,4.748,1659.0,18.22,3067.0,100.0,0.0,0.0,0.0,4.748,1256.41,1148.25,false
26,4.698,1673.0,24.09,3070.0,99.63,0.0,0.0,0.0,4.698,1246.75,1146.05,false
27,4.755,1662.0,20.03,3066.0,100.0,0.0,0.0,0.0,4.755,1257.39,1154.99,false
28,4.728,1628.0,15.88,3066.0,100.0,0.0,0.0,0.0,4.728,1260.77,1157.93,false
29,4.722,1650.0,19.64,3068.0,99.84,0.0,0.0,0.0,4.722,1239.95,1140.24,false
30,4.73,1670.0,19.78,3067.0,100.0,0.0,0.0,0.0,4.73,1244.18,1156.12,false
31,4.738,1635.0,20.95,3066.0,100.0,0.0,0.0,0.0,4.738,1248.71,1152.64,false
32,4.723,1690.0,23.05,3069.0,99.68,0.0,712.0,0.32,4.723,1233.87,1148.24,false
33,4.743,1686.0,23.54,3070.0,99.95,0.0,0.0,0.0,4.743,1245.98,1153.29,false
34,4.75,1647.0,21.72,3068.0,100.0,0.0,0.0,0.0,4.75,1249.18,1159.56,false
35,4.761,1669.0,19.76,3066.0,100.0,0.0,0.0,0.0,4.761,1256.89,1146.42,false
36,4.79,1669.0,19.26,3066.0,100.0,0.0,0.0,0.0,4.79,1259.07,1151.65,false
37,4.748,1650.0,20.91,3068.0,100.0,0.0,0.0,0.0,4.748,1251.18,1154.32,false
38,4.766,1658.0,21.44,3067.0,100.0,0.0,0.0,0.0,4.766,1257.59,1156.01,false
39,4.784,1660.0,20.98,3067.0,100.0,0.0,0.0,0.0,4.784,1262.49,1151.55,false
40,4.756,1651.0,21.4,3068.0,99.85,0.0,0.0,0.0,4.756,1253.74,1153.35,false
41,4.758,1685.0,23.12,3068.0,99.81,0.0,709.0,0.22,4.758,1246.74,1154.8,false
42,4.759,1692.0,28.17,3069.0,99.79,0.0,0.0,0.0,4.759,1261.92,1151.75,false
43,4.764,1666.0,25.96,3069.0,99.83,0.0,0.0,0.0,4.764,1258.03,1152.71,false
44,4.769,1687.0,23.02,3069.0,99.84,0.0,0.0,0.0,4.769,1261.12,1151.83,false
45,4.776,1665.0,20.99,3068.0,100.0,0.0,0.0,0.0,4.776,1247.46,1152.85,false
46,4.773,1695.0,29.9,3070.0,99.85,0.0,712.0,0.31,4.773,1253.69,1146.2,false
47,4.787,1670.0,27.23,3068.0,100.0,0.0,712.0,0.32,4.787,1251.38,1153.43,false
48,4.858,1778.0,38.58,3069.0,99.67,0.0,0.0,0.0,4.858,1252.91,1162.82,false
49,4.734,1687.0,18.11,3069.0,99.85,0.0,0.0,0.0,4.734,1241.98,1142.92,false
50,4.76,1681.0,23.23,3068.0,99.79,0.0,0.0,0.0,4.76,1258.54,1152.01,false
51,4.898,1855.0,57.16,3073.0,99.48,0.0,710.0,0.22,4.898,1241.62,1161.14,false
52,4.804,1705.0,26.85,3068.0,99.89,0.0,0.0,0.0,4.804,1254.29,1156.9,false
53,4.748,1681.0,21.33,3069.0,99.85,0.0,708.0,0.22,4.748,1247.49,1151.48,false
54,4.765,1681.0,20.83,3068.0,99.8,0.0,0.0,0.0,4.765,1246.6,1146.01,false
55,4.793,1678.0,20.41,3066.0,100.0,0.0,0.0,0.0,4.793,1257.75,1152.14,false
56,4.78,1676.0,21.66,3068.0,99.84,0.0,0.0,0.0,4.78,1252.39,1153.32,false
57,4.757,1671.0,23.16,3070.0,99.65,0.0,0.0,0.0,4.757,1247.03,1153.61,false
58,5.038,1690.0,60.57,3065.0,100.0,0.0,709.0,0.22,5.038,1265.36,1160.86,false
59,4.89,1709.0,40.68,3068.0,99.85,0.0,0.0,0.0,4.89,1263.56,1166.63,false
60,5.222,1805.0,74.13,3069.0,99.8,0.0,708.0,0.22,5.222,1242.95,1153.4,false
61,5.137,1829.0,60.07,3065.0,100.0,0.0,0.0,0.0,5.137,1244.68,1160.74,false
62,4.77,1679.0,25.89,3070.0,99.65,0.0,709.0,0.22,4.77,1245.66,1152.12,false
63,4.814,1733.0,27.45,3068.0,99.8,0.0,0.0,0.0,4.814,1258.46,1157.28,false
64,4.782,1687.0,22.08,3068.0,99.85,0.0,708.0,0.22,4.782,1251.81,1152.97,false
65,4.896,1731.0,32.97,3066.0,100.0,0.0,0.0,0.0,4.896,1251.98,1142.82,false
66,4.966,1736.0,36.94,3067.0,99.85,0.0,709.0,0.22,4.966,1259.94,1164.29,false
