Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.733,1160.0,31.95,1672.0,44.44,0.001,713.0,0.63,1.734,434.53,390.08,false
1,4.499,1475.0,20.32,3074.0,99.95,0.0,712.0,0.32,4.499,1152.82,1078.51,false
2,4.67,1659.0,20.01,3065.0,99.88,0.0,0.0,0.0,4.67,1243.63,1141.5,false
3,4.696,1649.0,19.6,3063.0,100.0,0.0,0.0,0.0,4.696,1263.37,1156.68,false
4,4.688,1676.0,26.86,3067.0,99.67,0.0,0.0,0.0,4.688,1246.77,1147.48,false
5,4.661,1640.0,20.96,3066.0,99.79,0.0,0.0,0.0,4.661,1251.22,1148.36,false
6,4.606,1681.0,25.17,3073.0,99.33,0.0,0.0,0.0,4.606,1228.38,1142.82,false
7,4.689,1689.0,21.44,3068.0,99.88,0.0,0.0,0.0,4.689,1253.73,1151.94,false
8,4.707,1674.0,20.49,3066.0,100.0,0.0,0.0,0.0,4.707,1257.1,1160.68,false
9,4.688,1680.0,23.12,3068.0,99.85,0.002,712.0,0.53,4.69,1258.6,1143.94,false
10,4.717,1669.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.717,1254.37,1161.21,false
11,4.714,1632.0,18.31,3066.0,100.0,0.0,0.0,0.0,4.714,1265.77,1149.13,false
12,4.659,1652.0,17.29,3068.0,99.8,0.0,0.0,0.0,4.659,1242.55,1139.38,false
13,4.697,1664.0,21.47,3069.0,100.0,0.0,0.0,0.0,4.697,1248.51,1151.14,false
14,4.714,1681.0,23.3,3068.0,99.85,0.0,711.0,0.53,4.714,1252.11,1153.34,false
15,4.672,1661.0,22.48,3070.0,99.65,0.0,0.0,0.0,4.672,1248.28,1156.39,false
16,4.684,1652.0,23.38,3070.0,99.87,0.0,0.0,0.0,4.684,1243.88,1153.88,false
17,4.679,1680.0,22.84,3070.0,99.66,0.0,0.0,0.0,4.679,1244.95,1147.89,false
18,4.918,1654.0,25.6,3066.0,99.84,0.0,0.0,0.0,4.918,1250.06,1142.51,false
19,4.722,1692.0,20.89,3067.0,99.93,0.0,0.0,0.0,4.722,1252.75,1150.82,false
20,4.732,1640.0,19.53,3066.0,100.0,0.0,0.0,0.0,4.732,1255.2,1159.06,false
21,4.689,1675.0,22.54,3070.0,99.75,0.0,0.0,0.0,4.689,1248.39,1141.1,false
22,4.708,1659.0,21.71,3068.0,99.86,0.0,0.0,0.0,4.708,1249.52,1152.25,false
23,4.731,1670.0,19.36,3066.0,100.0,0.0,0.0,0.0,4.731,1254.9,1150.55,false
24,4.72,1661.0,22.0,3068.0,99.86,0.0,0.0,0.0,4.72,1250.77,1148.79,false
25,4.731,1671.0,22.2,3068.0,100.0,0.0,0.0,0.0,4.731,1253.3,1159.3,false
26,4.697,1671.0,19.86,3069.0,99.88,0.0,0.0,0.0,4.697,1249.75,1142.74,false
27,4.708,1657.0,20.35,3068.0,99.85,0.0,0.0,0.0,4.708,1255.28,1153.07,false
28,4.742,1640.0,21.33,3066.0,100.0,0.0,0.0,0.0,4.742,1254.62,1149.48,false
29,4.707,1672.0,23.87,3069.0,99.85,0.0,0.0,0.0,4.707,1254.77,1156.2,false
30,4.738,1689.0,28.52,3068.0,99.88,0.0,0.0,0.0,4.738,1243.79,1149.62,false
31,4.739,1649.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.739,1244.18,1149.21,false
32,4.746,1649.0,20.08,3066.0,100.0,0.001,711.0,0.53,4.747,1261.45,1151.82,false
33,4.668,1679.0,20.13,3072.0,99.68,0.0,0.0,0.0,4.668,1245.81,1154.78,false
34,4.718,1651.0,23.47,3070.0,99.83,0.0,710.0,0.22,4.718,1246.86,1152.48,false
35,4.713,1677.0,22.7,3070.0,99.75,0.0,0.0,0.0,4.713,1246.5,1152.9,false
36,4.756,1661.0,20.77,3066.0,100.0,0.0,0.0,0.0,4.756,1255.43,1149.95,false
37,4.687,1683.0,23.16,3071.0,99.57,0.0,0.0,0.0,4.687,1243.05,1148.6,false
38,4.737,1673.0,21.52,3068.0,100.0,0.0,0.0,0.0,4.737,1251.06,1150.61,false
39,4.763,1671.0,21.51,3066.0,100.0,0.0,0.0,0.0,4.763,1262.83,1154.9,false
40,4.76,1659.0,20.42,3066.0,100.0,0.0,0.0,0.0,4.76,1257.41,1148.38,false
41,4.741,1667.0,22.37,3068.0,99.85,0.0,0.0,0.0,4.741,1253.16,1155.02,false
42,4.742,1659.0,21.98,3068.0,100.0,0.0,0.0,0.0,4.742,1257.79,1151.84,false
43,4.783,1686.0,23.78,3066.0,100.0,0.0,713.0,0.31,4.783,1261.81,1151.46,false
44,4.695,1675.0,24.85,3071.0,99.84,0.0,0.0,0.0,4.695,1249.46,1148.36,false
45,4.732,1670.0,22.55,3069.0,99.85,0.0,0.0,0.0,4.732,1252.75,1143.14,false
46,4.721,1671.0,21.22,3069.0,99.85,0.0,0.0,0.0,4.721,1249.01,1155.26,false
47,4.748,1686.0,22.91,3068.0,100.0,0.0,712.0,0.32,4.748,1254.17,1149.99,false
48,4.766,1673.0,20.08,3066.0,100.0,0.0,0.0,0.0,4.766,1258.68,1148.85,false
49,4.709,1695.0,24.95,3071.0,99.71,0.001,711.0,0.53,4.71,1246.15,1157.14,false
50,4.742,1681.0,20.35,3068.0,99.84,0.0,0.0,0.0,4.742,1253.51,1150.39,false
51,4.723,1661.0,21.48,3069.0,99.7,0.001,709.0,0.22,4.724,1243.99,1151.26,false
52,4.775,1665.0,19.45,3066.0,100.0,0.0,0.0,0.0,4.775,1256.97,1145.49,false
53,4.748,1656.0,18.37,3067.0,100.0,0.0,0.0,0.0,4.748,1252.37,1150.85,false
54,4.764,1661.0,23.43,3068.0,99.83,0.0,0.0,0.0,4.764,1254.01,1152.36,false
55,4.772,1664.0,19.01,3066.0,100.0,0.0,0.0,0.0,4.772,1256.73,1149.23,false
56,4.749,1677.0,22.07,3068.0,99.84,0.0,0.0,0.0,4.749,1256.78,1152.74,false
57,4.757,1657.0,21.62,3068.0,99.85,0.0,0.0,0.0,4.757,1251.6,1149.07,false
58,4.751,1665.0,20.94,3068.0,100.0,0.0,0.0,0.0,4.751,1248.97,1148.81,false
