Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.942,1185.0,22.75,1787.0,49.51,0.0,0.0,0.0,1.942,503.23,456.3,false
1,4.526,1486.0,20.48,3073.0,99.98,0.0,712.0,0.31,4.526,1165.09,1083.13,false
2,4.702,1673.0,19.66,3064.0,100.0,0.0,0.0,0.0,4.702,1263.8,1152.05,false
3,4.673,1631.0,18.38,3065.0,100.0,0.0,0.0,0.0,4.673,1238.03,1139.07,false
4,4.677,1688.0,21.75,3067.0,99.6,0.0,0.0,0.0,4.677,1255.35,1155.54,false
5,4.7,1652.0,23.86,3065.0,99.85,0.0,0.0,0.0,4.7,1283.75,1150.93,false
6,4.698,1693.0,20.95,3067.0,99.9,0.0,0.0,0.0,4.698,1249.87,1146.56,false
7,4.701,1673.0,20.93,3068.0,99.84,0.0,0.0,0.0,4.701,1249.51,1143.31,false
8,4.717,1685.0,21.17,3068.0,100.0,0.0,0.0,0.0,4.717,1268.98,1154.58,false
9,4.591,1704.0,26.82,3076.0,99.2,0.0,709.0,0.22,4.591,1240.89,1147.95,false
10,4.698,1688.0,23.52,3070.0,99.85,0.0,0.0,0.0,4.698,1244.14,1149.01,false
11,4.696,1683.0,20.89,3069.0,99.85,0.0,0.0,0.0,4.696,1240.54,1148.81,false
12,4.698,1674.0,21.21,3069.0,99.86,0.0,0.0,0.0,4.698,1248.94,1146.88,false
13,4.703,1657.0,17.68,3068.0,99.8,0.0,0.0,0.0,4.703,1249.23,1149.59,false
14,4.706,1692.0,21.02,3068.0,100.0,0.0,712.0,0.31,4.706,1258.09,1152.86,false
15,4.718,1681.0,20.68,3068.0,99.82,0.0,0.0,0.0,4.718,1253.12,1146.81,false
16,4.727,1684.0,22.27,3068.0,99.83,0.001,709.0,0.22,4.728,1250.3,1150.32,false
17,4.747,1662.0,19.65,3066.0,100.0,0.0,0.0,0.0,4.747,1253.48,1144.6,false
18,4.751,1680.0,20.74,3066.0,100.0,0.0,711.0,0.53,4.751,1256.09,1156.26,false
19,4.772,1687.0,27.87,3068.0,99.82,0.0,0.0,0.0,4.772,1259.29,1150.66,false
20,4.737,1672.0,19.61,3068.0,100.0,0.0,0.0,0.0,4.737,1257.43,1149.51,false
21,4.759,1683.0,20.46,3066.0,100.0,0.0,0.0,0.0,4.759,1258.09,1145.56,false
22,4.736,1677.0,21.09,3068.0,99.88,0.0,0.0,0.0,4.736,1249.13,1146.89,false
23,4.742,1669.0,19.59,3067.0,100.0,0.0,0.0,0.0,4.742,1247.24,1156.1,false
24,4.736,1636.0,18.76,3068.0,100.0,0.0,0.0,0.0,4.736,1246.6,1147.79,false
25,4.684,1712.0,25.01,3072.0,99.68,0.0,0.0,0.0,4.684,1247.37,1142.29,false
26,4.78,1668.0,21.9,3066.0,100.0,0.0,713.0,0.31,4.78,1268.54,1162.5,false
27,4.796,1692.0,25.65,3066.0,100.0,0.0,0.0,0.0,4.796,1258.82,1142.73,false
28,4.769,1669.0,20.36,3066.0,100.0,0.0,709.0,0.22,4.769,1258.92,1146.89,false
29,4.751,1674.0,20.98,3068.0,100.0,0.0,0.0,0.0,4.751,1250.21,1157.03,false
30,4.737,1694.0,20.84,3068.0,99.83,0.0,709.0,0.22,4.737,1235.49,1140.49,false
31,4.738,1686.0,20.97,3068.0,99.79,0.0,0.0,0.0,4.738,1239.31,1159.14,false
32,4.763,1688.0,21.19,3068.0,99.83,0.0,0.0,0.0,4.763,1256.71,1149.19,false
33,4.736,1658.0,20.38,3070.0,100.0,0.0,0.0,0.0,4.736,1253.56,1149.25,false
34,4.764,1753.0,24.15,3065.0,99.91,0.0,0.0,0.0,4.764,1348.91,1146.28,false
35,4.825,1740.0,23.51,3061.0,99.98,0.0,0.0,0.0,4.825,1343.57,1140.58,false
36,4.774,1674.0,21.55,3067.0,100.0,0.0,0.0,0.0,4.774,1260.48,1146.16,false
37,4.766,1661.0,19.75,3067.0,100.0,0.0,0.0,0.0,4.766,1256.15,1148.38,false
38,4.769,1701.0,20.79,3067.0,100.0,0.0,0.0,0.0,4.769,1261.52,1149.5,false
39,4.759,1664.0,20.29,3067.0,100.0,0.0,0.0,0.0,4.759,1252.05,1149.06,false
40,4.759,1684.0,22.25,3069.0,99.91,0.0,0.0,0.0,4.759,1252.26,1156.35,false
41,4.794,1675.0,20.26,3066.0,100.0,0.0,0.0,0.0,4.794,1267.44,1149.71,false
42,4.714,1686.0,21.25,3044.0,98.59,0.0,0.0,0.0,4.714,1252.0,1148.19,false
43,4.781,1693.0,19.78,3067.0,99.87,0.0,0.0,0.0,4.781,1263.1,1150.28,false
44,4.78,1671.0,22.02,3067.0,100.0,0.0,0.0,0.0,4.78,1266.51,1152.85,false
45,4.741,1705.0,25.65,3071.0,99.75,0.0,712.0,0.32,4.741,1255.16,1151.35,false
46,4.747,1669.0,21.39,3069.0,99.86,0.0,0.0,0.0,4.747,1246.43,1147.23,false
