Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.954,1103.0,17.91,1833.0,49.81,0.0,0.0,0.0,1.954,516.4,466.62,false
1,4.515,1492.0,18.62,3074.0,99.97,0.0,712.0,0.32,4.515,1149.16,1083.22,false
2,4.694,1672.0,19.32,3064.0,100.0,0.0,0.0,0.0,4.694,1267.65,1146.95,false
3,4.664,1698.0,22.35,3067.0,99.66,0.0,0.0,0.0,4.664,1251.3,1151.75,false
4,4.713,1643.0,19.33,3063.0,100.0,0.0,0.0,0.0,4.713,1264.65,1152.01,false
5,4.7,1661.0,19.88,3065.0,100.0,0.0,0.0,0.0,4.7,1256.31,1146.28,false
6,4.71,1672.0,19.28,3065.0,100.0,0.0,0.0,0.0,4.71,1259.67,1151.4,false
7,4.707,1706.0,21.71,3068.0,99.86,0.0,709.0,0.22,4.707,1253.64,1146.5,false
8,4.727,1663.0,19.59,3066.0,100.0,0.0,0.0,0.0,4.727,1253.89,1145.2,false
9,4.786,1699.0,30.54,3066.0,100.0,0.001,711.0,0.53,4.787,1266.7,1162.28,false
10,4.732,1672.0,19.49,3066.0,100.0,0.0,0.0,0.0,4.732,1255.39,1144.94,false
11,4.762,1685.0,26.8,3066.0,100.0,0.0,0.0,0.0,4.762,1256.51,1145.42,false
12,4.749,1674.0,21.34,3066.0,100.0,0.0,0.0,0.0,4.749,1268.28,1159.8,false
13,4.722,1670.0,21.88,3068.0,100.0,0.0,0.0,0.0,4.722,1253.57,1153.76,false
14,4.724,1703.0,22.38,3068.0,99.89,0.0,0.0,0.0,4.724,1256.56,1146.51,false
15,4.705,1672.0,22.37,3069.0,99.76,0.0,0.0,0.0,4.705,1253.38,1151.52,false
16,4.745,1694.0,19.51,3066.0,100.0,0.0,0.0,0.0,4.745,1255.96,1145.25,false
17,4.759,1687.0,27.43,3068.0,100.0,0.0,0.0,0.0,4.759,1248.36,1150.87,false
18,4.73,1691.0,20.36,3069.0,99.84,0.0,0.0,0.0,4.73,1257.71,1156.05,false
19,4.695,1666.0,19.49,3070.0,99.88,0.0,0.0,0.0,4.695,1248.27,1143.53,false
20,4.686,1679.0,16.37,3070.0,99.72,0.0,0.0,0.0,4.686,1252.73,1153.21,false
21,4.744,1661.0,18.61,3066.0,100.0,0.0,0.0,0.0,4.744,1261.28,1147.39,false
22,4.709,1668.0,23.81,3070.0,99.74,0.002,714.0,0.73,4.711,1249.41,1157.63,false
23,4.763,1674.0,19.62,3066.0,100.0,0.0,0.0,0.0,4.763,1257.72,1147.08,false
24,4.75,1691.0,21.6,3068.0,100.0,0.002,711.0,0.53,4.752,1257.37,1149.5,false
25,4.764,1667.0,19.79,3066.0,100.0,0.0,0.0,0.0,4.764,1257.64,1149.18,false
26,4.768,1668.0,19.91,3066.0,100.0,0.0,0.0,0.0,4.768,1258.57,1157.15,false
27,4.745,1696.0,20.69,3068.0,99.85,0.0,0.0,0.0,4.745,1258.19,1149.39,false
28,4.774,1686.0,20.0,3067.0,100.0,0.0,0.0,0.0,4.774,1271.2,1152.14,false
29,4.731,1712.0,21.81,3070.0,99.69,0.0,0.0,0.0,4.731,1247.12,1149.62,false
30,4.736,1693.0,20.74,3068.0,99.8,0.0,0.0,0.0,4.736,1238.31,1149.11,false
31,4.748,1694.0,20.95,3068.0,99.84,0.0,0.0,0.0,4.748,1244.71,1150.47,false
32,4.747,1680.0,21.29,3068.0,99.8,0.0,0.0,0.0,4.747,1257.12,1149.65,false
33,4.767,1694.0,20.78,3068.0,99.88,0.0,0.0,0.0,4.767,1252.68,1149.21,false
34,4.778,1668.0,19.55,3066.0,100.0,0.0,0.0,0.0,4.778,1254.19,1146.62,false
35,4.775,1679.0,18.98,3066.0,100.0,0.0,0.0,0.0,4.775,1259.14,1150.87,false
36,4.717,1723.0,22.87,3072.0,99.73,0.0,0.0,0.0,4.717,1242.55,1150.68,false
37,4.777,1671.0,20.29,3067.0,100.0,0.0,0.0,0.0,4.777,1268.36,1144.96,false
38,4.779,1681.0,19.75,3068.0,100.0,0.0,0.0,0.0,4.779,1254.17,1156.43,false
39,4.773,1671.0,18.36,3067.0,100.0,0.0,0.0,0.0,4.773,1269.91,1148.93,false
40,4.72,1652.0,18.05,3070.0,99.83,0.0,0.0,0.0,4.72,1234.71,1149.02,false
41,4.79,1683.0,21.79,3067.0,100.0,0.0,0.0,0.0,4.79,1279.51,1150.22,false
42,4.785,1667.0,19.81,3066.0,100.0,0.0,0.0,0.0,4.785,1256.14,1146.41,false
43,4.783,1653.0,20.52,3066.0,100.0,0.0,0.0,0.0,4.783,1257.82,1148.05,false
44,4.745,1681.0,21.05,3070.0,99.84,0.0,0.0,0.0,4.745,1245.64,1150.7,false
45,4.779,1688.0,20.64,3068.0,99.84,0.0,0.0,0.0,4.779,1247.59,1155.87,false
46,4.802,1668.0,18.89,3066.0,100.0,0.0,715.0,0.51,4.802,1270.39,1151.34,false
47,4.792,1699.0,27.91,3068.0,99.8,0.0,0.0,0.0,4.792,1265.33,1155.1,false
48,4.764,1690.0,22.62,3069.0,100.0,0.0,0.0,0.0,4.764,1265.55,1146.41,false
49,4.732,1676.0,22.12,3072.0,99.65,0.0,0.0,0.0,4.732,1240.99,1152.18,false
50,4.76,1676.0,22.36,3070.0,99.74,0.0,0.0,0.0,4.76,1252.44,1150.33,false
51,4.788,1689.0,20.97,3068.0,99.86,0.0,0.0,0.0,4.788,1252.35,1147.35,false
52,4.808,1682.0,19.93,3066.0,100.0,0.0,0.0,0.0,4.808,1256.84,1146.47,false
53,4.804,1678.0,20.16,3066.0,100.0,0.0,712.0,0.32,4.804,1256.17,1147.64,false
54,4.777,1669.0,20.36,3068.0,99.88,0.0,0.0,0.0,4.777,1248.09,1148.53,false
55,4.811,1668.0,23.01,3065.0,100.0,0.0,709.0,0.22,4.811,1293.72,1149.6,false
56,4.806,1655.0,18.85,3066.0,100.0,0.0,0.0,0.0,4.806,1252.15,1156.68,false
57,4.789,1678.0,20.7,3068.0,99.81,0.0,0.0,0.0,4.789,1261.79,1151.34,false
58,4.798,1664.0,19.48,3066.0,100.0,0.0,0.0,0.0,4.798,1260.96,1151.02,false
59,4.697,1671.0,19.14,3073.0,99.75,0.0,0.0,0.0,4.697,1226.29,1140.22,false
60,4.807,1674.0,18.66,3066.0,100.0,0.0,0.0,0.0,4.807,1253.3,1155.31,false
61,4.762,1690.0,20.02,3068.0,99.83,0.0,0.0,0.0,4.762,1241.42,1143.56,false
62,4.808,1697.0,19.27,3066.0,100.0,0.0,0.0,0.0,4.808,1250.27,1158.44,false
63,4.769,1680.0,22.08,3069.0,99.71,0.0,0.0,0.0,4.769,1247.11,1139.77,false
64,4.793,1665.0,20.58,3068.0,100.0,0.0,0.0,0.0,4.793,1247.24,1158.15,false
65,4.774,1698.0,21.53,3070.0,99.84,0.0,0.0,0.0,4.774,1243.11,1149.42,false
66,4.777,1702.0,20.11,3068.0,99.85,0.0,0.0,0.0,4.777,1250.71,1149.46,false
67,4.795,1674.0,20.68,3068.0,100.0,0.0,0.0,0.0,4.795,1258.55,1151.04,false
68,4.791,1680.0,22.01,3069.0,99.86,0.0,0.0,0.0,4.791,1264.31,1150.27,false
69,4.768,1677.0,23.31,3070.0,99.87,0.0,713.0,0.31,4.768,1242.79,1148.66,false
70,4.827,1696.0,27.61,3068.0,99.81,0.0,0.0,0.0,4.827,1254.04,1149.39,false
71,4.778,1673.0,23.03,3070.0,99.85,0.0,708.0,0.44,4.778,1248.63,1151.65,false
72,4.81,1674.0,18.46,3066.0,100.0,0.0,0.0,0.0,4.81,1261.87,1146.9,false
73,4.825,1675.0,21.56,3066.0,100.0,0.0,0.0,0.0,4.825,1258.62,1151.45,false
74,4.769,1672.0,21.16,3070.0,99.85,0.0,0.0,0.0,4.769,1245.12,1150.02,false
75,4.81,1676.0,20.97,3067.0,100.0,0.0,0.0,0.0,4.81,1261.16,1144.59,false
76,4.853,1680.0,28.02,3066.0,100.0,0.0,0.0,0.0,4.853,1270.63,1160.53,false
77,4.743,1713.0,27.16,3073.0,99.47,0.0,0.0,0.0,4.743,1229.97,1147.73,false
78,4.803,1683.0,19.85,3068.0,100.0,0.0,0.0,0.0,4.803,1263.78,1153.36,false
79,4.793,1671.0,15.16,3066.0,100.0,0.0,0.0,0.0,4.793,1258.99,1150.8,false
80,4.794,1679.0,20.16,3068.0,99.84,0.0,0.0,0.0,4.794,1252.28,1147.82,false
81,4.767,1682.0,21.83,3070.0,99.79,0.0,0.0,0.0,4.767,1249.03,1147.26,false
82,4.822,1689.0,20.01,3066.0,100.0,0.0,0.0,0.0,4.822,1261.95,1151.04,false
83,4.803,1689.0,21.05,3068.0,99.84,0.0,0.0,0.0,4.803,1254.86,1147.38,false
84,4.799,1695.0,20.11,3068.0,99.9,0.0,711.0,0.53,4.799,1260.31,1150.23,false
85,4.818,1679.0,19.62,3066.0,100.0,0.0,0.0,0.0,4.818,1254.99,1148.08,false
86,4.817,1668.0,19.9,3066.0,100.0,0.0,709.0,0.43,4.817,1257.2,1146.83,false
87,4.822,1676.0,19.23,3066.0,100.0,0.0,0.0,0.0,4.822,1255.99,1146.15,false
88,4.818,1662.0,22.68,3067.0,100.0,0.0,709.0,0.22,4.818,1255.43,1160.88,false
89,4.815,1681.0,21.14,3068.0,99.79,0.0,0.0,0.0,4.815,1263.59,1150.51,false
90,4.819,1678.0,19.41,3066.0,100.0,0.0,0.0,0.0,4.819,1258.4,1152.23,false
91,4.823,1668.0,19.48,3066.0,100.0,0.0,0.0,0.0,4.823,1261.62,1148.8,false
92,4.799,1693.0,21.96,3068.0,99.85,0.0,0.0,0.0,4.799,1242.02,1150.77,false
93,4.807,1663.0,19.81,3066.0,100.0,0.0,0.0,0.0,4.807,1249.82,1151.64,false
94,4.801,1685.0,20.7,3068.0,99.85,0.0,0.0,0.0,4.801,1250.85,1149.98,false
95,4.788,1700.0,21.55,3069.0,99.69,0.0,0.0,0.0,4.788,1242.19,1148.28,false
96,4.819,1692.0,19.71,3067.0,100.0,0.0,0.0,0.0,4.819,1264.97,1147.84,false
97,4.769,1707.0,23.29,3071.0,99.77,0.0,0.0,0.0,4.769,1252.17,1150.34,false
98,4.804,1647.0,15.9,3067.0,100.0,0.0,0.0,0.0,4.804,1252.36,1149.7,false
99,4.809,1645.0,15.88,3066.0,100.0,0.0,0.0,0.0,4.809,1257.07,1145.72,false
100,4.801,1685.0,20.95,3068.0,99.85,0.0,713.0,0.31,4.801,1257.02,1153.79,false
101,4.789,1656.0,19.16,3068.0,100.0,0.0,0.0,0.0,4.789,1251.23,1147.97,false
102,4.832,1708.0,22.42,3066.0,100.0,0.0,710.0,0.43,4.832,1259.7,1150.08,false
103,4.801,1667.0,20.09,3067.0,99.85,0.0,0.0,0.0,4.801,1254.45,1151.86,false
104,4.789,1670.0,20.34,3069.0,99.99,0.0,0.0,0.0,4.789,1244.56,1149.61,false
105,4.841,1674.0,18.55,3066.0,100.0,0.0,0.0,0.0,4.841,1254.2,1145.5,false
106,4.83,1681.0,34.64,3069.0,99.82,0.001,714.0,0.42,4.831,1257.53,1151.76,false
107,4.826,1668.0,20.46,3067.0,100.0,0.0,0.0,0.0,4.826,1254.78,1149.1,false
108,4.794,1679.0,22.18,3068.0,99.81,0.0,0.0,0.0,4.794,1260.91,1152.03,false
109,4.784,1694.0,21.52,3069.0,99.8,0.0,0.0,0.0,4.784,1247.65,1150.39,false
110,4.836,1671.0,19.21,3067.0,100.0,0.0,0.0,0.0,4.836,1253.33,1146.73,false
111,4.832,1669.0,20.02,3066.0,100.0,0.0,0.0,0.0,4.832,1260.38,1150.17,false
112,4.783,1693.0,22.86,3069.0,99.57,0.0,0.0,0.0,4.783,1247.33,1154.53,false
113,4.833,1670.0,19.86,3066.0,100.0,0.0,0.0,0.0,4.833,1258.63,1147.98,false
114,4.829,1670.0,19.83,3066.0,100.0,0.0,0.0,0.0,4.829,1257.18,1146.56,false
