Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.865,1176.0,23.28,1771.0,47.9,0.0,0.0,0.0,1.865,490.8,443.81,false
1,4.494,1501.0,16.08,3074.0,99.97,0.001,714.0,0.41,4.494,1143.66,1081.09,false
2,4.698,1683.0,17.77,3063.0,100.0,0.0,0.0,0.0,4.698,1259.18,1146.42,false
3,4.697,1658.0,18.84,3063.0,100.0,0.0,0.0,0.0,4.697,1253.62,1154.86,false
4,4.628,1689.0,23.45,3069.0,99.46,0.0,0.0,0.0,4.628,1243.45,1150.37,false
5,4.62,1688.0,25.43,3070.0,99.24,0.0,0.0,0.0,4.62,1231.15,1143.82,false
6,4.684,1697.0,21.36,3067.0,99.86,0.0,0.0,0.0,4.684,1250.75,1152.49,false
7,4.7,1675.0,20.79,3068.0,99.91,0.0,0.0,0.0,4.7,1247.88,1152.95,false
8,4.712,1675.0,20.71,3066.0,100.0,0.0,0.0,0.0,4.712,1255.62,1150.07,false
9,4.678,1713.0,26.62,3070.0,99.65,0.002,709.0,0.22,4.68,1235.69,1142.13,false
10,4.695,1692.0,21.8,3069.0,99.9,0.0,0.0,0.0,4.695,1254.21,1148.41,false
11,4.785,1695.0,34.61,3066.0,100.0,0.0,0.0,0.0,4.785,1263.12,1162.76,false
12,4.692,1688.0,20.83,3069.0,100.0,0.0,0.0,0.0,4.692,1240.09,1150.38,false
13,4.681,1698.0,24.02,3070.0,99.77,0.003,713.0,0.63,4.684,1241.68,1143.33,false
14,4.706,1669.0,21.16,3068.0,99.85,0.0,0.0,0.0,4.706,1247.15,1152.01,false
15,4.716,1707.0,20.89,3068.0,100.0,0.001,710.0,0.53,4.717,1248.07,1152.91,false
16,4.716,1679.0,18.59,3068.0,99.86,0.0,0.0,0.0,4.716,1247.98,1152.52,false
