Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.878,1127.0,18.86,1741.0,48.35,0.0,0.0,0.0,1.878,487.46,440.24,false
1,4.483,1447.0,15.75,3073.0,99.96,0.001,712.0,0.32,4.484,1149.07,1082.63,false
2,4.687,1674.0,19.18,3063.0,100.0,0.0,0.0,0.0,4.687,1268.3,1152.44,false
3,4.657,1697.0,23.53,3067.0,99.76,0.0,0.0,0.0,4.657,1247.35,1150.54,false
4,4.723,1671.0,25.15,3064.0,99.86,0.0,0.0,0.0,4.723,1255.22,1154.35,false
5,4.678,1659.0,19.15,3065.0,99.78,0.0,708.0,0.22,4.678,1251.18,1151.61,false
6,4.629,1691.0,23.01,3070.0,99.7,0.0,0.0,0.0,4.629,1229.09,1143.86,false
7,4.654,1692.0,21.15,3069.0,99.69,0.0,0.0,0.0,4.654,1248.92,1157.58,false
8,4.683,1689.0,21.58,3068.0,99.87,0.0,0.0,0.0,4.683,1256.98,1150.64,false
9,4.679,1680.0,20.28,3068.0,99.84,0.0,712.0,0.32,4.679,1248.26,1148.03,false
10,4.709,1698.0,19.59,3066.0,100.0,0.0,0.0,0.0,4.709,1254.55,1157.05,false
11,4.688,1681.0,20.77,3068.0,99.87,0.0,0.0,0.0,4.688,1243.11,1145.6,false
12,4.697,1693.0,20.86,3068.0,99.85,0.0,708.0,0.22,4.697,1252.74,1156.91,false
13,4.69,1661.0,20.34,3068.0,99.89,0.0,0.0,0.0,4.69,1247.35,1153.13,false
14,4.699,1670.0,20.66,3068.0,99.79,0.0,0.0,0.0,4.699,1246.69,1144.24,false
15,4.698,1684.0,20.7,3068.0,99.86,0.0,0.0,0.0,4.698,1255.81,1159.79,false
16,4.635,1698.0,25.72,3073.0,99.5,0.0,0.0,0.0,4.635,1227.76,1148.65,false
17,4.727,1672.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.727,1258.87,1157.25,false
18,4.699,1677.0,22.39,3068.0,99.83,0.0,714.0,0.41,4.699,1238.46,1141.51,false
19,4.73,1695.0,20.16,3067.0,100.0,0.0,0.0,0.0,4.73,1256.84,1154.98,false
20,4.723,1665.0,15.57,3066.0,100.0,0.001,708.0,0.22,4.724,1267.56,1154.81,false
21,4.795,1677.0,35.84,3066.0,100.0,0.0,712.0,0.32,4.795,1257.31,1149.59,false
22,4.741,1651.0,20.55,3066.0,99.97,0.0,0.0,0.0,4.741,1257.59,1155.8,false
23,4.728,1668.0,21.64,3068.0,100.0,0.0,0.0,0.0,4.728,1251.26,1156.79,false
24,4.721,1642.0,20.75,3068.0,99.86,0.0,0.0,0.0,4.721,1249.54,1154.67,false
25,4.748,1694.0,20.4,3066.0,100.0,0.0,0.0,0.0,4.748,1256.66,1150.9,false
26,4.766,1683.0,22.04,3066.0,100.0,0.0,0.0,0.0,4.766,1255.11,1151.93,false
27,4.778,1698.0,23.41,3066.0,100.0,0.0,0.0,0.0,4.778,1259.18,1157.14,false
28,4.724,1680.0,20.94,3068.0,99.84,0.0,0.0,0.0,4.724,1244.01,1150.9,false
29,4.835,1743.0,34.68,3068.0,100.0,0.0,713.0,0.31,4.835,1258.77,1155.78,false
30,4.7,1672.0,18.89,3068.0,99.81,0.0,0.0,0.0,4.7,1229.35,1142.33,false
31,4.695,1686.0,19.83,3070.0,99.81,0.0,0.0,0.0,4.695,1242.03,1160.44,false
32,4.749,1667.0,20.87,3068.0,100.0,0.0,0.0,0.0,4.749,1239.68,1152.08,false
33,4.708,1675.0,22.81,3070.0,99.8,0.0,0.0,0.0,4.708,1237.51,1141.87,false
34,4.763,1695.0,22.4,3067.0,100.0,0.0,711.0,0.53,4.763,1267.44,1162.28,false
35,4.711,1685.0,22.0,3070.0,99.84,0.0,0.0,0.0,4.711,1249.54,1150.6,false
36,4.76,1682.0,22.58,3067.0,100.0,0.001,712.0,0.32,4.761,1267.37,1155.17,false
37,4.802,1705.0,26.47,3066.0,100.0,0.001,709.0,0.22,4.803,1264.87,1154.52,false
38,4.725,1659.0,23.35,3070.0,99.85,0.0,0.0,0.0,4.725,1248.47,1152.13,false
39,4.737,1660.0,17.6,3067.0,100.0,0.0,0.0,0.0,4.737,1253.31,1144.33,false
40,4.748,1657.0,17.12,3067.0,100.0,0.0,0.0,0.0,4.748,1257.95,1155.12,false
41,4.744,1682.0,21.32,3069.0,99.91,0.0,0.0,0.0,4.744,1246.8,1156.34,false
42,4.755,1724.0,30.86,3071.0,99.85,0.0,0.0,0.0,4.755,1233.74,1151.26,false
43,4.727,1680.0,21.13,3070.0,99.63,0.0,0.0,0.0,4.727,1252.57,1148.14,false
44,4.773,1671.0,19.95,3066.0,100.0,0.0,0.0,0.0,4.773,1261.63,1156.13,false
45,4.731,1676.0,22.48,3069.0,100.0,0.0,0.0,0.0,4.731,1262.23,1148.61,false
46,4.722,1706.0,23.09,3071.0,99.8,0.0,0.0,0.0,4.722,1230.97,1151.28,false
47,4.728,1694.0,21.89,3069.0,99.7,0.0,0.0,0.0,4.728,1244.03,1155.5,false
48,4.787,1688.0,19.71,3066.0,100.0,0.0,0.0,0.0,4.787,1258.34,1153.24,false
49,4.73,1691.0,23.2,3070.0,99.88,0.0,713.0,0.31,4.73,1241.23,1143.15,false
50,4.76,1688.0,20.88,3067.0,99.83,0.0,0.0,0.0,4.76,1256.48,1156.05,false
51,4.817,1687.0,37.97,3067.0,99.85,0.0,711.0,0.53,4.817,1259.01,1155.7,false
52,4.787,1678.0,19.76,3066.0,100.0,0.0,0.0,0.0,4.787,1258.65,1153.17,false
53,4.773,1690.0,21.11,3068.0,99.85,0.0,0.0,0.0,4.773,1253.4,1153.68,false
54,4.75,1709.0,22.34,3070.0,100.0,0.0,0.0,0.0,4.75,1253.24,1155.1,false
55,4.767,1657.0,19.0,3068.0,100.0,0.0,0.0,0.0,4.767,1247.67,1155.48,false
56,4.755,1668.0,19.55,3069.0,99.79,0.0,0.0,0.0,4.755,1243.9,1148.58,false
57,4.677,1695.0,22.07,3074.0,99.33,0.0,0.0,0.0,4.677,1238.1,1151.25,false
58,4.78,1646.0,20.73,3068.0,99.92,0.0,0.0,0.0,4.78,1249.99,1155.2,false
59,4.772,1690.0,20.06,3068.0,99.84,0.0,0.0,0.0,4.772,1251.54,1151.13,false
60,4.739,1649.0,16.29,3068.0,100.0,0.0,0.0,0.0,4.739,1240.35,1144.26,false
61,4.732,1689.0,22.36,3071.0,99.85,0.0,0.0,0.0,4.732,1226.08,1156.61,false
