Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.912,1159.0,21.78,1801.0,48.95,0.0,0.0,0.0,1.912,495.17,448.03,false
1,4.507,1497.0,19.67,3074.0,99.96,0.0,712.0,0.32,4.507,1150.44,1073.89,false
2,4.739,1666.0,25.86,3063.0,100.0,0.0,0.0,0.0,4.739,1264.07,1155.91,false
3,4.701,1630.0,19.05,3063.0,100.0,0.0,0.0,0.0,4.701,1246.62,1148.78,false
4,4.663,1636.0,20.79,3067.0,99.68,0.0,0.0,0.0,4.663,1253.69,1147.91,false
5,4.704,1596.0,19.24,3063.0,100.0,0.0,0.0,0.0,4.704,1247.12,1149.88,false
6,4.664,1671.0,22.49,3069.0,99.71,0.0,0.0,0.0,4.664,1253.13,1146.57,false
7,4.689,1661.0,19.83,3068.0,99.86,0.0,0.0,0.0,4.689,1250.0,1150.27,false
8,4.72,1660.0,20.21,3066.0,100.0,0.0,0.0,0.0,4.72,1259.56,1149.21,false
9,4.68,1653.0,19.94,3068.0,99.88,0.001,708.0,0.22,4.681,1238.93,1140.88,false
10,4.726,1680.0,18.64,3066.0,100.0,0.0,0.0,0.0,4.726,1256.29,1151.79,false
11,4.716,1643.0,20.25,3066.0,100.0,0.0,0.0,0.0,4.716,1259.16,1152.53,false
12,4.717,1675.0,20.58,3068.0,99.9,0.0,0.0,0.0,4.717,1247.05,1151.32,false
13,4.709,1677.0,23.03,3068.0,99.83,0.0,0.0,0.0,4.709,1238.64,1146.39,false
14,4.756,1641.0,31.2,3068.0,100.0,0.0,0.0,0.0,4.756,1259.09,1151.21,false
15,4.733,1618.0,19.26,3066.0,100.0,0.0,0.0,0.0,4.733,1249.61,1148.36,false
16,4.689,1666.0,18.7,3068.0,99.8,0.002,712.0,0.63,4.691,1256.36,1144.88,false
17,4.726,1663.0,20.53,3068.0,99.84,0.0,0.0,0.0,4.726,1248.63,1148.4,false
18,4.762,1654.0,22.41,3066.0,100.0,0.0,712.0,0.32,4.762,1254.07,1147.92,false
19,4.73,1687.0,22.48,3069.0,100.0,0.0,0.0,0.0,4.73,1247.27,1148.89,false
20,4.742,1667.0,22.46,3068.0,100.0,0.0,0.0,0.0,4.742,1248.14,1158.51,false
21,4.71,1656.0,22.54,3070.0,99.64,0.0,0.0,0.0,4.71,1246.15,1140.36,false
22,4.769,1650.0,19.28,3066.0,100.0,0.0,0.0,0.0,4.769,1260.76,1157.47,false
23,4.74,1663.0,21.97,3068.0,99.87,0.0,0.0,0.0,4.74,1256.03,1149.93,false
24,4.741,1662.0,20.48,3068.0,100.0,0.0,0.0,0.0,4.741,1250.72,1148.95,false
25,4.726,1653.0,21.67,3068.0,99.86,0.0,0.0,0.0,4.726,1250.29,1148.65,false
26,4.716,1667.0,22.21,3070.0,99.69,0.0,0.0,0.0,4.716,1246.21,1147.95,false
27,4.767,1648.0,19.9,3066.0,100.0,0.0,0.0,0.0,4.767,1255.46,1151.29,false
28,4.744,1661.0,21.29,3068.0,100.0,0.0,0.0,0.0,4.744,1250.11,1150.18,false
29,4.762,1641.0,21.22,3068.0,100.0,0.0,0.0,0.0,4.762,1253.04,1149.81,false
30,4.739,1682.0,22.86,3068.0,99.86,0.0,0.0,0.0,4.739,1245.9,1144.62,false
31,4.729,1668.0,23.33,3069.0,99.81,0.0,0.0,0.0,4.729,1228.08,1151.35,false
32,4.775,1674.0,20.45,3066.0,100.0,0.001,713.0,0.32,4.776,1258.3,1148.72,false
33,4.778,1655.0,18.9,3066.0,100.0,0.0,0.0,0.0,4.778,1265.69,1150.52,false
34,4.774,1636.0,20.14,3066.0,100.0,0.0,0.0,0.0,4.774,1257.65,1149.2,false
35,4.754,1657.0,21.49,3069.0,100.0,0.0,0.0,0.0,4.754,1246.58,1144.63,false
36,4.737,1641.0,19.43,3069.0,99.73,0.0,0.0,0.0,4.737,1246.95,1150.12,false
37,4.77,1647.0,16.4,3066.0,100.0,0.0,0.0,0.0,4.77,1253.5,1145.39,false
38,4.754,1651.0,18.85,3068.0,99.83,0.0,0.0,0.0,4.754,1254.67,1149.85,false
39,4.737,1662.0,23.29,3070.0,99.85,0.0,0.0,0.0,4.737,1242.0,1149.73,false
40,4.803,1692.0,29.54,3069.0,99.86,0.0,713.0,0.31,4.803,1250.96,1149.36,false
41,4.747,1692.0,23.39,3070.0,99.85,0.0,0.0,0.0,4.747,1259.35,1148.66,false
