Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.962,1158.0,20.59,1766.0,49.29,0.0,0.0,0.0,1.962,501.35,453.9,false
1,4.522,1474.0,18.13,3073.0,99.97,0.001,712.0,0.31,4.523,1168.2,1088.22,false
2,4.712,1669.0,19.12,3063.0,100.0,0.0,0.0,0.0,4.712,1243.6,1150.76,false
3,4.708,1665.0,19.49,3064.0,100.0,0.0,708.0,0.22,4.708,1271.05,1148.56,false
4,4.722,1633.0,18.35,3063.0,100.0,0.0,0.0,0.0,4.722,1260.99,1153.45,false
5,4.712,1662.0,20.26,3064.0,100.0,0.0,0.0,0.0,4.712,1265.46,1154.31,false
6,4.661,1676.0,18.81,3068.0,99.73,0.0,0.0,0.0,4.661,1242.45,1140.22,false
7,4.664,1692.0,21.78,3072.0,99.69,0.0,0.0,0.0,4.664,1247.63,1154.51,false
8,4.626,1686.0,25.43,3075.0,99.41,0.0,0.0,0.0,4.626,1227.87,1154.96,false
9,4.709,1673.0,20.88,3068.0,99.8,0.0,708.0,0.22,4.709,1239.8,1148.49,false
10,4.734,1680.0,27.18,3069.0,99.79,0.0,0.0,0.0,4.734,1250.38,1151.38,false
11,4.694,1680.0,25.7,3072.0,99.7,0.0,0.0,0.0,4.694,1255.77,1152.01,false
12,4.755,1692.0,20.67,3066.0,100.0,0.0,0.0,0.0,4.755,1266.17,1151.9,false
13,4.749,1650.0,19.13,3066.0,100.0,0.0,0.0,0.0,4.749,1253.56,1147.66,false
14,4.742,1677.0,20.22,3067.0,100.0,0.0,0.0,0.0,4.742,1250.75,1147.62,false
15,4.736,1683.0,22.74,3069.0,100.0,0.0,0.0,0.0,4.736,1262.4,1156.45,false
16,4.82,1736.0,34.89,3069.0,99.81,0.0,712.0,0.31,4.82,1272.03,1158.14,false
17,4.744,1700.0,25.74,3068.0,99.79,0.001,708.0,0.22,4.745,1252.54,1145.91,false
18,4.735,1694.0,21.37,3068.0,99.82,0.0,709.0,0.22,4.735,1252.49,1149.44,false
19,4.736,1689.0,21.16,3068.0,99.83,0.0,0.0,0.0,4.736,1254.31,1150.63,false
20,4.747,1688.0,20.34,3068.0,99.9,0.0,0.0,0.0,4.747,1254.32,1150.0,false
21,4.762,1657.0,19.8,3066.0,100.0,0.0,0.0,0.0,4.762,1253.84,1148.46,false
22,4.785,1666.0,20.02,3066.0,100.0,0.0,0.0,0.0,4.785,1254.52,1146.83,false
23,4.709,1686.0,23.73,3071.0,99.72,0.0,0.0,0.0,4.709,1241.65,1152.31,false
24,4.76,1684.0,19.67,3068.0,99.87,0.0,0.0,0.0,4.76,1252.91,1147.77,false
25,4.745,1658.0,19.65,3068.0,99.85,0.0,0.0,0.0,4.745,1253.43,1152.88,false
26,4.805,1695.0,22.55,3066.0,100.0,0.0,0.0,0.0,4.805,1263.25,1159.26,false
27,4.738,1686.0,21.96,3070.0,99.86,0.0,0.0,0.0,4.738,1247.42,1151.68,false
28,4.901,1667.0,40.83,3066.0,100.0,0.0,0.0,0.0,4.901,1258.52,1153.97,false
29,5.219,1724.0,100.0,3067.0,99.8,0.0,0.0,0.0,5.219,1263.98,1160.62,false
30,4.86,1672.0,34.69,3066.0,100.0,0.0,0.0,0.0,4.86,1243.44,1149.69,false
31,4.761,1680.0,21.31,3068.0,99.88,0.0,0.0,0.0,4.761,1244.54,1152.28,false
32,4.749,1682.0,21.58,3070.0,99.85,0.0,0.0,0.0,4.749,1249.55,1149.92,false
33,4.786,1662.0,19.86,3066.0,100.0,0.0,712.0,0.31,4.786,1260.87,1152.58,false
34,4.794,1677.0,19.65,3066.0,100.0,0.0,0.0,0.0,4.794,1263.99,1146.39,false
35,4.786,1684.0,20.4,3066.0,100.0,0.0,0.0,0.0,4.786,1262.93,1153.03,false
36,4.768,1664.0,21.31,3068.0,99.85,0.0,0.0,0.0,4.768,1258.66,1150.75,false
37,4.764,1675.0,22.34,3070.0,100.0,0.0,0.0,0.0,4.764,1259.87,1152.72,false
38,4.792,1716.0,21.54,3067.0,100.0,0.0,0.0,0.0,4.792,1268.94,1144.16,false
39,4.748,1696.0,28.95,3072.0,99.73,0.0,715.0,0.51,4.748,1248.84,1155.61,false
40,4.789,1700.0,20.41,3067.0,100.0,0.0,0.0,0.0,4.789,1255.72,1144.05,false
41,4.806,1680.0,20.62,3066.0,100.0,0.0,0.0,0.0,4.806,1258.45,1160.04,false
42,4.805,1662.0,19.27,3066.0,100.0,0.0,0.0,0.0,4.805,1268.71,1151.03,false
43,4.771,1653.0,19.15,3068.0,100.0,0.0,0.0,0.0,4.771,1254.02,1150.1,false
44,4.779,1690.0,20.72,3068.0,99.84,0.0,0.0,0.0,4.779,1252.98,1152.14,false
45,4.787,1666.0,17.25,3066.0,100.0,0.0,0.0,0.0,4.787,1261.46,1148.51,false
46,4.769,1674.0,19.21,3068.0,100.0,0.0,0.0,0.0,4.769,1252.49,1149.38,false
47,4.801,1675.0,19.57,3066.0,100.0,0.0,0.0,0.0,4.801,1257.79,1147.98,false
48,4.775,1678.0,21.08,3068.0,99.84,0.0,712.0,0.32,4.775,1256.97,1151.86,false
49,4.766,1695.0,21.76,3069.0,99.67,0.0,0.0,0.0,4.766,1248.63,1151.59,false
50,4.768,1691.0,22.07,3070.0,99.72,0.0,0.0,0.0,4.768,1251.81,1150.43,false
51,4.809,1669.0,21.55,3067.0,100.0,0.0,0.0,0.0,4.809,1257.45,1148.41,false
52,4.829,1688.0,26.02,3067.0,99.9,0.0,0.0,0.0,4.829,1257.17,1150.67,false
53,4.791,1657.0,21.09,3068.0,100.0,0.0,0.0,0.0,4.791,1248.97,1147.35,false
54,4.79,1689.0,21.44,3068.0,99.8,0.0,0.0,0.0,4.79,1253.86,1150.15,false
55,4.789,1674.0,22.02,3068.0,99.8,0.0,0.0,0.0,4.789,1256.54,1150.11,false
56,4.744,1693.0,23.83,3071.0,99.49,0.0,0.0,0.0,4.744,1249.98,1155.58,false
57,4.771,1684.0,21.76,3069.0,99.7,0.0,0.0,0.0,4.771,1251.39,1149.32,false
58,4.818,1667.0,18.62,3066.0,100.0,0.0,0.0,0.0,4.818,1252.81,1144.36,false
59,4.806,1644.0,18.69,3068.0,99.81,0.0,0.0,0.0,4.806,1253.15,1157.17,false
60,4.816,1654.0,19.57,3066.0,100.0,0.0,0.0,0.0,4.816,1268.06,1152.32,false
61,4.783,1705.0,18.87,3068.0,99.88,0.0,0.0,0.0,4.783,1232.51,1147.51,false
62,4.792,1685.0,21.06,3068.0,99.84,0.0,0.0,0.0,4.792,1244.34,1151.21,false
63,4.807,1669.0,22.75,3067.0,100.0,0.0,713.0,0.32,4.807,1272.13,1149.76,false
64,4.79,1682.0,22.51,3070.0,99.91,0.0,0.0,0.0,4.79,1247.33,1150.2,false
65,4.815,1658.0,17.44,3066.0,100.0,0.0,708.0,0.22,4.815,1255.53,1146.59,false
66,4.786,1665.0,17.97,3068.0,100.0,0.0,0.0,0.0,4.786,1257.49,1150.31,false
67,4.802,1673.0,21.18,3068.0,99.85,0.0,0.0,0.0,4.802,1256.82,1150.04,false
68,4.82,1664.0,19.91,3066.0,100.0,0.0,0.0,0.0,4.82,1257.56,1148.03,false
69,4.842,1698.0,31.88,3068.0,99.85,0.0,0.0,0.0,4.842,1264.01,1158.35,false
70,4.774,1675.0,21.24,3069.0,99.82,0.0,0.0,0.0,4.774,1247.9,1153.2,false
71,4.784,1666.0,21.99,3069.0,99.7,0.0,0.0,0.0,4.784,1246.74,1149.8,false
72,4.81,1660.0,21.54,3068.0,100.0,0.0,0.0,0.0,4.81,1259.89,1148.51,false
73,4.828,1685.0,20.1,3066.0,100.0,0.0,0.0,0.0,4.828,1263.71,1153.05,false
74,4.818,1669.0,21.55,3068.0,99.86,0.0,0.0,0.0,4.818,1256.04,1148.5,false
75,4.822,1660.0,19.5,3066.0,100.0,0.0,0.0,0.0,4.822,1257.65,1150.68,false
76,4.823,1689.0,21.01,3066.0,100.0,0.0,0.0,0.0,4.823,1261.57,1147.25,false
77,4.814,1676.0,22.47,3067.0,99.81,0.0,0.0,0.0,4.814,1260.28,1152.04,false
78,4.82,1669.0,23.55,3067.0,99.9,0.0,713.0,0.31,4.82,1260.9,1152.64,false
79,4.809,1660.0,22.21,3068.0,100.0,0.0,0.0,0.0,4.809,1253.22,1146.87,false
80,4.842,1693.0,20.42,3066.0,100.0,0.0,710.0,0.53,4.842,1266.55,1159.47,false
81,4.823,1671.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.823,1259.61,1150.33,false
82,4.802,1667.0,21.04,3068.0,99.87,0.0,0.0,0.0,4.802,1253.66,1148.88,false
83,4.852,1673.0,22.68,3067.0,100.0,0.0,0.0,0.0,4.852,1263.0,1151.14,false
84,4.786,1675.0,24.28,3070.0,99.67,0.0,0.0,0.0,4.786,1254.08,1152.11,false
85,4.789,1661.0,23.34,3070.0,99.86,0.0,0.0,0.0,4.789,1249.99,1149.01,false
86,4.819,1684.0,14.82,3066.0,100.0,0.0,0.0,0.0,4.819,1259.17,1150.92,false
87,4.828,1669.0,17.64,3066.0,100.0,0.0,0.0,0.0,4.828,1256.89,1148.13,false
88,4.849,1670.0,21.2,3066.0,100.0,0.0,0.0,0.0,4.849,1260.83,1150.87,false
89,4.775,1670.0,24.13,3070.0,99.71,0.0,0.0,0.0,4.775,1245.23,1151.89,false
90,4.824,1688.0,20.16,3068.0,99.93,0.0,0.0,0.0,4.824,1252.25,1146.85,false
91,4.79,1672.0,21.32,3069.0,99.8,0.0,0.0,0.0,4.79,1244.2,1150.64,false
92,4.74,1685.0,23.28,3052.0,98.45,0.0,0.0,0.0,4.74,1231.32,1153.48,false
93,4.783,1694.0,22.7,3068.0,99.68,0.0,0.0,0.0,4.783,1236.61,1150.38,false
94,4.841,1686.0,22.7,3066.0,100.0,0.001,714.0,0.41,4.842,1265.28,1151.24,false
95,4.813,1679.0,21.88,3068.0,100.0,0.0,0.0,0.0,4.813,1251.52,1143.28,false
96,4.819,1674.0,21.34,3067.0,99.8,0.0,0.0,0.0,4.819,1259.93,1150.37,false
97,4.851,1692.0,18.82,3066.0,100.0,0.0,0.0,0.0,4.851,1264.4,1155.99,false
98,4.822,1679.0,25.38,3067.0,99.88,0.001,712.0,0.32,4.823,1247.59,1144.33,false
99,4.847,1678.0,26.53,3067.0,99.85,0.0,0.0,0.0,4.847,1254.14,1149.81,false
100,4.828,1688.0,21.83,3067.0,99.86,0.0,0.0,0.0,4.828,1257.76,1160.37,false
101,4.819,1679.0,20.88,3068.0,99.85,0.0,0.0,0.0,4.819,1260.76,1148.66,false
102,4.772,1680.0,22.99,3069.0,99.53,0.0,0.0,0.0,4.772,1234.88,1142.83,false
103,4.858,1686.0,20.5,3066.0,100.0,0.0,0.0,0.0,4.858,1265.42,1159.49,false
104,4.859,1681.0,20.52,3066.0,100.0,0.0,0.0,0.0,4.859,1264.61,1153.11,false
105,4.815,1663.0,18.68,3067.0,99.87,0.0,0.0,0.0,4.815,1252.8,1149.77,false
106,4.804,1699.0,20.0,3068.0,99.71,0.0,0.0,0.0,4.804,1249.7,1148.59,false
107,4.824,1716.0,21.41,3067.0,99.81,0.0,0.0,0.0,4.824,1262.82,1152.56,false
108,4.835,1692.0,20.83,3067.0,99.85,0.0,0.0,0.0,4.835,1258.65,1149.53,false
109,4.829,1697.0,22.17,3067.0,100.0,0.001,713.0,0.63,4.83,1254.99,1149.77,false
110,4.818,1700.0,22.89,3069.0,99.86,0.0,0.0,0.0,4.818,1262.52,1152.01,false
111,4.89,1704.0,26.78,3067.0,100.0,0.0,708.0,0.43,4.89,1274.42,1152.49,false
112,4.792,1702.0,20.96,3069.0,99.85,0.0,0.0,0.0,4.792,1251.31,1150.22,false
113,4.835,1679.0,21.91,3067.0,99.92,0.0,0.0,0.0,4.835,1253.83,1153.43,false
114,4.834,1691.0,21.38,3067.0,100.0,0.0,0.0,0.0,4.834,1250.0,1149.73,false
115,4.794,1679.0,21.95,3068.0,99.71,0.0,0.0,0.0,4.794,1248.85,1148.7,false
116,4.841,1686.0,20.57,3067.0,99.86,0.0,0.0,0.0,4.841,1249.34,1150.98,false
117,5.097,1717.0,24.88,3064.0,99.67,0.0,0.0,0.0,5.097,1239.87,1147.21,false
118,4.841,1675.0,22.38,3066.0,99.86,0.0,0.0,0.0,4.841,1276.78,1147.23,false
119,4.929,1733.0,20.34,3057.0,100.0,0.0,0.0,0.0,4.929,1378.24,1139.52,false
120,4.879,1710.0,21.67,3062.0,100.0,0.0,0.0,0.0,4.879,1332.65,1154.28,false
121,4.84,1664.0,20.36,3067.0,99.84,0.0,0.0,0.0,4.84,1251.08,1145.43,false
122,4.856,1671.0,19.19,3066.0,100.0,0.0,0.0,0.0,4.856,1258.98,1149.71,false
123,4.848,1670.0,19.37,3066.0,100.0,0.0,0.0,0.0,4.848,1238.36,1149.36,false
124,4.862,1667.0,19.64,3066.0,100.0,0.0,0.0,0.0,4.862,1252.04,1147.21,false
125,4.842,1669.0,16.11,3066.0,100.0,0.0,0.0,0.0,4.842,1260.27,1150.56,false
126,4.848,1677.0,18.26,3066.0,100.0,0.0,0.0,0.0,4.848,1257.53,1148.75,false
127,4.838,1678.0,20.2,3067.0,99.99,0.0,0.0,0.0,4.838,1254.29,1158.23,false
128,4.882,1670.0,31.87,3067.0,100.0,0.0,0.0,0.0,4.882,1267.36,1155.42,false
129,4.855,1654.0,19.75,3067.0,100.0,0.0,0.0,0.0,4.855,1264.2,1150.66,false
130,4.86,1675.0,20.31,3067.0,100.0,0.0,0.0,0.0,4.86,1259.03,1149.03,false
131,4.866,1642.0,19.39,3066.0,100.0,0.0,0.0,0.0,4.866,1255.68,1143.54,false
132,4.848,1688.0,21.06,3067.0,99.89,0.0,0.0,0.0,4.848,1254.97,1160.08,false
133,4.879,1657.0,21.17,3066.0,100.0,0.0,0.0,0.0,4.879,1271.98,1154.28,false
134,4.839,1688.0,22.85,3068.0,99.8,0.0,0.0,0.0,4.839,1267.26,1148.82,false
135,4.874,1682.0,21.44,3066.0,100.0,0.001,710.0,0.53,4.875,1262.22,1148.6,false
136,4.869,1667.0,20.37,3066.0,100.0,0.0,714.0,0.42,4.869,1262.81,1149.43,false
