Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.93,1169.0,19.23,1780.0,49.2,0.0,0.0,0.0,1.93,503.63,457.54,false
1,4.52,1453.0,18.18,3073.0,99.98,0.001,714.0,0.41,4.521,1161.91,1083.54,false
2,4.639,1709.0,23.66,3068.0,99.64,0.0,0.0,0.0,4.639,1252.21,1143.14,false
3,4.691,1672.0,18.0,3064.0,100.0,0.0,0.0,0.0,4.691,1261.5,1159.49,false
4,4.702,1660.0,24.07,3065.0,99.86,0.002,711.0,0.32,4.704,1247.64,1142.34,false
5,4.677,1658.0,22.82,3067.0,99.71,0.0,0.0,0.0,4.677,1260.95,1160.09,false
6,4.64,1673.0,24.41,3070.0,99.58,0.0,0.0,0.0,4.64,1243.77,1149.11,false
7,4.716,1662.0,19.1,3066.0,100.0,0.0,0.0,0.0,4.716,1253.35,1140.87,false
8,4.645,1682.0,22.47,3071.0,99.55,0.0,0.0,0.0,4.645,1250.37,1155.75,false
9,4.654,1695.0,26.36,3071.0,99.75,0.005,711.0,0.96,4.659,1250.37,1152.45,false
10,4.71,1674.0,22.61,3069.0,100.0,0.0,0.0,0.0,4.71,1250.81,1153.82,false
11,4.702,1659.0,21.96,3068.0,100.0,0.0,714.0,0.41,4.702,1250.35,1149.99,false
12,4.735,1672.0,20.1,3067.0,100.0,0.0,0.0,0.0,4.735,1260.6,1154.49,false
13,4.652,1683.0,24.75,3072.0,99.85,0.0,0.0,0.0,4.652,1248.73,1145.02,false
14,4.701,1687.0,19.36,3069.0,99.85,0.0,0.0,0.0,4.701,1240.16,1145.04,false
15,4.707,1664.0,21.08,3068.0,99.99,0.0,0.0,0.0,4.707,1249.87,1149.45,false
16,4.737,1662.0,19.64,3066.0,100.0,0.0,0.0,0.0,4.737,1258.22,1150.85,false
17,4.741,1676.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.741,1258.06,1161.16,false
18,4.7,1679.0,22.79,3070.0,99.83,0.0,0.0,0.0,4.7,1251.66,1142.67,false
19,4.687,1679.0,22.89,3070.0,99.76,0.0,0.0,0.0,4.687,1250.58,1154.43,false
20,4.69,1684.0,25.27,3072.0,99.71,0.0,0.0,0.0,4.69,1255.01,1154.83,false
21,4.685,1723.0,29.47,3073.0,99.65,0.0,0.0,0.0,4.685,1226.85,1148.58,false
22,4.698,1673.0,21.07,3070.0,99.84,0.0,0.0,0.0,4.698,1246.87,1141.68,false
23,4.712,1689.0,22.18,3070.0,99.92,0.0,0.0,0.0,4.712,1248.47,1152.49,false
24,4.73,1658.0,15.82,3066.0,100.0,0.0,0.0,0.0,4.73,1262.05,1152.51,false
25,4.728,1690.0,20.31,3068.0,99.81,0.0,0.0,0.0,4.728,1257.68,1152.31,false
26,4.708,1685.0,22.85,3070.0,99.74,0.0,0.0,0.0,4.708,1249.92,1153.44,false
27,4.762,1669.0,21.28,3067.0,100.0,0.0,0.0,0.0,4.762,1263.44,1148.16,false
28,4.761,1673.0,19.17,3066.0,100.0,0.0,0.0,0.0,4.761,1257.05,1148.54,false
29,4.764,1698.0,20.1,3067.0,100.0,0.0,0.0,0.0,4.764,1259.34,1151.82,false
30,4.739,1713.0,17.51,3066.0,100.0,0.0,0.0,0.0,4.739,1252.34,1152.19,false
31,4.784,1708.0,24.85,3066.0,100.0,0.001,712.0,0.32,4.785,1247.25,1153.56,false
32,4.75,1684.0,21.57,3068.0,99.99,0.0,0.0,0.0,4.75,1254.05,1151.84,false
33,4.762,1690.0,22.03,3067.0,100.0,0.0,0.0,0.0,4.762,1256.04,1151.74,false
34,4.751,1673.0,28.6,3070.0,100.0,0.0,0.0,0.0,4.751,1272.06,1148.87,false
