Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.967,1135.0,18.34,1782.0,49.68,0.0,0.0,0.0,1.967,501.44,456.61,false
1,4.508,1475.0,18.35,3073.0,99.98,0.001,714.0,0.41,4.509,1169.19,1089.15,false
2,4.672,1674.0,18.89,3065.0,99.86,0.0,0.0,0.0,4.672,1242.82,1144.59,false
3,4.641,1674.0,22.05,3069.0,99.52,0.001,709.0,0.22,4.642,1241.68,1158.67,false
4,4.707,1655.0,20.84,3065.0,99.86,0.0,0.0,0.0,4.707,1262.34,1147.5,false
5,4.619,1687.0,24.34,3070.0,99.39,0.0,0.0,0.0,4.619,1234.65,1147.51,false
6,4.693,1644.0,20.03,3066.0,100.0,0.0,0.0,0.0,4.693,1256.57,1156.35,false
7,4.737,1699.0,22.67,3066.0,100.0,0.0,0.0,0.0,4.737,1261.74,1154.42,false
8,4.701,1692.0,20.76,3068.0,100.0,0.0,0.0,0.0,4.701,1251.6,1152.19,false
9,4.722,1672.0,18.89,3066.0,100.0,0.0,714.0,0.41,4.722,1255.05,1154.0,false
10,4.684,1671.0,17.78,3068.0,99.8,0.0,0.0,0.0,4.684,1247.52,1153.12,false
11,4.66,1693.0,22.7,3071.0,99.71,0.0,0.0,0.0,4.66,1231.58,1145.89,false
12,4.704,1682.0,22.44,3069.0,100.0,0.0,0.0,0.0,4.704,1248.2,1157.04,false
13,4.688,1684.0,23.08,3070.0,99.86,0.0,0.0,0.0,4.688,1244.82,1156.24,false
14,4.657,1708.0,24.92,3073.0,99.5,0.0,0.0,0.0,4.657,1237.87,1151.42,false
15,4.689,1683.0,20.84,3069.0,99.65,0.0,0.0,0.0,4.689,1251.59,1148.02,false
16,4.73,1666.0,19.42,3066.0,100.0,0.0,0.0,0.0,4.73,1258.16,1152.79,false
17,4.729,1686.0,21.25,3068.0,99.8,0.0,0.0,0.0,4.729,1254.58,1154.08,false
18,4.706,1697.0,23.37,3070.0,99.78,0.001,714.0,0.41,4.707,1250.34,1155.65,false
19,4.633,1702.0,26.16,3075.0,99.26,0.0,0.0,0.0,4.633,1220.29,1151.34,false
20,4.708,1688.0,25.16,3070.0,99.85,0.0,0.0,0.0,4.708,1245.99,1144.44,false
21,4.781,1694.0,25.32,3066.0,100.0,0.0,0.0,0.0,4.781,1269.16,1165.31,false
22,4.699,1707.0,33.07,3073.0,99.56,0.0,0.0,0.0,4.699,1233.01,1151.84,false
23,4.722,1703.0,23.79,3070.0,99.75,0.0,0.0,0.0,4.722,1252.84,1155.73,false
24,4.767,1687.0,20.15,3066.0,100.0,0.0,0.0,0.0,4.767,1262.14,1152.31,false
25,4.753,1682.0,20.51,3067.0,100.0,0.0,0.0,0.0,4.753,1262.15,1148.56,false
26,4.751,1692.0,20.71,3068.0,99.85,0.0,0.0,0.0,4.751,1248.4,1159.27,false
27,4.708,1680.0,23.06,3071.0,99.72,0.0,0.0,0.0,4.708,1242.72,1153.64,false
