Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.99,1167.0,17.27,1843.0,50.38,0.0,711.0,0.63,1.99,514.99,472.79,false
1,4.526,1494.0,18.04,3073.0,99.97,0.001,712.0,0.32,4.527,1156.96,1084.14,false
2,4.709,1693.0,23.53,3065.0,99.85,0.0,0.0,0.0,4.709,1249.04,1146.11,false
3,4.707,1673.0,17.71,3063.0,100.0,0.0,0.0,0.0,4.707,1262.12,1159.68,false
4,4.646,1707.0,22.86,3068.0,99.72,0.0,0.0,0.0,4.646,1243.44,1143.95,false
5,4.679,1691.0,21.7,3066.0,99.68,0.0,0.0,0.0,4.679,1257.07,1161.8,false
6,4.686,1687.0,20.0,3067.0,100.0,0.0,0.0,0.0,4.686,1247.87,1148.18,false
7,4.714,1703.0,19.6,3066.0,100.0,0.0,0.0,0.0,4.714,1243.21,1154.7,false
8,4.731,1697.0,21.32,3066.0,100.0,0.0,0.0,0.0,4.731,1266.71,1153.42,false
9,4.701,1665.0,16.91,3066.0,100.0,0.002,712.0,0.32,4.703,1246.84,1147.35,false
10,4.697,1663.0,18.61,3068.0,100.0,0.0,0.0,0.0,4.697,1249.89,1154.98,false
11,4.703,1701.0,21.9,3068.0,99.85,0.0,0.0,0.0,4.703,1259.11,1155.35,false
12,4.692,1695.0,24.3,3070.0,99.7,0.0,714.0,0.41,4.692,1247.32,1159.16,false
13,4.785,1696.0,36.51,3066.0,100.0,0.001,715.0,0.51,4.786,1256.5,1152.22,false
14,4.723,1672.0,20.83,3067.0,100.0,0.0,709.0,0.22,4.723,1252.52,1156.67,false
15,4.716,1683.0,20.93,3068.0,99.83,0.0,0.0,0.0,4.716,1252.49,1151.99,false
16,4.709,1694.0,20.46,3068.0,99.87,0.0,0.0,0.0,4.709,1245.86,1150.67,false
17,4.751,1690.0,20.39,3066.0,100.0,0.0,0.0,0.0,4.751,1260.14,1155.38,false
18,4.755,1677.0,20.34,3066.0,100.0,0.0,0.0,0.0,4.755,1262.37,1150.93,false
19,4.751,1676.0,22.07,3067.0,100.0,0.0,0.0,0.0,4.751,1257.05,1153.33,false
20,4.732,1690.0,20.18,3067.0,99.87,0.0,0.0,0.0,4.732,1251.89,1157.27,false
21,4.744,1687.0,19.76,3066.0,100.0,0.0,0.0,0.0,4.744,1253.36,1152.08,false
22,4.736,1682.0,20.7,3068.0,100.0,0.0,0.0,0.0,4.736,1244.38,1153.11,false
23,4.732,1668.0,21.2,3069.0,100.0,0.0,0.0,0.0,4.732,1256.69,1152.99,false
24,4.714,1677.0,21.79,3070.0,99.89,0.0,0.0,0.0,4.714,1238.55,1151.45,false
25,4.757,1670.0,19.22,3066.0,100.0,0.0,0.0,0.0,4.757,1253.02,1151.75,false
26,4.736,1704.0,21.93,3069.0,100.0,0.0,0.0,0.0,4.736,1258.44,1155.35,false
27,4.739,1692.0,23.33,3068.0,99.83,0.001,714.0,0.73,4.74,1248.53,1153.01,false
28,4.774,1681.0,17.9,3066.0,100.0,0.0,0.0,0.0,4.774,1260.58,1154.46,false
29,4.704,1672.0,17.5,3070.0,99.73,0.003,712.0,0.63,4.707,1242.73,1149.98,false
30,4.751,1696.0,16.87,3066.0,100.0,0.0,0.0,0.0,4.751,1239.61,1152.18,false
31,4.764,1663.0,19.33,3066.0,100.0,0.0,0.0,0.0,4.764,1243.48,1152.28,false
32,4.727,1701.0,22.94,3070.0,99.8,0.0,0.0,0.0,4.727,1236.08,1152.44,false
33,4.71,1702.0,22.39,3070.0,99.66,0.0,0.0,0.0,4.71,1255.96,1150.26,false
34,4.742,1704.0,21.53,3069.0,99.75,0.0,0.0,0.0,4.742,1249.85,1158.11,false
35,4.756,1705.0,20.75,3068.0,99.8,0.0,0.0,0.0,4.756,1253.23,1153.1,false
36,4.756,1725.0,22.37,3068.0,99.85,0.0,0.0,0.0,4.756,1263.37,1153.06,false
37,4.743,1703.0,22.42,3069.0,99.8,0.0,0.0,0.0,4.743,1248.25,1148.79,false
38,4.768,1694.0,20.88,3066.0,100.0,0.0,0.0,0.0,4.768,1261.45,1154.84,false
39,4.731,1698.0,22.09,3070.0,99.66,0.0,0.0,0.0,4.731,1254.44,1144.59,false
40,4.719,1715.0,24.29,3072.0,99.67,0.0,0.0,0.0,4.719,1246.02,1155.17,false
41,4.768,1662.0,20.6,3067.0,100.0,0.0,0.0,0.0,4.768,1249.38,1153.79,false
42,4.79,1676.0,19.84,3066.0,100.0,0.0,0.0,0.0,4.79,1253.3,1150.14,false
43,4.853,1697.0,42.05,3067.0,100.0,0.002,713.0,0.31,4.855,1252.8,1163.22,false
44,4.795,1688.0,19.39,3066.0,100.0,0.0,0.0,0.0,4.795,1267.24,1157.07,false
45,4.751,1702.0,22.59,3070.0,99.84,0.0,0.0,0.0,4.751,1246.84,1150.18,false
46,4.788,1673.0,19.13,3066.0,100.0,0.0,0.0,0.0,4.788,1256.44,1154.74,false
47,4.773,1716.0,20.76,3068.0,99.89,0.0,0.0,0.0,4.773,1250.13,1153.74,false
48,4.813,1739.0,23.15,3063.0,99.95,0.0,0.0,0.0,4.813,1344.87,1143.97,false
49,4.808,1744.0,17.37,3059.0,99.97,0.0,0.0,0.0,4.808,1371.74,1148.85,false
50,4.854,1742.0,20.2,3057.0,100.0,0.0,0.0,0.0,4.854,1378.5,1148.04,false
51,4.8,1733.0,24.59,3063.0,99.95,0.0,0.0,0.0,4.8,1373.49,1149.3,false
52,4.833,1739.0,21.02,3059.0,99.97,0.0,0.0,0.0,4.833,1369.16,1147.22,false
53,4.792,1689.0,20.46,3066.0,100.0,0.0,0.0,0.0,4.792,1264.17,1155.62,false
54,4.781,1681.0,21.24,3068.0,100.0,0.0,0.0,0.0,4.781,1249.46,1151.13,false
55,4.782,1703.0,17.9,3065.0,99.83,0.0,0.0,0.0,4.782,1283.37,1153.89,false
56,4.785,1735.0,21.56,3063.0,99.75,0.0,0.0,0.0,4.785,1346.18,1137.81,false
57,4.834,1678.0,23.85,3062.0,100.0,0.0,0.0,0.0,4.834,1349.85,1158.36,false
58,4.791,1673.0,21.57,3068.0,99.89,0.0,0.0,0.0,4.791,1253.58,1154.29,false
59,5.041,1707.0,22.73,3062.0,100.0,0.0,0.0,0.0,5.041,1263.72,1152.1,false
60,4.794,1689.0,19.65,3066.0,100.0,0.0,0.0,0.0,4.794,1261.95,1152.29,false
61,4.781,1674.0,19.98,3067.0,100.0,0.0,0.0,0.0,4.781,1234.8,1153.93,false
62,4.775,1678.0,20.38,3068.0,100.0,0.0,0.0,0.0,4.775,1238.33,1154.01,false
63,4.798,1689.0,20.44,3068.0,100.0,0.0,0.0,0.0,4.798,1252.47,1153.26,false
64,4.792,1711.0,20.28,3068.0,100.0,0.0,0.0,0.0,4.792,1253.31,1152.51,false
65,4.788,1688.0,20.79,3068.0,99.83,0.0,0.0,0.0,4.788,1255.89,1152.34,false
66,4.735,1702.0,22.33,3071.0,99.49,0.0,0.0,0.0,4.735,1240.27,1154.69,false
67,4.741,1695.0,24.2,3071.0,99.52,0.0,0.0,0.0,4.741,1235.22,1146.14,false
68,4.743,1679.0,22.63,3071.0,99.87,0.0,0.0,0.0,4.743,1243.95,1155.75,false
